Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
33,AAOI,124.82,129.1,8018846.0,Technology,Communication Equipment,98.0,84.0,1.0,97.0,17.0522,15.3874,12228550.0,14388560.0,233.67,18.5,,10555932672,NO,121.26,128.9,97.42,124.6,122.58,3245,0.0,8018846,NO,NO,2022-09-16,77414200,574.7,-46.58
30,AEHR,101.73,105.97,1906220.0,Technology,Semiconductor Equipment & Materials,98.0,88.0,79.0,98.0,14.8021,13.5714,2514595.0,2727170.0,147.4,17.33,,3318478592,NO,103.37,95.16,59.63,92.59,73.16,7299,0.0,1906220,NO,NO,2021-07-19,139700300,487.02,-30.98
79,MRVL,237.04,251.01,24970547.0,Technology,Semiconductors,97.0,86.0,90.0,98.0,17.535,14.3079,41394396.0,23505000.0,329.88,61.44,,212753924096,NO,210.42,233.85,145.07,230.67,168.73,6574,0.0,24970547,YES,NO,2026-06-18,250989400,285.81,-28.14
539,NKTR,74.02,74.53,585337.0,Healthcare,Biotechnology,91.0,75.0,71.0,36.0,2.8107,2.7657,944512.0,612970.0,109.0,26.45,,2527264256,NO,73.38,69.37,64.06,69.92,69.68,8131,0.0,585337,NO,NO,2025-06-24,37172700,179.85,-32.09
1279,WGS,87.07,82.55,555184.0,Healthcare,Diagnostics & Research,82.0,96.0,98.0,53.0,5.5149,5.4021,917353.0,603160.0,170.87,32.21,,2596499456,NO,73.89,67.77,87.28,69.19,67.86,1455,0.78,555184,NO,NO,2026-05-05,11259700,170.32,-49.04
462,GRAL,79.54,77.97,573688.0,Healthcare,Diagnostics & Research,92.0,86.0,86.0,94.0,5.4629,5.1032,729350.0,889900.0,118.84,30.82,,3552752128,NO,70.6,68.75,73.3,69.67,64.16,550,1.17,593288,NO,NO,2026-02-20,15444900,158.08,-33.07
1890,KOLD,30.77,30.93,1723817.0,ETF,ETF,74.0,89.0,91.0,92.0,1.4293,0.9479,2962887.0,2360050.0,49.47,13.44,,0,NO,30.22,26.86,26.12,27.03,23.88,3740,0.0,1723817,NO,NO,2022-11-23,97627200,128.94,-37.8
1804,ROBN,31.95,25.12,1975196.0,ETF,ETF,75.0,78.0,97.0,92.0,2.7136,2.3175,1066383.0,585530.0,123.06,14.49,,0,NO,24.81,29.56,36.54,29.79,24.83,391,12.14,1975196,NO,NO,2025-04-04,6933000,120.5,-74.04
538,ELF,101.94,98.46,1441273.0,Consumer Defensive,Household & Personal Products,91.0,95.0,98.0,60.0,4.9577,4.586,3230204.0,2202750.0,150.99,48.82,,6015275008,NO,90.72,79.07,74.91,81.06,73.05,2492,0.57,1441273,NO,NO,2025-02-07,23546500,108.81,-32.49
1995,PI,165.54,159.73,406297.0,Technology,Semiconductors,72.0,95.0,86.0,88.0,7.7954,7.3168,428016.0,419760.0,247.06,87.36,,5057977344,NO,163.03,147.07,141.6,148.57,130.86,2536,2.79,406297,NO,NO,2018-02-02,11711900,89.49,-33.0
1467,GWRE,189.19,181.79,999739.0,Technology,Software - Application,79.0,97.0,95.0,93.0,7.9621,7.5021,1580830.0,1038330.0,272.6,102.3,,15751272448,NO,168.62,144.55,158.32,147.54,142.81,3665,0.1,999739,NO,NO,2025-01-24,13926100,84.94,-30.6
944,TEM,72.69,66.65,15877153.0,Healthcare,Health Information Services,86.0,98.0,96.0,85.0,4.3825,3.8256,6436427.0,7495990.0,104.32,40.77,,13115802624,NO,51.34,52.66,56.78,54.13,51.65,548,0.0,15877153,YES,NO,2025-05-28,50365400,78.29,-30.32
1155,HOOD,108.13,95.1,49572416.0,Financial Services,Capital Markets,83.0,74.0,95.0,92.0,5.2756,4.5291,25994912.0,15847530.0,153.86,63.52,,97217765376,NO,93.88,100.31,96.08,101.0,86.42,1272,6.08,49572416,YES,NO,2025-09-19,202388400,70.23,-29.72
1219,SPSC,81.09,79.43,385485.0,Technology,Software - Application,82.0,96.0,96.0,91.0,2.9629,2.7264,683388.0,613870.0,117.37,49.04,,2919254016,NO,74.51,65.21,68.72,66.59,61.84,4109,0.0,385485,NO,NO,2016-09-22,4884400,65.35,-30.91
