Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
5,MUU,34.13,30.69,31815602.0,ETF,ETF,98.0,96.0,49.0,98.0,2.9879,2.6121,50054557.0,21404350.0,62.64,1.22,,0,NO,30.12,32.02,19.32,31.07,24.35,477,2.54,32714933.0,YES,NO,2026-06-09,109858000.0,2697.54,-45.51
20,MRNX,83.48,88.29,300779.0,ETF,ETF,98.0,98.0,98.0,98.0,26.5489,19.2675,213298.0,672830.0,143.84,14.95,,0,NO,69.57,48.65,,48.17,33.59,148,0.0,304020.0,NO,NO,2026-08-19,2943500.0,458.39,-41.96
87,BE,252.65,235.55,12968138.0,Industrials,Electrical Equipment & Parts,97.0,89.0,13.0,96.0,15.857,14.8074,14769782.0,12025530.0,351.28,52.0,,74317062144,NO,218.54,226.48,191.25,223.55,217.09,2040,0.54,13737051.0,YES,NO,2024-11-15,64722200.0,385.87,-28.08
117,MRVL,223.22,208.83,17139386.0,Technology,Semiconductors,97.0,84.0,5.0,98.0,16.0586,12.4014,35998903.0,25264600.0,329.88,62.47,,200721186816,NO,224.58,220.67,151.77,216.95,178.1,6584,1.41,20480569.0,YES,NO,2026-06-18,250989400.0,257.32,-32.33
743,HOOG,39.21,40.84,423503.0,ETF,ETF,89.0,98.0,98.0,96.0,4.056,3.5186,514904.0,465840.0,132.19,14.43,,0,NO,29.29,29.96,34.73,30.05,24.78,367,0.0,430033.0,NO,NO,2026-04-29,2566600.0,171.73,-70.34
717,ROBN,39.25,40.82,722119.0,ETF,ETF,89.0,98.0,98.0,96.0,4.1059,3.5926,922961.0,1042380.0,123.06,14.49,,0,NO,29.31,30.03,34.05,30.12,24.86,401,0.0,756539.0,NO,NO,2025-04-04,6933000.0,170.88,-68.1
372,GRAL,80.28,80.62,324033.0,Healthcare,Diagnostics & Research,94.0,96.0,93.0,94.0,5.0533,4.9094,632446.0,523440.0,118.84,33.61,,3582678528,NO,76.48,72.47,73.19,72.74,62.91,560,0.0,420459.0,NO,NO,2026-02-20,15444900.0,138.86,-32.45
288,ELF,109.37,107.41,774597.0,Consumer Defensive,Household & Personal Products,95.0,94.0,98.0,87.0,4.3026,4.1565,2826320.0,1575440.0,150.99,48.82,,6453114368,NO,101.03,87.72,76.03,89.28,74.6,2502,0.0,867084.0,NO,NO,2025-02-07,23546500.0,124.03,-27.56
535,NKTR,74.24,76.37,414452.0,Healthcare,Biotechnology,91.0,63.0,92.0,41.0,3.11,2.9886,855473.0,489880.0,109.0,33.4,,2534775552,NO,74.11,71.66,64.91,72.13,72.1,8141,0.0,588757.0,NO,NO,2025-06-24,37172700.0,122.28,-31.89
1979,DUOL,154.71,158.82,895960.0,Technology,Software - Application,73.0,96.0,95.0,93.0,7.4168,6.6758,1312723.0,1066020.0,353.0,87.89,,7205159424,NO,144.75,135.17,131.36,135.27,116.38,1283,0.0,1050142.0,NO,NO,2026-02-27,20124200.0,76.03,-56.17
