Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
4,SNDK,1692.59,1764.17,8605007.0,Technology,Computer Hardware,98.0,97.0,53.0,98.0,97.1064,87.4414,14026191.0,11600010.0,2354.39,81.38,,247827349504,NO,1596.87,1525.85,1026.51,1528.91,1314.79,395,0.0,8605007.0,NO,NO,2025-11-26,43000900.0,1979.86,-28.11
5,MUU,31.78,35.05,20247540.0,ETF,ETF,98.0,96.0,10.0,98.0,2.85,2.5007,46278530.0,24528450.0,62.64,1.64,,0,NO,31.12,30.91,19.78,30.52,25.09,480,0.0,20247540.0,YES,NO,2026-06-09,109858000.0,1837.8,-49.27
62,AEHR,93.81,95.56,3361159.0,Technology,Semiconductor Equipment & Materials,98.0,1.0,41.0,97.0,7.8493,7.0743,2652398.0,3112560.0,147.4,18.7,,3060124416,NO,98.75,90.77,63.84,90.97,79.16,7312,0.0,3361159.0,NO,NO,2021-07-19,139700300.0,401.66,-36.36
140,INBX,111.42,112.86,311278.0,Healthcare,Biotechnology,97.0,96.0,92.0,94.0,10.3959,10.3254,321109.0,440610.0,155.29,26.19,,1639841664,NO,111.75,98.26,89.46,98.07,92.95,573,0.0,311278.0,NO,NO,2025-10-24,6079600.0,325.43,-28.25
77,INTC,100.32,106.24,95422483.0,Technology,Semiconductors,97.0,84.0,12.0,97.0,4.4693,3.8071,112830870.0,87765010.0,142.35,24.05,,530302074880,NO,94.69,98.83,75.19,96.72,89.04,11716,0.0,95422483.0,YES,NO,1993-04-19,567708800.0,317.13,-29.53
104,DOCN,131.05,132.67,2192660.0,Technology,Software - Infrastructure,97.0,91.0,2.0,97.0,7.516,7.0631,3234022.0,2329010.0,187.5,33.69,,15408800768,NO,118.91,123.58,98.4,121.49,116.24,1373,0.0,2192660.0,NO,NO,2026-04-08,16602000.0,288.99,-30.11
94,MRVL,226.96,235.01,16050991.0,Technology,Semiconductors,97.0,90.0,8.0,98.0,13.6714,11.5121,32302750.0,24930210.0,329.88,66.14,,203970002944,NO,227.05,217.56,154.02,215.12,183.04,6587,0.0,16050991.0,YES,NO,2026-06-18,250989400.0,243.15,-31.2
350,TECL,198.28,207.2,449860.0,ETF,ETF,94.0,31.0,68.0,97.0,9.3586,7.46,738322.0,444390.0,275.4,75.16,,0,NO,201.58,196.1,154.24,196.85,168.86,4451,0.0,449860.0,NO,NO,2010-05-04,332400000.0,163.81,-28.0
764,KOLD,30.03,30.66,2012431.0,ETF,ETF,88.0,86.0,94.0,95.0,1.3949,1.2756,2551891.0,2650200.0,49.47,13.44,,0,NO,29.62,28.49,26.17,29.07,25.06,3753,0.0,2012431.0,NO,NO,2022-11-23,97627200.0,123.44,-39.3
401,GRAL,77.56,77.48,854129.0,Healthcare,Diagnostics & Research,93.0,84.0,94.0,96.0,4.4567,4.4117,625675.0,530890.0,118.84,35.43,,3464312832,NO,77.22,73.11,73.08,73.58,62.25,563,0.0,854129.0,NO,NO,2026-02-20,15444900.0,118.91,-34.74
736,ELF,95.76,100.08,1446147.0,Consumer Defensive,Household & Personal Products,89.0,78.0,97.0,81.0,4.4249,4.251,2615745.0,1586010.0,150.99,48.82,,5650605568,NO,101.89,89.5,76.47,91.21,75.08,2505,0.0,1446147.0,NO,NO,2025-02-07,23546500.0,96.15,-36.58
1649,MSFU,36.84,36.73,1869537.0,ETF,ETF,77.0,20.0,96.0,89.0,1.5199,1.3803,6297988.0,2788390.0,58.89,19.47,,0,NO,37.3,31.84,31.42,33.05,28.72,1006,0.0,1869537.0,NO,NO,2026-07-30,23941600.0,89.21,-37.44
802,SANM,203.31,206.15,309722.0,Technology,Electronic Components,88.0,74.0,7.0,95.0,8.6625,8.2218,1009312.0,634850.0,288.68,110.44,,10896878592,NO,198.0,201.83,184.18,199.83,195.58,8410,0.0,309722.0,NO,NO,2009-06-26,15827533.0,84.09,-29.57
1868,INSP,68.12,66.48,1136003.0,Healthcare,Medical Devices,74.0,95.0,97.0,70.0,2.784,2.784,845427.0,508350.0,147.03,38.91,,1969374848,NO,61.57,56.24,65.92,57.4,53.06,2100,0.0,1136003.0,NO,NO,2025-08-05,10973600.0,75.07,-53.67
