Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
8,MUU,31.28,28.27,19330998.0,ETF,ETF,98.0,86.0,2.0,98.0,2.7191,2.2197,42887854.0,22410410.0,62.64,1.77,,0,NO,30.57,30.11,20.43,29.89,25.77,485,6.12,19448647.0,YES,NO,2026-06-09,109858000.0,1667.23,-50.06
7,SNDK,1614.39,1519.97,8378922.0,Technology,Computer Hardware,98.0,59.0,6.0,97.0,95.6569,84.7805,13837979.0,9687090.0,2354.39,93.53,,236377391104,NO,1581.86,1505.53,1060.33,1492.83,1344.96,400,2.93,8402626.0,NO,NO,2025-11-26,43000900.0,1626.07,-31.43
30,MXL,74.99,69.51,2585090.0,Technology,Semiconductors,98.0,85.0,12.0,98.0,4.9379,4.1729,3268095.0,2430250.0,128.3,12.77,,6801082368,NO,65.36,71.73,49.67,71.07,63.87,4147,4.44,2586423.0,NO,NO,2026-04-24,29044000.0,487.24,-41.55
150,INBX,104.73,101.77,215669.0,Healthcare,Biotechnology,97.0,93.0,83.0,93.0,8.6859,8.4018,317508.0,426620.0,155.29,26.2,,1541380608,NO,114.67,99.15,90.04,99.02,93.75,578,2.05,215669.0,NO,NO,2025-10-24,6079600.0,299.73,-32.56
112,DOCN,132.98,123.76,3027304.0,Technology,Software - Infrastructure,97.0,90.0,3.0,94.0,8.9469,8.4626,3211832.0,2495450.0,187.5,33.69,,15635728384,NO,117.82,122.27,100.37,120.93,118.28,1378,5.32,3041126.0,NO,NO,2026-04-08,16602000.0,294.72,-29.08
77,MRVL,240.76,229.71,20540091.0,Technology,Semiconductors,97.0,94.0,6.0,98.0,13.5921,10.1757,29414887.0,18129200.0,329.88,70.69,,216372117504,NO,227.81,215.93,157.65,216.53,188.72,6592,4.51,20750889.0,YES,NO,2026-06-18,250989400.0,240.59,-27.02
540,WGS,104.95,97.42,826381.0,Healthcare,Diagnostics & Research,91.0,98.0,98.0,92.0,4.9849,4.796,723062.0,539310.0,170.87,32.21,,3129875456,NO,88.31,76.68,82.44,79.25,68.19,1473,2.25,826600.0,NO,NO,2026-05-05,11259700.0,225.83,-38.58
191,NBIS,217.99,209.37,30332699.0,Communication Services,Internet Content & Information,96.0,5.0,4.0,96.0,14.6707,12.9159,20619146.0,13646140.0,299.86,73.52,,55347269632,NO,217.22,211.81,160.09,211.88,186.95,478,0.0,30594337.0,YES,NO,2025-09-09,88378300.0,196.5,-27.3
399,ARM,264.9,243.98,5695481.0,Technology,Semiconductors,93.0,88.0,1.0,97.0,14.7595,11.0124,5863056.0,3986540.0,452.7,100.02,,282912817152,NO,248.02,262.11,206.59,259.31,245.21,755,7.39,6082058.0,NO,NO,2023-09-14,130534500.0,164.85,-41.48
371,GRAL,79.95,75.11,1528594.0,Healthcare,Diagnostics & Research,94.0,94.0,94.0,95.0,3.7942,3.7578,671166.0,802130.0,118.84,38.89,,3571065088,NO,78.81,73.86,72.33,74.24,63.2,568,0.24,1529167.0,NO,NO,2026-02-20,15444900.0,105.58,-32.72
1194,WIX,79.9,80.4,816402.0,Technology,Software - Infrastructure,83.0,86.0,98.0,7.0,5.0946,4.8554,1525761.0,1411840.0,190.93,40.16,,4659300864,NO,81.83,68.6,74.35,69.46,67.42,3234,0.0,824708.0,NO,NO,2026-05-13,11117900.0,98.95,-58.15
809,MSFU,37.53,36.44,2363581.0,ETF,ETF,88.0,90.0,97.0,91.0,1.5386,1.3575,5919095.0,2175520.0,58.89,19.47,,0,NO,37.59,33.22,31.25,34.49,29.08,1011,2.88,2364731.0,NO,NO,2026-07-30,23941600.0,92.76,-36.27
939,ELF,93.32,93.41,1326628.0,Consumer Defensive,Household & Personal Products,86.0,76.0,96.0,88.0,4.6899,4.516,2411490.0,1549670.0,149.48,48.82,,5506626048,NO,102.22,91.45,77.03,92.98,75.1,2510,0.0,1339474.0,NO,NO,2025-02-07,23546500.0,91.15,-37.57
811,INSP,72.74,72.75,563759.0,Healthcare,Medical Devices,88.0,97.0,98.0,86.0,3.3367,3.2117,863579.0,844780.0,147.03,38.91,,2102940672,NO,65.36,58.76,64.81,59.99,53.66,2105,0.0,564160.0,NO,NO,2025-08-05,10973600.0,86.94,-50.53
1131,ZS,197.47,191.58,2992282.0,Technology,Software - Infrastructure,84.0,90.0,97.0,84.0,9.9971,8.9739,3003646.0,4613040.0,336.99,114.62,,32198412288,NO,178.04,166.61,168.54,169.35,151.63,2138,0.22,3010140.0,NO,NO,2026-05-27,31831500.0,72.28,-41.4
1502,NOW,138.47,139.82,9720936.0,Technology,Software - Application,79.0,95.0,96.0,80.0,6.6669,5.5976,20753150.0,13720460.0,194.73,81.24,,143158870016,NO,136.41,122.13,117.54,124.76,110.04,3574,0.0,9756554.0,YES,NO,2019-11-20,189014500.0,70.45,-28.89
1064,SPSC,80.34,80.68,421591.0,Technology,Software - Application,84.0,86.0,96.0,88.0,3.4929,3.32,652514.0,615210.0,114.87,49.04,,2892253952,NO,81.68,74.3,68.79,76.49,63.25,4127,0.0,421619.0,NO,NO,2016-09-22,4884400.0,63.83,-30.06
