Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
7,SNDK,1551.99,1633.35,9544369.0,Technology,Computer Hardware,98.0,83.0,4.0,98.0,97.7263,90.0305,13904006.0,11628720.0,2354.39,85.12,,227240837120,NO,1597.67,1514.01,1040.3,1486.59,1342.88,397,0.0,9544369.0,YES,NO,2025-11-26,43000900.0,1723.3,-34.08
119,INBX,110.47,109.27,239978.0,Healthcare,Biotechnology,97.0,95.0,90.0,94.0,10.0516,9.9811,319530.0,431720.0,155.29,26.19,,1625859968,NO,113.47,98.81,89.73,99.6,93.94,575,0.0,239978.0,NO,NO,2025-10-24,6079600.0,321.8,-28.86
82,INTC,97.19,102.94,95866322.0,Technology,Semiconductors,97.0,17.0,4.0,97.0,4.8298,3.9055,110321322.0,88534820.0,142.35,24.22,,513756561408,NO,94.34,97.89,75.84,95.72,90.9,11718,0.0,95866322.0,YES,NO,1993-04-19,567708800.0,301.28,-31.72
141,DOCN,120.21,122.95,2782817.0,Technology,Software - Infrastructure,97.0,12.0,2.0,96.0,8.3308,7.8915,3237754.0,2468920.0,187.5,33.69,,14134238208,NO,117.95,122.95,99.17,119.65,117.86,1375,0.0,2782817.0,NO,NO,2026-04-08,16602000.0,256.81,-35.89
92,MRVL,218.82,236.1,21964872.0,Technology,Semiconductors,97.0,60.0,4.0,98.0,13.661,10.861,31245996.0,22496350.0,329.88,66.33,,196654563328,NO,227.59,216.32,155.49,214.33,187.99,6589,0.0,21964872.0,YES,NO,2026-06-18,250989400.0,229.9,-33.67
179,NBIS,212.19,224.55,13671398.0,Communication Services,Internet Content & Information,96.0,3.0,13.0,96.0,13.9055,11.9186,20911350.0,13337690.0,299.86,73.52,,53874659328,NO,222.55,211.61,158.31,211.3,186.76,475,0.0,13671398.0,YES,NO,2025-09-09,88378300.0,188.62,-29.24
1294,SOLT,59.12,57.63,315310.0,ETF,ETF,81.0,98.0,98.0,52.0,5.4229,3.8663,457809.0,620390.0,706.0,23.28,,0,NO,53.36,41.6,67.26,44.18,43.64,373,0.0,315310.0,NO,NO,2026-02-06,1912135.0,153.95,-91.63
1300,WIX,83.33,76.58,1739243.0,Technology,Software - Infrastructure,81.0,87.0,98.0,12.0,5.2523,4.927,1553867.0,1592670.0,190.93,40.16,,4859318272,NO,81.12,66.71,74.56,69.8,67.53,3231,2.49,1739243.0,NO,NO,2026-05-13,11117900.0,107.5,-56.36
408,GRAL,75.53,76.23,1121558.0,Healthcare,Diagnostics & Research,93.0,93.0,93.0,96.0,4.1196,4.0746,630793.0,542740.0,118.84,36.98,,3373640448,NO,78.0,73.4,72.81,73.8,63.05,565,0.0,1121558.0,NO,NO,2026-02-20,15444900.0,104.25,-36.44
764,MSFU,38.76,37.26,3068899.0,ETF,ETF,88.0,85.0,97.0,92.0,1.5714,1.4318,6113975.0,2544090.0,58.89,19.47,,0,NO,37.34,32.41,31.37,34.62,29.12,1008,0.81,3068899.0,NO,NO,2026-07-30,23941600.0,99.08,-34.18
684,ELF,96.76,96.91,1823388.0,Consumer Defensive,Household & Personal Products,89.0,89.0,97.0,87.0,4.3237,4.1498,2553472.0,1614560.0,150.99,48.82,,5709613568,NO,102.4,90.27,76.73,93.33,75.21,2507,0.0,1823388.0,NO,NO,2025-02-07,23546500.0,98.2,-35.92
1254,CVLT,140.21,130.07,749500.0,Technology,Software - Application,82.0,16.0,82.0,96.0,5.53,4.9286,687009.0,481140.0,198.18,71.75,,5810942464,NO,135.1,138.28,113.78,136.72,116.08,5024,1.65,749500.0,NO,NO,2006-09-22,8587700.0,95.41,-29.25
879,INSP,74.32,73.0,1172062.0,Healthcare,Medical Devices,87.0,97.0,98.0,84.0,3.1819,3.0569,853767.0,697610.0,147.03,38.91,,2148619008,NO,63.17,57.34,65.62,60.15,53.72,2102,0.0,1172062.0,NO,NO,2025-08-05,10973600.0,91.0,-49.45
983,SPSC,83.03,82.68,718946.0,Technology,Software - Application,86.0,88.0,96.0,89.0,3.6871,3.4486,651737.0,592980.0,114.87,49.04,,2989094656,NO,81.25,73.04,68.81,76.76,63.34,4124,0.0,718946.0,NO,NO,2016-09-22,4884400.0,69.31,-27.72
1691,ZS,191.73,164.54,7515078.0,Technology,Software - Infrastructure,76.0,83.0,96.0,83.0,10.9418,9.4378,2931016.0,3796900.0,336.99,114.62,,31262478336,NO,176.63,163.82,169.59,168.78,151.44,2135,4.67,7515078.0,NO,NO,2026-05-27,31831500.0,67.27,-43.11
