Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
1,AXTI,73.81,88.58,18395469.0,Technology,Semiconductor Equipment & Materials,98.0,96.0,0.0,98.0,11.0679,9.58,10115320.0,15547210.0,143.16,2.05,,4828884992,NO,56.8,71.57,48.8,68.16,65.82,7098,0.0,18399293,YES,NO,2024-02-23,103105600,3500.49,-48.44
2,DFNS,37.1,37.95,480431.0,,,98.0,98.0,98.0,98.0,20.2101,14.0046,3245575.0,16514240.0,1948.75,3.7,,37489364,NO,24.99,10.13,4.68,10.8,4.37,1520,0.0,480431,NO,NO,2026-06-12,369341100,902.7,-98.1
34,AAOI,132.81,135.63,18059261.0,Technology,Communication Equipment,98.0,88.0,9.0,98.0,15.8379,13.3151,12133219.0,13537190.0,233.67,18.5,,11231640576,NO,109.61,137.5,92.89,127.28,119.02,3236,0.0,18059261,YES,NO,2022-09-16,77414200,617.89,-43.16
211,NKTR,74.86,76.48,486842.0,Healthcare,Biotechnology,96.0,80.0,10.0,97.0,3.0186,2.9671,1000759.0,690120.0,109.0,22.28,,2529222400,NO,70.49,66.59,63.49,68.64,68.51,8122,0.0,486842,NO,NO,2025-06-24,37172700,236.0,-31.32
856,GGLL,110.37,108.4,910340.0,ETF,ETF,87.0,17.0,2.0,59.0,8.0188,6.4389,1599419.0,1791480.0,153.0,42.32,,0,NO,106.69,112.83,104.12,109.32,108.05,984,0.83,910340,NO,NO,2025-05-07,11451700,160.8,-27.86
183,OUST,42.13,43.4,2578836.0,Technology,Electronic Components,96.0,16.0,97.0,97.0,4.2236,3.9036,4943745.0,3186650.0,63.79,16.4,,2835130880,NO,38.98,42.63,28.98,41.71,30.66,1464,0.0,2578836,NO,NO,2025-06-11,17407500,156.89,-33.96
996,GRAL,74.84,69.48,1390498.0,Healthcare,Diagnostics & Research,85.0,72.0,90.0,3.0,5.1346,4.8061,693654.0,779430.0,118.84,29.95,,3342820608,NO,70.09,66.99,73.95,68.4,65.24,541,0.0,1390498,NO,NO,2026-02-20,15444900,149.88,-37.02
1599,PI,176.25,183.36,502160.0,Technology,Semiconductors,77.0,95.0,85.0,94.0,10.2574,9.936,436517.0,626580.0,247.06,87.36,,5385214976,NO,147.99,140.54,143.87,145.65,130.79,2527,0.0,502160,NO,NO,2018-02-02,11711900,101.75,-28.66
1357,ELF,95.24,98.49,2247136.0,Consumer non-durables,Household/Personal care,81.0,96.0,97.0,78.0,5.1184,4.7745,3700637.0,3265820.0,150.99,48.82,,5619921408,NO,82.19,71.54,76.23,77.36,72.92,2483,0.0,2247136,NO,NO,2025-02-07,23546500,95.08,-36.92
1263,CVLT,139.43,135.27,1093062.0,Technology services,Packaged software,82.0,8.0,94.0,95.0,7.6354,5.5611,780712.0,901010.0,198.18,71.75,,5778615296,NO,136.58,134.59,113.72,138.1,109.07,5000,0.0,1093062,NO,NO,2006-09-22,8587700,94.33,-29.64
1760,GSHD,64.55,65.2,329342.0,Financial Services,Insurance Brokers,75.0,95.0,97.0,22.0,4.3525,4.1254,587698.0,633510.0,90.79,33.68,,3062981376,NO,60.57,49.95,55.72,53.16,48.83,2082,0.0,329342,NO,NO,2023-08-31,4984800,91.66,-28.9
1419,AXON,596.33,571.01,1234054.0,Industrials,Aerospace & Defense,80.0,78.0,96.0,92.0,35.4378,32.3943,1093038.0,1070340.0,844.15,339.01,,48444309504,NO,540.23,514.28,511.94,520.05,473.04,6322,0.0,1234054,NO,NO,2004-04-21,134827600,75.9,-29.36
1727,TTAN,86.89,85.83,885671.0,Technology,Software - Application,76.0,89.0,95.0,91.0,4.9563,4.6251,1636461.0,1350440.0,119.99,54.17,,8289095168,NO,79.33,74.78,78.46,75.85,70.6,414,0.0,885671,NO,NO,2026-06-26,11154500,60.4,-27.59
