Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
7,MUU,33.72,31.28,19977358.0,ETF,ETF,98.0,94.0,1.0,98.0,2.7281,2.2251,42328164.0,22109010.0,62.64,1.77,,0,NO,30.65,30.02,20.58,30.13,25.86,486,1.37,19977358.0,YES,NO,2026-06-09,109858000.0,1805.08,-46.17
29,MVLL,30.99,30.07,2519279.0,ETF,ETF,98.0,74.0,0.0,98.0,2.8884,2.2762,3962204.0,3090240.0,77.67,4.83,,0,NO,27.59,26.3,20.81,26.17,26.15,386,0.0,2519279.0,NO,NO,2025-08-29,36696300.0,541.61,-60.1
27,MXL,81.12,74.99,4847243.0,Technology,Semiconductors,98.0,96.0,15.0,98.0,5.2329,4.4071,3238122.0,2492470.0,128.3,12.77,,7357031936,NO,66.16,71.43,49.99,71.68,64.08,4148,1.47,4847243.0,NO,NO,2026-04-24,29044000.0,535.24,-36.77
66,AEHR,93.49,90.55,1993853.0,Technology,Semiconductor Equipment & Materials,98.0,5.0,6.0,98.0,7.6214,6.5693,2764961.0,3345740.0,147.4,18.7,,3053340928,NO,88.14,92.58,65.83,93.15,81.18,7318,1.62,1993853.0,NO,NO,2021-07-19,139700300.0,399.95,-36.57
118,INBX,109.35,104.73,468143.0,Healthcare,Biotechnology,97.0,92.0,88.0,95.0,8.6151,8.3089,313364.0,429290.0,155.29,26.2,,1609376128,NO,115.18,99.26,90.18,99.49,93.9,579,1.38,468143.0,NO,NO,2025-10-24,6079600.0,317.37,-29.58
114,DOCN,130.14,132.98,9548493.0,Technology,Software - Infrastructure,97.0,94.0,3.0,93.0,8.8304,8.3461,3198062.0,2594930.0,187.5,33.69,,15301803008,NO,118.61,122.05,100.8,120.64,118.19,1379,0.0,9548493.0,YES,NO,2026-04-08,16602000.0,286.29,-30.59
812,WGS,101.1,104.95,675530.0,Healthcare,Diagnostics & Research,88.0,97.0,98.0,90.0,5.091,4.9199,725770.0,571960.0,170.87,32.21,,3015058688,NO,89.23,77.32,82.13,78.86,68.06,1474,0.0,675530.0,NO,NO,2026-05-05,11259700.0,213.88,-40.83
166,HUT,98.74,90.99,7314712.0,Financial Services,Capital Markets,96.0,96.0,5.0,97.0,7.5964,6.9402,4691596.0,4839080.0,140.8,31.67,,12170640384,NO,87.92,93.2,77.56,93.43,87.68,2145,2.58,7314712.0,NO,NO,2025-12-17,22652500.0,211.78,-29.87
498,SOLT,71.2,56.19,1253819.0,ETF,ETF,92.0,98.0,98.0,88.0,5.5206,4.0606,460606.0,520820.0,646.2,23.28,,0,NO,57.47,43.26,65.21,45.38,44.04,377,10.09,1253819.0,NO,NO,2026-02-06,1912135.0,205.84,-88.98
211,AMBQ,65.46,62.35,2664292.0,Technology,Semiconductors,96.0,93.0,3.0,98.0,3.4739,3.036,537979.0,429910.0,91.61,22.12,,1583119744,NO,59.67,65.22,49.31,64.11,57.19,287,2.42,2664292.0,NO,NO,2025-07-30,5479500.0,195.93,-28.54
