Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
5,AXTI,78.47,73.78,11043505,Technology,Semiconductor Equipment & Materials,98.0,97.0,1.0,98.0,11.375,9.8871,10227508.0,16774390.0,143.16,2.05,,5133757440,NO,58.86,70.36,49.51,68.63,65.97,7100,0.0,11043505,YES,NO,2024-02-23,103105600,3727.8,-45.19
3,DFNS,36.83,36.58,420042,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,20.7734,14.5429,3261668.0,5868320.0,1948.75,3.7,,37216532,NO,28.65,11.58,4.97,10.77,4.36,1522,0.0,420042,NO,NO,2026-06-12,369341100,895.41,-98.11
30,AAOI,138.08,134.33,12892129,Technology,Communication Equipment,98.0,86.0,2.0,98.0,16.0265,13.6301,12047159.0,14558470.0,233.67,18.5,,11677321216,NO,111.5,136.06,93.94,127.81,119.2,3238,0.0,12892129,YES,NO,2022-09-16,77414200,646.38,-40.91
173,NBIL,34.85,20.71,11159260,ETF,ETF,96.0,97.0,90.0,98.0,6.2463,5.278,2627135.0,5503200.0,68.49,6.37,,0,NO,23.54,35.57,21.26,33.47,24.19,213,35.2,11159260,YES,YES,2026-08-12,11159260,447.1,-49.12
136,NEBX,35.74,21.21,7992983,ETF,ETF,97.0,97.0,90.0,98.0,6.4148,5.4251,2560043.0,4386520.0,70.77,6.62,,0,NO,24.24,36.65,22.02,34.46,25.0,233,34.28,7992983,NO,NO,2025-11-11,10629300,439.88,-49.5
161,CIEN,432.05,387.53,3753658,Technology,Communication Equipment,96.0,12.0,2.0,92.0,32.435,26.33,2700766.0,1892600.0,637.51,84.41,,61157941248,NO,389.39,435.59,360.65,422.37,421.42,7423,6.96,3753658,NO,NO,2011-06-08,36581000,411.85,-32.23
175,VIAV,43.11,38.4,5883476,Technology,Communication Equipment,96.0,59.0,4.0,94.0,3.4893,2.9664,6939785.0,6267840.0,60.43,10.3,,10634618880,NO,38.7,43.85,32.96,42.99,39.37,8238,6.77,5889946,NO,NO,2013-12-20,87404420,318.54,-28.66
233,NKTR,76.03,75.5,542796,Healthcare,Biotechnology,95.0,83.0,11.0,97.0,2.9457,2.8636,973185.0,618280.0,109.0,23.68,,2568751872,NO,71.07,66.82,63.55,68.84,68.58,8122,0.65,542796,NO,NO,2025-06-24,37172700,221.07,-30.25
202,OUST,46.12,45.13,2746248,Technology,Electronic Components,96.0,86.0,97.0,97.0,4.4941,4.0762,4871212.0,3153060.0,63.79,16.4,,3325820928,NO,39.55,42.64,29.12,42.11,30.8,1466,0.0,2746248,NO,NO,2025-06-11,17407500,181.22,-27.7
1829,GRAL,68.94,74.84,564586,Healthcare,Diagnostics & Research,74.0,10.0,81.0,2.0,5.4521,5.1236,709232.0,853450.0,118.84,29.95,,3079290112,NO,69.88,66.93,73.89,67.81,65.05,542,0.0,564586,NO,NO,2026-02-20,15444900,130.18,-41.99
1177,CVLT,141.74,139.43,347822,Technology,Software - Application,83.0,9.0,95.0,94.0,7.4257,5.41,783396.0,719810.0,198.18,71.75,,5874352640,NO,135.9,135.39,113.43,138.33,109.14,5002,0.0,347822,NO,NO,2006-09-22,8587700,97.55,-28.48
1348,GSHD,65.55,64.55,173565,Financial Services,Insurance Brokers,81.0,93.0,97.0,74.0,4.2882,4.0611,582145.0,524400.0,90.79,33.68,,3110432512,NO,61.33,50.57,55.71,53.26,48.86,2083,0.0,174344,NO,NO,2023-08-31,4984800,94.63,-27.8
790,ELF,92.62,94.99,1332158,Consumer Defensive,Household & Personal Products,88.0,96.0,97.0,86.0,4.9418,4.6139,3607804.0,3205070.0,150.99,48.82,,5465320960,NO,84.25,73.1,75.93,77.1,72.83,2485,0.0,1332158,NO,NO,2025-02-07,23546500,89.72,-38.66
1837,SE,128.11,131.51,6881109,Consumer Cyclical,Internet Retail,74.0,91.0,96.0,80.0,4.8298,3.5612,4446795.0,5278780.0,199.3,77.05,,78465392640,NO,110.06,100.74,109.0,103.23,97.26,2212,0.0,6881109,NO,NO,2023-08-15,52278000,66.27,-35.72
