Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
7,MUU,37.85,37.71,16973297.0,ETF,ETF,98.0,97.0,3.0,98.0,2.9201,2.39,38187368.0,20686930.0,62.64,1.79,,0,NO,32.64,30.42,21.42,31.2,26.8,491,0.0,16973297.0,YES,NO,2026-06-09,109858000.0,2014.53,-39.58
34,MVLL,35.44,34.63,1471814.0,ETF,ETF,98.0,92.0,4.0,98.0,3.119,2.5734,3705734.0,2634740.0,77.67,4.83,,0,NO,28.59,26.97,21.44,27.56,27.12,391,0.0,1471814.0,NO,NO,2025-08-29,36696300.0,633.75,-54.37
52,CUE,31.41,32.85,228129.0,Healthcare,Biotechnology,98.0,92.0,92.0,98.0,4.8889,4.8867,256795.0,700230.0,45.5,4.98,,228175248,NO,30.38,29.4,19.82,29.68,24.05,2195,0.0,228129.0,NO,NO,2026-05-01,18924600.0,530.72,-30.97
47,AEHR,104.39,97.42,2843848.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,86.0,98.0,8.15,7.2436,2805379.0,2324190.0,147.4,18.7,,3409329920,NO,89.21,94.82,67.7,95.48,83.41,7323,0.79,2843848.0,NO,NO,2021-07-19,139700300.0,458.24,-29.18
152,ALAB,364.62,360.51,3055046.0,Technology,Semiconductors,97.0,97.0,20.0,98.0,22.4755,19.3537,4403514.0,4495440.0,499.48,97.89,,63256137728,NO,303.21,305.03,236.21,310.25,270.82,632,0.0,3055046.0,NO,NO,2024-11-05,24756900.0,272.48,-27.0
207,BMNG,30.83,31.93,278639.0,ETF,ETF,96.0,93.0,98.0,83.0,3.5709,2.9852,668984.0,423760.0,347.0,8.39,,0,NO,27.22,21.11,33.29,21.78,21.22,230,0.0,278639.0,NO,NO,2026-03-25,5053080.0,267.46,-91.12
316,SOLT,80.62,74.67,782822.0,ETF,ETF,94.0,98.0,98.0,94.0,5.6975,4.3461,486939.0,653010.0,589.22,23.28,,0,NO,62.55,47.38,63.05,50.13,45.19,382,4.38,782822.0,NO,NO,2026-02-06,1912135.0,246.31,-86.32
194,TSEM,230.47,217.28,2008551.0,Technology,Semiconductors,96.0,86.0,18.0,86.0,12.2271,9.985,1879261.0,2480980.0,319.94,67.74,,26050310144,NO,214.17,225.4,193.92,228.95,221.38,8032,2.78,2008551.0,NO,NO,2022-02-15,19691500.0,240.23,-27.96
171,ARM,310.32,306.34,6983681.0,Technology,Semiconductors,96.0,97.0,19.0,96.0,19.4449,14.7406,5426173.0,6727700.0,452.7,100.02,,331421319168,NO,268.03,264.32,211.83,264.69,251.66,761,0.0,6983681.0,NO,NO,2023-09-14,130534500.0,210.26,-31.45
259,HUT,96.82,101.54,2628535.0,Financial Services,Capital Markets,95.0,95.0,5.0,96.0,7.8884,7.1236,4770985.0,4938910.0,140.8,31.67,,11933981696,NO,92.56,93.53,79.09,93.96,89.13,2150,0.0,2628535.0,NO,NO,2025-12-17,22652500.0,205.72,-31.24
306,ETHU,30.54,30.665,6026204.0,ETF,ETF,94.0,95.0,98.0,90.0,2.1646,1.7417,6561068.0,8879810.0,169.45,10.72,,0,NO,27.53,21.9,27.83,22.82,20.99,580,0.0,6026204.0,NO,NO,2026-06-05,26454600.0,184.89,-81.98
341,PLTU,57.9,59.75,517770.0,ETF,ETF,94.0,93.0,98.0,82.0,3.323,3.2994,2139077.0,746150.0,128.03,21.04,,0,NO,51.96,45.72,47.2,47.02,41.33,448,0.0,517770.0,NO,NO,2025-05-06,13459300.0,175.19,-54.78
340,LRCX,315.21,307.16,7588981.0,Technology,Semiconductor Equipment & Materials,94.0,75.0,7.0,92.0,14.21,11.49,10408841.0,10866550.0,438.5,126.37,,394428874752,NO,296.43,304.58,270.93,306.7,294.94,10681,0.63,7588981.0,NO,NO,2012-06-04,298766000.0,149.43,-28.12
