Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
6,MUU,38.92,35.56,28922858.0,ETF,ETF,98.0,96.0,7.0,98.0,2.9382,2.3637,41496569.0,20963120.0,62.64,1.77,,0,NO,31.4,30.08,20.91,31.3,26.83,488,0.0,28922858.0,YES,NO,2026-06-09,109858000.0,2098.87,-37.87
28,MVLL,35.63,34.27,2848032.0,ETF,ETF,98.0,95.0,1.0,98.0,3.1018,2.4934,3873763.0,2971680.0,77.67,4.83,,0,NO,28.12,26.43,21.06,27.58,27.13,388,0.0,2848032.0,NO,NO,2025-08-29,36696300.0,637.68,-54.13
26,MXL,87.43,85.98,3540174.0,Technology,Semiconductors,98.0,97.0,32.0,98.0,5.73,4.8479,3273468.0,2980230.0,128.3,12.77,,7929305600,NO,68.36,71.29,50.69,73.24,66.41,4150,0.0,3540174.0,NO,NO,2026-04-24,29044000.0,584.65,-31.86
92,CUE,30.9,28.27,1175302.0,Healthcare,Biotechnology,97.0,97.0,86.0,98.0,4.5399,4.5378,224079.0,534650.0,45.5,4.98,,224470384,NO,29.77,29.23,19.58,29.63,24.04,2192,1.2,1183787.0,NO,NO,2026-05-01,18924600.0,520.48,-32.09
57,AEHR,100.6,96.93,1864038.0,Technology,Semiconductor Equipment & Materials,98.0,52.0,33.0,98.0,7.8504,6.8746,2772211.0,2870830.0,147.4,18.7,,3285550336,NO,88.11,93.72,66.58,95.1,83.29,7320,0.0,1864038.0,NO,NO,2021-07-19,139700300.0,437.97,-31.75
145,INBX,110.67,112.04,292112.0,Healthcare,Biotechnology,97.0,90.0,89.0,95.0,8.3112,8.005,316282.0,467910.0,155.29,27.12,,1628803456,NO,115.88,100.01,90.47,101.81,95.12,581,0.0,292117.0,NO,NO,2025-10-24,6079600.0,308.08,-28.73
243,SHAZ,63.21,59.93,1267413.0,Technology,Information Technology Services,95.0,90.0,2.0,98.0,4.7964,4.3136,1941725.0,1626280.0,97.48,16.55,,2263139328,NO,56.34,59.2,,58.7,53.88,150,0.0,1267413.0,NO,NO,2026-07-30,4489900.0,281.93,-35.16
189,ALAB,363.46,340.74,5390428.0,Technology,Semiconductors,96.0,97.0,13.0,98.0,23.5406,20.1116,4456006.0,4485250.0,499.48,97.89,,63054893056,NO,292.78,303.96,233.23,310.14,270.78,629,0.0,5390428.0,NO,NO,2024-11-05,24756900.0,271.29,-27.23
366,SOLT,76.03,76.22,448309.0,ETF,ETF,94.0,98.0,98.0,88.0,5.5135,3.9374,485058.0,582990.0,589.22,23.28,,0,NO,60.04,44.92,64.28,49.67,45.03,379,0.0,448309.0,NO,NO,2026-02-06,1912135.0,226.59,-87.1
417,ETHU,32.1,32.32,5819821.0,ETF,ETF,93.0,97.0,98.0,87.0,2.2203,1.7213,6609852.0,8874390.0,169.45,10.72,,0,NO,26.96,21.05,28.29,22.98,21.05,577,0.0,5819821.0,NO,NO,2026-06-05,26454600.0,199.44,-81.06
1718,WGS,90.8,97.83,1684767.0,Healthcare,Diagnostics & Research,76.0,86.0,96.0,82.0,5.6242,5.3289,722396.0,644940.0,170.87,32.21,,2707886848,NO,90.05,78.5,81.47,81.59,68.43,1476,0.0,1685109.0,NO,NO,2026-05-05,11259700.0,181.9,-46.86
2183,ROBN,39.46,38.96,646953.0,ETF,ETF,70.0,96.0,90.0,97.0,4.2431,3.7398,818934.0,1000300.0,123.06,14.49,,0,NO,33.74,29.74,32.25,30.69,26.32,412,0.0,652180.0,NO,NO,2025-04-04,6933000.0,172.33,-67.93
717,PLTU,55.2,54.31,532534.0,ETF,ETF,89.0,80.0,98.0,31.0,4.0084,3.7426,2275634.0,697290.0,128.03,21.04,,0,NO,51.07,44.15,47.69,46.75,41.24,445,0.0,537643.0,NO,NO,2025-05-06,13459300.0,162.36,-56.89
381,SITM,633.72,638.32,510682.0,Technology,Semiconductors,94.0,82.0,10.0,95.0,38.2772,32.4025,514339.0,554730.0,901.81,243.68,,19056615424,NO,589.58,598.46,517.14,619.53,582.98,1717,0.0,510682.0,NO,NO,2026-03-20,4028500.0,160.06,-29.73
397,LRCX,310.96,302.28,9229434.0,Technology,Semiconductor Equipment & Materials,93.0,54.0,6.0,87.0,14.8743,11.9321,10695436.0,10693000.0,438.5,125.02,,389110759424,NO,297.25,306.04,268.68,306.28,294.79,10678,0.0,9229434.0,YES,NO,2012-06-04,298766000.0,148.73,-29.09
634,ELF,102.12,97.79,1220352.0,Consumer Defensive,Household & Personal Products,90.0,67.0,96.0,90.0,4.4792,4.2138,2359571.0,1550650.0,147.75,48.82,,6025896960,NO,101.72,92.83,77.35,96.14,75.53,2513,2.09,1220352.0,NO,NO,2025-02-07,23546500.0,109.18,-30.88
1171,WIX,80.1,83.53,1162078.0,Technology,Software - Infrastructure,83.0,38.0,98.0,7.0,5.1825,4.9432,1488890.0,1160940.0,185.99,40.16,,4670963712,NO,81.49,70.4,74.09,72.18,67.69,3237,0.0,1162240.0,NO,NO,2026-05-13,11117900.0,99.45,-56.93
815,MSFU,37.21,38.07,3548518.0,ETF,ETF,88.0,85.0,97.0,92.0,1.5477,1.3974,5675949.0,2062780.0,58.89,19.47,,0,NO,37.82,34.04,31.14,35.7,29.41,1014,0.0,3548518.0,NO,NO,2026-07-30,23941600.0,91.11,-36.81
770,NUGT,184.39,172.71,596574.0,ETF,ETF,88.0,6.0,96.0,70.0,12.2239,9.3204,677884.0,590440.0,320.79,98.81,,0,NO,186.86,158.23,185.3,168.47,166.46,3970,0.0,596574.0,NO,NO,2018-07-17,16470580.0,86.61,-42.52
877,ZS,210.18,207.13,2901119.0,Technology,Software - Infrastructure,87.0,95.0,97.0,89.0,10.2522,9.3715,2806176.0,3770530.0,336.99,114.62,,34270836736,NO,182.13,170.34,167.97,175.36,153.73,2141,0.0,2902130.0,NO,NO,2026-05-27,31831500.0,83.37,-37.63
808,INSP,71.3,75.72,1119055.0,Healthcare,Medical Devices,88.0,95.0,97.0,88.0,3.9042,3.7792,876539.0,1097690.0,147.03,38.91,,2061309952,NO,67.29,60.15,63.95,62.46,54.02,2108,0.0,1120093.0,NO,NO,2025-08-05,10973600.0,83.24,-51.51
1881,NOW,137.0,137.68,12480027.0,Technology,Software - Application,74.0,89.0,95.0,80.0,6.285,5.2786,20086155.0,13191960.0,194.73,81.24,,141639090176,NO,137.61,123.77,117.11,127.83,110.9,3577,0.0,12480027.0,YES,NO,2019-11-20,189014500.0,68.64,-29.65
1236,SPSC,81.48,81.65,403113.0,Technology,Software - Application,82.0,70.0,96.0,89.0,3.7429,3.5786,626057.0,670150.0,114.87,49.04,,2933294336,NO,81.73,75.46,68.77,78.02,64.07,4130,0.0,403113.0,NO,NO,2016-09-22,4884400.0,66.15,-29.07
1652,WK,69.83,72.84,916791.0,Technology,Software - Application,77.0,14.0,96.0,61.0,3.058,2.7055,869663.0,1014850.0,97.09,43.34,,3918813440,NO,74.76,67.59,64.61,69.33,59.02,2960,0.0,933761.0,NO,NO,2014-12-12,5034500.0,61.12,-28.08
