Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
25,MVLL,32.67,31.39,2716045.0,ETF,ETF,98.0,98.0,55.0,98.0,4.1132,3.3352,6131938.0,4688920.0,77.67,4.32,,0,NO,27.2,33.13,19.28,30.1,24.11,370,0.0,2716045,NO,NO,2025-08-29,36696300.0,656.25,-57.94
21,MRNX,90.77,103.09,460543.0,ETF,ETF,98.0,98.0,98.0,98.0,21.4207,14.6593,166595.0,871830.0,143.84,14.95,,0,NO,48.65,41.25,,45.11,31.88,141,0.0,460543,NO,NO,2026-08-19,2943500.0,507.16,-36.9
15,RFAI,48.89,51.09,44520.0,Financial Services,Shell Companies,98.0,98.0,98.0,98.0,8.2866,6.568,75763.0,400660.0,73.0,8.94,,407926656,NO,19.26,14.33,11.72,19.54,13.79,538,0.0,44520,NO,NO,2026-08-21,3150800.0,446.87,-33.03
75,AEHR,91.12,95.59,1645684.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,7.0,97.0,13.1791,11.9349,2490107.0,2559230.0,147.4,18.7,,2972375552,NO,106.88,94.27,60.67,90.17,75.34,7302,0.0,1645684,NO,NO,2021-07-19,139700300.0,387.27,-38.18
139,NBIS,213.93,221.97,9167300.0,Communication Services,Internet Content & Information,97.0,94.0,54.0,97.0,21.7413,18.1988,21693487.0,30088900.0,299.86,63.26,,54316437504,NO,220.52,221.74,150.79,213.02,174.21,463,0.0,9167300,YES,NO,2025-09-09,88378300.0,238.18,-28.66
1083,WGS,90.29,87.405,428055.0,Healthcare,Diagnostics & Research,84.0,97.0,98.0,76.0,4.727,4.5666,898719.0,530320.0,170.87,32.21,,2692528128,NO,77.73,69.38,86.52,72.32,67.66,1458,0.0,428055,NO,NO,2026-05-05,11259700.0,180.32,-47.16
422,NKTR,73.77,74.96,450246.0,Healthcare,Biotechnology,93.0,66.0,82.0,50.0,2.9085,2.8664,935069.0,619480.0,109.0,27.87,,2518728448,NO,73.86,70.22,64.35,71.2,70.9,8134,0.0,450246,NO,NO,2025-06-24,37172700.0,164.69,-32.32
533,GRAL,79.59,82.54,396276.0,Healthcare,Diagnostics & Research,92.0,93.0,80.0,94.0,5.3421,5.2243,722498.0,692840.0,118.84,30.82,,3554985216,NO,72.81,69.93,73.27,71.25,63.56,553,0.0,396276,NO,NO,2026-02-20,15444900.0,158.24,-33.03
1774,HOOG,31.84,34.01,172694.0,ETF,ETF,75.0,95.0,97.0,92.0,3.0647,2.6088,585511.0,509380.0,132.19,14.43,,0,NO,25.86,29.72,36.52,29.32,24.46,360,0.0,172694,NO,NO,2026-04-29,2566600.0,120.65,-75.91
1635,ROBN,31.9,33.97,384027.0,ETF,ETF,77.0,95.0,97.0,92.0,3.0792,2.6435,1078404.0,857830.0,123.06,14.49,,0,NO,25.89,29.81,35.65,29.41,24.54,394,0.0,384027,NO,NO,2025-04-04,6933000.0,120.15,-74.08
434,ELF,106.97,105.77,1413727.0,Consumer Defensive,Household & Personal Products,93.0,94.0,98.0,77.0,4.3128,4.0946,3092749.0,1771300.0,150.99,48.82,,6312085504,NO,94.2,81.73,74.94,85.34,73.78,2495,0.0,1413727,NO,NO,2025-02-07,23546500.0,119.11,-29.15
2187,MSFU,37.6,36.9,2119390.0,ETF,ETF,70.0,97.0,94.0,91.0,1.3539,1.256,7372876.0,2746560.0,58.89,19.47,,0,NO,36.49,28.65,31.9,29.91,27.97,996,0.0,2119390,NO,NO,2026-07-30,23941600.0,93.12,-36.15
1285,GWRE,191.07,188.34,883117.0,Technology,Software - Application,82.0,91.0,95.0,92.0,7.9221,7.4621,1570149.0,1016140.0,272.6,102.3,,15907794944,NO,173.39,148.76,157.88,155.87,144.48,3668,0.0,883117,NO,NO,2025-01-24,13926100.0,86.77,-29.91
1060,HOOD,108.54,112.09,13230040.0,Financial Services,Capital Markets,85.0,90.0,95.0,91.0,5.8557,5.0877,26476255.0,21719770.0,153.86,63.52,,97586397184,NO,96.18,101.12,95.67,101.03,86.72,1275,0.0,13230040,YES,NO,2025-09-19,202388400.0,70.88,-29.46
1314,TEM,68.48,68.73,5195467.0,Healthcare,Health Information Services,81.0,98.0,95.0,87.0,5.1245,4.5197,6780420.0,9551260.0,104.32,40.77,,12356172800,NO,55.14,53.73,56.6,55.9,51.94,551,0.0,5195467,NO,NO,2025-05-28,50365400.0,67.97,-34.36
1105,SPSC,80.48,80.56,251507.0,Technology,Software - Application,84.0,90.0,96.0,93.0,2.8557,2.6379,673528.0,532430.0,114.87,49.04,,2897294336,NO,76.46,66.75,68.72,69.33,61.55,4112,0.0,251507,NO,NO,2016-09-22,4884400.0,64.11,-29.94
