Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
21,MRNX,79.95,87.53,705941.0,ETF,ETF,98.0,98.0,98.0,98.0,18.8921,12.5914,142251.0,705400.0,143.84,14.95,,0,NO,41.43,38.33,,44.03,31.51,139,0.0,705941,NO,NO,2026-08-19,2943500,434.78,-44.42
37,AEHR,96.43,101.73,1802938.0,Technology,Semiconductor Equipment & Materials,98.0,94.0,45.0,98.0,14.1114,12.8129,2515811.0,2762640.0,147.4,18.7,,3145590016,NO,104.32,95.03,59.98,90.7,75.52,7300,0.0,1802938,NO,NO,2021-07-19,139700300,415.67,-34.58
90,MRVL,229.29,237.04,18712071.0,Technology,Semiconductors,97.0,90.0,85.0,98.0,16.6586,14.0657,41486741.0,24093520.0,329.88,61.44,,205797965824,NO,212.42,232.82,145.78,222.54,173.74,6575,0.0,18712071,YES,NO,2026-06-18,250989400,273.19,-30.49
553,NKTR,73.69,74.02,747929.0,Healthcare,Biotechnology,91.0,65.0,78.0,33.0,2.8768,2.8611,945579.0,584480.0,109.0,26.45,,2515997184,NO,73.49,69.65,64.15,71.19,70.89,8132,0.0,747929,NO,NO,2025-06-24,37172700,178.6,-32.39
1639,WGS,85.19,87.065,504316.0,Healthcare,Diagnostics & Research,77.0,97.0,98.0,24.0,4.6435,4.4809,908766.0,535370.0,170.87,32.21,,2540582144,NO,75.12,68.25,87.01,71.81,67.49,1456,0.0,504316,NO,NO,2026-05-05,11259700,164.48,-50.14
486,GRAL,76.58,79.54,380896.0,Healthcare,Diagnostics & Research,92.0,86.0,82.0,95.0,5.6364,5.2768,732475.0,785960.0,118.84,30.82,,3420540160,NO,71.09,69.08,73.28,70.95,63.46,551,0.0,380896,NO,NO,2026-02-20,15444900,148.48,-35.56
385,ELF,105.95,101.94,2030554.0,Consumer Defensive,Household & Personal Products,93.0,96.0,98.0,77.0,4.862,4.4902,3169901.0,1898190.0,150.99,48.82,,6251896832,NO,91.82,79.98,74.85,85.24,73.75,2493,0.26,2030554,NO,NO,2025-02-07,23546500,117.02,-29.83
1418,VOYG,35.5,38.4,1056357.0,Industrials,Aerospace & Defense,80.0,96.0,3.0,88.0,3.0628,2.8831,2257980.0,1721720.0,52.4,17.41,,2166531584,NO,36.31,33.32,30.36,32.9,32.0,302,0.0,1056357,NO,NO,2025-06-11,23157100,103.91,-32.25
1322,GWRE,191.89,189.19,1550928.0,Technology,Software - Application,81.0,96.0,94.0,94.0,7.9025,7.4425,1573875.0,1037950.0,272.6,102.3,,15976064000,NO,170.75,146.02,158.16,155.95,144.51,3666,0.0,1550928,NO,NO,2025-01-24,13926100,87.58,-29.61
1085,SPSC,81.35,81.09,398172.0,Technology,Software - Application,84.0,95.0,96.0,93.0,2.9002,2.6637,682140.0,588360.0,116.0,49.04,,2928614144,NO,75.3,65.73,68.72,69.41,61.58,4110,0.0,398172,NO,NO,2016-09-22,4884400,65.88,-29.87
1307,HOOD,103.62,108.13,22030340.0,Financial Services,Capital Markets,81.0,82.0,95.0,92.0,5.3082,4.5617,26470448.0,19391550.0,153.86,63.52,,93162913792,NO,94.28,100.54,95.92,100.54,86.56,1273,0.0,22030340,YES,NO,2025-09-19,202388400,63.13,-32.65
1855,TEM,66.17,72.69,11876818.0,Healthcare,Health Information Services,74.0,97.0,95.0,74.0,4.6904,4.0856,6624264.0,8521540.0,104.32,40.77,,11939366912,NO,52.5,52.99,56.68,55.67,51.86,549,0.0,11876818,YES,NO,2025-05-28,50365400,62.3,-36.57
