Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
1,AXTI,73.78,73.81,7457086.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,0.0,98.0,11.055,9.5671,10220156.0,16849170.0,143.16,2.05,,4826922496,NO,57.61,70.98,49.15,68.16,65.81,7099,0.0,7457086,NO,NO,2024-02-23,103105600.0,3499.02,-48.46
2,DFNS,36.58,37.1,524145.0,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,20.3836,14.1474,3253259.0,8676810.0,1948.75,3.7,,36963908,NO,26.82,10.85,4.83,10.75,4.35,1521,0.0,524145,NO,NO,2026-06-12,369341100.0,888.65,-98.12
33,AAOI,134.33,132.81,8721031.0,Technology,Communication Equipment,98.0,94.0,2.0,98.0,15.8722,13.4758,12162996.0,14721570.0,233.67,18.5,,11360186368,NO,110.05,137.02,93.41,127.43,119.08,3237,0.9,8721031,NO,NO,2022-09-16,77414200.0,626.11,-42.51
231,NKTR,75.5,74.86,317043.0,Healthcare,Biotechnology,95.0,87.0,17.0,97.0,2.9554,2.9039,980417.0,657010.0,109.0,22.5,,2550845440,NO,70.91,66.81,63.56,68.71,68.53,8123,0.0,317043,NO,NO,2025-06-24,37172700.0,235.56,-30.73
183,OUST,45.13,42.13,3380992.0,Technology,Electronic Components,96.0,89.0,97.0,97.0,4.3962,3.9783,4894933.0,3195690.0,63.79,16.4,,3254429696,NO,39.14,42.62,29.06,42.01,30.76,1465,4.2,3380992,NO,NO,2025-06-11,17407500.0,175.18,-29.25
904,GRAL,75.48,74.84,575524.0,Healthcare,Diagnostics & Research,87.0,74.0,90.0,3.0,5.1257,4.7971,706596.0,874420.0,118.84,29.95,,3371407360,NO,70.2,67.06,73.93,68.46,65.26,542,0.35,575524,NO,NO,2026-02-20,15444900.0,152.02,-36.49
1515,PI,174.14,176.25,440379.0,Technology,Semiconductors,78.0,94.0,82.0,94.0,10.4646,10.1431,438130.0,635760.0,247.06,87.36,,5320745472,NO,149.47,141.0,143.74,145.44,130.72,2528,0.0,440983,NO,NO,2018-02-02,11711900.0,99.34,-29.52
615,ELF,94.99,95.24,1086290.0,Consumer Defensive,Household & Personal Products,90.0,96.0,97.0,88.0,5.0378,4.7061,3638982.0,3281200.0,150.99,48.82,,5605169664,NO,83.33,72.32,76.09,77.34,72.91,2484,0.0,1086290,NO,NO,2025-02-07,23546500.0,94.57,-37.09
1254,CVLT,139.43,139.43,337234.0,Technology,Software - Application,82.0,8.0,94.0,94.0,7.3822,5.3665,788403.0,911980.0,198.18,71.75,,5778615296,NO,136.12,135.0,113.56,138.1,109.07,5001,0.0,337234,NO,NO,2006-09-22,8587700.0,94.33,-29.64
1304,GSHD,65.31,64.55,196951.0,Financial Services,Insurance Brokers,81.0,94.0,97.0,75.0,4.3204,4.0932,583572.0,604450.0,90.79,33.68,,3099044096,NO,61.32,50.56,55.71,53.23,48.85,2083,0.0,196951,NO,NO,2023-08-31,4984800.0,93.91,-28.06
2179,RH,182.85,183.57,436954.0,Consumer Cyclical,Specialty Retail,70.0,90.0,95.0,9.0,11.0582,9.7811,892677.0,777810.0,257.0,106.3,,3460659456,NO,181.02,166.11,163.6,170.15,159.45,3462,0.0,436954,NO,NO,2016-06-09,29946300.0,72.01,-28.85
1397,SE,131.51,114.8,14714158.0,Consumer Cyclical,Internet Retail,80.0,94.0,96.0,83.0,4.8341,3.5484,4443301.0,4381610.0,199.3,77.05,2026-08-11,80547840000,NO,108.97,100.3,108.89,103.57,97.37,2212,11.39,14714158,YES,NO,2023-08-15,52278000.0,70.68,-34.01
1976,WDAY,181.27,184.19,2999044.0,Technology,Software - Application,72.0,96.0,96.0,80.0,10.3186,8.6507,5058532.0,4638200.0,249.85,110.36,,44768882688,NO,156.6,142.65,163.38,144.77,140.75,3475,0.0,2999186,NO,NO,2024-12-20,46874100.0,64.25,-27.45
