Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
7,MUU,35.56,33.72,26378013.0,ETF,ETF,98.0,93.0,1.0,98.0,2.8288,2.2544,41985590.0,21632130.0,62.64,1.77,,0,NO,30.85,29.98,20.73,30.97,26.72,487,0.0,26378013.0,YES,NO,2026-06-09,109858000.0,1909.04,-43.23
31,MVLL,34.27,30.99,3544878.0,ETF,ETF,98.0,53.0,0.0,98.0,3.0468,2.4212,3940434.0,3035030.0,77.67,4.83,,0,NO,27.77,26.3,20.93,27.45,27.08,387,5.42,3544878.0,NO,NO,2025-08-29,36696300.0,609.52,-55.88
28,MXL,85.98,81.12,4002767.0,Technology,Semiconductors,98.0,97.0,11.0,98.0,5.5807,4.6134,3264603.0,2744460.0,128.3,12.77,,7797800960,NO,67.13,71.33,50.34,73.1,66.36,4149,3.78,4002767.0,NO,NO,2026-04-24,29044000.0,573.3,-32.99
61,AEHR,96.93,93.49,2279293.0,Technology,Semiconductor Equipment & Materials,98.0,9.0,8.0,98.0,7.6436,6.5914,2753071.0,3093180.0,147.4,18.7,,3165689856,NO,87.9,93.06,66.2,94.73,83.17,7319,3.37,2279293.0,NO,NO,2021-07-19,139700300.0,418.34,-34.24
59,BAND,54.31,50.23,666078.0,Technology,Software - Infrastructure,98.0,94.0,77.0,98.0,4.3832,4.2632,1090811.0,978000.0,79.08,12.5,,1747738624,NO,49.12,52.76,35.47,50.46,45.99,2226,0.56,666078.0,NO,NO,2022-11-02,11116300.0,334.48,-31.32
116,INBX,112.04,109.35,249114.0,Healthcare,Biotechnology,97.0,94.0,90.0,95.0,8.3994,8.0932,316063.0,462460.0,155.29,26.2,,1648966656,NO,115.6,99.64,90.33,101.95,95.17,580,0.0,249114.0,NO,NO,2025-10-24,6079600.0,327.63,-27.85
335,SHAZ,59.93,57.56,1057283.0,Technology,Information Technology Services,94.0,44.0,1.0,98.0,4.7893,4.1971,1943584.0,1645130.0,97.48,16.55,,2145704064,NO,56.1,59.3,,58.37,53.77,149,0.0,1057283.0,NO,NO,2026-07-30,4489900.0,262.11,-38.52
233,ALAB,340.74,303.25,6115209.0,Technology,Semiconductors,95.0,95.0,4.0,98.0,22.5513,18.5516,4447471.0,4526710.0,499.48,97.89,,59113312256,NO,288.49,303.93,232.18,307.86,270.02,628,1.9,6115209.0,NO,NO,2024-11-05,24756900.0,248.08,-31.78
523,SOLT,76.22,71.2,1011667.0,ETF,ETF,92.0,98.0,98.0,90.0,5.7056,4.0367,473546.0,537050.0,589.22,23.28,,0,NO,58.91,44.07,64.76,49.69,45.04,378,5.42,1011667.0,NO,NO,2026-02-06,1912135.0,227.41,-87.06
168,ARM,322.9,275.61,12889775.0,Technology,Semiconductors,96.0,97.0,5.0,97.0,17.6538,12.9102,5435692.0,4660950.0,452.7,100.02,,344856723456,NO,253.24,261.05,208.22,265.95,252.08,757,6.75,12889775.0,YES,NO,2023-09-14,130534500.0,222.84,-28.67
