Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
7,SNDK,1633.35,1692.59,9293574.0,Technology,Computer Hardware,98.0,96.0,7.0,98.0,101.3552,91.6902,13944679.0,11573710.0,2354.39,82.28,,239153479680,NO,1602.13,1517.87,1033.67,1522.99,1312.81,396,0.0,9293574.0,YES,NO,2025-11-26,43000900.0,1885.11,-30.63
8,MUU,31.43,31.78,15859191.0,ETF,ETF,98.0,93.0,2.0,98.0,2.8179,2.4686,45513862.0,24943970.0,62.64,1.77,,0,NO,31.14,30.69,19.92,30.49,25.08,481,0.0,15859191.0,YES,NO,2026-06-09,109858000.0,1675.71,-49.82
26,AMDL,57.67,54.99,1809715.0,ETF,ETF,98.0,93.0,18.0,98.0,3.9226,3.2713,3180411.0,1830960.0,83.79,8.88,,0,NO,51.09,56.48,35.66,56.41,43.93,624,2.45,1809715.0,NO,NO,2025-10-06,106498200.0,549.44,-31.17
33,MXL,74.57,69.34,2508006.0,Technology,Semiconductors,98.0,74.0,12.0,98.0,4.3543,3.8029,3262151.0,2241410.0,128.3,12.77,,6762991104,NO,66.98,73.41,48.59,72.7,61.99,4143,2.11,2508006.0,NO,NO,2026-04-24,29044000.0,483.95,-41.88
61,AEHR,94.69,93.81,2918144.0,Technology,Semiconductor Equipment & Materials,98.0,0.0,12.0,98.0,7.7436,6.9236,2683209.0,3278520.0,147.4,18.7,,3092532480,NO,97.32,90.98,64.21,91.06,79.19,7313,0.0,2918144.0,NO,NO,2021-07-19,139700300.0,406.36,-35.76
49,BAND,56.87,51.62,1301719.0,Technology,Software - Infrastructure,98.0,93.0,9.0,98.0,3.8632,3.695,1231479.0,860660.0,79.08,12.5,,1830121344,NO,49.35,54.98,34.38,54.73,43.51,2220,1.82,1301719.0,NO,NO,2022-11-02,11116300.0,354.96,-28.09
75,INTC,102.94,100.32,85084801.0,Technology,Semiconductors,98.0,82.0,8.0,97.0,4.5807,3.8643,111350287.0,89853140.0,142.35,24.05,,544151666688,NO,94.61,98.35,75.54,96.98,89.13,11717,2.14,85084801.0,YES,NO,1993-04-19,567708800.0,328.02,-27.69
138,INBX,109.27,111.42,210832.0,Healthcare,Biotechnology,97.0,93.0,88.0,94.0,10.358,10.2875,320374.0,441710.0,155.29,26.19,,1608198656,NO,112.36,98.55,89.59,97.85,92.88,574,0.0,210832.0,NO,NO,2025-10-24,6079600.0,317.22,-29.63
122,DOCN,122.95,131.05,2404034.0,Technology,Software - Infrastructure,97.0,12.0,2.0,96.0,8.1387,7.6858,3237200.0,2431770.0,187.5,33.69,,14373850112,NO,118.44,123.15,98.8,120.68,115.97,1374,0.0,2404034.0,NO,NO,2026-04-08,16602000.0,264.95,-34.43
83,MRVL,236.1,226.96,17076156.0,Technology,Semiconductors,97.0,92.0,6.0,98.0,13.2429,10.9186,31643787.0,24859390.0,329.88,66.14,,212184170496,NO,227.75,216.85,154.82,216.03,183.35,6588,3.39,17076156.0,YES,NO,2026-06-18,250989400.0,256.97,-28.43
136,HUT,98.6,90.6,5672690.0,Financial Services,Capital Markets,97.0,92.0,6.0,97.0,6.8211,6.4876,4591475.0,4389960.0,140.8,31.67,,12153383936,NO,86.28,94.25,76.32,93.77,86.18,2140,0.57,5672690.0,NO,NO,2025-12-17,22652500.0,211.34,-29.97
1070,KOLD,30.05,30.03,1222923.0,ETF,ETF,84.0,88.0,92.0,95.0,1.3957,1.285,2535309.0,2540200.0,49.47,13.44,,0,NO,29.62,28.62,26.19,29.07,25.06,3754,0.0,1222923.0,NO,NO,2022-11-23,97627200.0,123.59,-39.26
399,GRAL,76.23,77.56,360792.0,Healthcare,Diagnostics & Research,93.0,93.0,93.0,95.0,4.3453,4.3003,630519.0,580940.0,118.84,36.87,,3404907008,NO,77.62,73.27,72.99,73.45,62.2,564,0.0,360792.0,NO,NO,2026-02-20,15444900.0,106.75,-35.85
686,ELF,96.91,95.76,1509556.0,Consumer Defensive,Household & Personal Products,89.0,87.0,97.0,88.0,4.4354,4.2614,2577898.0,1585160.0,150.99,48.82,,5718465024,NO,102.14,89.86,76.6,91.32,75.12,2506,0.0,1509556.0,NO,NO,2025-02-07,23546500.0,98.5,-35.82
1299,MSFU,37.26,36.84,1837472.0,ETF,ETF,81.0,75.0,97.0,88.0,1.5064,1.3668,6190361.0,2767390.0,58.89,19.47,,0,NO,37.27,32.12,31.39,33.09,28.73,1007,0.0,1837472.0,NO,NO,2026-07-30,23941600.0,91.37,-36.73
1025,INSP,73.0,68.12,1385820.0,Healthcare,Medical Devices,85.0,97.0,98.0,83.0,3.0722,2.9436,848093.0,589260.0,147.03,38.91,,2110457472,NO,62.31,56.79,65.84,57.89,53.22,2101,2.58,1385820.0,NO,NO,2025-08-05,10973600.0,87.61,-50.35
1093,SPSC,82.68,77.23,1807008.0,Technology,Software - Application,84.0,92.0,97.0,89.0,3.6507,3.4121,628237.0,454360.0,114.87,49.04,,2976494592,NO,81.07,72.56,68.81,74.55,62.51,4123,0.0,1807008.0,NO,NO,2016-09-22,4884400.0,68.6,-28.02
