Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
18,MVLL,34.57,30.95,5463762,ETF,ETF,98.0,96.0,89.0,98.0,4.1968,3.4068,6167004.0,4006350.0,77.67,4.32,,0,NO,24.89,35.01,18.84,33.67,23.35,366,0.36,5463762,NO,NO,2025-08-29,36696300,700.23,-55.49
30,AAOI,129.1,122.19,9452682,Technology,Communication Equipment,98.0,92.0,3.0,98.0,17.8372,16.1724,12233182.0,14968110.0,233.67,18.5,,10917889024,NO,120.02,129.91,96.96,125.03,122.72,3244,0.0,9452682,YES,NO,2022-09-16,77414200,597.84,-44.75
23,AEHR,105.97,107.96,1829789,Technology,Semiconductor Equipment & Materials,98.0,89.0,92.0,98.0,15.2957,14.065,2516362.0,2693040.0,147.4,17.04,,3456789248,NO,102.1,94.99,59.25,93.01,73.3,7298,0.0,1829034,NO,NO,2021-07-19,139700300,521.89,-28.11
467,NKTR,74.53,76.08,427190,Healthcare,Biotechnology,92.0,90.0,72.0,38.0,2.8768,2.7997,946861.0,609340.0,109.0,26.45,,2544677120,NO,73.15,68.48,63.93,70.05,69.72,8128,0.0,427190,NO,NO,2025-06-24,37172700,181.78,-31.62
1280,WGS,82.55,79.65,453323,Healthcare,Diagnostics & Research,82.0,96.0,98.0,10.0,5.7022,5.3339,946825.0,636740.0,170.87,32.21,,2461850880,NO,71.57,66.61,87.81,68.74,67.71,1453,0.0,453323,NO,NO,2026-05-05,11259700,156.29,-51.69
729,GRAL,77.97,73.96,1342687,Healthcare,Diagnostics & Research,89.0,82.0,91.0,3.0,5.5864,5.2239,715687.0,943150.0,118.84,30.82,,3482626048,NO,69.76,68.04,73.44,69.51,64.11,548,0.05,1342687,NO,NO,2026-02-20,15444900,152.99,-34.39
1682,KOLD,30.93,30.6,2917899,ETF,ETF,76.0,91.0,93.0,91.0,1.4375,0.9654,2973988.0,2304940.0,49.47,13.44,,0,NO,30.03,26.7,26.11,27.04,23.89,3739,0.18,2917899,NO,NO,2022-11-23,97627200,130.13,-37.48
780,VOYG,37.92,38.85,1908981,Industrials,Aerospace & Defense,88.0,97.0,12.0,89.0,3.5467,3.096,2276362.0,1800250.0,52.4,17.41,,2247220480,NO,35.19,33.63,30.27,33.06,31.82,300,0.0,1908981,NO,NO,2025-06-11,23157100,117.81,-27.63
519,ELF,98.46,99.65,2077811,Consumer Defensive,Household & Personal Products,92.0,95.0,98.0,59.0,5.0199,4.6481,3354208.0,2561870.0,150.99,48.82,,5809927168,NO,89.49,78.2,75.0,80.71,72.93,2491,0.0,2077811,NO,NO,2025-02-07,23546500,101.68,-34.79
1585,TEM,66.65,61.25,19965934,Healthcare,Health Information Services,78.0,97.0,95.0,68.0,4.1752,3.6184,6171991.0,5730090.0,104.32,40.77,,12025976832,NO,49.84,52.2,56.86,53.53,51.45,547,1.22,19965934,YES,NO,2025-05-28,50365400,63.48,-36.11
1453,SPSC,79.43,80.76,470599,Technology,Software - Application,79.0,96.0,96.0,90.0,3.1321,2.7475,681979.0,612430.0,117.37,49.04,,2859493888,NO,73.52,64.7,68.73,66.43,61.79,4108,0.0,472609,NO,NO,2016-09-22,4884400,61.97,-32.33
