Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
6,MUU,33.22,34.25,26908732.0,ETF,ETF,98.0,96.0,4.0,98.0,2.7746,2.5654,48478809.0,23045130.0,62.64,1.31,,0,NO,30.5,31.67,19.47,30.67,25.14,478,0.0,27079488.0,YES,NO,2026-06-09,109858000.0,2435.88,-46.97
22,MRNX,77.96,84.15,220984.0,ETF,ETF,98.0,98.0,98.0,98.0,27.0029,19.78,220820.0,514010.0,143.84,14.95,,0,NO,72.07,49.42,,50.48,35.54,149,0.0,221981.0,NO,NO,2026-08-19,2943500.0,421.47,-45.8
76,AEHR,90.79,86.26,3820197.0,Technology,Semiconductor Equipment & Materials,98.0,4.0,12.0,97.0,8.0379,7.2629,2592012.0,2649990.0,147.4,18.7,,2961610752,NO,101.61,90.8,63.09,90.67,79.06,7310,4.79,3855901.0,NO,NO,2021-07-19,139700300.0,385.51,-38.41
100,DOCN,126.6,112.47,3642826.0,Technology,Software - Infrastructure,97.0,77.0,2.0,97.0,7.7059,7.2524,3190020.0,1882120.0,187.5,33.08,,14885571584,NO,118.43,124.45,97.52,121.05,116.09,1371,1.3,4349825.0,NO,NO,2026-04-08,16602000.0,282.71,-32.48
112,HUT,99.49,93.545,5614615.0,Financial Services,Capital Markets,97.0,92.0,4.0,97.0,7.214,7.089,4584150.0,4416330.0,140.8,26.19,,12263085056,NO,85.15,95.33,75.43,93.86,86.21,2137,2.46,5630665.0,NO,NO,2025-12-17,22652500.0,279.88,-29.34
117,MRVL,225.41,223.55,19611776.0,Technology,Semiconductors,97.0,80.0,3.0,98.0,15.068,12.0823,34041593.0,24831920.0,329.88,65.19,,202577018880,NO,225.42,219.84,152.5,214.96,182.99,6585,0.0,20257284.0,YES,NO,2026-06-18,250989400.0,245.77,-31.67
180,COHU,53.17,50.72,845538.0,Technology,Semiconductor Equipment & Materials,96.0,69.0,42.0,96.0,3.1714,2.905,1189188.0,843490.0,74.6,18.67,,2516984320,NO,52.53,53.2,40.49,52.45,46.79,11714,1.03,855338.0,NO,NO,2025-09-25,6205800.0,184.79,-28.73
1655,ROBN,35.99,39.13,932099.0,ETF,ETF,77.0,98.0,97.0,94.0,4.2792,3.8303,908717.0,919320.0,123.06,14.49,,0,NO,29.86,30.16,33.92,29.95,25.33,402,0.0,936948.0,NO,NO,2025-04-04,6933000.0,148.38,-70.75
531,NKTR,75.44,74.19,840958.0,Healthcare,Biotechnology,92.0,38.0,94.0,54.0,3.0632,2.9418,846262.0,489200.0,109.0,33.4,,2575747328,NO,74.14,71.9,64.99,72.57,72.24,8142,0.0,846139.0,NO,NO,2025-06-24,37172700.0,125.87,-30.79
482,GRAL,79.1,80.34,686446.0,Healthcare,Diagnostics & Research,92.0,93.0,93.0,94.0,4.9011,4.7625,626754.0,506430.0,118.84,35.39,,3533099008,NO,76.69,72.74,73.17,73.73,62.3,561,0.0,692937.0,NO,NO,2026-02-20,15444900.0,123.51,-33.44
375,ELF,104.3,109.67,1198092.0,Consumer Defensive,Household & Personal Products,94.0,86.0,98.0,90.0,4.6892,4.5431,2729470.0,1595300.0,150.99,48.82,,6154534400,NO,101.48,88.46,76.19,92.06,75.37,2503,0.0,1374806.0,NO,NO,2025-02-07,23546500.0,113.64,-30.92
985,SANM,205.41,198.47,552590.0,Technology,Electronic Components,86.0,74.0,4.0,95.0,8.8364,8.3957,1019385.0,634820.0,288.68,110.44,,11009433600,NO,198.11,203.52,183.63,200.04,195.65,8408,0.7,597137.0,NO,NO,2009-06-26,15827533.0,85.99,-28.85
