Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
7,MUU,37.71,37.19,19551339.0,ETF,ETF,98.0,97.0,1.0,98.0,3.0087,2.4343,39426957.0,20805110.0,62.64,1.77,,0,NO,32.21,30.21,21.25,31.18,26.79,490,0.0,19551339.0,YES,NO,2026-06-09,109858000.0,2030.51,-39.8
30,MVLL,34.63,35.11,1913712.0,ETF,ETF,98.0,93.0,1.0,98.0,3.163,2.5845,3772693.0,2701040.0,77.67,4.83,,0,NO,28.4,26.69,21.31,27.48,27.09,390,0.0,1913712.0,NO,NO,2025-08-29,36696300.0,616.98,-55.41
29,MXL,85.31,84.32,4059790.0,Technology,Semiconductors,98.0,97.0,52.0,98.0,6.0286,5.1464,3285777.0,3000790.0,128.3,12.77,,7737035776,NO,69.15,71.08,51.01,73.03,66.34,4151,0.0,4059790.0,NO,NO,2026-04-24,29044000.0,568.05,-33.51
55,CUE,32.85,31.71,327826.0,Healthcare,Biotechnology,98.0,98.0,92.0,98.0,4.4949,4.3792,252225.0,681510.0,45.5,4.98,,238635984,NO,30.11,29.28,19.67,29.82,24.1,2193,0.0,327826.0,NO,NO,2026-05-01,18924600.0,559.64,-27.8
62,AEHR,97.42,97.38,1622143.0,Technology,Semiconductor Equipment & Materials,98.0,77.0,62.0,98.0,7.9579,6.9822,2794874.0,2492880.0,147.4,18.7,,3181692928,NO,88.04,94.16,66.92,94.78,83.18,7321,0.0,1622143.0,NO,NO,2021-07-19,139700300.0,420.96,-33.91
262,BMNG,31.93,30.779,337087.0,ETF,ETF,95.0,96.0,98.0,69.0,3.9225,3.1113,678650.0,427970.0,347.0,8.39,,0,NO,26.84,20.3,34.11,21.89,21.25,228,0.0,337087.0,NO,NO,2026-03-25,5053080.0,280.57,-90.8
190,ALAB,360.51,360.46,3402551.0,Technology,Semiconductors,96.0,97.0,14.0,98.0,23.6989,20.3614,4428165.0,4477360.0,499.48,97.89,,62543118336,NO,300.18,304.13,235.27,309.84,270.68,631,0.0,3402551.0,NO,NO,2024-11-05,24756900.0,268.28,-27.82
274,SOLT,74.67,71.17,714236.0,ETF,ETF,95.0,97.0,98.0,87.0,5.6453,4.1221,490600.0,611230.0,589.22,23.28,,0,NO,61.91,46.44,63.41,49.53,44.99,381,0.14,714236.0,NO,NO,2026-02-06,1912135.0,220.75,-87.33
174,HUT,101.54,102.46,2455403.0,Financial Services,Capital Markets,96.0,97.0,10.0,96.0,8.0425,7.2777,4782130.0,5037090.0,140.8,31.67,,12515767296,NO,90.99,93.36,78.5,94.44,89.29,2148,0.0,2455403.0,NO,NO,2025-12-17,22652500.0,220.62,-27.88
177,ARM,306.34,332.56,9485249.0,Technology,Semiconductors,96.0,97.0,11.0,96.0,19.0134,14.2249,5407801.0,6146370.0,452.7,100.02,,327170686976,NO,265.28,263.35,210.98,264.29,251.53,760,0.0,9485249.0,YES,NO,2023-09-14,130534500.0,206.28,-32.33
