Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
8,AXTI,77.45,78.47,7335698,Technology,Semiconductor Equipment & Materials,98.0,97.0,1.0,98.0,11.3029,9.8929,10288698.0,17100740.0,143.16,2.05,,5067025408,NO,60.46,69.69,49.87,68.53,65.94,7101,0.0,7336204,NO,NO,2024-02-23,103105600,3678.05,-45.9
5,DFNS,34.54,36.83,248577,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,20.9024,14.6469,3268381.0,3786130.0,1948.75,3.7,,34902500,NO,30.38,12.27,5.11,10.54,4.28,1523,0.0,248577,NO,NO,2026-06-12,369341100,833.51,-98.23
38,AAOI,130.08,138.08,10208380,Technology,Communication Equipment,98.0,93.0,0.0,98.0,16.1915,13.9601,11962496.0,14658170.0,233.67,18.5,,11000766464,NO,112.99,134.62,94.42,127.01,118.93,3239,0.0,10208380,YES,NO,2022-09-16,77414200,603.14,-44.33
213,NBIL,33.66,34.85,6466970,ETF,ETF,96.0,94.0,10.0,98.0,6.0806,5.1626,2759295.0,5875000.0,68.49,6.37,,0,NO,24.23,35.14,21.32,33.35,24.15,214,0.0,6466970,NO,NO,2026-08-12,11337100,428.41,-50.85
159,CIEN,442.79,432.05,2908705,Technology,Communication Equipment,96.0,76.0,3.0,93.0,33.3064,27.2014,2744517.0,2027800.0,637.51,84.41,,62678220800,NO,392.09,431.9,361.97,423.45,421.78,7424,0.0,2908705,NO,NO,2011-06-08,36581000,424.57,-30.54
172,NEBX,34.69,35.74,4731109,ETF,ETF,96.0,95.0,9.0,98.0,6.2583,5.3173,2601933.0,4674040.0,70.77,6.62,,0,NO,24.95,36.22,22.09,34.36,24.96,234,0.0,4731109,NO,NO,2025-11-11,10629300,424.02,-50.98
171,VIAV,42.99,43.11,4064652,Technology,Communication Equipment,96.0,80.0,4.0,94.0,3.4007,2.8779,6956937.0,5891790.0,60.43,10.3,,10605016064,NO,39.0,43.65,33.11,42.98,39.37,8239,0.0,4064652,NO,NO,2013-12-20,87404420,317.38,-28.86
399,NKTR,75.92,76.03,609651,Healthcare,Biotechnology,93.0,87.0,36.0,74.0,2.7071,2.6729,970862.0,574270.0,109.0,25.01,2026-08-13,2565035520,NO,71.74,67.4,63.7,68.75,68.55,8125,0.0,609651,NO,NO,2025-06-24,37172700,203.56,-30.35
267,OUST,45.13,46.12,2364897,Technology,Electronic Components,95.0,93.0,92.0,97.0,4.4426,4.0384,4678714.0,3122620.0,63.79,16.4,,3254429696,NO,40.05,42.62,29.17,42.01,30.76,1467,0.0,2364897,NO,NO,2025-06-11,17407500,175.18,-29.25
2053,GRAL,68.24,68.94,519540,Healthcare,Diagnostics & Research,71.0,6.0,73.0,1.0,5.4293,5.1007,710243.0,858130.0,118.84,29.95,,3048023552,NO,69.57,67.01,73.82,67.74,65.02,543,0.0,519540,NO,NO,2026-02-20,15444900,127.85,-42.58
1567,PI,178.81,179.58,316408,Technology,Semiconductors,78.0,95.0,83.0,93.0,10.0046,9.5604,443087.0,627920.0,247.06,87.36,,5463434240,NO,153.35,142.68,144.41,145.52,130.74,2527,0.0,318130,NO,NO,2018-02-02,11711900,104.68,-27.62
870,ELF,92.05,92.62,966254,Consumer Defensive,Household & Personal Products,87.0,95.0,97.0,81.0,4.9118,4.5854,3561804.0,3200230.0,150.99,48.82,,5431686144,NO,85.12,73.9,75.77,77.04,72.81,2486,0.0,966254,NO,NO,2025-02-07,23546500,88.55,-39.04
1510,SPSC,79.37,76.41,655941,Technology,Software - Application,79.0,95.0,96.0,76.0,3.8443,3.155,669014.0,715960.0,117.37,49.04,,2857334016,NO,69.48,62.38,69.32,64.0,62.16,4103,0.27,655941,NO,NO,2016-09-22,4884400,61.85,-32.38
