Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
27,MVLL,31.39,28.67,4349518.0,ETF,ETF,98.0,97.0,9.0,98.0,4.2604,3.4824,6168622.0,4348670.0,77.67,4.32,,0,NO,26.35,33.78,19.17,29.98,24.07,369,7.08,4349518,NO,NO,2025-08-29,36696300.0,626.62,-59.59
17,MRNX,103.09,79.95,996611.0,ETF,ETF,98.0,98.0,98.0,98.0,20.4864,14.0027,151234.0,773370.0,143.84,14.95,,0,NO,45.32,39.93,,46.34,32.29,140,6.33,996611,NO,NO,2026-08-19,2943500.0,589.57,-28.33
43,AEHR,95.59,96.43,1777092.0,Technology,Semiconductor Equipment & Materials,98.0,93.0,7.0,97.0,13.7675,12.5232,2504517.0,2633940.0,147.4,18.7,,3118188800,NO,105.6,94.77,60.33,90.62,75.49,7301,0.0,1777092,NO,NO,2021-07-19,139700300.0,411.18,-35.15
83,MRVL,240.38,229.29,20064201.0,Technology,Semiconductors,97.0,94.0,84.0,98.0,17.0382,13.9711,41126577.0,23878310.0,329.88,61.44,,216030625792,NO,215.72,232.03,146.52,223.65,174.11,6576,3.52,20064201,YES,NO,2026-06-18,250989400.0,291.24,-27.13
402,NKTR,74.96,73.69,411855.0,Healthcare,Biotechnology,93.0,70.0,83.0,62.0,2.9414,2.8993,942441.0,610580.0,109.0,26.66,,2559358720,NO,73.7,69.97,64.26,71.32,70.93,8133,0.0,411855,NO,NO,2025-06-24,37172700.0,181.17,-31.23
1509,WGS,87.4,85.19,682565.0,Healthcare,Diagnostics & Research,79.0,97.0,97.0,58.0,4.6443,4.484,902347.0,526840.0,170.87,32.21,,2606639104,NO,76.4,68.8,86.76,72.03,67.57,1457,0.36,682565,NO,NO,2026-05-05,11259700.0,171.34,-48.85
437,GRAL,82.54,76.58,658218.0,Healthcare,Diagnostics & Research,93.0,93.0,88.0,94.0,5.9966,5.6327,726895.0,684580.0,118.84,30.82,,3686750720,NO,72.0,69.53,73.27,71.55,63.66,552,2.17,658218,NO,NO,2026-02-20,15444900.0,167.81,-30.55
795,HOOG,34.01,29.218,409879.0,ETF,ETF,88.0,95.0,98.0,95.0,3.0036,2.5727,585355.0,481630.0,132.19,14.43,,0,NO,25.4,29.67,36.79,29.54,24.53,359,0.0,409879,NO,NO,2026-04-29,2566600.0,135.69,-74.27
758,ROBN,33.97,29.24,882398.0,ETF,ETF,89.0,95.0,98.0,95.0,3.0104,2.6143,1079180.0,809750.0,123.06,14.49,,0,NO,25.44,29.76,35.88,29.62,24.61,393,0.0,882398,NO,NO,2025-04-04,6933000.0,134.44,-72.4
423,ELF,105.77,105.95,1082876.0,Consumer Defensive,Household & Personal Products,93.0,94.0,98.0,67.0,4.7034,4.3316,3151871.0,1842840.0,150.99,48.82,,6241275392,NO,92.9,80.87,74.78,85.22,73.74,2494,0.0,1082876,NO,NO,2025-02-07,23546500.0,116.65,-29.95
2007,VOYG,34.51,35.5,994175.0,Industrials,Aerospace & Defense,72.0,95.0,3.0,85.0,2.9435,2.7817,2238909.0,1618640.0,52.4,17.41,,2106112768,NO,36.75,33.19,30.4,32.8,31.96,303,0.0,994175,NO,NO,2025-06-11,23157100.0,98.22,-34.14
1449,GWRE,188.34,191.89,907609.0,Technology,Software - Application,80.0,94.0,94.0,93.0,7.8954,7.4354,1573511.0,1047440.0,272.6,102.3,,15680503808,NO,172.2,147.34,158.0,155.59,144.39,3667,0.0,907609,NO,NO,2025-01-24,13926100.0,84.11,-30.91
760,HOOD,112.09,103.62,24546627.0,Financial Services,Capital Markets,89.0,90.0,96.0,93.0,5.7664,5.0199,26404273.0,20424530.0,153.86,63.52,,100778131456,NO,95.24,100.92,95.76,101.39,86.84,1274,0.0,24546627,YES,NO,2025-09-19,202388400.0,76.46,-27.15
1369,TEM,68.73,66.17,8857386.0,Healthcare,Health Information Services,81.0,98.0,96.0,79.0,5.0554,4.4506,6708809.0,9038450.0,104.32,40.77,,12401281024,NO,53.8,53.41,56.62,55.92,51.95,550,0.42,8857386,NO,NO,2025-05-28,50365400.0,68.58,-34.12
1135,SPSC,80.56,81.35,238347.0,Technology,Software - Application,84.0,93.0,96.0,93.0,2.8886,2.65,677633.0,575200.0,114.87,49.04,,2900174080,NO,75.9,66.24,68.72,69.34,61.55,4111,0.0,238347,NO,NO,2016-09-22,4884400.0,64.27,-29.87
