symbol,rsrating,time
MXL,102.47,2025-07-25
TLTD,102.47,2025-07-25
PHIN,102.45,2025-07-25
FMS,102.45,2025-07-25
EZU,102.44,2025-07-25
EGO,102.44,2025-07-25
PCB,102.44,2025-07-25
PARA,102.44,2025-07-25
CBFV,102.42,2025-07-25
PFIX,102.42,2025-07-25
AVNM,102.42,2025-07-25
WAY,102.41,2025-07-25
BEP,102.4,2025-07-25
LRND,102.4,2025-07-25
CWEN,102.39,2025-07-25
IFED,102.38,2025-07-25
SOXX,102.37,2025-07-25
TXUE,102.37,2025-07-25
CNTA,102.37,2025-07-25
AB,102.37,2025-07-25
TGLR,102.35,2025-07-25
QTJA,102.35,2025-07-25
DWCR,102.33,2025-07-25
EEMX,102.33,2025-07-25
MOTG,102.32,2025-07-25
EGLE,102.31,2025-07-25
TGRW,102.31,2025-07-25
CNP,102.31,2025-07-25
AN,102.3,2025-07-25
B,102.3,2025-07-25
CHPS,102.3,2025-07-25
LGRO,102.29,2025-07-25
HMY,102.28,2025-07-25
WTFC,102.27,2025-07-25
KWT,102.27,2025-07-25
BUL,102.26,2025-07-25
ACEL,102.25,2025-07-25
BWA,102.24,2025-07-25
MPC,102.24,2025-07-25
AIP,102.23,2025-07-25
AIVI,102.23,2025-07-25
RSPT,102.23,2025-07-25
OALC,102.22,2025-07-25
FPXI,102.22,2025-07-25
RACE,102.22,2025-07-25
ABOT,102.21,2025-07-25
FUNC,102.21,2025-07-25
OAIM,102.21,2025-07-25
AVSD,102.19,2025-07-25
PEVC,102.18,2025-07-25
NGS,102.18,2025-07-25
TMFX,102.17,2025-07-25
MANU,102.17,2025-07-25
MXF,102.17,2025-07-25
GTM,102.15,2025-07-25
GDOT,102.15,2025-07-25
EPU,102.15,2025-07-25
ASIA,102.14,2025-07-25
LEGR,102.14,2025-07-25
MGRC,102.14,2025-07-25
MAVF,102.14,2025-07-25
DFIN,102.13,2025-07-25
CRAK,102.13,2025-07-25
BAC,102.13,2025-07-25
FRDM,102.12,2025-07-25
FCLD,102.12,2025-07-25
WSM,102.11,2025-07-25
IGPT,102.1,2025-07-25
VAL,102.1,2025-07-25
MDB,102.1,2025-07-25
AGI,102.1,2025-07-25
QTOC,102.09,2025-07-25
BLBD,102.09,2025-07-25
AXP,102.09,2025-07-25
DFSE,102.08,2025-07-25
GEME,102.07,2025-07-25
GEND,102.07,2025-07-25
EMDM,102.06,2025-07-25
STXG,102.05,2025-07-25
DXIV,102.05,2025-07-25
FDSB,102.05,2025-07-25
SKWD,102.04,2025-07-25
JGRO,102.04,2025-07-25
AVIV,102.03,2025-07-25
SEIE,102.03,2025-07-25
ELP,102.03,2025-07-25
BEDZ,102.03,2025-07-25
VSS,102.03,2025-07-25
PXF,102.03,2025-07-25
CCK,102.02,2025-07-25
AVES,102.02,2025-07-25
PTEC,102.01,2025-07-25
WDS,102.0,2025-07-25
AGEM,101.98,2025-07-25
APAM,101.98,2025-07-25
GSEE,101.97,2025-07-25
SMOG,101.96,2025-07-25
MC,101.96,2025-07-25
DFAX,101.95,2025-07-25
COLO,101.95,2025-07-25
DFE,101.95,2025-07-25
DFIC,101.94,2025-07-25
CRTC,101.94,2025-07-25
ACR,101.94,2025-07-25
FXL,101.94,2025-07-25
DTEC,101.92,2025-07-25
UPW,101.92,2025-07-25
GEM,101.92,2025-07-25
GURU,101.91,2025-07-25
TECB,101.9,2025-07-25
AIEQ,101.89,2025-07-25
BTCI,101.89,2025-07-25
INEQ,101.88,2025-07-25
CHWY,101.87,2025-07-25
AVDE,101.87,2025-07-25
PXH,101.86,2025-07-25
PANW,101.85,2025-07-25
FIVA,101.84,2025-07-25
GGZ,101.84,2025-07-25
ARES,101.84,2025-07-25
TAN,101.83,2025-07-25
VSLU,101.83,2025-07-25
ILOW,101.82,2025-07-25
DRD,101.82,2025-07-25
ISHP,101.81,2025-07-25
IYF,101.81,2025-07-25
FTGS,101.81,2025-07-25
BINV,101.8,2025-07-25
SPXV,101.79,2025-07-25
DDLS,101.79,2025-07-25
FTXO,101.78,2025-07-25
IAE,101.75,2025-07-25
BATRK,101.74,2025-07-25
COR,101.74,2025-07-25
DTAN,101.73,2025-07-25
SOLR,101.73,2025-07-25
UAN,101.72,2025-07-25
AER,101.68,2025-07-25
JEMA,101.68,2025-07-25
RSPC,101.68,2025-07-25
BCHP,101.66,2025-07-25
NBJP,101.66,2025-07-25
BAMG,101.66,2025-07-25
AADR,101.66,2025-07-25
LCG,101.64,2025-07-25
VWID,101.63,2025-07-25
YALL,101.6,2025-07-25
CGNG,101.6,2025-07-25
RODM,101.6,2025-07-25
FEMR,101.59,2025-07-25
VIASP,101.59,2025-07-25
CXW,101.59,2025-07-25
OKTA,101.58,2025-07-25
IOO,101.57,2025-07-25
FYLD,101.56,2025-07-25
DAL,101.56,2025-07-25
NTSE,101.56,2025-07-25
VTSI,101.56,2025-07-25
GXUS,101.56,2025-07-25
FENI,101.55,2025-07-25
RCI,101.55,2025-07-25
LOPP,101.55,2025-07-25
VICE,101.55,2025-07-25
XDAT,101.54,2025-07-25
OEF,101.53,2025-07-25
FNDF,101.53,2025-07-25
EWK,101.53,2025-07-25
NSI,101.53,2025-07-25
OZK,101.52,2025-07-25
TMUS,101.52,2025-07-25
BNS,101.52,2025-07-25
XLG,101.51,2025-07-25
SAP,101.51,2025-07-25
DMAC,101.5,2025-07-25
CCBG,101.48,2025-07-25
DFAE,101.48,2025-07-25
DFEV,101.47,2025-07-25
NWLG,101.45,2025-07-25
EYLD,101.45,2025-07-25
APTV,101.45,2025-07-25
ANAB,101.45,2025-07-25
PSMT,101.45,2025-07-25
IBOT,101.45,2025-07-25
DFEM,101.44,2025-07-25
CGGE,101.42,2025-07-25
LRGC,101.42,2025-07-25
BSX,101.41,2025-07-25
PTL,101.41,2025-07-25
BRNY,101.41,2025-07-25
SEEM,101.4,2025-07-25
BATRA,101.4,2025-07-25
LGH,101.39,2025-07-25
CGUS,101.39,2025-07-25
CHT,101.38,2025-07-25
NANC,101.38,2025-07-25
JUSA,101.38,2025-07-25
TOUS,101.38,2025-07-25
EFV,101.38,2025-07-25
SHBI,101.38,2025-07-25
TOPT,101.38,2025-07-25
FRST,101.37,2025-07-25
CBXA,101.37,2025-07-25
IYC,101.36,2025-07-25
EWC,101.36,2025-07-25
SPUS,101.35,2025-07-25
FAD,101.35,2025-07-25
HWAY,101.35,2025-07-25
STNE,101.34,2025-07-25
BJK,101.34,2025-07-25
FDIF,101.34,2025-07-25
EEA,101.33,2025-07-25
SNPG,101.33,2025-07-25
FXU,101.32,2025-07-25
IDA,101.32,2025-07-25
CORO,101.31,2025-07-25
KOOL,101.31,2025-07-25
GNRC,101.3,2025-07-25
DFSI,101.3,2025-07-25
WCME,101.3,2025-07-25
STEP,101.26,2025-07-25
DEEF,101.24,2025-07-25
CHGX,101.24,2025-07-25
TDVI,101.24,2025-07-25
DYNF,101.23,2025-07-25
DIEM,101.23,2025-07-25
MITT,101.23,2025-07-25
FTXL,101.22,2025-07-25
YOKE,101.21,2025-07-25
DSI,101.21,2025-07-25
IDOG,101.2,2025-07-25
NATR,101.19,2025-07-25
EMGF,101.19,2025-07-25
IPAY,101.17,2025-07-25
FSEA,101.17,2025-07-25
BKCG,101.17,2025-07-25
SLX,101.17,2025-07-25
TGLS,101.16,2025-07-25
GUT,101.16,2025-07-25
XT,101.16,2025-07-25
CRC,101.14,2025-07-25
VOLT,101.14,2025-07-25
JMOM,101.13,2025-07-25
NORW,101.13,2025-07-25
IMCG,101.12,2025-07-25
NXTG,101.12,2025-07-25
BWB,101.12,2025-07-25
MODG,101.12,2025-07-25
QXQ,101.1,2025-07-25
MYFW,101.1,2025-07-25
SAGP,101.1,2025-07-25
RECS,101.1,2025-07-25
EEM,101.08,2025-07-25
MSTQ,101.07,2025-07-25
NXTE,101.07,2025-07-25
VPG,101.06,2025-07-25
LIT,101.06,2025-07-25
FNCL,101.03,2025-07-25
FINT,101.02,2025-07-25
SCJ,101.02,2025-07-25
BBCA,101.01,2025-07-25
ENOR,101.0,2025-07-25
MCO,101.0,2025-07-25
DBP,100.99,2025-07-25
VFH,100.99,2025-07-25
EMXF,100.98,2025-07-25
ULE,100.98,2025-07-25
PRLB,100.98,2025-07-25
CADE,100.97,2025-07-25
LQAI,100.96,2025-07-25
MNST,100.95,2025-07-25
GASS,100.94,2025-07-25
PKW,100.94,2025-07-25
CDRO,100.93,2025-07-25
MEMX,100.93,2025-07-25
ZAP,100.93,2025-07-25
WLTG,100.93,2025-07-25
GLU,100.93,2025-07-25
HII,100.92,2025-07-25
HUSA,100.91,2025-07-25
RSPN,100.91,2025-07-25
DWM,100.9,2025-07-25
CATH,100.9,2025-07-25
FJP,100.89,2025-07-25
TRC,100.89,2025-07-25
EZJ,100.88,2025-07-25
PFBC,100.88,2025-07-25
AXS,100.88,2025-07-25
ATS,100.88,2025-07-25
TLTE,100.88,2025-07-25
CXM,100.87,2025-07-25
PEXL,100.85,2025-07-25
NJUL,100.84,2025-07-25
BRW,100.84,2025-07-25
QPX,100.84,2025-07-25
ITEQ,100.83,2025-07-25
APIE,100.83,2025-07-25
IEMG,100.83,2025-07-25
FLCA,100.82,2025-07-25
QLC,100.82,2025-07-25
CHIQ,100.81,2025-07-25
TEX,100.81,2025-07-25
CAML,100.81,2025-07-25
AVEE,100.81,2025-07-25
QMMY,100.81,2025-07-25
GMF,100.8,2025-07-25
SIMS,100.79,2025-07-25
RILA,100.79,2025-07-25
JOUT,100.78,2025-07-25
ACGR,100.78,2025-07-25
IYJ,100.77,2025-07-25
TRMK,100.77,2025-07-25
ANEW,100.77,2025-07-25
ALK,100.76,2025-07-25
INTF,100.76,2025-07-25
MFDX,100.75,2025-07-25
CARG,100.74,2025-07-25
CIL,100.73,2025-07-25
GLOF,100.72,2025-07-25
VYMI,100.72,2025-07-25
BUI,100.72,2025-07-25
FFDI,100.71,2025-07-25
SEB,100.71,2025-07-25
BR,100.71,2025-07-25
TEMX,100.68,2025-07-25
USLM,100.68,2025-07-25
CVLT,100.68,2025-07-25
GLDD,100.67,2025-07-25
QQQJ,100.67,2025-07-25
XTAP,100.67,2025-07-25
XUSP,100.66,2025-07-25
IQDY,100.66,2025-07-25
TBLD,100.66,2025-07-25
AGD,100.65,2025-07-25
CBTJ,100.64,2025-07-25
MGC,100.64,2025-07-25
IWL,100.64,2025-07-25
FA,100.63,2025-07-25
SYBT,100.63,2025-07-25
OPRA,100.62,2025-07-25
GSIE,100.61,2025-07-25
NBCC,100.6,2025-07-25
SPAM,100.6,2025-07-25
OBOR,100.59,2025-07-25
TBPH,100.59,2025-07-25
NBCR,100.58,2025-07-25
AVNW,100.58,2025-07-25
FEZ,100.57,2025-07-25
PVBC,100.56,2025-07-25
LIMN,100.55,2025-07-25
TMDX,100.55,2025-07-25
BKLC,100.53,2025-07-25
DEMZ,100.52,2025-07-25
DRVN,100.52,2025-07-25
ITT,100.52,2025-07-25
GSUS,100.51,2025-07-25
WWJD,100.51,2025-07-25
INTL,100.5,2025-07-25
JPIN,100.49,2025-07-25
FFLC,100.49,2025-07-25
UDIV,100.49,2025-07-25
JOET,100.49,2025-07-25
BBEM,100.48,2025-07-25
ETG,100.48,2025-07-25
FSV,100.48,2025-07-25
BURL,100.48,2025-07-25
TPOR,100.47,2025-07-25
UBCP,100.47,2025-07-25
WMT,100.47,2025-07-25
SCHE,100.47,2025-07-25
PSWD,100.47,2025-07-25
NHPBP,100.46,2025-07-25
CINF,100.45,2025-07-25
VEA,100.45,2025-07-25
GABF,100.45,2025-07-25
SUSL,100.44,2025-07-25
ICOW,100.44,2025-07-25
AIO,100.44,2025-07-25
FNDE,100.43,2025-07-25
IMTM,100.43,2025-07-25
RBLD,100.43,2025-07-25
PPI,100.43,2025-07-25
JMID,100.42,2025-07-25
DAC,100.4,2025-07-25
NJUN,100.4,2025-07-25
XLF,100.39,2025-07-25
TS,100.38,2025-07-25
STRV,100.38,2025-07-25
VV,100.38,2025-07-25
PAR,100.37,2025-07-25
NKE,100.37,2025-07-25
ICLN,100.37,2025-07-25
BKEM,100.36,2025-07-25
FLQL,100.36,2025-07-25
VGK,100.35,2025-07-25
LRGF,100.35,2025-07-25
WRB,100.34,2025-07-25
ESGG,100.34,2025-07-25
VOTE,100.33,2025-07-25
USSG,100.33,2025-07-25
RRR,100.32,2025-07-25
LCF,100.32,2025-07-25
GOOGL,100.31,2025-07-25
GSEU,100.3,2025-07-25
NBCE,100.29,2025-07-25
ASGI,100.29,2025-07-25
KNSL,100.29,2025-07-25
FDM,100.28,2025-07-25
QQJG,100.28,2025-07-25
ITUB,100.28,2025-07-25
XSOE,100.27,2025-07-25
DFAI,100.26,2025-07-25
MSTB,100.26,2025-07-25
PBUS,100.26,2025-07-25
UFCS,100.26,2025-07-25
RAPP,100.26,2025-07-25
HDMV,100.26,2025-07-25
XLY,100.25,2025-07-25
PEMX,100.25,2025-07-25
BBUS,100.25,2025-07-25
VXUS,100.25,2025-07-25
ILCB,100.24,2025-07-25
TUG,100.24,2025-07-25
BULD,100.24,2025-07-25
MTUS,100.24,2025-07-25
IWDL,100.24,2025-07-25
DGT,100.24,2025-07-25
SCHF,100.24,2025-07-25
GSPY,100.23,2025-07-25
HAPI,100.23,2025-07-25
VWO,100.23,2025-07-25
USPX,100.23,2025-07-25
ROL,100.22,2025-07-25
SPYX,100.22,2025-07-25
FLCC,100.21,2025-07-25
FNV,100.2,2025-07-25
SCHX,100.19,2025-07-25
MSTX,100.18,2025-07-25
CWI,100.18,2025-07-25
EMPB,100.16,2025-07-25
NBGX,100.15,2025-07-25
GGLL,100.15,2025-07-25
XVV,100.15,2025-07-25
IHD,100.14,2025-07-25
DT,100.14,2025-07-25
DDM,100.14,2025-07-25
ESGV,100.13,2025-07-25
PRN,100.13,2025-07-25
SPXE,100.13,2025-07-25
FEGE,100.13,2025-07-25
SCHK,100.12,2025-07-25
CENT,100.12,2025-07-25
GPI,100.11,2025-07-25
MODL,100.11,2025-07-25
TCAF,100.11,2025-07-25
RAYC,100.1,2025-07-25
HWC,100.1,2025-07-25
BFRE,100.1,2025-07-25
FVCB,100.1,2025-07-25
RGEF,100.1,2025-07-25
LCTU,100.1,2025-07-25
HSCZ,100.09,2025-07-25
SPEU,100.09,2025-07-25
BNTX,100.08,2025-07-25
VEU,100.08,2025-07-25
IWB,100.08,2025-07-25
SPD,100.08,2025-07-25
EWUS,100.08,2025-07-25
PYZ,100.08,2025-07-25
SBLK,100.07,2025-07-25
FSTR,100.07,2025-07-25
DRIV,100.07,2025-07-25
DBEM,100.06,2025-07-25
FIDI,100.06,2025-07-25
PCOR,100.06,2025-07-25
FTCE,100.06,2025-07-25
FFGX,100.05,2025-07-25
SPLG,100.04,2025-07-25
IYY,100.04,2025-07-25
AEG,100.04,2025-07-25
LDRX,100.04,2025-07-25
SPDW,100.04,2025-07-25
DFUS,100.03,2025-07-25
INRO,100.03,2025-07-25
ITDI,100.03,2025-07-25
VONE,100.03,2025-07-25
BCAL,100.03,2025-07-25
IEUR,100.02,2025-07-25
KMT,100.02,2025-07-25
IXUS,100.02,2025-07-25
GEF,100.01,2025-07-25
VOO,100.01,2025-07-25
QQQE,100.01,2025-07-25
BRIF,100.0,2025-07-25
QQEW,100.0,2025-07-25
PWOD,100.0,2025-07-25
SSUS,99.99,2025-07-25
IVV,99.99,2025-07-25
CRBN,99.99,2025-07-25
GUSA,99.98,2025-07-25
VT,99.98,2025-07-25
JHMD,99.98,2025-07-25
DOL,99.97,2025-07-25
QTWO,99.97,2025-07-25
VNT,99.96,2025-07-25
BWLP,99.96,2025-07-25
BV,99.96,2025-07-25
HUBB,99.95,2025-07-25
MFSG,99.95,2025-07-25
CEPU,99.95,2025-07-25
ITDH,99.95,2025-07-25
SECT,99.94,2025-07-25
LPRE,99.94,2025-07-25
EMM,99.94,2025-07-25
RSSB,99.94,2025-07-25
SPXN,99.93,2025-07-25
OVLH,99.92,2025-07-25
GSID,99.91,2025-07-25
DDWM,99.9,2025-07-25
AVLC,99.9,2025-07-25
EPSV,99.9,2025-07-25
ITOT,99.89,2025-07-25
ACWI,99.89,2025-07-25
VEGN,99.89,2025-07-25
URTH,99.88,2025-07-25
FMQQ,99.87,2025-07-25
CSD,99.87,2025-07-25
SCHB,99.87,2025-07-25
KOKU,99.87,2025-07-25
XEL,99.87,2025-07-25
ITDG,99.85,2025-07-25
DVYA,99.85,2025-07-25
FYC,99.84,2025-07-25
SPOK,99.84,2025-07-25
MNDY,99.84,2025-07-25
CVIE,99.84,2025-07-25
ADT,99.84,2025-07-25
GXDW,99.83,2025-07-25
FDFF,99.82,2025-07-25
SPGM,99.81,2025-07-25
MASI,99.81,2025-07-25
PHR,99.81,2025-07-25
NVRI,99.81,2025-07-25
GSLC,99.8,2025-07-25
DEXC,99.8,2025-07-25
VTI,99.8,2025-07-25
EOD,99.8,2025-07-25
MPV,99.8,2025-07-25
ESGU,99.79,2025-07-25
RIVN,99.79,2025-07-25
MA,99.78,2025-07-25
GD,99.78,2025-07-25
AMX,99.78,2025-07-25
MFSI,99.77,2025-07-25
KLMT,99.77,2025-07-25
UPB,99.77,2025-07-25
PPIE,99.76,2025-07-25
PSI,99.76,2025-07-25
RCS,99.76,2025-07-25
GOOG,99.75,2025-07-25
PKST,99.75,2025-07-25
CGDG,99.75,2025-07-25
EVLU,99.75,2025-07-25
UEVM,99.75,2025-07-25
J,99.75,2025-07-25
PYPL,99.74,2025-07-25
TSPA,99.74,2025-07-25
DFJ,99.73,2025-07-25
RFDI,99.72,2025-07-25
TCOM,99.72,2025-07-25
NNI,99.72,2025-07-25
TOK,99.72,2025-07-25
CNAV,99.71,2025-07-25
RFEM,99.71,2025-07-25
CVLC,99.71,2025-07-25
SAIH,99.71,2025-07-25
LRGE,99.71,2025-07-25
ACWX,99.69,2025-07-25
CRESY,99.69,2025-07-25
PTF,99.69,2025-07-25
IWV,99.69,2025-07-25
INFO,99.69,2025-07-25
BUG,99.68,2025-07-25
VTHR,99.68,2025-07-25
FSST,99.68,2025-07-25
JUST,99.67,2025-07-25
IDLV,99.67,2025-07-25
DGS,99.67,2025-07-25
CSM,99.67,2025-07-25
TEMP,99.65,2025-07-25
QSPT,99.65,2025-07-25
CCNR,99.64,2025-07-25
SPEM,99.64,2025-07-25
FMCX,99.64,2025-07-25
VPL,99.63,2025-07-25
APUE,99.63,2025-07-25
PZZA,99.63,2025-07-25
SBS,99.63,2025-07-25
ASHR,99.63,2025-07-25
USCI,99.62,2025-07-25
FCVT,99.62,2025-07-25
FDEV,99.61,2025-07-25
FLCV,99.61,2025-07-25
ITDF,99.6,2025-07-25
FUSB,99.6,2025-07-25
VSGX,99.58,2025-07-25
ALAR,99.58,2025-07-25
PIE,99.58,2025-07-25
VAPE,99.58,2025-07-25
JPAN,99.58,2025-07-25
VCR,99.57,2025-07-25
RTACU,99.56,2025-07-25
THRO,99.55,2025-07-25
HDUS,99.55,2025-07-25
DFAU,99.55,2025-07-25
BOTZ,99.54,2025-07-25
ACVF,99.54,2025-07-25
XCEM,99.54,2025-07-25
IBN,99.54,2025-07-25
DEHP,99.53,2025-07-25
SPTM,99.52,2025-07-25
NATH,99.52,2025-07-25
IDEV,99.52,2025-07-25
NWS,99.51,2025-07-25
RSPF,99.51,2025-07-25
NULC,99.51,2025-07-25
SBCF,99.51,2025-07-25
HMST,99.51,2025-07-25
ABIG,99.5,2025-07-25
RSG,99.5,2025-07-25
ROAM,99.5,2025-07-25
GDMA,99.49,2025-07-25
XTN,99.49,2025-07-25
IGIC,99.47,2025-07-25
FSCO,99.46,2025-07-25
GROZ,99.46,2025-07-25
TSME,99.45,2025-07-25
IP,99.45,2025-07-25
BBLU,99.45,2025-07-25
FDIS,99.45,2025-07-25
EMCR,99.44,2025-07-25
BELT,99.44,2025-07-25
SITM,99.44,2025-07-25
QVML,99.44,2025-07-25
AVXC,99.44,2025-07-25
NVA,99.44,2025-07-25
IEV,99.43,2025-07-25
MID,99.43,2025-07-25
VLGEA,99.43,2025-07-25
FLEE,99.42,2025-07-25
SEIV,99.41,2025-07-25
IQDF,99.4,2025-07-25
PNC,99.4,2025-07-25
IWC,99.4,2025-07-25
QDEC,99.38,2025-07-25
CGMM,99.38,2025-07-25
OCS,99.37,2025-07-25
KEMX,99.37,2025-07-25
ALB,99.36,2025-07-25
LCDS,99.36,2025-07-25
IDGT,99.36,2025-07-25
HEEM,99.35,2025-07-25
NUE,99.35,2025-07-25
ITAN,99.35,2025-07-25
THC,99.34,2025-07-25
SOXY,99.34,2025-07-25
IDVZ,99.34,2025-07-25
BKIE,99.33,2025-07-25
KQQQ,99.33,2025-07-25
WDIV,99.33,2025-07-25
QQQG,99.31,2025-07-25
GQQQ,99.31,2025-07-25
CFLT,99.31,2025-07-25
IEFA,99.31,2025-07-25
CGIE,99.3,2025-07-25
ORR,99.3,2025-07-25
NUMG,99.29,2025-07-25
BBEU,99.29,2025-07-25
MO,99.28,2025-07-25
JCTR,99.28,2025-07-25
IVAL,99.28,2025-07-25
TDV,99.27,2025-07-25
QOWZ,99.26,2025-07-25
FTRI,99.26,2025-07-25
XDOC,99.26,2025-07-25
IPO,99.26,2025-07-25
AWAY,99.26,2025-07-25
XTJL,99.24,2025-07-25
PJIO,99.24,2025-07-25
MTAL,99.23,2025-07-25
DIVI,99.23,2025-07-25
BAUG,99.23,2025-07-25
USCA,99.22,2025-07-25
BCHI,99.22,2025-07-25
EQTY,99.22,2025-07-25
OBE,99.21,2025-07-25
CYRX,99.21,2025-07-25
RGT,99.21,2025-07-25
JIRE,99.21,2025-07-25
NZAC,99.21,2025-07-25
FXO,99.21,2025-07-25
GDV,99.2,2025-07-25
MGNR,99.2,2025-07-25
USCL,99.19,2025-07-25
HCSG,99.19,2025-07-25
DWMF,99.19,2025-07-25
PNR,99.19,2025-07-25
FDRR,99.18,2025-07-25
ATLC,99.18,2025-07-25
TXS,99.18,2025-07-25
GOP,99.17,2025-07-25
BFOR,99.17,2025-07-25
HEAT,99.15,2025-07-25
RSPD,99.14,2025-07-25
GLAD,99.14,2025-07-25
RAYE,99.14,2025-07-25
EATZ,99.14,2025-07-25
NTSX,99.13,2025-07-25
JSMD,99.12,2025-07-25
YMM,99.12,2025-07-25
CHKP,99.12,2025-07-25
ACES,99.11,2025-07-25
MGRO,99.11,2025-07-25
LRGG,99.11,2025-07-25
ECLN,99.11,2025-07-25
DFAW,99.11,2025-07-25
FGSM,99.1,2025-07-25
NUDM,99.1,2025-07-25
ITDJ,99.1,2025-07-25
NAUG,99.09,2025-07-25
GFLW,99.09,2025-07-25
RITM,99.08,2025-07-25
MLYS,99.08,2025-07-25
VFMO,99.07,2025-07-25
LEAD,99.07,2025-07-25
JXX,99.07,2025-07-25
TOV,99.06,2025-07-25
QFLR,99.06,2025-07-25
BMAX,99.06,2025-07-25
DWX,99.06,2025-07-25
VO,99.06,2025-07-25
BBIN,99.05,2025-07-25
ZZZ,99.05,2025-07-25
CTRE,99.04,2025-07-25
HDEF,99.04,2025-07-25
PSCI,99.04,2025-07-25
HGTY,99.03,2025-07-25
STXI,99.03,2025-07-25
VXF,99.02,2025-07-25
BKF,99.02,2025-07-25
QDVO,99.01,2025-07-25
TRU,99.01,2025-07-25
LARK,99.0,2025-07-25
EJUL,99.0,2025-07-25
EFAX,99.0,2025-07-25
EAFG,98.99,2025-07-25
GAM,98.99,2025-07-25
DFSU,98.98,2025-07-25
JHEM,98.98,2025-07-25
LENS,98.97,2025-07-25
BCIL,98.97,2025-07-25
SLF,98.97,2025-07-25
QJUN,98.97,2025-07-25
FDWM,98.97,2025-07-25
ECOW,98.97,2025-07-25
BANF,98.96,2025-07-25
FELC,98.96,2025-07-25
CGGO,98.96,2025-07-25
SSXU,98.95,2025-07-25
FEM,98.94,2025-07-25
EPMV,98.94,2025-07-25
VUSE,98.94,2025-07-25
NTLA,98.93,2025-07-25
TBLU,98.93,2025-07-25
FJUL,98.93,2025-07-25
VNSE,98.91,2025-07-25
SSPX,98.9,2025-07-25
OVF,98.9,2025-07-25
FLGB,98.9,2025-07-25
EWD,98.89,2025-07-25
ADSK,98.89,2025-07-25
USG,98.89,2025-07-25
USNZ,98.89,2025-07-25
XRT,98.89,2025-07-25
ADVE,98.88,2025-07-25
IFRA,98.88,2025-07-25
MCS,98.88,2025-07-25
NLOP,98.88,2025-07-25
QBF,98.87,2025-07-25
DRAG,98.87,2025-07-25
QSIX,98.87,2025-07-25
SNPE,98.87,2025-07-25
ARX,98.87,2025-07-25
EPS,98.86,2025-07-25
FQAL,98.86,2025-07-25
SHEN,98.85,2025-07-25
SHE,98.85,2025-07-25
GLOW,98.85,2025-07-25
RNWZ,98.85,2025-07-25
PKBK,98.84,2025-07-25
EEMS,98.84,2025-07-25
EFIV,98.84,2025-07-25
WLDR,98.84,2025-07-25
TDEC,98.84,2025-07-25
LYTS,98.84,2025-07-25
ALTL,98.83,2025-07-25
USMC,98.83,2025-07-25
EFA,98.82,2025-07-25
CFR,98.82,2025-07-25
LCAP,98.81,2025-07-25
EMC,98.81,2025-07-25
GPC,98.79,2025-07-25
AVUS,98.79,2025-07-25
EMOT,98.77,2025-07-25
KNO,98.76,2025-07-25
BUFQ,98.76,2025-07-25
HBTA,98.76,2025-07-25
CCCMU,98.76,2025-07-25
DOOO,98.75,2025-07-25
RY,98.74,2025-07-25
WTRE,98.74,2025-07-25
ESG,98.74,2025-07-25
SNAV,98.74,2025-07-25
AUGT,98.73,2025-07-25
QULL,98.72,2025-07-25
PABU,98.72,2025-07-25
XTOC,98.72,2025-07-25
MDWD,98.71,2025-07-25
QRFT,98.71,2025-07-25
CWBC,98.71,2025-07-25
UXOC,98.71,2025-07-25
DJUL,98.71,2025-07-25
WEC,98.7,2025-07-25
HRMY,98.7,2025-07-25
CDEI,98.7,2025-07-25
SMDX,98.69,2025-07-25
PTEU,98.69,2025-07-25
DCOR,98.69,2025-07-25
IVES,98.69,2025-07-25
USCB,98.69,2025-07-25
YORKU,98.68,2025-07-25
ENSG,98.67,2025-07-25
SOLV,98.67,2025-07-25
DMCY,98.67,2025-07-25
CPAC,98.66,2025-07-25
IVEG,98.66,2025-07-25
EMSF,98.65,2025-07-25
INFA,98.65,2025-07-25
MFEM,98.65,2025-07-25
MEG,98.65,2025-07-25
BLCV,98.65,2025-07-25
KOP,98.65,2025-07-25
JIG,98.64,2025-07-25
BJRI,98.64,2025-07-25
OAEM,98.64,2025-07-25
FONR,98.64,2025-07-25
VTOL,98.63,2025-07-25
BSTZ,98.63,2025-07-25
EPP,98.62,2025-07-25
FMKT,98.62,2025-07-25
EWN,98.61,2025-07-25
RXD,98.61,2025-07-25
TSEP,98.6,2025-07-25
GLUE,98.6,2025-07-25
BJUL,98.6,2025-07-25
CGNT,98.6,2025-07-25
OBK,98.58,2025-07-25
KEYS,98.58,2025-07-25
IAUG,98.57,2025-07-25
AYI,98.57,2025-07-25
JHML,98.56,2025-07-25
EXOD,98.56,2025-07-25
GOLY,98.55,2025-07-25
OVL,98.55,2025-07-25
XTJA,98.54,2025-07-25
SPYC,98.54,2025-07-25
FDEM,98.54,2025-07-25
MOOD,98.54,2025-07-25
AVGE,98.54,2025-07-25
DUBS,98.53,2025-07-25
PWER,98.53,2025-07-25
BL,98.53,2025-07-25
DSPY,98.53,2025-07-25
VLO,98.52,2025-07-25
ITDE,98.52,2025-07-25
SYY,98.52,2025-07-25
WTV,98.51,2025-07-25
QCJL,98.5,2025-07-25
SDIV,98.5,2025-07-25
FMDE,98.5,2025-07-25
LCOW,98.49,2025-07-25
BKIV,98.49,2025-07-25
IJUL,98.49,2025-07-25
MBCC,98.49,2025-07-25
CII,98.48,2025-07-25
MRC,98.48,2025-07-25
IPGP,98.48,2025-07-25
