Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
10,INHD,Stock,39.49,0,Basic Materials,Steel,98.0,55.0,99.0,92.0,278900100,YES,650,0.0,NO,2026-06-08,278900100,NO,0.0,0.0,5410782.0,0.0,7651.2,1.01,178522368,24.22,117.2,28.01,20.74
13,SNXX,ETF,18.32,83035561,ETF,ETF,98.0,0.0,98.0,,83162345,YES,123,0.0,NO,2026-07-17,151571300,NO,4.5915,3.6148,61780957.0,85378190.0,49.34,3.14,0,26.61,,27.01,
39,SOXL,ETF,157.5,52538449,ETF,ETF,98.0,0.0,96.0,98.0,56505101,YES,4117,0.0,NO,2025-04-09,787748800,NO,25.1445,18.6002,60942868.0,59588210.0,302.0,22.57,0,203.6,96.25,199.37,118.51
4,MUU,ETF,36.49,44307698,ETF,ETF,98.0,2.0,98.0,98.0,44307698,YES,446,3.18,NO,2026-06-09,109858000,NO,5.1271,3.9726,59908578.0,43141330.0,62.64,0.84,0,38.86,15.39,38.79,20.26
12,MU,Stock,990.21,39884211,Technology,Semiconductors,98.0,11.0,98.0,98.0,39884211,YES,10617,1.64,NO,2013-10-11,153906100,NO,71.5522,55.66,52199070.0,42233360.0,1255.0,103.38,0,952.3,498.41,962.8,614.72
5,SNDK,Stock,1610.33,12362298,Technology,Computer Hardware,98.0,2.0,97.0,98.0,12669128,YES,361,0.0,NO,2025-11-26,43000900,NO,183.6924,144.8377,13173337.0,14150870.0,2354.39,40.1,238473379840,1730.9,810.25,1761.46,1079.22
75,ADVB,Stock,16.78,11816980,Healthcare,Diagnostics & Research,98.0,98.0,98.0,98.0,11816980,YES,347,23.94,NO,2026-07-20,52863100,NO,2.3113,2.1134,1545901.0,8707990.0,20.87,3.61,27722792,5.15,6.21,5.92,5.47
56,FCEL,Stock,23.3,11682858,Industrials,Electrical Equipment & Parts,98.0,86.0,98.0,98.0,11682858,YES,8578,0.0,NO,2026-06-26,27123800,NO,3.1086,2.6907,12530504.0,12102960.0,37.88,3.78,1862359680,21.91,11.7,21.99,13.32
15,INTW,ETF,24.66,9919703,ETF,ETF,98.0,0.0,98.0,97.0,9919703,YES,361,0.0,NO,2025-09-18,79455200,NO,4.0276,3.1601,6242703.0,4069340.0,52.62,1.72,0,36.35,16.06,35.18,20.43
51,BE,Stock,217.3,9402600,Industrials,Electrical Equipment & Parts,98.0,0.0,16.0,93.0,9402600,YES,2009,0.0,NO,2024-11-15,64722200,NO,26.3478,23.7254,12434750.0,13034990.0,351.28,29.9,61809655808,271.78,175.86,264.0,201.55
