Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
18,MRNA,Stock,145.13,86743104.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,86743104,YES,1936,0.0,NO,2026-08-19,199252300,NO,16.1045,10.9349,11539425.0,34569470.0,176.66,22.28,57941106688,67.6,48.73,71.76,56.64
55,SNXX,ETF,15.01,49225448.0,ETF,ETF,98.0,2.0,1.0,98.0,49225448,YES,144,0.0,NO,2026-07-29,221465500,NO,2.3489,1.9745,79326464.0,110754320.0,49.34,3.14,0,21.71,,20.85,15.04
26,MU,Stock,966.78,20990385.0,Technology,Semiconductors,98.0,14.0,91.0,97.0,20990385,YES,10638,0.0,NO,2013-10-11,153906100,NO,56.2179,47.4271,48573706.0,31590950.0,1255.0,114.25,0,964.59,571.1,963.01,686.28
1,MUU,ETF,31.57,16432279.0,ETF,ETF,98.0,3.0,83.0,98.0,16432279,YES,467,0.0,NO,2026-06-09,109858000,NO,3.5082,2.9525,57377498.0,33908600.0,62.64,1.0,0,35.83,18.02,35.23,22.87
11,SLS,Stock,15.46,15055814.0,Healthcare,Biotechnology,98.0,93.0,98.0,98.0,15056913,YES,4641,2.16,NO,2020-12-10,147659000,NO,1.0521,1.0193,8644991.0,6028470.0,15.88,1.39,3122080768,11.7,6.18,12.29,7.73
131,INTC,Stock,90.07,90790387.0,Technology,Semiconductors,97.0,5.0,2.0,97.0,90790387,YES,11703,0.0,NO,1993-04-19,567708800,NO,5.7063,4.8741,119552924.0,112290190.0,142.35,23.65,476119498752,108.18,71.51,106.43,84.31
86,SOXL,ETF,120.6,47525925.0,ETF,ETF,97.0,1.0,1.0,96.0,47525925,YES,4138,0.0,NO,2025-04-09,787748800,NO,14.405,11.5636,64621195.0,56464620.0,302.0,23.8,0,172.37,105.28,166.14,127.72
79,MRVL,Stock,237.04,24970547.0,Technology,Semiconductors,97.0,86.0,90.0,98.0,24970547,YES,6574,0.0,NO,2026-06-18,250989400,NO,17.535,14.3079,41394396.0,23505000.0,329.88,61.44,212753924096,233.85,145.07,230.67,168.73
142,KORU,ETF,20.36,21277863.0,ETF,ETF,97.0,7.0,0.0,3.0,21277863,YES,3363,0.0,NO,2024-12-03,107838800,NO,2.4379,1.6579,29668816.0,29176350.0,63.98,3.8,0,26.5,22.09,25.68,26.71
135,NBIS,Stock,219.13,20116988.0,Communication Services,Internet Content & Information,97.0,18.0,30.0,97.0,20116988,YES,460,0.0,NO,2025-09-09,88378300,NO,23.3021,19.911,21579080.0,31172540.0,299.86,63.26,59571638272,223.1,149.25,220.29,169.92
169,AMD,Stock,473.25,14195919.0,Technology,Semiconductors,96.0,4.0,62.0,97.0,14195919,YES,11703,0.0,NO,2018-08-27,325058400,NO,23.4049,19.4706,29069862.0,20542560.0,584.73,149.22,772568776704,510.23,329.86,509.95,374.39
