Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
71,INTC,Stock,109.84,70252303.0,Technology,Semiconductors,98.0,51.0,96.0,97.0,70252303,YES,11673,0.0,NO,1993-04-19,567708800,NO,9.9929,8.5236,135269268.0,111544370.0,142.35,18.97,552055799808,117.0,62.47,118.44,73.59
8,SNXX,ETF,28.06,48816371.0,ETF,ETF,98.0,88.0,98.0,,48816371,YES,114,0.0,NO,2026-05-01,141068800,NO,7.979,5.8044,58023385.0,58032140.0,49.34,3.14,0,26.68,,28.27,
22,SOXL,ETF,192.26,37037907.0,ETF,ETF,98.0,10.0,98.0,98.0,37037907,YES,4108,0.0,NO,2025-04-09,787748800,NO,38.6107,27.8557,61771277.0,58288880.0,302.0,22.57,0,202.26,90.85,204.19,111.61
24,MU,Stock,979.3,31054394.0,Technology,Semiconductors,98.0,76.0,98.0,98.0,31054394,YES,10608,0.0,NO,2013-10-11,153906100,NO,98.19,71.9579,51531932.0,55726550.0,1255.0,103.38,1106014765056,899.05,464.48,926.03,571.77
66,AMD,Stock,557.89,20605362.0,Technology,Semiconductors,98.0,93.0,98.0,98.0,20605362,YES,11673,0.0,NO,2018-08-27,325058400,NO,38.1457,30.4636,36704891.0,30784190.0,584.73,141.6,909695778816,481.9,287.66,497.55,320.45
40,BE,Stock,244.61,14713773.0,Industrials,Electrical Equipment & Parts,98.0,8.0,95.0,97.0,14713773,YES,2000,0.0,NO,2024-11-15,64722200,NO,36.7142,32.6106,12183940.0,18691120.0,351.28,24.04,69577818112,282.54,169.43,274.47,193.11
54,FCEL,Stock,21.03,12281734.0,Industrials,Electrical Equipment & Parts,98.0,94.0,98.0,98.0,12281734,YES,8569,0.0,NO,2026-06-26,27123800,NO,4.8157,4.4821,11883460.0,17494960.0,37.88,3.78,1680919552,20.66,11.16,21.32,12.49
3,SNDK,Stock,1915.92,10318150.0,Technology,Computer Hardware,98.0,92.0,98.0,98.0,10318150,YES,352,0.0,NO,2025-11-26,43000900,NO,238.8679,176.0461,13449998.0,13189450.0,2354.39,40.1,283728150528,1688.24,745.23,1761.94,996.63
111,INHD,Stock,39.49,0.0,Basic Materials,Steel,97.0,99.0,98.0,92.0,278900100,YES,641,0.0,NO,2026-06-08,278900100,NO,0.0,0.0,5458093.0,0.0,7651.2,1.01,178522368,17.46,160.66,20.41,20.15
88,MRVL,Stock,235.81,14936032.0,Technology,Semiconductors,97.0,3.0,97.0,98.0,14936032,YES,6544,0.0,NO,2026-06-18,250989400,NO,22.5029,18.4557,42929829.0,33123160.0,329.88,61.44,206286585856,231.47,126.77,235.0,143.91
100,NBIS,Stock,219.65,10889214.0,Communication Services,Internet Content & Information,97.0,26.0,96.0,97.0,10889214,YES,430,0.0,NO,2025-09-09,88378300,NO,27.088,24.0159,17697678.0,17426180.0,299.86,43.89,55768735744,221.48,135.82,226.53,147.51
149,DRAM,ETF,63.04,61498512.0,ETF,ETF,96.0,78.0,97.0,,61498512,YES,68,0.0,NO,2026-06-25,104823000,NO,5.8749,3.6663,40039778.0,70028580.0,81.34,26.14,0,60.07,,61.3,
