Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
70,SOXL,ETF,145.36,53579301,ETF,ETF,98.0,3.0,3.0,97.0,53579301,YES,4132,0.0,NO,2025-04-09,787748800,NO,18.8079,15.3629,64912550.0,70173840.0,302.0,23.66,0,182.98,102.77,177.59,125.77
9,MUU,ETF,31.0,44433275,ETF,ETF,98.0,20.0,33.0,98.0,44433275,YES,461,0.19,NO,2026-06-09,109858000,NO,4.7381,4.0366,59518353.0,49260040.0,62.64,0.99,0,36.88,17.18,36.09,22.09
31,MU,Stock,949.83,36294784,Technology,Semiconductors,98.0,73.0,85.0,97.0,36294784,YES,10632,0.18,NO,2013-10-11,153906100,NO,78.3364,66.775,50449630.0,39663560.0,1255.0,113.46,0,962.88,548.84,962.31,666.65
6,SNDK,Stock,1528.11,21647562,Technology,Computer Hardware,98.0,8.0,60.0,98.0,21647562,YES,376,0.0,NO,2025-11-26,43000900,NO,167.6343,144.8893,13381650.0,15675380.0,2354.39,42.82,223104057344,1659.43,895.91,1666.3,1169.72
38,AAOI,Stock,130.08,10208380,Technology,Communication Equipment,98.0,93.0,0.0,98.0,10208380,YES,3239,0.0,NO,2022-09-16,77414200,NO,16.1915,13.9601,11962496.0,14658170.0,233.67,18.5,11000766464,134.62,94.42,127.01,118.93
88,INTC,Stock,104.56,111938635,Technology,Semiconductors,97.0,44.0,7.0,97.0,111979671,YES,11697,0.53,NO,1993-04-19,567708800,NO,7.0793,6.02,122751006.0,113798620.0,142.35,21.9,549413289984,109.61,69.83,110.08,82.88
99,NBIS,Stock,255.04,36012698,Communication Services,Internet Content & Information,97.0,96.0,89.0,98.0,36012698,YES,454,0.0,NO,2025-09-09,88378300,NO,27.3524,22.9845,20605559.0,28521400.0,299.86,62.01,64754192384,221.72,145.69,219.35,165.01
83,HPE,Stock,59.82,23626313,Technology,Communication Equipment,97.0,95.0,98.0,98.0,23626313,YES,2720,0.0,NO,2026-06-02,153197800,NO,3.4391,3.0558,26490464.0,17809090.0,64.25,19.84,79213854720,48.44,30.84,48.35,34.35
120,MRVL,Stock,222.18,18574045,Technology,Semiconductors,97.0,82.0,90.0,98.0,18574045,YES,6568,0.31,NO,2026-06-18,250989400,NO,17.3143,14.3036,41440664.0,22506890.0,329.88,61.44,199416414208,239.69,140.78,234.95,163.51
137,SNDU,ETF,21.95,18349919,ETF,ETF,97.0,0.0,1.0,,18349919,YES,107,0.0,NO,2026-07-29,36061600,NO,4.2938,3.7224,7036233.0,15075780.0,79.0,5.72,0,36.68,,36.11,
