Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
19,MRNA,Stock,138.89,31457113.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,31457113,YES,1937,0.0,NO,2026-08-19,199252300,NO,16.9831,11.8659,12883224.0,42640750.0,176.66,22.28,55449874432,69.39,49.3,79.25,59.8
35,SDOT,Stock,23.16,30092433.0,Consumer Defensive,Farm Products,98.0,95.0,98.0,0.0,30092433,YES,1640,62.8,NO,2026-06-03,52560600,NO,3.2707,2.6613,3685385.0,2062590.0,260.4,2.63,31333720,19.1,35.89,21.17,25.12
29,MU,Stock,910.43,29794356.0,Technology,Semiconductors,98.0,18.0,89.0,97.0,29794356,YES,10639,0.0,NO,2013-10-11,153906100,NO,56.6639,47.7782,48346220.0,30323980.0,1255.0,114.25,0,962.88,574.56,940.66,702.8
4,MUU,ETF,27.91,22468525.0,ETF,ETF,98.0,4.0,61.0,98.0,22468525,YES,468,0.0,NO,2026-06-09,109858000,NO,3.5768,3.0032,57094204.0,32043000.0,62.64,1.0,0,35.53,18.15,32.62,23.47
63,AAOI,Stock,107.63,14957517.0,Technology,Communication Equipment,98.0,79.0,1.0,96.0,14957517,YES,3246,0.0,NO,2022-09-16,77414200,NO,16.8136,15.2152,12210233.0,12894940.0,233.67,18.5,9102187520,127.6,97.81,119.18,124.71
6,SNDK,Stock,1493.12,13930510.0,Technology,Computer Hardware,98.0,63.0,42.0,97.0,13930510,YES,383,0.0,NO,2025-11-26,43000900,NO,134.3788,112.7473,13868095.0,14739130.0,2354.39,46.01,218621149184,1646.41,945.71,1570.04,1241.46
22,MSTU,ETF,28.86,10263537.0,ETF,ETF,98.0,98.0,98.0,98.0,10263537,YES,484,942.49,NO,2026-08-20,244810500,NO,2.26,0.47,92090109.0,152599690.0,59.1,1.46,0,2.62,6.82,4.61,5.23
8,AXTI,Stock,65.4,9090163.0,Technology,Semiconductor Equipment & Materials,98.0,96.0,0.0,97.0,9090163,YES,7108,0.0,NO,2024-02-23,103105600,NO,10.8029,10.0207,10530008.0,11746170.0,143.16,2.68,4288488192,67.66,52.32,64.39,69.42
144,INTC,Stock,87.26,96389505.0,Technology,Semiconductors,97.0,9.0,2.0,96.0,96389505,YES,11704,0.0,NO,1993-04-19,567708800,NO,5.3164,4.6386,119694637.0,113759050.0,142.35,23.68,461265534976,107.59,71.76,101.76,85.67
111,SOXL,ETF,111.16,66483716.0,ETF,ETF,97.0,1.0,0.0,95.0,66483716,YES,4139,0.0,NO,2025-04-09,787748800,NO,13.6114,11.2986,64671790.0,55156540.0,302.0,23.8,0,170.11,105.63,149.33,129.36
90,MRVL,Stock,229.29,18712071.0,Technology,Semiconductors,97.0,90.0,85.0,98.0,18712071,YES,6575,0.0,NO,2026-06-18,250989400,NO,16.6586,14.0657,41486741.0,24093520.0,329.88,61.44,205797965824,232.82,145.78,222.54,173.74
110,HPE,Stock,52.43,10477405.0,Technology,Communication Equipment,97.0,83.0,95.0,98.0,10477405,YES,2727,0.0,NO,2026-06-02,153197800,NO,3.0402,2.8602,26057396.0,15392850.0,64.25,19.84,69427994624,49.15,31.91,49.27,36.42
176,KORU,ETF,18.76,22314853.0,ETF,ETF,96.0,71.0,0.0,3.0,22314853,YES,3364,0.0,NO,2024-12-03,107838800,NO,2.3471,1.645,29880382.0,28490470.0,63.98,3.8,0,26.04,22.14,22.1,26.76
155,NBIS,Stock,210.91,16817431.0,Communication Services,Internet Content & Information,96.0,86.0,21.0,97.0,16817431,YES,461,0.0,NO,2025-09-09,88378300,NO,23.327,19.7567,21734512.0,30914600.0,299.86,63.26,57336987648,222.87,149.75,212.72,174.11
184,AMD,Stock,456.74,16521739.0,Technology,Semiconductors,96.0,3.0,19.0,97.0,16521739,YES,11704,0.0,NO,2018-08-27,325058400,NO,21.735,18.69,28740575.0,19314960.0,584.73,149.22,745624764416,509.6,330.9,501.89,381.72
193,BE,Stock,204.02,15079952.0,Industrials,Electrical Equipment & Parts,96.0,84.0,1.0,86.0,15079952,YES,2031,0.0,NO,2024-11-15,64722200,NO,19.7004,17.5982,14478869.0,11242470.0,351.28,47.83,60089475072,241.33,186.95,222.79,213.2
165,UMC,Stock,19.05,14922828.0,Technology,Semiconductors,96.0,15.0,61.0,96.0,14922828,YES,6520,0.0,NO,2025-03-31,50395100,NO,0.8257,0.5829,16820848.0,9824980.0,28.96,6.56,47775657984,21.78,13.71,20.95,16.05
217,U,Stock,46.16,9371732.0,Technology,Software - Application,96.0,98.0,98.0,98.0,9371732,YES,1489,0.0,NO,2026-02-11,104917400,NO,2.118,2.0444,9657606.0,11138300.0,52.15,16.78,20314505216,33.81,31.93,36.01,27.87
316,DRAM,ETF,54.28,44492984.0,ETF,ETF,94.0,47.0,52.0,,44492984,YES,99,0.0,NO,2026-07-17,136040800,NO,3.3014,2.4154,62173022.0,49060320.0,81.34,26.14,0,59.76,,57.17,
426,PATH,Stock,16.57,59951789.0,Technology,Software - Infrastructure,93.0,97.0,96.0,94.0,59951789,YES,1342,0.0,NO,2026-07-21,177037000,NO,0.8546,0.8267,67374506.0,70315780.0,19.84,9.2,8585252352,12.59,12.74,13.37,11.78
449,HL,Stock,20.4,24428174.0,Basic Materials,Other Precious Metals & Mining,93.0,95.0,88.0,6.0,24428174,YES,11704,0.0,NO,2025-09-19,145814100,NO,1.0614,0.8657,34786861.0,43379040.0,34.17,7.78,13704076288,16.2,18.69,16.76,18.31
420,FCX,Stock,77.8,21326276.0,Basic Materials,Copper,93.0,93.0,91.0,78.0,21326276,YES,7833,0.0,NO,2012-12-05,153828000,NO,2.8128,2.3542,14366101.0,13258870.0,78.88,35.15,111722168320,64.9,59.34,65.91,63.63
399,EWY,ETF,173.64,14320330.0,ETF,ETF,93.0,76.0,14.0,84.0,14320330,YES,6609,0.0,NO,2026-03-03,65699600,NO,6.9764,4.9093,22459301.0,17012540.0,220.89,71.39,0,179.06,143.56,174.14,162.34
526,PR,Stock,23.69,12397626.0,Energy,Oil & Gas E&P,92.0,84.0,84.0,89.0,12397626,YES,2604,0.0,NO,2024-06-28,79792400,NO,0.7012,0.6062,9851845.0,9011500.0,24.09,11.92,19841726464,20.22,18.16,20.8,19.99
576,MRK,Stock,150.66,14977716.0,Healthcare,Drug Manufacturers - General,91.0,88.0,90.0,82.0,14977716,YES,16269,0.0,NO,2004-09-30,151976244,NO,4.4714,3.6929,10796172.0,12226500.0,154.49,77.58,371704070144,128.59,115.63,133.82,123.19
571,AG,Stock,20.83,9071408.0,Basic Materials,Silver,91.0,94.0,70.0,2.0,9071408,YES,4964,0.0,NO,2026-01-30,60807500,NO,1.0429,0.785,11171475.0,10366420.0,32.04,8.72,10267239424,17.47,19.29,17.84,20.33
655,WBD,Stock,28.7,21302361.0,Communication Services,Entertainment,90.0,85.0,68.0,30.0,21302361,YES,5315,0.0,NO,2025-09-11,298443300,NO,0.4646,0.4146,22777801.0,19493330.0,30.0,11.25,71954825216,26.77,27.03,27.08,27.21
682,KLAC,Stock,181.57,9663565.0,Technology,Semiconductor Equipment & Materials,90.0,3.0,16.0,82.0,9663565,YES,11561,0.0,NO,2002-10-23,329584000,NO,9.4586,8.26,12901848.0,9521670.0,307.37,83.22,237229719552,218.88,168.83,208.92,185.95
891,GDX,ETF,103.54,22715654.0,ETF,ETF,87.0,96.0,89.0,13.0,22715654,YES,5096,0.0,NO,2016-10-04,232153600,NO,3.8661,2.4889,23340683.0,25946780.0,117.18,60.17,0,80.93,88.72,83.78,89.85
871,B,Stock,48.16,13307543.0,Basic Materials,Gold,87.0,94.0,87.0,24.0,13307543,YES,10461,1.03,NO,2013-11-01,74458200,NO,1.8614,1.2143,10979914.0,13630280.0,54.69,26.14,79265792000,39.04,42.08,40.2,41.75
848,GLW,Stock,145.55,10229949.0,Technology,Electronic Components,87.0,20.0,2.0,34.0,10229949,YES,11251,0.0,NO,2002-07-31,244754000,NO,9.6807,8.3414,14135395.0,9053160.0,271.78,65.75,125120290816,173.49,140.93,167.53,161.93
933,CDE,Stock,20.88,38979113.0,Basic Materials,Gold,86.0,96.0,87.0,6.0,38979113,YES,11704,0.0,NO,2026-06-18,182076200,NO,1.2032,0.8754,37178637.0,39327190.0,27.77,12.05,21463281664,16.84,18.65,17.17,18.86
975,TSM,Stock,410.12,10623060.0,Technology,Semiconductors,86.0,45.0,45.0,63.0,10623060,YES,7262,0.0,NO,2025-01-27,68667500,NO,11.2436,9.5457,13613580.0,9685150.0,479.0,225.63,2127076655104,424.3,366.96,418.21,393.2
931,CSX,Stock,51.44,10378185.0,Industrials,Railroads,86.0,12.0,81.0,83.0,10378185,YES,11543,0.0,NO,2010-11-04,331713900,NO,0.8195,0.7995,12516380.0,9160680.0,53.6,31.8,95291301888,49.47,42.47,50.38,45.54
1074,CSCO,Stock,110.23,12620795.0,Technology,Communication Equipment,84.0,12.0,9.0,91.0,12620795,YES,9195,0.0,NO,1990-02-16,940636800,NO,3.96,3.1307,23972740.0,25661350.0,130.37,66.13,434464358400,116.0,93.12,114.42,100.85
1138,KGC,Stock,32.98,9503116.0,Basic Materials,Gold,84.0,96.0,85.0,12.0,9503116,YES,11452,0.0,NO,2018-12-21,137772000,NO,1.2857,0.9057,8533704.0,8448580.0,39.11,19.62,39122219008,25.39,29.17,26.33,29.27
1208,TQQQ,ETF,69.01,45086567.0,ETF,ETF,83.0,80.0,7.0,91.0,45086567,YES,4158,0.0,NO,2011-10-17,1094342400,NO,2.6507,2.2314,67069956.0,46555990.0,88.09,37.32,0,72.86,60.73,70.98,63.67
1193,HIMS,Stock,31.08,13830523.0,Healthcare,Drug Manufacturers - Specialty & Generic,83.0,84.0,93.0,96.0,13830523,YES,1745,0.0,NO,2025-06-23,176087900,NO,2.0811,1.9661,16222943.0,15142050.0,65.3,13.74,7251380736,32.08,28.83,31.84,26.23
1274,XLE,ETF,63.11,21731418.0,ETF,ETF,82.0,74.0,67.0,73.0,21731418,YES,6959,0.0,NO,2020-11-09,198713400,NO,1.1968,1.0668,31700330.0,25060870.0,64.7,42.35,0,57.63,54.0,58.52,57.55
1226,HPQ,Stock,28.58,13958904.0,Technology,Computer Hardware,82.0,84.0,82.0,94.0,13958904,YES,16269,0.0,NO,2010-08-09,442012304,NO,1.2579,1.2043,17601501.0,11821600.0,32.19,17.56,0,25.93,22.61,26.53,22.88
1313,PLTR,Stock,175.89,35003354.0,Technology,Software - Infrastructure,81.0,97.0,92.0,89.0,35003354,YES,1481,0.0,NO,2024-09-20,450290500,NO,7.4531,6.9566,43441345.0,35317310.0,207.52,106.37,422673940480,139.83,151.43,144.93,141.94
1301,BAC,Stock,62.33,26723346.0,Financial Services,Banks - Diversified,81.0,35.0,88.0,82.0,26723346,YES,13490,0.08,NO,2009-12-04,1226791300,NO,1.0586,1.0586,34373985.0,27137380.0,65.23,46.12,435858014208,60.66,54.46,61.32,54.88
