Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
72,INTC,Stock,108.6,170974358.0,Technology,Semiconductors,98.0,95.0,6.0,97.0,170974358.0,YES,11722,0.0,NO,1993-04-19,567708800.0,NO,5.5957,4.275,107640025.0,104893200.0,142.35,28.73,574070980608,97.09,77.16,96.86,91.28
33,SNXX,ETF,17.94,78707664.0,ETF,ETF,98.0,96.0,0.0,98.0,78707664.0,YES,163,2.04,NO,2026-07-29,221465500.0,NO,1.8874,1.6806,86133880.0,56807470.0,49.34,3.14,0,14.38,,14.07,16.5
31,MU,Stock,1015.8,34588693.0,Technology,Semiconductors,98.0,92.0,12.0,97.0,34588693.0,YES,10657,0.43,NO,2013-10-11,153906100.0,NO,42.9729,35.1132,39131190.0,24758600.0,1255.0,154.65,1147237564416,927.26,640.15,934.95,762.65
70,UMC,Stock,24.61,28981376.0,Technology,Semiconductors,98.0,97.0,65.0,98.0,28981376.0,YES,6538,0.0,NO,2025-03-31,50395100.0,NO,0.9529,0.635,14532861.0,11016240.0,28.96,6.97,61719633920,20.42,14.96,20.38,17.31
18,MRNA,Stock,154.04,19989035.0,Healthcare,Biotechnology,98.0,7.0,98.0,98.0,19989035.0,YES,1955,0.0,NO,2026-08-19,199252300.0,NO,10.2917,9.971,16139845.0,11785120.0,176.66,22.28,61498294272,98.17,60.25,101.99,70.12
7,MUU,ETF,33.72,19977358.0,ETF,ETF,98.0,94.0,1.0,98.0,19977358.0,YES,486,1.37,NO,2026-06-09,109858000.0,NO,2.7281,2.2251,42328164.0,22109010.0,62.64,1.77,0,30.02,20.58,30.13,25.86
8,SNDK,Stock,1791.82,17123383.0,Technology,Computer Hardware,98.0,94.0,6.0,97.0,17123383.0,YES,401,0.67,NO,2025-11-26,43000900.0,NO,102.8333,91.8419,13778954.0,9645010.0,2354.39,93.53,262356500480,1504.2,1068.24,1510.58,1350.88
11,AXTI,Stock,70.03,16703730.0,Technology,Semiconductor Equipment & Materials,98.0,26.0,7.0,79.0,16703730.0,YES,7126,2.91,NO,2024-02-23,103105600.0,NO,5.5121,4.9464,10205216.0,8898630.0,143.16,3.93,4592092160,63.01,57.1,64.95,73.14
30,DELL,Stock,568.53,11349569.0,Technology,Computer Hardware,98.0,97.0,95.0,98.0,11349569.0,YES,2536,0.0,NO,2016-09-07,147907159.0,NO,37.1957,33.0943,7709520.0,10721250.0,595.51,110.22,361478619136,462.74,272.48,474.16,337.97
61,LITE,Stock,930.91,9156277.0,Technology,Communication Equipment,98.0,94.0,82.0,79.0,9156277.0,YES,2806,2.47,NO,2026-03-20,22868800.0,NO,60.8339,55.4314,4688722.0,4534820.0,1085.68,144.52,83502620672,841.77,713.73,852.7,830.89
110,BE,Stock,265.63,72998381.0,Industrials,Electrical Equipment & Parts,97.0,97.0,6.0,94.0,72998381.0,YES,2049,0.0,YES,2026-09-18,72998381.0,NO,17.9009,15.2316,15293014.0,15019390.0,351.28,61.37,78235303936,225.43,198.84,226.14,225.56
95,SOXL,ETF,123.67,43382710.0,ETF,ETF,97.0,85.0,0.0,97.0,43382710.0,YES,4157,1.92,NO,2025-04-09,787748800.0,NO,9.7529,6.435,63276640.0,60899220.0,302.0,28.12,0,128.96,112.35,126.69,135.01
78,AMD,Stock,559.82,31145415.0,Technology,Semiconductors,97.0,96.0,73.0,98.0,31145415.0,YES,11722,0.42,NO,2018-08-27,325058400.0,NO,22.3271,17.7386,24838788.0,21254000.0,584.73,154.78,913892179968,495.85,354.62,498.4,413.27
94,HPE,Stock,60.74,25356712.0,Technology,Communication Equipment,97.0,94.0,93.0,98.0,22685562.0,YES,2745,0.0,NO,2026-06-02,153197800.0,NO,4.1039,3.5386,20773627.0,32323460.0,64.25,19.84,80630218752,52.47,34.92,53.4,39.99
83,MRVL,Stock,244.25,22200605.0,Technology,Semiconductors,97.0,86.0,5.0,98.0,22200605.0,YES,6593,0.69,NO,2026-06-18,250989400.0,NO,12.3479,9.8293,25705716.0,18708800.0,329.88,70.69,219508604928,215.95,158.42,216.88,188.84
90,ASX,Stock,41.63,19159889.0,Technology,Semiconductors,97.0,95.0,67.0,96.0,19159889.0,YES,6529,0.9,NO,2025-04-09,36777100.0,NO,1.5961,1.1704,8860916.0,6536790.0,45.52,10.93,108390596608,38.03,29.22,38.02,33.6
152,CRWD,Stock,237.65,18480324.0,Technology,Software - Infrastructure,97.0,95.0,95.0,97.0,18480324.0,YES,1828,0.0,NO,2024-06-21,209024000.0,NO,13.1194,12.1273,10007958.0,11514550.0,250.32,85.68,243338117120,207.08,146.97,207.64,160.11
146,ASST,Stock,30.09,15998021.0,Financial Services,Asset Management,97.0,98.0,98.0,98.0,15998021.0,YES,909,4.46,NO,2025-10-27,54170565.0,NO,2.1404,1.9293,5888346.0,9906330.0,88.2,7.02,2857610240,17.52,15.0,18.41,14.92
119,WDC,Stock,441.36,13285540.0,Technology,Computer Hardware,97.0,27.0,1.0,90.0,13285540.0,YES,12069,0.86,NO,2009-06-30,65696343.0,NO,23.1493,21.3032,7917650.0,6131870.0,799.87,105.32,159128338432,481.71,385.87,475.98,449.28
88,DK,Stock,78.12,11333522.0,Energy,Oil & Gas Refining & Marketing,97.0,95.0,98.0,95.0,11333522.0,YES,5126,0.0,YES,2026-09-18,11333522.0,NO,4.4536,4.2264,1501574.0,2087290.0,82.27,25.85,4783457792,67.81,46.69,68.81,52.81
