Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
63,INTC,Stock,123.0,96982345.0,Technology,Semiconductors,98.0,98.0,30.0,98.0,96982345.0,YES,11727,0.0,NO,1993-04-19,567708800.0,NO,6.9443,5.16,108995480.0,121768360.0,142.35,32.89,650190913536,99.05,79.2,99.66,93.86
54,SOXL,ETF,151.45,55809520.0,ETF,ETF,98.0,97.0,2.0,98.0,55809520.0,YES,4162,1.99,NO,2025-04-09,787748800.0,NO,11.435,8.0586,63551671.0,64470090.0,302.0,28.12,0,126.87,114.89,128.29,137.97
31,SNXX,ETF,17.56,41365099.0,ETF,ETF,98.0,97.0,0.0,98.0,41365099.0,YES,168,0.0,NO,2026-07-29,221465500.0,NO,1.9262,1.7287,87402049.0,56718480.0,49.34,3.14,0,14.08,,14.51,16.92
32,MU,Stock,1082.28,20493572.0,Technology,Semiconductors,98.0,95.0,29.0,98.0,20493572.0,YES,10662,0.0,NO,2013-10-11,153906100.0,NO,44.5707,36.4293,36484449.0,24836350.0,1255.0,155.18,1222319669248,941.62,661.1,958.28,784.98
55,AMD,Stock,630.63,17516535.0,Technology,Semiconductors,98.0,97.0,91.0,98.0,17516535.0,YES,11727,0.0,NO,2018-08-27,325058400.0,NO,26.2093,20.8071,25024938.0,25799460.0,638.95,157.05,1029487722496,504.71,364.75,511.88,427.62
67,BE,Stock,288.7,17303729.0,Industrials,Electrical Equipment & Parts,98.0,97.0,87.0,97.0,17303729.0,YES,2054,1.22,NO,2026-09-18,73471700.0,NO,18.9751,15.9429,16287246.0,19178900.0,351.28,66.62,85030051840,229.68,202.96,233.52,229.99
7,MUU,ETF,37.85,16973297.0,ETF,ETF,98.0,97.0,3.0,98.0,16973297.0,YES,491,0.0,NO,2026-06-09,109858000.0,NO,2.9201,2.39,38187368.0,20686930.0,62.64,1.79,0,30.42,21.42,31.2,26.8
14,MRNA,Stock,198.88,13734782.0,Healthcare,Biotechnology,98.0,97.0,98.0,98.0,13734782.0,YES,1960,0.27,NO,2026-08-19,199252300.0,NO,11.7332,11.0975,16929880.0,16235290.0,202.67,22.28,79400042496,110.11,64.26,115.69,74.96
125,KORU,ETF,21.59,15683798.0,ETF,ETF,97.0,88.0,0.0,93.0,15683798.0,YES,3387,5.61,NO,2024-12-03,107838800.0,NO,2.195,1.3256,29520092.0,21677670.0,63.98,4.93,0,19.68,23.69,20.11,26.49
84,HPE,Stock,62.94,15472909.0,Technology,Communication Equipment,97.0,95.0,96.0,98.0,15478804.0,YES,2750,0.0,NO,2026-06-02,153197800.0,NO,3.8629,3.2782,20576109.0,24360740.0,65.65,19.84,83550633984,53.95,35.91,55.11,41.37
79,MRVL,Stock,261.93,12330610.0,Technology,Semiconductors,97.0,90.0,41.0,98.0,12330610.0,YES,6598,0.0,NO,2026-06-18,250989400.0,NO,12.6613,10.4578,24054593.0,18168750.0,329.88,70.69,235402199040,220.57,162.51,224.2,194.85
143,FSLY,Stock,24.96,9620724.0,Technology,Software - Application,97.0,90.0,96.0,7.0,9620724.0,YES,1850,0.0,NO,2026-02-12,116491700.0,NO,3.0144,2.8647,6449677.0,10925210.0,34.82,7.74,3976127744,23.76,19.58,23.64,22.28
198,DRAM,ETF,61.91,17785940.0,ETF,ETF,96.0,92.0,10.0,,17785940.0,YES,122,0.0,NO,2026-07-17,136040800.0,NO,2.3586,1.6457,53869866.0,28367440.0,81.34,26.14,0,55.9,,56.53,
160,NBIS,Stock,237.33,10972739.0,Communication Services,Internet Content & Information,96.0,93.0,44.0,97.0,10990560.0,YES,484,0.0,NO,2025-09-09,88378300.0,NO,15.7973,14.4083,20625688.0,16970140.0,299.86,73.52,64519401472,215.58,164.1,218.39,192.01
266,EWY,ETF,187.18,12155293.0,ETF,ETF,95.0,86.0,25.0,93.0,12155293.0,YES,6632,1.97,NO,2026-03-03,65699600.0,NO,6.3629,3.8304,19012044.0,13110290.0,220.89,78.27,0,174.87,153.95,177.05,169.03
410,TQQQ,ETF,79.6,57366620.0,ETF,ETF,93.0,94.0,84.0,96.0,57366620.0,YES,4181,0.66,NO,2011-10-17,1094342400.0,NO,2.8893,2.3036,56619187.0,49264040.0,88.09,37.32,0,71.15,62.97,71.85,67.0
424,SMCI,Stock,43.26,49126083.0,Technology,Computer Hardware,93.0,95.0,95.0,96.0,49126083.0,YES,4905,1.22,NO,2024-08-28,369735000.0,NO,2.3243,1.995,46661009.0,40923220.0,58.78,19.48,27983726592,35.03,31.79,36.58,32.16
396,U,Stock,41.55,15144846.0,Technology,Software - Application,93.0,21.0,96.0,97.0,15144846.0,YES,1512,0.0,NO,2026-02-11,104917400.0,NO,2.0241,2.0241,9853553.0,10330190.0,52.15,16.78,18285694976,40.11,32.08,40.84,30.72
393,S,Stock,22.38,10444148.0,Technology,Software - Infrastructure,93.0,92.0,95.0,94.0,10444148.0,YES,1316,0.0,NO,2023-06-02,61486700.0,NO,1.1765,1.1172,7901763.0,9744000.0,24.4,11.81,7789339136,20.99,16.46,20.9,17.27
486,BMNR,Stock,27.56,31443684.0,Financial Services,Capital Markets,92.0,93.0,98.0,90.0,31443684.0,YES,329,0.0,NO,2025-08-11,147160700.0,NO,1.7186,1.4529,39708273.0,47206920.0,65.6,12.8,16624918528,21.54,21.92,22.01,19.78
514,HPQ,Stock,31.3,11955562.0,Technology,Computer Hardware,92.0,82.0,95.0,94.0,11959156.0,YES,16292,0.0,NO,2010-08-09,442012304.0,NO,1.725,1.6686,15540914.0,18321980.0,36.23,17.56,28226056192,29.9,23.47,30.72,24.85
523,VTRS,Stock,17.83,10150955.0,Healthcare,Drug Manufacturers - Specialty & Generic,92.0,89.0,82.0,87.0,10150955.0,YES,11727,0.57,NO,2007-11-14,89639200.0,NO,0.4025,0.3882,9315060.0,9013750.0,18.39,9.47,20479375360,16.88,15.16,16.83,15.81
