Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
49,INTC,Stock,127.02,110803268,Technology,Semiconductors,98.0,91.0,98.0,98.0,110803268,YES,11667,0.0,NO,1993-04-19,567708800,NO,11.1557,9.4357,136835729.0,129245990.0,142.35,18.97,638402494464,112.3,59.86,118.09,71.41
30,SOXL,ETF,217.55,58816425,ETF,ETF,98.0,20.0,98.0,98.0,58816425,YES,4102,0.0,NO,2025-04-09,787748800,NO,42.1671,29.5057,64431004.0,51199790.0,302.0,22.57,0,193.8,86.3,201.61,107.79
32,MU,Stock,1032.28,50305786,Technology,Semiconductors,98.0,43.0,98.0,98.0,50305786,YES,10602,0.0,NO,2013-10-11,153906100,NO,105.9972,77.1393,51120540.0,60894900.0,1255.0,103.38,1165850050560,841.56,440.26,887.99,549.05
11,SNXX,ETF,33.48,44831402,ETF,ETF,98.0,88.0,98.0,,44831402,YES,108,0.0,NO,2026-05-01,141068800,NO,8.0814,5.9321,59503918.0,37746520.0,49.34,3.14,0,25.0,,27.88,
9,BSP,Stock,40.5,17174335,n/a,n/a,98.0,98.0,98.0,98.0,17174335,YES,552,2066566.65,YES,2026-07-01,17174335,NO,3.1413,0.9486,,,43.98,30.7,0,0.81,0.21,4.05,1.35
33,BE,Stock,289.5,15540282,Industrials,Electrical Equipment & Parts,98.0,76.0,97.0,98.0,15540282,YES,1994,0.0,NO,2024-11-15,64722200,NO,33.0304,28.6982,11557457.0,17428140.0,351.28,21.88,82346500096,278.32,163.84,280.92,188.74
34,FCEL,Stock,31.89,15096992,Industrials,Electrical Equipment & Parts,98.0,98.0,98.0,98.0,15096992,YES,8563,0.0,NO,2026-06-26,27123800,NO,4.3707,4.2814,10554627.0,17060650.0,37.88,3.78,2156024576,18.96,10.65,20.92,12.21
3,SNDK,Stock,2032.22,10836496,Technology,Computer Hardware,98.0,91.0,98.0,98.0,10836496,YES,346,0.0,NO,2025-11-26,43000900,NO,225.8529,166.3446,13691637.0,11875060.0,2354.39,40.1,300950978560,1593.62,695.08,1717.77,949.22
8,MULL,ETF,29.22,10626782,ETF,ETF,98.0,6.0,98.0,98.0,10626782,YES,408,0.0,NO,2026-04-01,23787500,NO,6.5601,4.6436,10717047.0,10405490.0,43.53,0.59,0,23.53,9.1,25.02,12.26
80,MRVL,Stock,272.05,33434689,Technology,Semiconductors,97.0,95.0,97.0,97.0,33434689,YES,6538,0.0,NO,2026-06-18,250989400,NO,27.4525,23.0911,42723431.0,64207870.0,329.88,61.44,237989330944,221.75,121.74,230.59,139.76
123,NBIS,Stock,229.18,29872292,Communication Services,Internet Content & Information,97.0,7.0,97.0,97.0,29872292,YES,424,0.0,NO,2025-09-09,88378300,NO,29.0362,25.3469,17421240.0,17919570.0,299.86,43.89,58188386304,213.91,132.31,221.37,143.56
92,AMD,Stock,540.88,27754556,Technology,Semiconductors,97.0,77.0,97.0,97.0,27754556,YES,11667,0.0,NO,2018-08-27,325058400,NO,36.7064,29.7457,37160860.0,32285420.0,584.73,133.5,881959239680,455.71,276.4,480.12,309.64
