Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
72,INTC,Stock,101.05,117506661.0,Technology,Semiconductors,98.0,52.0,9.0,98.0,117913642.0,YES,11720,0.0,NO,1993-04-19,567708800.0,NO,5.235,4.1593,108933875.0,91543580.0,142.35,24.45,534160932864,97.2,76.47,96.1,91.02
38,MU,Stock,926.55,19821907.0,Technology,Semiconductors,98.0,15.0,14.0,97.0,19821907.0,YES,10655,0.0,NO,2013-10-11,153906100.0,NO,43.0393,37.135,40236485.0,25452530.0,1255.0,154.65,1046439198720,926.2,632.56,926.02,759.67
8,MUU,ETF,28.27,17471735.0,ETF,ETF,98.0,3.0,1.0,98.0,17471735.0,YES,484,0.0,NO,2026-06-09,109858000.0,NO,2.7395,2.3565,43563274.0,22993240.0,62.64,1.77,0,30.19,20.29,29.59,25.67
25,DELL,Stock,563.29,12914546.0,Technology,Computer Hardware,98.0,96.0,96.0,98.0,12966442.0,YES,2534,1.86,NO,2016-09-07,147907159.0,NO,35.5578,31.6143,7736424.0,13743410.0,576.75,110.22,358146932736,457.25,268.03,473.68,337.81
11,AXTI,Stock,64.3,11917896.0,Technology,Semiconductor Equipment & Materials,98.0,0.0,2.0,92.0,11917896.0,YES,7124,3.03,NO,2024-02-23,103105600.0,NO,5.9471,5.3,10187888.0,8308460.0,143.16,3.85,4216357632,62.71,56.52,64.38,72.95
75,UMC,Stock,22.53,10065255.0,Technology,Semiconductors,98.0,95.0,75.0,98.0,10065255.0,YES,6536,4.07,NO,2025-03-31,50395100.0,NO,0.9,0.6004,14720116.0,10793490.0,28.96,6.82,56503181312,20.43,14.79,20.17,17.24
146,SOXL,ETF,103.97,71811461.0,ETF,ETF,97.0,0.0,0.0,96.0,71811461.0,YES,4155,0.0,NO,2025-04-09,787748800.0,NO,9.7929,6.9721,62748301.0,58897780.0,302.0,28.12,0,131.54,111.57,124.72,134.36
101,HPE,Stock,56.68,23167434.0,Technology,Communication Equipment,97.0,62.0,90.0,98.0,23179745.0,YES,2743,0.0,NO,2026-06-02,153197800.0,NO,3.8536,3.2799,21334219.0,35356590.0,64.25,19.84,75240710144,51.91,34.53,52.99,39.86
85,AMD,Stock,512.5,22066461.0,Technology,Semiconductors,97.0,84.0,64.0,98.0,22066461.0,YES,11720,0.0,NO,2018-08-27,325058400.0,NO,20.1514,16.6414,25163812.0,18995220.0,584.73,149.85,836643454976,495.03,351.29,493.66,411.69
82,MRVL,Stock,229.71,16070604.0,Technology,Semiconductors,97.0,57.0,6.0,98.0,16070604.0,YES,6591,2.27,NO,2026-06-18,250989400.0,NO,13.3093,10.6279,29968104.0,18726840.0,329.88,68.36,206441447424,215.75,156.89,215.42,188.36
78,BE,Stock,270.02,13172919.0,Industrials,Electrical Equipment & Parts,97.0,96.0,29.0,95.0,13172919.0,YES,2047,3.43,NO,2024-11-15,64722200.0,NO,17.0752,14.7995,15281803.0,14244560.0,351.28,61.37,79528271872,224.73,197.15,226.58,225.7
119,CRWD,Stock,241.36,11662378.0,Technology,Software - Infrastructure,97.0,95.0,96.0,97.0,11674471.0,YES,1826,0.0,NO,2024-06-21,209024000.0,NO,15.1428,12.9421,10101229.0,11714420.0,245.19,85.68,247136911360,205.21,145.82,208.01,160.24
208,NBIS,Stock,209.37,12707688.0,Communication Services,Internet Content & Information,96.0,2.0,5.0,96.0,12707688.0,YES,477,0.0,NO,2025-09-09,88378300.0,NO,14.0371,12.1952,20796090.0,13389550.0,299.86,73.52,53158662144,211.78,159.47,211.02,186.66
263,KORU,ETF,18.28,25129556.0,ETF,ETF,95.0,2.0,0.0,12.0,25129556.0,YES,3380,0.0,NO,2024-12-03,107838800.0,NO,1.9875,1.4646,29913504.0,22042780.0,63.98,4.93,0,20.07,23.2,19.6,26.76
277,DRAM,ETF,55.33,22904439.0,ETF,ETF,95.0,15.0,6.0,,22993187.0,YES,115,0.0,NO,2026-07-17,136040800.0,NO,2.3371,1.8249,58204375.0,29291770.0,81.34,26.14,0,55.71,,55.18,
232,AVTR,Stock,15.61,10552108.0,Healthcare,Medical Instruments & Supplies,95.0,95.0,98.0,97.0,10552108.0,YES,1843,0.58,NO,2024-07-25,117919700.0,NO,0.437,0.4259,9280391.0,8295220.0,15.93,7.26,10557961216,13.31,10.5,13.8,10.35
296,APA,Stock,44.79,9155211.0,Energy,Oil & Gas E&P,95.0,93.0,94.0,85.0,9155211.0,YES,11932,0.0,NO,2020-04-09,92502300.0,NO,1.6271,1.4443,5550517.0,5034430.0,47.44,21.63,15692244992,39.55,34.3,40.5,37.85
332,BWIN,Stock,32.04,18733444.0,Financial Services,Insurance Brokers,94.0,89.0,98.0,93.0,18733444.0,YES,1732,0.0,NO,2026-09-14,22670700.0,NO,1.2,1.0261,1945372.0,4290700.0,32.7,15.88,3102707968,29.15,23.96,29.77,24.68
366,EWY,ETF,175.54,10809835.0,ETF,ETF,94.0,28.0,8.0,88.0,10809835.0,YES,6625,0.0,NO,2026-03-03,65699600.0,NO,5.7575,4.2718,20016508.0,13387740.0,220.89,78.27,0,173.48,150.68,174.01,167.64
451,PBR,Stock,20.91,23356973.0,Energy,Oil & Gas Integrated,93.0,95.0,92.0,53.0,23356973.0,YES,6563,0.0,NO,2021-02-22,207564100.0,NO,0.7107,0.5957,17603512.0,24843020.0,22.24,11.43,134751698944,18.86,17.37,19.19,19.04
424,PR,Stock,22.95,17498328.0,Energy,Oil & Gas E&P,93.0,88.0,92.0,79.0,17498328.0,YES,2620,0.0,NO,2024-06-28,79792400.0,NO,0.7406,0.6434,9774767.0,8343430.0,24.64,11.92,19221934080,21.76,18.95,22.11,20.55
428,HPQ,Stock,32.7,12930697.0,Technology,Computer Hardware,93.0,94.0,95.0,96.0,12951160.0,YES,16285,0.0,NO,2010-08-09,442012304.0,NO,1.8093,1.6964,15787367.0,16263220.0,36.23,17.56,29488566272,28.71,23.2,29.91,24.38
690,CRM,Stock,250.54,9301395.0,Technology,Software - Application,89.0,98.0,97.0,87.0,9302914.0,YES,5594,0.0,NO,2008-09-12,87332400.0,NO,12.4814,9.7,15011672.0,13107380.0,269.11,146.32,206194409472,203.89,201.48,213.01,190.28
712,STM,Stock,48.06,9025363.0,Technology,Semiconductors,89.0,6.0,1.0,92.0,9025363.0,YES,7995,0.0,NO,1994-12-08,41167800.0,NO,1.6296,1.1668,10064735.0,7560450.0,81.42,21.11,42866065408,55.0,46.28,52.81,53.6
772,XLE,ETF,64.03,48518694.0,ETF,ETF,88.0,86.0,88.0,60.0,48518694.0,YES,6975,0.0,NO,2020-11-09,198713400.0,NO,1.3364,1.165,29354796.0,31404850.0,66.17,42.35,0,60.81,55.54,61.58,58.56
825,TSM,Stock,417.72,10378138.0,Technology,Semiconductors,88.0,43.0,42.0,82.0,10378138.0,YES,7278,0.0,NO,2025-01-27,68667500.0,NO,10.0929,8.4729,12731180.0,9766090.0,479.0,257.98,2166493937664,417.55,377.9,416.88,399.92
757,COP,Stock,132.54,9037849.0,Energy,Oil & Gas E&P,88.0,89.0,91.0,56.0,9041186.0,YES,11267,0.0,NO,2011-07-14,81425360.0,NO,3.5807,3.17,6917804.0,5790260.0,141.62,85.57,159225266176,124.62,114.45,126.92,120.96
876,AAPL,Stock,332.41,35632259.0,Technology,Consumer Electronics,87.0,93.0,85.0,88.0,35632259.0,YES,11532,0.0,NO,2000-09-29,7421640800.0,NO,7.6771,7.4386,53820200.0,45658560.0,344.57,236.65,4851251544064,319.27,285.79,320.86,294.46
863,CSCO,Stock,107.74,15501462.0,Technology,Communication Equipment,87.0,31.0,13.0,90.0,15541299.0,YES,9211,0.0,NO,1990-02-16,940636800.0,NO,2.2436,2.1221,21009166.0,13148890.0,130.37,66.38,424774303744,113.52,95.91,112.52,103.78
857,XOM,Stock,163.32,13263390.0,Energy,Oil & Gas Integrated,87.0,84.0,88.0,43.0,13263390.0,YES,16285,0.0,NO,2010-06-25,118023500.0,NO,3.89,3.3318,15117725.0,13261100.0,176.41,110.39,671557484544,156.82,146.43,158.35,152.84
870,FCX,Stock,69.24,10875397.0,Basic Materials,Copper,87.0,84.0,46.0,80.0,10875397.0,YES,7849,0.0,NO,2012-12-05,153828000.0,NO,3.1754,2.5368,14597080.0,12182720.0,80.24,35.15,99429851136,67.92,62.03,68.59,64.43
965,JHX,Stock,26.84,17655920.0,Basic Materials,Building Materials,86.0,9.0,77.0,88.0,17655926.0,YES,6265,0.0,NO,2025-08-20,71251500.0,NO,1.0311,0.9589,7307306.0,8629950.0,31.43,16.46,15581223936,28.09,23.53,28.6,24.18
1004,DVN,Stock,48.44,14623047.0,Energy,Oil & Gas E&P,85.0,85.0,86.0,41.0,14899468.0,YES,10368,0.0,NO,2016-02-18,97177500.0,NO,1.3789,1.2354,11733191.0,11220100.0,52.71,31.47,53283999744,45.98,44.0,46.6,46.15
1017,OXY,Stock,59.36,11456174.0,Energy,Oil & Gas E&P,85.0,82.0,85.0,43.0,11456174.0,YES,11267,0.0,NO,2022-03-09,134669000.0,NO,1.6261,1.4246,8568709.0,7700000.0,67.45,38.8,59338473472,57.8,53.09,58.48,57.06
1023,CSX,Stock,47.9,10933423.0,Industrials,Railroads,85.0,27.0,70.0,80.0,10979821.0,YES,11559,0.0,NO,2010-11-04,331713900.0,NO,0.9921,0.97,11552458.0,9416590.0,53.6,32.48,88733548544,50.2,43.66,50.39,46.28
1083,SLB,Stock,52.3,18020541.0,Energy,Oil & Gas Equipment & Services,84.0,45.0,45.0,71.0,18020541.0,YES,11267,0.0,NO,2010-02-22,87130600.0,NO,2.2757,2.2243,13713120.0,12736200.0,60.46,31.64,77620690944,52.06,49.74,53.04,52.0
1092,BMY,Stock,63.6,9432076.0,Healthcare,Drug Manufacturers - General,84.0,62.0,87.0,51.0,9432076.0,YES,13686,0.0,NO,2019-11-20,185413200.0,NO,1.2884,1.1612,11123675.0,7235060.0,68.64,42.52,129916649472,63.8,58.72,64.43,60.3
1147,KO,Stock,87.87,16924872.0,Consumer Defensive,Beverages - Non-Alcoholic,83.0,84.0,83.0,70.0,16924872.0,YES,16285,0.0,NO,2009-09-18,124169000.0,NO,1.2471,1.1386,17102411.0,14535860.0,92.49,65.35,378064994304,86.85,79.01,87.12,81.81
1204,BAX,Stock,23.53,9449008.0,Healthcare,Medical Instruments & Supplies,83.0,14.0,88.0,89.0,9449008.0,YES,11312,0.0,NO,2000-12-12,181911787.0,NO,0.7904,0.7796,6343472.0,5185310.0,30.0,15.73,12164916224,24.98,20.55,25.11,20.91
1198,BP,Stock,45.38,9322713.0,Energy,Oil & Gas Integrated,83.0,91.0,84.0,44.0,9322713.0,YES,16285,0.0,NO,2010-06-09,240808500.0,NO,1.0639,0.8989,9343266.0,9251480.0,48.27,32.72,116871864320,43.11,41.12,43.73,43.13
1351,TQQQ,ETF,67.93,59486659.0,ETF,ETF,81.0,10.0,8.0,92.0,59486659.0,YES,4174,0.0,NO,2011-10-17,1094342400.0,NO,2.4461,2.0389,59231606.0,46980600.0,88.09,37.32,0,70.72,62.2,70.17,65.84
1295,FANG,Stock,194.54,15185455.0,Energy,Oil & Gas E&P,81.0,25.0,74.0,45.0,15185455.0,YES,3500,0.0,NO,2018-11-30,33049700.0,NO,6.5471,5.3371,2038251.0,1901400.0,216.9,136.13,54726688768,198.96,182.82,200.08,192.83
1337,KNX,Stock,65.78,11278470.0,Industrials,Trucking,81.0,13.0,8.0,85.0,11278470.0,YES,8026,0.0,NO,2018-07-26,20546000.0,NO,2.5229,2.4093,3655329.0,3296700.0,82.86,38.63,10706089984,71.09,64.2,70.57,68.05
1444,PLTR,Stock,174.34,20061387.0,Technology,Software - Infrastructure,79.0,84.0,94.0,68.0,20061387.0,YES,1497,0.0,NO,2024-09-20,450290500.0,NO,7.2775,6.8361,40045214.0,27254610.0,207.52,106.37,418949201920,156.41,151.66,160.65,146.06
1476,MSFT,Stock,490.3,16314896.0,Technology,Software - Infrastructure,79.0,86.0,93.0,84.0,16314896.0,YES,10206,0.0,NO,1986-03-13,1031788800.0,NO,10.6207,9.675,35076474.0,18179780.0,553.72,349.2,3640745000960,460.2,431.54,471.8,423.38
1540,NVDA,Stock,213.9,95286256.0,Technology,Semiconductors,78.0,29.0,73.0,78.0,95286256.0,YES,6955,0.0,NO,2003-05-09,9230856000.0,NO,7.5479,5.9121,131193816.0,115763750.0,236.54,164.27,5165043154944,213.58,197.95,215.43,203.02
1581,SMCI,Stock,36.85,31042271.0,Technology,Computer Hardware,78.0,38.0,93.0,77.0,31042271.0,YES,4898,0.87,NO,2024-08-28,369735000.0,NO,2.1964,2.01,49233622.0,36159500.0,58.78,19.48,24209172480,33.1,31.54,34.45,31.72
1598,SCHD,ETF,33.84,23601049.0,ETF,ETF,77.0,66.0,75.0,59.0,23601049.0,YES,3747,0.0,NO,2025-04-07,50085200.0,NO,0.3207,0.2829,22209062.0,22858800.0,35.31,26.32,0,33.91,31.38,34.09,32.44
1654,HAL,Stock,34.51,13778505.0,Energy,Oil & Gas Equipment & Services,77.0,73.0,17.0,22.0,13778505.0,YES,13686,0.0,NO,2001-12-07,153932600.0,NO,1.2061,1.1704,11616632.0,9865660.0,43.59,21.46,28829575168,34.41,35.15,34.61,36.63
1649,C,Stock,132.95,9428667.0,Financial Services,Banks - Diversified,77.0,35.0,18.0,84.0,9428667.0,YES,12529,0.0,NO,2009-12-17,377263850.0,NO,3.6314,3.4893,11213367.0,8657610.0,147.96,93.66,223015223296,134.65,124.48,134.24,128.23
1728,AG,Stock,18.33,11517010.0,Basic Materials,Silver,76.0,22.0,22.0,6.0,11517010.0,YES,4980,0.0,NO,2026-01-30,60807500.0,NO,1.0586,0.9229,10379559.0,8905790.0,32.04,9.68,9034973184,18.42,19.98,18.55,19.88
1713,NVDL,ETF,32.39,10919788.0,ETF,ETF,76.0,9.0,54.0,83.0,10919788.0,YES,942,0.0,NO,2025-01-27,275820900.0,NO,2.3457,1.8529,14063332.0,12585560.0,43.27,21.54,0,33.11,30.7,33.52,31.33
1681,SCHW,Stock,105.16,9551892.0,Financial Services,Capital Markets,76.0,29.0,86.0,66.0,9551892.0,YES,9820,0.0,NO,2023-03-13,148476900.0,NO,2.1468,2.0897,8695754.0,6899420.0,114.53,83.96,181856944128,106.66,97.98,107.16,97.41
1798,HL,Stock,17.99,37386820.0,Basic Materials,Other Precious Metals & Mining,75.0,32.0,81.0,11.0,37411358.0,YES,11720,0.0,NO,2025-09-19,145814100.0,NO,1.0693,0.9443,37049727.0,28134360.0,34.17,10.38,12085113856,17.6,19.16,17.84,17.94
1805,EWZ,ETF,37.48,20788695.0,ETF,ETF,75.0,94.0,83.0,41.0,20788695.0,YES,6582,0.0,NO,2017-05-18,166606800.0,NO,0.8789,0.7511,21102748.0,27219990.0,42.02,28.66,0,35.92,36.14,36.1,36.63
1930,GDX,ETF,92.8,26901171.0,ETF,ETF,73.0,84.0,79.0,30.0,26901171.0,YES,5112,0.0,NO,2016-10-04,232153600.0,NO,3.5482,2.8882,22742056.0,20675700.0,117.18,67.26,0,87.13,90.54,89.22,89.1
1924,USB,Stock,59.73,16291186.0,Financial Services,Banks - Regional,73.0,17.0,67.0,76.0,16291186.0,YES,13456,0.0,NO,2009-05-12,151560700.0,NO,1.2664,1.21,7759774.0,6240170.0,66.08,45.02,93062414336,63.1,57.23,62.99,58.12
1977,WBD,Stock,28.07,20170439.0,Communication Services,Entertainment,72.0,82.0,78.0,39.0,20170439.0,YES,5331,0.0,NO,2025-09-11,298443300.0,NO,0.3082,0.2996,21032082.0,16253120.0,30.0,17.08,70375325696,27.31,27.46,27.54,27.23
2010,EEM,ETF,65.72,17267375.0,ETF,ETF,72.0,52.0,27.0,66.0,17267375.0,YES,5894,0.0,NO,2008-11-21,248682100.0,NO,0.9439,0.7061,21902550.0,17789680.0,71.57,51.82,0,65.82,62.21,65.95,64.21
1980,NOW,Stock,139.82,9803578.0,Technology,Software - Application,72.0,96.0,95.0,81.0,9803578.0,YES,3573,0.0,NO,2019-11-20,189014500.0,NO,7.3086,5.92,21113374.0,14429900.0,194.73,81.24,144554590208,121.51,117.66,124.89,110.08
2169,BAC,Stock,57.9,49059468.0,Financial Services,Banks - Diversified,70.0,13.0,68.0,83.0,49059468.0,YES,13506,0.0,NO,2009-12-04,1226791300.0,NO,1.4164,1.3521,33096630.0,34820350.0,65.23,46.12,404880162816,61.97,55.19,62.02,55.58
2128,VZ,Stock,49.76,24194034.0,Communication Services,Telecom Services,70.0,88.0,79.0,28.0,24194034.0,YES,10788,0.0,NO,2014-02-24,616620500.0,NO,0.9546,0.8589,25901061.0,18065720.0,51.68,38.39,206741618688,47.43,46.05,48.24,47.72
2239,QQQ,ETF,704.72,34733705.0,ETF,ETF,69.0,40.0,32.0,77.0,35184281.0,YES,6923,0.0,NO,2008-09-15,616772300.0,NO,8.2493,6.8786,37467058.0,29587410.0,748.65,555.6,0,709.88,661.59,709.01,680.2
2245,B,Stock,42.55,9998612.0,Basic Materials,Gold,69.0,79.0,52.0,32.0,9998612.0,YES,10477,0.0,NO,2013-11-01,74458200.0,NO,1.4507,1.2471,9953445.0,8495570.0,54.69,28.38,70032384000,40.97,42.73,41.83,41.34
2326,RIOT,Stock,20.35,16126843.0,Financial Services,Capital Markets,68.0,85.0,3.0,91.0,16141943.0,YES,2631,1.52,NO,2025-07-21,127903700.0,NO,1.4121,1.3071,18410229.0,14398590.0,30.32,11.5,7636519424,20.55,18.92,20.29,20.28
2370,GOOGL,Stock,342.87,18353590.0,Communication Services,Internet Content & Information,67.0,75.0,16.0,62.0,18353590.0,YES,5554,0.0,NO,2006-01-20,1643023332.0,NO,7.7079,6.1864,29935064.0,25197580.0,408.61,235.84,4193277706240,346.06,337.19,343.41,343.95
2389,KDP,Stock,31.8,11156309.0,Consumer Defensive,Beverages - Non-Alcoholic,67.0,90.0,51.0,75.0,11156309.0,YES,4619,0.0,NO,2022-06-17,143326600.0,NO,0.6336,0.615,13049629.0,8988340.0,33.82,24.88,43274264576,31.15,29.29,31.32,29.9
2520,IWM,ETF,283.92,27124014.0,ETF,ETF,65.0,21.0,37.0,71.0,27456248.0,YES,6615,0.0,NO,2008-09-18,355117000.0,NO,3.505,3.1207,21155020.0,21698450.0,305.18,228.9,0,295.57,274.46,294.76,281.23
2548,VOO,ETF,693.24,12258413.0,ETF,ETF,65.0,52.0,61.0,68.0,12258413.0,YES,4029,0.0,NO,2025-12-18,37062400.0,NO,5.9279,4.7064,7408516.0,8229440.0,716.39,578.46,0,697.84,657.9,698.8,668.75
2493,SCHG,ETF,34.95,11757674.0,ETF,ETF,65.0,64.0,72.0,75.0,11757674.0,YES,4201,0.0,NO,2026-05-12,85366800.0,NO,0.3977,0.3113,7180622.0,7354270.0,36.11,27.96,0,34.94,32.94,35.01,33.26
2554,SCHX,ETF,29.73,10400236.0,ETF,ETF,65.0,51.0,62.0,68.0,10400236.0,YES,4242,0.0,NO,2024-10-07,103780800.0,NO,0.2593,0.2036,8768317.0,7476980.0,30.77,24.81,0,29.94,28.21,29.98,28.67
2533,VEA,ETF,71.26,10193883.0,ETF,ETF,65.0,41.0,45.0,58.0,10193883.0,YES,4816,0.0,NO,2020-03-12,67385000.0,NO,0.8025,0.6396,10591624.0,9435790.0,74.04,58.82,0,71.83,68.26,72.07,69.68
2591,IVV,ETF,755.63,10277558.0,ETF,ETF,64.0,48.0,61.0,68.0,15583939.0,YES,6620,0.0,NO,2025-12-16,40598500.0,NO,6.6643,5.1543,6812380.0,10268090.0,783.09,632.14,0,762.67,718.65,763.59,730.53
2578,SPYM,ETF,88.53,12345876.0,ETF,ETF,64.0,48.0,61.0,68.0,12345876.0,YES,5240,0.0,NO,2026-03-13,73446500.0,NO,0.7439,0.5996,11712974.0,19108470.0,91.74,74.06,0,89.34,84.19,89.44,85.57
2643,KRE,ETF,72.74,25664854.0,ETF,ETF,63.0,24.0,60.0,74.0,25664854.0,YES,5090,0.0,NO,2023-05-04,117644200.0,NO,1.2971,1.2286,12829379.0,12544150.0,78.35,57.55,0,75.42,70.25,75.37,71.17
