Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
75,INTC,Stock,102.94,85084801.0,Technology,Semiconductors,98.0,82.0,8.0,97.0,85084801.0,YES,11717,2.14,NO,1993-04-19,567708800.0,NO,4.5807,3.8643,111350287.0,89853140.0,142.35,24.05,544151666688,98.35,75.54,96.98,89.13
41,SNXX,ETF,15.27,55808669.0,ETF,ETF,98.0,98.0,0.0,98.0,55808669.0,YES,158,0.0,NO,2026-07-29,221465500.0,NO,1.8569,1.6734,84808053.0,64913820.0,49.34,3.14,0,15.27,,15.08,16.08
30,MU,Stock,975.26,21296514.0,Technology,Semiconductors,98.0,90.0,31.0,98.0,21296514.0,YES,10652,0.0,NO,2013-10-11,153906100.0,NO,44.1493,38.7343,41234393.0,25941410.0,1255.0,153.21,1101452017664,928.61,622.07,931.3,743.06
8,MUU,ETF,31.43,15859191.0,ETF,ETF,98.0,93.0,2.0,98.0,15859191.0,YES,481,0.0,NO,2026-06-09,109858000.0,NO,2.8179,2.4686,45513862.0,24943970.0,62.64,1.77,0,30.69,19.92,30.49,25.08
15,MRNA,Stock,143.97,15257896.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,15257896.0,YES,1950,1.08,NO,2026-08-19,199252300.0,NO,11.9979,11.2356,16111237.0,16685740.0,176.66,22.28,57477992448,91.04,57.13,93.41,66.65
29,DELL,Stock,567.29,14294660.0,Technology,Computer Hardware,98.0,95.0,96.0,98.0,14309191.0,YES,2531,2.26,NO,2016-09-07,147907159.0,NO,32.9236,30.6796,7509288.0,12021350.0,567.75,110.22,360690188288,448.9,261.76,460.85,323.11
72,BE,Stock,275.75,13541886.0,Industrials,Electrical Equipment & Parts,98.0,95.0,83.0,96.0,13541886.0,YES,2044,3.88,NO,2024-11-15,64722200.0,NO,16.9476,15.5484,15117611.0,13640700.0,351.28,61.37,81215922176,225.71,194.67,224.04,221.62
7,SNDK,Stock,1633.35,9293574.0,Technology,Computer Hardware,98.0,96.0,7.0,98.0,9293574.0,YES,396,0.0,NO,2025-11-26,43000900.0,NO,101.3552,91.6902,13944679.0,11573710.0,2354.39,82.28,239153479680,1517.87,1033.67,1522.99,1312.81
87,SOXL,ETF,121.82,52904674.0,ETF,ETF,97.0,4.0,0.0,98.0,52904674.0,YES,4152,4.28,NO,2025-04-09,787748800.0,NO,9.2929,7.1103,61666504.0,52803220.0,302.0,28.12,0,136.21,110.59,133.55,133.13
81,HPE,Stock,62.09,37180805.0,Technology,Communication Equipment,97.0,89.0,95.0,98.0,38011669.0,YES,2740,2.08,NO,2026-06-02,153197800.0,NO,3.5136,3.2541,21088698.0,31919550.0,64.25,19.84,82422292480,51.11,34.01,52.17,38.68
90,AMD,Stock,516.13,18751009.0,Technology,Semiconductors,97.0,90.0,74.0,98.0,18751009.0,YES,11717,1.41,NO,2018-08-27,325058400.0,NO,19.0393,16.005,25687543.0,17325500.0,584.73,149.85,842569351168,496.55,346.91,498.2,401.28
83,MRVL,Stock,236.1,17076156.0,Technology,Semiconductors,97.0,92.0,6.0,98.0,17076156.0,YES,6588,3.39,NO,2026-06-18,250989400.0,NO,13.2429,10.9186,31643787.0,24859390.0,329.88,66.14,212184170496,216.85,154.82,216.03,183.35
89,KORU,ETF,23.11,15929176.0,ETF,ETF,97.0,95.0,0.0,92.0,15929176.0,YES,3377,0.0,NO,2024-12-03,107838800.0,NO,1.81,1.4025,29546733.0,20265990.0,63.98,4.93,0,20.68,23.03,20.56,27.03
151,NBIS,Stock,224.55,11123094.0,Communication Services,Internet Content & Information,97.0,5.0,50.0,97.0,11123094.0,YES,474,0.0,NO,2025-09-09,88378300.0,NO,13.649,11.6514,21006620.0,13822060.0,299.86,73.52,57012838400,211.68,157.71,212.04,182.95
207,DRAM,ETF,59.1,21881060.0,ETF,ETF,96.0,91.0,11.0,,21881060.0,YES,112,0.0,NO,2026-07-17,136040800.0,NO,2.3207,1.8357,58706872.0,28956860.0,81.34,26.14,0,56.13,,55.95,
204,ALM,Stock,15.49,11157715.0,Basic Materials,Other Industrial Metals & Mining,96.0,91.0,11.0,2.0,11157715.0,YES,3330,0.0,NO,2026-06-26,18932600.0,NO,1.2593,1.2103,6472624.0,6347420.0,24.41,4.45,4468566528,15.34,15.18,15.37,17.19
255,EWY,ETF,188.72,11505464.0,ETF,ETF,95.0,91.0,17.0,93.0,11505464.0,YES,6622,0.0,NO,2026-03-03,65699600.0,NO,5.2721,4.0743,20213067.0,12171400.0,220.89,78.27,0,173.94,149.4,174.81,166.52
351,HPQ,Stock,35.48,26450578.0,Technology,Computer Hardware,94.0,96.0,96.0,96.0,26450578.0,YES,16282,0.67,NO,2010-08-09,442012304.0,NO,1.7661,1.6696,15437654.0,17852800.0,36.23,17.56,31995543552,28.05,23.07,29.06,23.91
392,VG,Stock,15.8,21627366.0,Energy,Oil & Gas Midstream,93.0,95.0,92.0,81.0,21627366.0,YES,410,0.0,NO,2026-03-19,100962800.0,NO,0.6479,0.5929,14415438.0,12918970.0,17.62,5.72,39501467648,13.69,11.54,13.96,13.07
528,PBR,Stock,21.2,17726219.0,Energy,Oil & Gas Integrated,92.0,96.0,88.0,58.0,17726219.0,YES,6560,0.0,NO,2021-02-22,207564100.0,NO,0.7136,0.5618,17595612.0,25564760.0,22.24,11.43,136620572672,18.57,17.24,18.83,18.87
557,JHX,Stock,28.47,9542442.0,Basic Materials,Building Materials,91.0,12.0,90.0,92.0,9542442.0,YES,6262,0.74,NO,2025-08-20,71251500.0,NO,0.8618,0.8096,7277379.0,8296310.0,31.43,16.46,16527474688,27.97,23.41,28.39,24.12
648,HL,Stock,19.78,22699567.0,Basic Materials,Other Precious Metals & Mining,90.0,92.0,95.0,16.0,22699567.0,YES,11717,0.0,NO,2025-09-19,145814100.0,NO,1.0128,0.93,36548956.0,26723450.0,34.17,10.38,13287580672,17.46,19.11,17.62,18.14
672,SWKS,Stock,88.35,11077024.0,Technology,Semiconductors,90.0,97.0,91.0,94.0,11077024.0,YES,10584,0.29,NO,2015-03-11,40723100.0,NO,4.0179,4.0179,5782396.0,7408670.0,92.3,51.93,13294270464,65.97,64.27,67.78,65.49
678,FCX,Stock,71.07,10278794.0,Basic Materials,Copper,90.0,84.0,77.0,77.0,10278794.0,YES,7846,0.0,NO,2012-12-05,153828000.0,NO,3.1682,2.6018,14741153.0,13967690.0,80.24,35.15,102057762816,67.39,61.61,67.82,64.26
732,TSM,Stock,433.24,10190806.0,Technology,Semiconductors,89.0,78.0,61.0,85.0,10190806.0,YES,7275,0.82,NO,2025-01-27,68667500.0,NO,9.8836,8.2921,12700153.0,9164100.0,479.0,257.98,2246988005376,418.93,375.95,418.51,398.35
725,AG,Stock,19.56,9370672.0,Basic Materials,Silver,89.0,82.0,87.0,3.0,9370672.0,YES,4977,0.0,NO,2026-01-30,60807500.0,NO,1.0275,0.9268,10585225.0,9515740.0,32.04,9.68,9641248768,18.34,19.89,18.41,20.18
811,CSCO,Stock,112.13,14017194.0,Technology,Communication Equipment,88.0,9.0,12.0,91.0,14017194.0,YES,9208,1.35,NO,1990-02-16,940636800.0,NO,2.0846,1.9582,21262604.0,13661560.0,130.37,66.13,442082263040,113.73,95.41,113.88,102.82
813,WBD,Stock,28.04,12735602.0,Communication Services,Entertainment,88.0,80.0,70.0,36.0,12735602.0,YES,5328,0.0,NO,2025-09-11,298443300.0,NO,0.3189,0.3004,21448687.0,16756200.0,30.0,17.08,70300114944,27.2,27.39,27.39,27.25
850,XLE,ETF,65.13,30481401.0,ETF,ETF,87.0,90.0,86.0,62.0,30481401.0,YES,6972,0.0,NO,2020-11-09,198713400.0,NO,1.2096,1.0918,29450051.0,27903470.0,66.17,42.35,0,60.14,55.23,60.69,58.26
843,VTRS,Stock,16.51,12114376.0,Healthcare,Drug Manufacturers - Specialty & Generic,87.0,83.0,51.0,76.0,12114376.0,YES,11717,0.73,NO,2007-11-14,89639200.0,NO,0.4314,0.415,9536924.0,7339420.0,18.39,9.43,18963234816,16.79,14.84,16.71,15.68
945,AAPL,Stock,332.27,50112170.0,Technology,Consumer Electronics,86.0,93.0,84.0,86.0,50112170.0,YES,11529,0.27,NO,2000-09-29,7421640800.0,NO,7.845,7.655,53861848.0,44713000.0,344.57,229.02,4849207869440,317.97,284.95,319.15,292.19
928,XOM,Stock,165.99,10587296.0,Energy,Oil & Gas Integrated,86.0,86.0,85.0,48.0,11258612.0,YES,16282,0.0,NO,2010-06-25,118023500.0,NO,3.4028,2.8914,15482825.0,13898180.0,176.41,110.39,682536271872,155.17,145.67,155.9,152.31
964,CRM,Stock,247.72,9643397.0,Technology,Software - Application,86.0,97.0,97.0,82.0,9643397.0,YES,5591,0.0,NO,2008-09-12,87332400.0,NO,11.8612,9.3316,15162024.0,20923080.0,269.11,146.32,203873566720,198.61,201.1,204.28,188.1
998,TQQQ,ETF,70.98,48720611.0,ETF,ETF,85.0,21.0,14.0,93.0,48720611.0,YES,4171,0.0,NO,2011-10-17,1094342400.0,NO,2.3186,1.8492,60569908.0,48102420.0,88.09,37.32,0,71.05,61.95,71.08,65.24
1056,CDE,Stock,20.58,17910944.0,Basic Materials,Gold,85.0,93.0,93.0,12.0,17910944.0,YES,11717,0.0,NO,2026-06-18,182076200.0,NO,1.0007,0.9221,38478596.0,30970550.0,27.77,13.55,21154902016,17.92,19.07,18.05,18.8
1105,GDX,ETF,97.1,14234644.0,ETF,ETF,84.0,90.0,92.0,22.0,14234644.0,YES,5109,0.0,NO,2016-10-04,232153600.0,NO,3.4961,2.8833,23207214.0,22957050.0,117.18,67.26,0,86.17,90.33,87.49,89.55
1080,APH,Stock,83.92,10717891.0,Technology,Electronic Components,84.0,54.0,82.0,85.0,10717891.0,YES,8771,2.7,NO,1997-01-23,440192000.0,NO,2.4443,2.1468,13948743.0,11263070.0,89.26,58.67,206943928320,80.27,73.17,80.4,74.2
1083,DVN,Stock,50.23,10145735.0,Energy,Oil & Gas E&P,84.0,94.0,85.0,50.0,10145735.0,YES,10365,0.0,NO,2016-02-18,97177500.0,NO,1.1764,1.0607,11860822.0,10346090.0,52.71,31.47,55253000192,45.45,43.79,45.98,46.01
