Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
54,INTC,Stock,127.39,118581605.0,Technology,Semiconductors,98.0,98.0,29.0,98.0,118581605.0,YES,11726,0.0,NO,1993-04-19,567708800.0,NO,6.9239,5.1582,109045760.0,119514950.0,142.35,31.21,673396948992,98.53,78.79,100.09,94.0
69,SOXL,ETF,146.33,64553899.0,ETF,ETF,98.0,97.0,0.0,98.0,64553899.0,YES,4161,0.0,NO,2025-04-09,787748800.0,NO,11.7114,8.1971,63424661.0,63379600.0,302.0,28.12,0,126.69,114.37,127.78,137.8
39,SNXX,ETF,17.13,52541287.0,ETF,ETF,98.0,97.0,0.0,98.0,52541287.0,YES,167,0.0,NO,2026-07-29,221465500.0,NO,2.0605,1.8323,87394120.0,57051170.0,49.34,3.14,0,14.02,,14.46,16.9
58,AMD,Stock,629.26,25202032.0,Technology,Semiconductors,98.0,97.0,89.0,98.0,25202032.0,YES,11726,0.0,NO,2018-08-27,325058400.0,NO,26.8607,21.3271,25052446.0,24870180.0,630.79,154.78,1027251240960,502.12,362.71,511.75,427.57
35,MU,Stock,1080.53,21938990.0,Technology,Semiconductors,98.0,95.0,12.0,98.0,21938990.0,YES,10661,0.0,NO,2013-10-11,153906100.0,NO,46.2772,37.3614,37437457.0,25248950.0,1255.0,154.65,1220343234560,937.03,656.92,958.1,784.92
7,MUU,ETF,37.71,19551339.0,ETF,ETF,98.0,97.0,1.0,98.0,19551339.0,YES,490,0.0,NO,2026-06-09,109858000.0,NO,3.0087,2.4343,39426957.0,20805110.0,62.64,1.77,0,30.21,21.25,31.18,26.79
15,MRNA,Stock,194.82,16480135.0,Healthcare,Biotechnology,98.0,96.0,98.0,98.0,16480135.0,YES,1959,0.0,NO,2026-08-19,199252300.0,NO,11.9482,11.3125,16774707.0,15365310.0,195.71,22.28,77779140608,107.4,63.4,115.29,74.83
72,MRVL,Stock,258.95,13351419.0,Technology,Semiconductors,98.0,91.0,17.0,98.0,13351419.0,YES,6597,0.0,NO,2026-06-18,250989400.0,NO,13.0036,10.6543,24462577.0,18472650.0,329.88,70.69,232719581184,219.1,161.66,223.9,194.75
90,HPE,Stock,63.52,21400841.0,Technology,Communication Equipment,97.0,96.0,94.0,97.0,21400841.0,YES,2749,0.0,NO,2026-06-02,153197800.0,NO,3.89,3.3053,20663047.0,24196330.0,65.48,19.84,84320567296,53.59,35.71,55.17,41.39
111,BE,Stock,266.65,18034647.0,Industrials,Electrical Equipment & Parts,97.0,96.0,9.0,95.0,18034647.0,YES,2053,0.0,NO,2026-09-18,73471700.0,NO,18.1925,15.1604,16208741.0,18523680.0,351.28,61.37,78535720960,228.04,202.07,231.31,229.26
113,FSLY,Stock,26.68,17314699.0,Technology,Software - Application,97.0,95.0,97.0,9.0,17314699.0,YES,1849,0.0,NO,2026-02-12,116491700.0,NO,2.8159,2.6598,6215361.0,9784290.0,34.82,7.74,4250124032,23.67,19.51,23.81,22.33
