Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,pct_below_52wh,pct_of_52wh
4417,UAUG,40.22,9274.0,ETF,ETF,52.0,43.0,45.0,46.0,37214.0,11380.0,40.38,32.47,,No,0.3962357602773741,99.60376423972262
4418,FE,46.63,2706487.0,Utilities,Utilities - Regulated Electric,52.0,67.0,47.0,51.0,4695383.0,5325720.0,48.2,37.58,26936545280.0,No,3.257261410788382,96.74273858921161
4419,KNG,52.59,317671.0,ETF,ETF,52.0,72.0,67.0,47.0,425506.0,383420.0,52.73,44.63,,No,0.2655035084392063,99.7344964915608
4420,NETL,25.64,6713.0,ETF,ETF,52.0,73.0,63.0,49.0,12116.0,19920.0,25.98,21.63,,No,1.3086989992301765,98.69130100076983
4421,QGRW,57.14,562033.0,ETF,ETF,52.0,19.0,19.0,46.0,327947.0,378720.0,60.76,37.29,,No,5.957867017774848,94.04213298222516
4422,MLPI,53.41,350277.0,ETF,ETF,52.0,79.0,,,183460.0,211600.0,53.54,49.15,,No,0.24280911468061742,99.75719088531937
4423,FJUN,57.64,33672.0,ETF,ETF,52.0,47.0,49.0,47.0,20249.0,11490.0,57.74,45.43,,No,0.1731901627987555,99.82680983720125
4424,PAUG,43.59,47374.0,ETF,ETF,52.0,43.0,47.0,46.0,48706.0,28530.0,43.75,34.78,,No,0.3657142857142779,99.63428571428572
4425,RLJ,7.97,1544399.0,Real Estate,REIT - Hotel & Motel,52.0,73.0,80.0,54.0,1951785.0,1604350.0,9.85,6.16,1210299520.0,No,19.086294416243653,80.91370558375634
4426,CNP,40.05,4867615.0,Utilities,Utilities - Regulated Electric,52.0,72.0,52.0,39.0,4718629.0,5614240.0,40.8,31.96,26147375104.0,No,1.8382352941176472,98.16176470588235
4427,DECW,34.17,13345.0,ETF,ETF,52.0,39.0,49.0,50.0,30337.0,11860.0,34.33,28.07,,No,0.46606466647246314,99.53393533352754
4428,JPEF,75.62,82803.0,ETF,ETF,52.0,48.0,40.0,49.0,93642.0,107930.0,76.28,55.46,,No,0.8652333508127904,99.13476664918721
4429,DRVN,17.06,980326.0,Consumer Cyclical,Auto & Truck Dealerships,52.0,90.0,82.0,37.0,1013600.0,1091430.0,19.74,13.44,2805588992.0,No,13.576494427558258,86.42350557244174
4430,GMAY,41.62,4677.0,ETF,ETF,52.0,46.0,48.0,45.0,12936.0,20050.0,41.7,32.0,,No,0.19184652278178752,99.80815347721821
4431,SCCD,24.33,2329.0,,,52.0,47.0,47.0,41.0,1595.0,1560.0,24.5,20.2,,No,0.6938775510204152,99.30612244897958
4432,FYEE,29.15,39363.0,ETF,ETF,51.0,47.0,46.0,55.0,70608.0,59970.0,29.4,21.84,,No,0.8503401360544218,99.14965986394559
4433,BBHM,11.75,111522.0,ETF,ETF,51.0,55.0,,,95712.0,115750.0,11.88,10.78,,No,1.0942760942761007,98.9057239057239
4434,SZNE,37.93,178.0,ETF,ETF,51.0,55.0,68.0,55.0,1216.0,970.0,38.38,30.02,,No,1.1724856696196009,98.8275143303804
4435,SMOT,37.29,24660.0,ETF,ETF,51.0,46.0,57.0,49.0,44508.0,56480.0,37.91,27.93,,No,1.6354523872329136,98.36454761276708
4436,PRSU,37.49,151301.0,Consumer Cyclical,Travel Services,51.0,87.0,51.0,51.0,248152.0,239290.0,41.72,26.66,1060339584.0,No,10.139022051773722,89.86097794822628
4437,FLJJ,32.26,4.0,ETF,ETF,51.0,42.0,49.0,46.0,1655.0,2660.0,32.34,27.24,,No,0.24737167594312118,99.75262832405689
4439,HFEQ,22.75,17244.0,ETF,ETF,51.0,69.0,24.0,61.0,13262.0,18110.0,23.77,19.9,,No,4.291123264619266,95.70887673538073
4440,LEMB,42.53,210693.0,ETF,ETF,51.0,57.0,51.0,44.0,217162.0,302110.0,42.75,36.35,,No,0.514619883040933,99.48538011695906
4441,RWO,47.74,51418.0,ETF,ETF,51.0,67.0,58.0,52.0,62132.0,58650.0,47.84,37.86,,No,0.2090301003344511,99.79096989966555
4442,PSEP,44.09,32181.0,ETF,ETF,51.0,45.0,48.0,48.0,51013.0,90070.0,44.21,35.45,,No,0.27143180275955087,99.72856819724045
4443,KBWP,126.83,6222.0,ETF,ETF,51.0,55.0,61.0,52.0,32121.0,16750.0,129.0,108.64,,No,1.6821705426356601,98.31782945736434
4444,GJAN,43.07,33833.0,ETF,ETF,51.0,41.0,50.0,48.0,75411.0,96980.0,43.32,31.05,,No,0.5771006463527238,99.42289935364728
4445,UJAN,43.59,23924.0,ETF,ETF,51.0,41.0,50.0,49.0,60501.0,27390.0,43.74,35.83,,No,0.34293552812071004,99.65706447187928
4446,QQQU,51.13,58998.0,ETF,ETF,51.0,12.0,9.0,42.0,99022.0,94310.0,66.97,22.55,,No,23.65238166343138,76.34761833656863
4447,ABLG,32.45,30509.0,ETF,ETF,51.0,33.0,54.0,58.0,3190.0,8520.0,33.18,24.44,,No,2.200120554550925,97.79987944544908
4448,GDFN,26.47,560.0,ETF,ETF,51.0,23.0,73.0,,2475.0,3020.0,28.96,21.14,,No,8.598066298342548,91.40193370165746
4449,ONLN,56.45,15472.0,ETF,ETF,51.0,13.0,17.0,41.0,15504.0,21100.0,63.94,36.21,,No,11.714106975289326,88.28589302471067
4450,IVVM,35.11,18453.0,ETF,ETF,51.0,41.0,44.0,49.0,25898.0,24980.0,35.28,27.78,,No,0.48185941043084385,99.51814058956916
4451,PQOC,28.56,5711.0,ETF,ETF,51.0,26.0,37.0,45.0,5885.0,3920.0,29.12,22.27,,No,1.923076923076931,98.07692307692307
4452,FLCC,32.34,5598.0,ETF,ETF,51.0,23.0,42.0,44.0,15626.0,24620.0,33.24,23.28,,No,2.7075812274368185,97.29241877256318
4453,XTOC,33.85,26.0,ETF,ETF,51.0,25.0,44.0,43.0,5973.0,8830.0,34.0,24.25,,No,0.4411764705882311,99.55882352941177
4454,OKTG,15.03,3354.0,ETF,ETF,51.0,7.0,,,3878.0,1240.0,19.1,11.79,,No,21.30890052356022,78.69109947643979
4455,NANC,45.14,30259.0,ETF,ETF,51.0,21.0,23.0,50.0,30286.0,36920.0,46.86,31.2,,No,3.6705078958600064,96.32949210413999
4456,WKC,27.99,539099.0,Energy,Oil & Gas Refining & Marketing,51.0,73.0,67.0,60.0,906852.0,669900.0,31.54,22.71,1555090048.0,No,11.255548509828792,88.7444514901712
4457,NSEP,29.3,3447.0,ETF,ETF,51.0,29.0,41.0,46.0,18114.0,52440.0,29.81,23.17,,No,1.7108352901710768,98.28916470982892
4458,CNH,12.36,12793320.0,Industrials,Farm & Heavy Construction Machinery,51.0,95.0,82.0,23.0,13030909.0,11631910.0,14.27,9.0,15460135936.0,No,13.384723195515068,86.61527680448494
4459,INDS,39.36,23778.0,ETF,ETF,51.0,67.0,56.0,57.0,14107.0,13551.0,39.94,30.4,,No,1.4521782674010975,98.5478217325989
4460,BYD,83.24,1880561.0,Consumer Cyclical,Resorts & Casinos,51.0,20.0,54.0,33.0,809175.0,906390.0,89.96,58.94,6674533376.0,No,7.469986660738106,92.5300133392619
4461,THQ,19.12,211568.0,Financial Services,Asset Management,51.0,19.0,65.0,80.0,177321.0,186720.0,21.3,15.14,791718720.0,No,10.234741784037556,89.76525821596243
4462,HEGD,25.5,164951.0,ETF,ETF,51.0,41.0,40.0,50.0,104083.0,146390.0,25.75,21.11,,No,0.9708737864077669,99.02912621359224
4463,BMAY,45.21,352.0,ETF,ETF,51.0,45.0,50.0,47.0,7209.0,25810.0,45.24,35.73,,No,0.06631299734748262,99.93368700265252
4464,TDVI,28.03,61081.0,ETF,ETF,51.0,27.0,22.0,45.0,115590.0,108080.0,29.71,19.2,,No,5.654661730057218,94.34533826994279
4465,TMHC,65.18,1096582.0,Consumer Cyclical,Residential Construction,51.0,85.0,71.0,33.0,946472.0,956070.0,72.5,51.9,6369718272.0,No,10.096551724137921,89.90344827586208
4466,MNZL,53.64,823.0,ETF,ETF,51.0,60.0,,,1426.0,1520.0,53.64,49.26,,No,0.0,100.0
4467,DAUG,44.73,6327.0,ETF,ETF,51.0,46.0,46.0,45.0,16152.0,10210.0,44.83,35.9,,No,0.22306491188936298,99.77693508811065
4468,MLPB,27.19,19696.0,,,51.0,77.0,71.0,47.0,7514.0,7910.0,28.96,22.75,,No,6.111878453038672,93.88812154696133
4469,FHDG,34.31,502.0,ETF,ETF,51.0,49.0,51.0,49.0,14991.0,5570.0,34.42,27.19,,No,0.31958163858221794,99.68041836141778
4470,EASY,27.24,1483.0,ETF,ETF,51.0,77.0,64.0,,29577.0,9350.0,27.24,25.07,,No,0.0,100.0
4471,DECU,27.6,19418.0,ETF,ETF,51.0,35.0,44.0,51.0,35270.0,32200.0,27.8,22.36,,No,0.7194244604316521,99.28057553956835
4472,GBXC,27.36,270.0,ETF,ETF,51.0,41.0,45.0,48.0,1452.0,130.0,27.53,22.73,,No,0.6175081729022946,99.38249182709771
4473,BAMA,34.46,4675.0,ETF,ETF,51.0,47.0,45.0,48.0,5619.0,5670.0,34.76,27.34,,No,0.86306098964326,99.13693901035674
4474,DIVE,26.43,2196.0,ETF,ETF,51.0,56.0,67.0,,3690.0,5650.0,26.76,23.86,,No,1.233183856502249,98.76681614349775
4475,FLQM,58.61,102788.0,ETF,ETF,51.0,58.0,59.0,50.0,138439.0,180970.0,58.66,46.23,,No,0.08523695874530712,99.9147630412547
4476,UMAR,40.32,13552.0,ETF,ETF,51.0,47.0,50.0,47.0,6663.0,6400.0,40.35,33.66,,No,0.07434944237918498,99.92565055762081
4477,NI,44.1,3046142.0,Utilities,Utilities - Regulated Gas,51.0,72.0,51.0,42.0,3579493.0,4531320.0,44.95,35.64,20869554176.0,No,1.8909899888765327,98.10901001112346
4478,CNM,57.67,1822393.0,Industrials,Industrial Distribution,51.0,79.0,74.0,13.0,2382422.0,2299350.0,67.18,43.17,11385501696.0,No,14.1559988091694,85.8440011908306
4479,SMAY,26.47,9149.0,ETF,ETF,51.0,50.0,54.0,57.0,16986.0,24860.0,26.57,21.9,,No,0.37636432066240655,99.6236356793376
4480,QIDX,11.25,1238.0,ETF,ETF,51.0,61.0,57.0,50.0,5121.0,3680.0,11.25,8.96,,No,0.0,100.0
4481,CAPE,33.26,1842336.0,ETF,ETF,51.0,60.0,60.0,44.0,23308.0,20140.0,33.28,27.01,,No,0.060096153846163236,99.93990384615384
4482,YALL,44.46,4355.0,ETF,ETF,51.0,55.0,35.0,39.0,7891.0,7220.0,45.59,32.07,,No,2.4786137310813827,97.52138626891862
4483,USEP,39.57,7065.0,ETF,ETF,51.0,43.0,46.0,46.0,15580.0,16050.0,39.72,32.42,,No,0.37764350453171847,99.62235649546828
4484,CNA,49.83,341757.0,Financial Services,Insurance - Property & Casualty,51.0,75.0,73.0,48.0,401832.0,363710.0,51.34,43.29,13487316992.0,No,2.941176470588245,97.05882352941175
4485,TUG,39.24,350.0,ETF,ETF,51.0,22.0,19.0,46.0,3563.0,6590.0,41.59,27.14,,No,5.650396729983171,94.34960327001683
4486,XHS,106.27,3946.0,ETF,ETF,51.0,19.0,43.0,74.0,9339.0,6530.0,112.09,87.64,,No,5.192256222678211,94.80774377732179
4487,SWX,83.26,1774023.0,Utilities,Utilities - Regulated Gas,51.0,62.0,58.0,47.0,462314.0,748370.0,86.75,64.69,6010032128.0,No,4.023054755043222,95.97694524495678
4488,XBJL,38.53,8930.0,ETF,ETF,51.0,46.0,49.0,46.0,9080.0,5980.0,38.59,30.37,,No,0.15548069448044122,99.84451930551957
4489,FXF,114.05,308714.0,ETF,ETF,51.0,60.0,56.0,41.0,94183.0,247350.0,116.3,97.09,,No,1.934651762682717,98.06534823731728
4490,HEQ,11.27,27029.0,Financial Services,Asset Management,51.0,65.0,58.0,50.0,48177.0,44020.0,11.27,9.23,136296592.0,No,0.0,100.0
4491,EMBX,51.79,28075.0,ETF,ETF,51.0,55.0,53.0,46.0,23588.0,33070.0,54.61,45.22,,No,5.163889397546238,94.83611060245376
4493,BUFF,50.33,61664.0,ETF,ETF,51.0,45.0,49.0,47.0,60086.0,71440.0,50.49,40.55,,No,0.3168944345415007,99.68310556545849
4494,BUFD,28.48,213588.0,ETF,ETF,51.0,45.0,49.0,47.0,264544.0,290050.0,28.59,23.04,,No,0.38474991255683605,99.61525008744316
4495,KRMA,43.82,575.0,ETF,ETF,51.0,29.0,32.0,50.0,24647.0,4000.0,44.99,31.96,,No,2.600577906201382,97.39942209379862
4496,PSMD,32.66,15848.0,ETF,ETF,51.0,37.0,49.0,48.0,8690.0,24980.0,32.9,26.67,,No,0.7294832826747781,99.27051671732522
4497,FLRG,38.57,6226.0,ETF,ETF,51.0,51.0,47.0,47.0,21613.0,20980.0,38.97,28.97,,No,1.0264305876315079,98.97356941236849
4498,TDSC,26.4,27017.0,ETF,ETF,51.0,60.0,57.0,53.0,19495.0,17830.0,26.66,21.79,,No,0.9752438109527439,99.02475618904725
4499,EMDV,47.99,72.0,ETF,ETF,51.0,54.0,55.0,42.0,301.0,670.0,47.99,38.76,,No,0.0,100.0
4500,DMAY,45.54,5155.0,ETF,ETF,51.0,45.0,48.0,45.0,5703.0,6540.0,45.6,36.27,,No,0.13157894736842604,99.86842105263158
4501,QSPT,31.63,12118.0,ETF,ETF,51.0,26.0,34.0,43.0,28909.0,33480.0,32.32,23.76,,No,2.134900990099014,97.86509900990099
4502,LNN,134.03,39258.0,Industrials,Farm & Heavy Construction Machinery,51.0,87.0,80.0,22.0,124086.0,79370.0,150.96,106.1,1419643008.0,No,11.21489136195019,88.78510863804982
4503,RSMV,27.42,4238.0,ETF,ETF,51.0,30.0,44.0,57.0,10198.0,8080.0,28.05,21.55,,No,2.2459893048128303,97.75401069518716
4504,MAYT,37.22,10322.0,ETF,ETF,51.0,45.0,49.0,46.0,1022.0,770.0,37.24,29.94,,No,0.05370569280344555,99.94629430719655
4505,CPRO,27.36,202.0,ETF,ETF,51.0,50.0,49.0,56.0,4516.0,3170.0,27.43,24.31,,No,0.2551950419249008,99.7448049580751
4506,XLVI,26.78,5250.0,ETF,ETF,51.0,30.0,53.0,61.0,11713.0,11950.0,27.08,23.92,,No,1.1078286558345538,98.89217134416545
4507,NMAY,27.95,701.0,ETF,ETF,51.0,38.0,45.0,43.0,1613.0,4310.0,28.04,24.61,,No,0.3209700427960052,99.679029957204
4508,PBFB,30.71,29456.0,ETF,ETF,51.0,48.0,50.0,48.0,8855.0,41510.0,31.79,25.67,,No,3.39729474677571,96.60270525322429
4509,BOBP,27.35,3944.0,ETF,ETF,51.0,58.0,46.0,53.0,1006.0,2220.0,28.33,24.38,,No,3.459230497705602,96.5407695022944
4510,HARD,31.28,124703.0,ETF,ETF,51.0,64.0,57.0,51.0,18516.0,28360.0,33.65,27.31,,No,7.043090638930156,92.95690936106983
4511,SBFG,22.12,11030.0,Financial Services,Banks - Regional,51.0,71.0,63.0,58.0,12568.0,9710.0,24.48,17.1,137748096.0,No,9.640522875816991,90.359477124183
4512,ED,107.34,2008700.0,Utilities,Utilities - Regulated Electric,51.0,78.0,73.0,36.0,2134904.0,1827110.0,114.87,93.52,38742827008.0,No,6.5552363541394625,93.44476364586055
4513,ERET,28.36,284.0,ETF,ETF,51.0,69.0,56.0,50.0,1704.0,3550.0,28.36,23.02,,No,0.0,100.0
4514,FEUS,74.45,16.0,ETF,ETF,51.0,22.0,31.0,48.0,2526.0,630.0,75.36,54.87,,No,1.2075371549893799,98.79246284501062
4515,GBXA,27.5,3110.0,ETF,ETF,51.0,45.0,46.0,49.0,30768.0,9680.0,27.61,22.21,,No,0.39840637450198996,99.60159362549801
4516,XLEI,26.1,30300.0,ETF,ETF,51.0,76.0,65.0,52.0,13337.0,32120.0,26.12,23.66,,No,0.07656967840734906,99.92343032159266
4517,PJUN,42.19,18893.0,ETF,ETF,51.0,45.0,47.0,44.0,27501.0,14980.0,42.25,34.01,,No,0.142011834319532,99.85798816568047
4518,EVRG,76.75,1851550.0,Utilities,Utilities - Regulated Electric,51.0,71.0,30.0,46.0,2022434.0,2162930.0,79.32,61.94,17668935680.0,No,3.240040342914767,96.75995965708523
4519,ADME,51.99,17433.0,ETF,ETF,51.0,46.0,41.0,48.0,16527.0,24940.0,55.0,39.85,,No,5.472727272727269,94.52727272727273
4521,GVLE,42.21,22537.0,ETF,ETF,51.0,54.0,,,2676.0,3210.0,42.26,39.08,,No,0.11831519167060378,99.8816848083294
4522,BUFZ,26.71,210669.0,ETF,ETF,51.0,45.0,49.0,47.0,159645.0,210590.0,26.8,21.65,,No,0.33582089552238753,99.66417910447761
4523,GQGU,26.29,47893.0,ETF,ETF,50.0,80.0,67.0,46.0,83377.0,113230.0,26.46,23.73,,No,0.6424792139077918,99.35752078609221
4524,QMID,29.09,402.0,ETF,ETF,50.0,50.0,53.0,50.0,234.0,200.0,29.47,22.31,,No,1.2894468951476046,98.7105531048524
4525,AVA,41.5,463249.0,Utilities,Utilities - Diversified,50.0,74.0,56.0,60.0,723927.0,695750.0,43.09,35.5,3376927488.0,No,3.6899512647946233,96.31004873520538
4526,CARU,30.33,2.0,ETF,ETF,50.0,9.0,61.0,33.0,293.0,480.0,37.63,14.01,,No,19.399415360085047,80.60058463991496
4527,HOLA,54.35,16620.0,ETF,ETF,50.0,55.0,54.0,54.0,27250.0,20160.0,57.93,46.05,,No,6.179872259623681,93.82012774037632
4529,WBIG,24.2,617.0,ETF,ETF,50.0,58.0,53.0,58.0,4308.0,4630.0,24.24,20.12,,No,0.16501650165016152,99.83498349834984
4530,EBUF,29.23,5495.0,ETF,ETF,50.0,51.0,51.0,47.0,7324.0,17750.0,29.24,24.75,,No,0.03419972640218198,99.96580027359782
4531,NDEC,27.67,5478.0,ETF,ETF,50.0,27.0,39.0,45.0,28514.0,8020.0,28.19,21.47,,No,1.8446257538134072,98.15537424618658
4532,BLUC,28.59,32602.0,ETF,ETF,50.0,26.0,30.0,51.0,22139.0,16100.0,29.18,25.11,,No,2.0219328307059627,97.97806716929404
4533,PBAU,30.17,511.0,ETF,ETF,50.0,45.0,47.0,45.0,1880.0,1850.0,30.22,24.81,,No,0.16545334215750218,99.8345466578425
4534,QCJA,22.08,57845.0,ETF,ETF,50.0,34.0,46.0,46.0,37534.0,59240.0,22.35,17.79,,No,1.2080536912751816,98.79194630872482
4535,JSTC,20.88,20345.0,ETF,ETF,50.0,51.0,51.0,47.0,27288.0,40720.0,22.42,16.06,,No,6.868867082961653,93.13113291703836
4536,SPYH,55.54,4136.0,ETF,ETF,50.0,37.0,39.0,43.0,11534.0,13530.0,56.04,44.92,,No,0.8922198429693077,99.10778015703069
4537,XBJA,32.2,2822.0,ETF,ETF,50.0,41.0,48.0,45.0,20688.0,10930.0,32.35,25.36,,No,0.4636785162287436,99.53632148377126
4538,SNSR,38.85,13809.0,ETF,ETF,50.0,56.0,51.0,47.0,17609.0,17960.0,40.32,26.78,,No,3.645833333333331,96.35416666666667
4539,QMAR,33.16,15692.0,ETF,ETF,50.0,38.0,47.0,45.0,20480.0,25510.0,33.31,25.55,,No,0.45031522065447516,99.54968477934553
4540,GOOY,14.49,649362.0,ETF,ETF,50.0,22.0,25.0,65.0,581129.0,475170.0,15.96,10.89,,No,9.210526315789478,90.78947368421052
4541,SPBX,27.76,5438.0,ETF,ETF,50.0,49.0,50.0,47.0,7590.0,13070.0,27.97,22.69,,No,0.7508044333214061,99.2491955666786
4542,JULW,39.36,6596.0,ETF,ETF,50.0,43.0,47.0,44.0,14714.0,14180.0,39.45,32.43,,No,0.2281368821292862,99.77186311787072
4543,GAUG,39.57,1746.0,ETF,ETF,50.0,40.0,47.0,45.0,17747.0,17660.0,39.97,31.99,,No,1.000750562922188,98.99924943707781
4544,LCR,38.71,7710.0,ETF,ETF,50.0,40.0,49.0,50.0,5240.0,5020.0,39.63,32.25,,No,2.321473631087564,97.67852636891243
4545,FEBW,34.26,30836.0,ETF,ETF,50.0,48.0,50.0,47.0,14814.0,69530.0,34.47,26.55,,No,0.6092254134029615,99.39077458659705
4547,REPX,28.51,418780.0,Energy,Oil & Gas E&P,50.0,91.0,74.0,56.0,179144.0,283930.0,36.18,21.98,628424384.0,No,21.19955776672194,78.80044223327806
4548,FFUT,54.76,334.0,ETF,ETF,50.0,52.0,54.0,53.0,33967.0,6100.0,57.85,50.0,,No,5.341400172860853,94.65859982713914
4549,SLGN,48.89,1309543.0,Consumer Cyclical,Packaging & Containers,50.0,93.0,87.0,44.0,997249.0,1146080.0,57.04,36.15,5230896640.0,No,14.28821879382889,85.71178120617111
4550,BCUS,33.43,7206.0,ETF,ETF,50.0,59.0,55.0,47.0,6480.0,5010.0,33.49,26.19,,No,0.17915795759929015,99.82084204240071
4551,CTAP,26.84,11220.0,ETF,ETF,50.0,59.0,,,22038.0,35050.0,28.12,24.8,,No,4.5519203413940295,95.44807965860596
4552,POCT,44.28,37893.0,ETF,ETF,50.0,45.0,47.0,46.0,75567.0,128650.0,44.45,35.8,,No,0.3824521934758193,99.61754780652417
4553,SMAP,26.43,107.0,ETF,ETF,50.0,45.0,58.0,48.0,283.0,120.0,26.43,20.27,,No,0.0,100.0
4554,PHO,74.22,68686.0,ETF,ETF,50.0,65.0,51.0,41.0,55845.0,62150.0,74.93,57.11,,No,0.9475510476444787,99.05244895235552
4555,COTG,15.34,68981.0,ETF,ETF,50.0,96.0,70.0,,94927.0,65360.0,15.42,11.14,,No,0.5188067444876788,99.48119325551232
4556,BAMG,38.97,23465.0,ETF,ETF,50.0,19.0,24.0,51.0,39595.0,38530.0,40.92,27.57,,No,4.76539589442816,95.23460410557185
4557,QMAG,23.67,6377.0,ETF,ETF,50.0,29.0,41.0,43.0,13549.0,28360.0,24.04,18.76,,No,1.5391014975041493,98.46089850249585
4558,PBJN,30.12,962.0,ETF,ETF,50.0,45.0,47.0,43.0,2131.0,3450.0,30.15,24.95,,No,0.09950248756218105,99.90049751243781
4559,XMLV,66.03,28548.0,ETF,ETF,50.0,68.0,59.0,49.0,31550.0,36220.0,66.33,54.58,,No,0.4522840343735823,99.54771596562641
4560,PBJL,30.1,25856.0,ETF,ETF,50.0,41.0,46.0,44.0,17006.0,14920.0,30.22,24.84,,No,0.39708802117801933,99.60291197882198
4561,XBAP,38.85,13299.0,ETF,ETF,50.0,44.0,48.0,43.0,8816.0,5720.0,38.91,31.9,,No,0.15420200462604772,99.84579799537396
4562,EXEEL,98.72,8062.0,,,50.0,62.0,60.0,61.0,12636.0,3770.0,117.61,79.46,,No,16.06155939120823,83.93844060879177
4563,MSLC,54.84,76324.0,ETF,ETF,50.0,29.0,28.0,47.0,105547.0,72590.0,55.99,39.98,,No,2.0539382032505777,97.94606179674942
4564,TNC,81.97,52415.0,Industrials,Specialty Industrial Machinery,50.0,82.0,68.0,38.0,124822.0,100840.0,90.44,67.32,1513914496.0,No,9.36532507739938,90.63467492260062
4565,ISMF,27.21,797.0,ETF,ETF,50.0,52.0,45.0,54.0,10322.0,17000.0,29.11,23.56,,No,6.526966678117481,93.47303332188251
4566,QCJL,23.74,4447.0,ETF,ETF,50.0,30.0,41.0,42.0,5432.0,4080.0,24.98,19.15,,No,4.963971176941561,95.03602882305844
4567,HSMV,38.0,1350.0,ETF,ETF,50.0,71.0,62.0,49.0,1719.0,1680.0,38.13,32.22,,No,0.340938893259907,99.65906110674008
4568,PNFP,102.26,1273877.0,Financial Services,Banks - Regional,50.0,75.0,83.0,70.0,1461959.0,1917990.0,126.06,81.57,15367027712.0,No,18.87989846105029,81.12010153894971
4569,PSCQ,29.64,50.0,ETF,ETF,50.0,33.0,45.0,45.0,4567.0,1060.0,29.82,24.44,,No,0.6036217303822927,99.3963782696177
4570,USSE,34.72,20109.0,ETF,ETF,50.0,56.0,52.0,54.0,27119.0,22960.0,34.86,26.53,,No,0.40160642570281285,99.59839357429718
4571,BXMX,14.94,95509.0,Financial Services,Asset Management,50.0,54.0,53.0,48.0,150922.0,174390.0,14.97,11.25,1556229376.0,No,0.200400801603214,99.79959919839678
4572,IEDI,58.35,867.0,ETF,ETF,50.0,62.0,62.0,41.0,3026.0,2040.0,58.47,46.09,,No,0.2052334530528432,99.79476654694716
4573,PBMR,30.75,295.0,ETF,ETF,50.0,48.0,50.0,46.0,1562.0,1480.0,30.75,25.9,,No,0.0,100.0
4574,ITDB,33.65,13748.0,ETF,ETF,50.0,53.0,43.0,46.0,23295.0,23150.0,33.65,27.56,,No,0.0,100.0
4575,PSMO,30.89,1700.0,ETF,ETF,50.0,34.0,46.0,45.0,15068.0,1740.0,31.07,25.34,,No,0.5793369810106203,99.42066301898937
4576,KJUN,28.48,9516.0,ETF,ETF,50.0,51.0,54.0,56.0,2811.0,950.0,28.48,23.68,,No,0.0,100.0
4577,PBNV,29.62,423.0,ETF,ETF,50.0,44.0,46.0,44.0,5849.0,2750.0,29.68,26.28,,No,0.2021563342318016,99.7978436657682
4578,UJUN,37.67,2332.0,ETF,ETF,50.0,46.0,48.0,44.0,4178.0,2410.0,37.7,30.72,,No,0.07957559681697914,99.92042440318302
4579,AUGW,32.75,3566.0,ETF,ETF,50.0,43.0,47.0,45.0,5234.0,3920.0,34.56,26.17,,No,5.237268518518524,94.76273148148148
4580,OGS,82.49,399305.0,Utilities,Utilities - Regulated Gas,50.0,76.0,49.0,58.0,462744.0,556150.0,84.11,68.58,4949320704.0,No,1.926049221257882,98.07395077874212
4581,XBOC,33.76,1234.0,ETF,ETF,50.0,40.0,48.0,44.0,14488.0,4530.0,33.95,26.7,,No,0.5596465390279964,99.440353460972
4582,DVOL,37.26,7049.0,ETF,ETF,50.0,68.0,63.0,51.0,14885.0,18450.0,37.27,31.3,,No,0.026831231553542032,99.97316876844647
4583,LTH,29.82,1764093.0,Consumer Cyclical,Leisure,50.0,79.0,82.0,56.0,2082019.0,2734550.0,34.99,24.14,6575674880.0,No,14.775650185767367,85.22434981423264
4584,STC,71.44,188581.0,Financial Services,Insurance - Property & Casualty,50.0,60.0,53.0,46.0,240818.0,246940.0,78.61,56.39,2159131136.0,No,9.120976974939579,90.87902302506042
4585,CGO,12.24,11853.0,Financial Services,Asset Management,50.0,64.0,54.0,44.0,25614.0,29060.0,12.42,8.71,120286080.0,No,1.4492753623188384,98.55072463768117
4586,AAUS,55.56,607.0,ETF,ETF,50.0,32.0,43.0,56.0,1963.0,1740.0,56.05,49.19,,No,0.8742194469223816,99.12578055307762
4587,LEO,6.51,164296.0,Financial Services,Asset Management,50.0,55.0,54.0,57.0,235785.0,161330.0,6.52,5.55,415547104.0,No,0.1533742331288311,99.84662576687117
4588,FMAR,47.84,35324.0,ETF,ETF,50.0,47.0,50.0,46.0,17031.0,16120.0,47.89,38.13,,No,0.10440593025683265,99.89559406974317
4589,OPBK,14.2,21405.0,Financial Services,Banks - Regional,50.0,53.0,58.0,64.0,42332.0,45640.0,15.27,10.43,211431472.0,No,7.007203667321547,92.99279633267845
4590,DGICA,18.98,122999.0,Financial Services,Insurance - Property & Casualty,50.0,19.0,25.0,63.0,111921.0,108710.0,21.12,14.87,695456768.0,No,10.13257575757576,89.86742424242425
4591,SCCG,23.38,4124.0,,,50.0,25.0,40.0,43.0,4116.0,3670.0,24.55,17.15,,No,4.76578411405296,95.23421588594704
4592,MMID,26.3,1106.0,ETF,ETF,50.0,61.0,62.0,,3432.0,1040.0,26.3,23.95,,No,0.0,100.0
4593,QVOY,28.53,2024.0,ETF,ETF,50.0,57.0,26.0,50.0,15750.0,16490.0,29.74,21.9,,No,4.06859448554135,95.93140551445865
4594,RDWR,25.03,214272.0,Technology,Software - Infrastructure,50.0,59.0,58.0,30.0,245181.0,226680.0,31.57,18.46,1087162112.0,No,20.715869496357296,79.2841305036427
