Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,pct_below_52wh,pct_of_52wh
1672,FUND,9.7,24765.0,Financial Services,Asset Management,81.0,83.0,82.0,80.0,26534.0,39490.0,9.7,6.21,291177248.0,No,0.0,100.0
1673,TRGP,211.44,754874.0,Energy,Oil & Gas Midstream,81.0,93.0,90.0,81.0,1409306.0,1370010.0,211.87,144.14,45500166144.0,No,0.2029546419974545,99.79704535800255
1674,DEHP,35.49,19257.0,ETF,ETF,81.0,71.0,71.0,78.0,29201.0,48780.0,36.04,21.48,,No,1.5260821309655859,98.47391786903441
1675,IDEQ,33.57,2042427.0,ETF,ETF,81.0,76.0,80.0,79.0,163049.0,460350.0,33.59,25.11,,No,0.05954153021733589,99.94045846978267
1676,BBW,55.43,229108.0,Consumer Cyclical,Specialty Retail,81.0,9.0,65.0,61.0,394483.0,261480.0,75.85,32.55,727582912.0,No,26.921555702043502,73.07844429795651
1677,DHIL,171.0,16135.0,Financial Services,Asset Management,81.0,44.0,91.0,76.0,34114.0,16930.0,172.13,114.11,462654176.0,No,0.6564805670133013,99.3435194329867
1678,VECO,30.69,588042.0,Technology,Semiconductor Equipment & Materials,81.0,14.0,55.0,85.0,659416.0,700340.0,35.77,16.92,1850517632.0,No,14.201845121610294,85.79815487838971
1679,HEWJ,58.66,23828.0,ETF,ETF,81.0,79.0,70.0,80.0,41114.0,58420.0,58.66,35.81,,No,0.0,100.0
1680,SBCF,35.09,990703.0,Financial Services,Banks - Regional,81.0,79.0,78.0,82.0,722863.0,901630.0,35.55,21.36,3436288000.0,No,1.293952180028112,98.70604781997189
1681,IPOS,18.87,4154.0,ETF,ETF,81.0,63.0,68.0,75.0,1626.0,2610.0,19.65,10.81,,No,3.9694656488549502,96.03053435114505
1682,FFIC,16.84,320139.0,Financial Services,Banks - Regional,81.0,89.0,78.0,88.0,392091.0,404250.0,17.79,10.65,568828928.0,No,5.340078695896568,94.65992130410343
1683,CPER,36.24,839053.0,ETF,ETF,81.0,51.0,81.0,84.0,1204050.0,3227980.0,40.44,25.65,,No,10.385756676557852,89.61424332344214
1684,JPY,35.31,1951.0,ETF,ETF,81.0,78.0,74.0,74.0,7118.0,8130.0,35.4,23.47,,No,0.2542372881355828,99.74576271186442
1685,FVR,16.54,82196.0,Real Estate,REIT - Diversified,81.0,67.0,88.0,86.0,183668.0,142000.0,18.0,10.61,358151680.0,No,8.111111111111116,91.88888888888889
1686,JOYY,63.09,279194.0,Communication Services,Internet Content & Information,81.0,15.0,59.0,78.0,392113.0,425490.0,70.96,37.53,3240486912.0,No,11.090755355129637,88.90924464487037
1687,NTSE,41.82,10494.0,ETF,ETF,81.0,72.0,70.0,77.0,8827.0,6490.0,42.52,26.12,,No,1.646284101599254,98.35371589840075
1688,EFNL,50.27,5248.0,ETF,ETF,81.0,60.0,74.0,76.0,8219.0,10430.0,52.03,32.62,,No,3.382663847780123,96.61733615221988
1689,NSI,36.88,1400.0,ETF,ETF,81.0,72.0,70.0,77.0,3621.0,3220.0,37.12,22.81,,No,0.6465517241379173,99.35344827586208
1690,SGRT,27.29,6793.0,ETF,ETF,81.0,65.0,60.0,,49570.0,13740.0,27.36,19.66,,No,0.2558479532163753,99.74415204678363
1691,DOW,31.78,7568201.0,Basic Materials,Chemicals,81.0,96.0,93.0,90.0,12618527.0,17179290.0,40.09,20.4,22803232768.0,No,20.728361187328513,79.27163881267148
1692,UPRO,118.48,5902328.0,ETF,ETF,81.0,27.0,50.0,77.0,5243596.0,4835720.0,122.85,45.88,,No,3.5571835571835493,96.44281644281645
1693,ALLT,9.76,202361.0,Technology,Software - Infrastructure,81.0,8.0,58.0,83.0,430590.0,337170.0,11.92,4.37,472634016.0,No,18.120805369127517,81.87919463087249
1694,FOR,29.27,132712.0,Real Estate,Real Estate - Development,81.0,92.0,81.0,63.0,155867.0,228710.0,29.84,18.0,1489611264.0,No,1.9101876675603227,98.08981233243968
1695,LXU,9.66,283652.0,Basic Materials,Chemicals,81.0,80.0,79.0,83.0,479070.0,486510.0,10.17,4.88,694983808.0,No,5.014749262536871,94.98525073746313
1696,COPY,14.14,201281.0,ETF,ETF,81.0,77.0,80.0,75.0,192547.0,336280.0,14.14,8.99,,No,0.0,100.0
1697,DVYA,49.59,4883.0,ETF,ETF,81.0,82.0,78.0,76.0,9662.0,13590.0,49.8,31.05,,No,0.42168674698793923,99.57831325301207
1698,NYT,68.11,3653591.0,Communication Services,Publishing,80.0,18.0,82.0,71.0,1947872.0,2997300.0,74.04,44.83,11089589248.0,No,8.00918422474339,91.9908157752566
1699,UMBF,134.32,695979.0,Financial Services,Banks - Regional,80.0,85.0,88.0,78.0,496436.0,740460.0,136.11,82.0,10203037696.0,No,1.315112776430843,98.68488722356916
1700,RS,353.27,210989.0,Basic Materials,Steel,80.0,91.0,89.0,78.0,318244.0,360180.0,354.38,250.07,18579720192.0,No,0.31322309385405883,99.68677690614595
1701,HI,31.98,2378408.0,Industrials,Specialty Industrial Machinery,80.0,47.0,42.0,92.0,840888.0,1004080.0,35.48,18.36,2259555072.0,No,9.864712514092437,90.13528748590757
1702,MYLD,30.32,2579.0,ETF,ETF,80.0,82.0,83.0,82.0,8052.0,3700.0,30.32,19.36,,No,0.0,100.0
1703,TRS,36.11,346677.0,Consumer Cyclical,Packaging & Containers,80.0,65.0,71.0,38.0,594203.0,290990.0,40.34,19.33,1467715200.0,No,10.485870104115032,89.51412989588496
1704,JOF,11.65,34371.0,Financial Services,Asset Management,80.0,66.0,76.0,65.0,63759.0,89510.0,11.8,7.43,330089856.0,No,1.271186440677969,98.72881355932202
1705,SPB,75.72,396229.0,Consumer Defensive,Household & Personal Products,80.0,94.0,93.0,85.0,354239.0,451390.0,80.28,49.99,1769976192.0,No,5.680119581464876,94.31988041853513
1706,VDE,149.89,574619.0,ETF,ETF,80.0,92.0,85.0,80.0,669193.0,983730.0,150.15,103.07,,No,0.17316017316018603,99.82683982683982
1707,KOID,34.45,52904.0,ETF,ETF,80.0,66.0,74.0,79.0,47139.0,57480.0,35.12,24.85,,No,1.9077448747152468,98.09225512528475
1708,ECON,30.4,65461.0,ETF,ETF,80.0,76.0,67.0,77.0,38995.0,81070.0,30.49,18.97,,No,0.29517874713020614,99.70482125286979
1709,DIOD,60.84,289460.0,Technology,Semiconductors,80.0,87.0,80.0,82.0,365721.0,339730.0,61.53,32.93,2825576192.0,No,1.1214041930765444,98.87859580692346
1710,BY,33.51,111368.0,Financial Services,Banks - Regional,80.0,87.0,87.0,84.0,208088.0,256940.0,33.89,22.63,1535402240.0,No,1.1212747123045221,98.87872528769547
1711,JHID,41.47,253.0,ETF,ETF,80.0,76.0,79.0,75.0,1245.0,690.0,41.47,27.57,,No,0.0,100.0
1712,ENOR,32.73,51316.0,ETF,ETF,80.0,87.0,84.0,74.0,9624.0,21200.0,32.73,21.79,,No,0.0,100.0
1713,NBBK,22.37,281551.0,Financial Services,Banks - Regional,80.0,87.0,86.0,83.0,320560.0,500790.0,22.7,15.09,1023892864.0,No,1.453744493392063,98.54625550660793
1714,POCI,5.64,69177.0,Healthcare,Medical Instruments & Supplies,80.0,97.0,91.0,72.0,26255.0,37820.0,6.04,3.77,43542092.0,No,6.622516556291397,93.37748344370861
1715,FENY,29.46,2527877.0,ETF,ETF,80.0,92.0,85.0,80.0,5408827.0,6116570.0,29.52,20.31,,No,0.2032520325203209,99.79674796747969
1716,XLE,53.25,39512118.0,ETF,ETF,80.0,92.0,85.0,80.0,39828922.0,60236810.0,53.41,37.24,,No,0.29956936903201015,99.70043063096799
1717,GTES,26.81,2137886.0,Industrials,Specialty Industrial Machinery,80.0,95.0,86.0,63.0,2328121.0,2989750.0,26.96,14.7,6924496896.0,No,0.5563798219584648,99.44362017804154
1718,QTUM,115.8,470180.0,ETF,ETF,80.0,29.0,53.0,79.0,527593.0,481640.0,121.34,62.7,,No,4.565683204219553,95.43431679578045
1719,RPRX,44.65,3494545.0,Healthcare,Biotechnology,80.0,78.0,70.0,75.0,4118644.0,3961370.0,44.92,29.66,26038732800.0,No,0.6010685663401673,99.39893143365983
1720,SN,116.72,1059976.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",80.0,27.0,92.0,33.0,1572654.0,1221150.0,129.19,60.5,16474632192.0,No,9.652449880021672,90.34755011997832
1721,DFEV,37.18,197851.0,ETF,ETF,80.0,77.0,72.0,76.0,150177.0,202710.0,37.43,23.6,,No,0.6679134384183809,99.33208656158162
1722,NUKZ,70.15,180259.0,ETF,ETF,80.0,64.0,29.0,68.0,149632.0,146600.0,75.03,32.7,,No,6.5040650406504,93.4959349593496
1723,URAN,46.55,8754.0,ETF,ETF,80.0,41.0,25.0,73.0,11504.0,18610.0,55.15,22.76,,No,15.593834995466912,84.40616500453308
1724,LQDT,32.51,214884.0,Consumer Cyclical,Internet Retail,80.0,68.0,93.0,87.0,182813.0,150640.0,37.34,21.67,1001407296.0,No,12.935190144617046,87.06480985538295
1725,BVFL,19.8,21112.0,Financial Services,Banks - Regional,80.0,82.0,82.0,83.0,17455.0,14640.0,19.88,13.53,176297760.0,No,0.4024144869215206,99.59758551307849
1726,CTBI,65.49,111357.0,Financial Services,Banks - Regional,80.0,88.0,87.0,78.0,66695.0,78910.0,65.62,44.6,1186406784.0,No,0.19811033221580257,99.8018896677842
1727,IQDY,39.9,15400.0,ETF,ETF,80.0,72.0,76.0,76.0,7978.0,7910.0,39.9,25.25,,No,0.0,100.0
1728,TTEK,41.29,3541515.0,Industrials,Engineering & Construction,80.0,94.0,89.0,60.0,2576177.0,3343180.0,41.8,27.27,10768744448.0,No,1.2200956937798997,98.7799043062201
1729,RSPM,39.42,48758.0,ETF,ETF,80.0,86.0,87.0,78.0,33772.0,52490.0,39.62,26.63,,No,0.5047955577990806,99.49520444220093
1730,GOLY,37.2,47591.0,ETF,ETF,80.0,61.0,75.0,79.0,86539.0,141750.0,41.72,25.16,,No,10.834132310642367,89.16586768935764
1731,MNSB,22.86,36909.0,Financial Services,Banks - Regional,80.0,90.0,86.0,69.0,43326.0,81090.0,23.44,15.0,171371648.0,No,2.4744027303754343,97.52559726962457
1732,PPH,110.45,374197.0,ETF,ETF,80.0,64.0,82.0,85.0,437701.0,557610.0,110.59,77.67,,No,0.12659372456822549,99.87340627543178
1733,WAB,246.32,526665.0,Industrials,Railroads,80.0,88.0,84.0,83.0,775926.0,729830.0,246.68,151.81,42110173184.0,No,0.14593805740230809,99.8540619425977
1734,COKE,157.74,410900.0,Consumer Defensive,Beverages - Non-Alcoholic,80.0,76.0,81.0,87.0,504668.0,377090.0,169.49,105.21,10507688960.0,No,6.932562393061536,93.06743760693847
1735,AVDS,75.71,22082.0,ETF,ETF,80.0,71.0,77.0,72.0,28588.0,32210.0,76.86,48.0,,No,1.496226906062979,98.50377309393701
1736,GRID,170.85,414872.0,ETF,ETF,80.0,80.0,66.0,74.0,373640.0,600000.0,171.4,99.78,,No,0.3208868144690848,99.67911318553091
1737,DBEM,35.13,39984.0,ETF,ETF,80.0,72.0,68.0,78.0,8816.0,13980.0,35.65,21.45,,No,1.458625525946693,98.54137447405331
1738,UI,622.33,225160.0,Technology,Communication Equipment,80.0,83.0,8.0,86.0,118426.0,112920.0,803.6,255.0,37650751488.0,No,22.557242409158782,77.44275759084121
1739,WLK,95.93,821392.0,Basic Materials,Specialty Chemicals,80.0,96.0,95.0,71.0,1569219.0,1640070.0,118.23,56.33,12305243136.0,No,18.86154106402774,81.13845893597225
1740,MTX,72.77,99461.0,Basic Materials,Specialty Chemicals,80.0,89.0,90.0,80.0,187280.0,278310.0,76.96,49.54,2283239936.0,No,5.444386694386692,94.5556133056133
1741,JEMA,54.07,302035.0,ETF,ETF,80.0,73.0,66.0,77.0,120391.0,187770.0,54.79,33.44,,No,1.3141084139441483,98.68589158605585
1742,UBS,43.91,3033694.0,Financial Services,Banks - Diversified,80.0,14.0,78.0,64.0,2107775.0,2732010.0,49.36,25.75,138741284864.0,No,11.041329011345224,88.95867098865477
1743,FLG,14.27,3995310.0,Financial Services,Banks - Regional,80.0,88.0,90.0,80.0,5095842.0,5732380.0,14.43,9.64,5936064000.0,No,1.1088011088011098,98.8911988911989
1744,UBFO,11.41,22682.0,Financial Services,Banks - Regional,80.0,88.0,84.0,85.0,38347.0,32980.0,11.47,7.32,200611936.0,No,0.5231037489102048,99.4768962510898
1745,FDM,87.15,17175.0,ETF,ETF,80.0,80.0,80.0,77.0,7944.0,9410.0,87.32,54.21,,No,0.19468621163534985,99.80531378836464
1746,HZO,29.98,285842.0,Consumer Cyclical,Specialty Retail,80.0,88.0,87.0,83.0,370844.0,653180.0,31.6,16.85,660381888.0,No,5.126582278481016,94.87341772151898
1747,AVEM,84.74,1574999.0,ETF,ETF,80.0,73.0,68.0,75.0,1454475.0,1900340.0,85.65,52.52,,No,1.062463514302406,98.93753648569759
1748,OVV,46.53,3175307.0,Energy,Oil & Gas E&P,80.0,95.0,89.0,74.0,3824270.0,6000960.0,46.73,29.8,13183598592.0,No,0.42799058420713837,99.57200941579286
1749,PAVE,54.69,1277438.0,ETF,ETF,80.0,85.0,77.0,75.0,1230406.0,1921420.0,54.8,32.65,,No,0.20072992700729825,99.7992700729927
1750,GDXW,62.95,89520.0,ETF,ETF,80.0,58.0,88.0,,64013.0,147170.0,77.19,47.68,,No,18.447985490348483,81.55201450965151
1751,IBKR,74.59,4791999.0,Financial Services,Capital Markets,80.0,66.0,55.0,69.0,4526767.0,6066660.0,78.8,32.82,126798331904.0,No,5.342639593908622,94.65736040609137
1752,HVAC,35.5,6764.0,ETF,ETF,80.0,83.0,63.0,73.0,4432.0,6350.0,35.61,20.01,,No,0.30890199382195854,99.69109800617804
1753,UPS,117.34,5698427.0,Industrials,Integrated Freight & Logistics,80.0,84.0,88.0,86.0,6266436.0,8832770.0,123.7,82.0,99549560832.0,No,5.141471301535973,94.85852869846403
1754,STNE,17.08,4537275.0,Technology,Software - Infrastructure,80.0,94.0,13.0,81.0,6890455.0,5886460.0,19.95,8.64,4569316864.0,No,14.385964912280707,85.6140350877193
1755,UFCS,37.05,133935.0,Financial Services,Insurance - Property & Casualty,80.0,63.0,56.0,81.0,117140.0,108430.0,38.1,24.57,945305856.0,No,2.7559055118110347,97.24409448818896
1756,RL,342.89,808558.0,Consumer Cyclical,Apparel Manufacturing,80.0,17.0,65.0,76.0,631813.0,756860.0,380.0,176.61,20793075712.0,No,9.765789473684213,90.23421052631578
1757,BCAX,15.36,382161.0,Healthcare,Biotechnology,80.0,11.0,66.0,90.0,575372.0,358020.0,19.71,7.8,841450752.0,No,22.07001522070016,77.92998477929984
1758,NGG,88.06,981783.0,Utilities,Utilities - Regulated Electric,80.0,84.0,81.0,77.0,679770.0,895280.0,89.13,59.35,87554375680.0,No,1.20049366094468,98.79950633905533
1759,DEXC,66.92,10468.0,ETF,ETF,80.0,75.0,75.0,76.0,10573.0,17930.0,67.15,42.68,,No,0.34251675353686367,99.65748324646314
1760,NWFL,31.89,40682.0,Financial Services,Banks - Regional,80.0,89.0,83.0,85.0,32629.0,39620.0,32.23,21.25,296381120.0,No,1.054917778467255,98.94508222153274
1761,INR,17.27,207171.0,Energy,Oil & Gas E&P,80.0,94.0,96.0,78.0,300650.0,178570.0,22.0,11.13,269924128.0,No,21.500000000000004,78.5
1762,BA,243.03,6683003.0,Industrials,Aerospace & Defense,80.0,74.0,86.0,50.0,8438752.0,9029310.0,254.35,128.88,190862901248.0,No,4.450560251621778,95.54943974837822
1763,BULD,29.81,3797.0,ETF,ETF,80.0,70.0,68.0,83.0,1601.0,2330.0,31.86,17.64,,No,6.434400502197114,93.56559949780289
1764,PAGS,10.99,2901468.0,Technology,Software - Infrastructure,80.0,88.0,77.0,85.0,4421552.0,4365130.0,12.32,6.7,3207668224.0,No,10.795454545454545,89.20454545454545
1765,ICOW,42.3,473558.0,ETF,ETF,80.0,77.0,74.0,76.0,156560.0,236330.0,42.3,27.43,,No,0.0,100.0
1766,DOV,223.66,996081.0,Industrials,Specialty Industrial Machinery,80.0,86.0,87.0,82.0,1192677.0,1705720.0,224.03,143.04,30675689472.0,No,0.16515645226085995,99.83484354773914
1767,DECO,48.16,764.0,ETF,ETF,80.0,17.0,12.0,80.0,1362.0,1790.0,56.87,20.76,,No,15.315632143485145,84.68436785651485
1768,PRN,201.63,33106.0,ETF,ETF,80.0,82.0,72.0,78.0,18922.0,16090.0,202.15,118.25,,No,0.25723472668810793,99.74276527331189
1769,PLUS,86.82,289910.0,Technology,Software - Application,80.0,48.0,81.0,86.0,185632.0,177720.0,93.98,53.83,2295423232.0,No,7.618642264311566,92.38135773568843
1770,GEND,12.88,1204.0,ETF,ETF,80.0,82.0,79.0,73.0,80383.0,65900.0,12.9,9.28,,No,0.15503875968991915,99.84496124031008
1772,TCAI,34.5,34781.0,ETF,ETF,80.0,84.0,53.0,86.0,24722.0,31620.0,36.08,24.45,,No,4.379157427937911,95.62084257206209
1773,ASIA,37.08,1609.0,ETF,ETF,80.0,62.0,64.0,76.0,2714.0,3710.0,37.5,22.7,,No,1.1200000000000045,98.88
1774,WDNA,17.87,1013.0,ETF,ETF,80.0,46.0,68.0,84.0,1583.0,2010.0,18.88,11.2,,No,5.3495762711864305,94.65042372881356
1775,SNDR,29.48,919382.0,Industrials,Trucking,80.0,70.0,91.0,77.0,973129.0,1283630.0,30.98,20.11,5167832064.0,No,4.841833440929632,95.15816655907037
1776,AVNM,79.94,47778.0,ETF,ETF,80.0,73.0,75.0,74.0,57786.0,92050.0,80.09,51.41,,No,0.1872892995380268,99.81271070046198
1777,CRC,55.42,383435.0,Energy,Oil & Gas E&P,80.0,95.0,84.0,72.0,925208.0,902250.0,58.41,30.97,4949666816.0,No,5.11898647491867,94.88101352508133
1778,IYE,56.24,1026227.0,ETF,ETF,80.0,91.0,85.0,79.0,1370050.0,1814650.0,56.39,39.35,,No,0.26600461074658377,99.73399538925342
1779,REMG,32.71,7360.0,ETF,ETF,80.0,74.0,71.0,78.0,8678.0,9140.0,33.23,24.02,,No,1.5648510382184653,98.43514896178154
1780,HST,19.35,5733894.0,Real Estate,REIT - Hotel & Motel,80.0,80.0,84.0,81.0,7859645.0,10133100.0,19.43,12.22,13478754304.0,No,0.411734431291808,99.5882655687082
1781,HBAN,19.27,30160003.0,Financial Services,Banks - Regional,80.0,73.0,88.0,76.0,31883301.0,60337180.0,19.45,11.92,39112945664.0,No,0.9254498714652942,99.07455012853471
1782,DXIV,70.2,10481.0,ETF,ETF,80.0,73.0,78.0,73.0,10380.0,15790.0,70.43,45.94,,No,0.32656538406929425,99.6734346159307
1783,TINT,38.01,755.0,ETF,ETF,80.0,82.0,80.0,75.0,365.0,410.0,38.01,23.98,,No,0.0,100.0
1784,FXN,19.11,425558.0,ETF,ETF,80.0,91.0,85.0,80.0,527790.0,870370.0,19.16,12.55,,No,0.2609603340292313,99.73903966597076
1785,NBCE,35.35,604.0,ETF,ETF,80.0,57.0,59.0,80.0,3221.0,13000.0,36.16,22.84,,No,2.2400442477875973,97.7599557522124
1786,EMIF,29.78,74651.0,ETF,ETF,80.0,84.0,74.0,76.0,3296.0,5010.0,29.86,19.51,,No,0.2679169457468128,99.73208305425318
1787,BOOM,8.15,334747.0,Industrials,Conglomerates,80.0,92.0,90.0,84.0,181291.0,187230.0,9.92,5.46,167812416.0,No,17.842741935483865,82.15725806451614
1788,EEMX,46.95,8136.0,ETF,ETF,80.0,72.0,66.0,76.0,9086.0,23160.0,47.65,29.35,,No,1.4690451206715547,98.53095487932845
1789,DFSV,37.17,943323.0,ETF,ETF,80.0,82.0,83.0,79.0,1134995.0,1654510.0,37.24,23.8,,No,0.18796992481203081,99.81203007518798
1790,DIEM,37.16,9592.0,ETF,ETF,80.0,76.0,72.0,75.0,8688.0,19290.0,37.41,24.08,,No,0.6682705159048383,99.33172948409516
1791,UMMA,32.6,31271.0,ETF,ETF,80.0,70.0,78.0,79.0,40198.0,52560.0,32.66,20.85,,No,0.18371096142068333,99.81628903857931
1792,VMD,8.64,267282.0,Healthcare,Medical Devices,79.0,92.0,92.0,79.0,149252.0,195290.0,8.94,5.93,335108992.0,No,3.3557046979865652,96.64429530201343
1793,MFEM,25.82,16916.0,ETF,ETF,79.0,78.0,76.0,74.0,11085.0,18210.0,26.34,16.74,,No,1.9741837509491253,98.02581624905088
1794,GATX,188.43,159450.0,Industrials,Rental & Leasing Services,79.0,78.0,87.0,79.0,171829.0,214740.0,191.44,139.44,6722956800.0,No,1.572294191391554,98.42770580860845
1795,CLST,15.82,7867.0,Financial Services,Banks - Regional,79.0,54.0,65.0,81.0,5052.0,4970.0,15.99,10.67,65078100.0,No,1.0631644777986238,98.93683552220138
1796,DFJ,106.1,21552.0,ETF,ETF,79.0,77.0,79.0,69.0,14478.0,32340.0,106.17,70.04,,No,0.06593199585571008,99.9340680041443
1797,MPTI,64.38,18092.0,Technology,Electronic Components,79.0,83.0,85.0,88.0,37001.0,29580.0,67.52,34.5,188620384.0,No,4.65047393364929,95.3495260663507
1798,IPAV,32.69,1091.0,ETF,ETF,79.0,77.0,77.0,72.0,1695.0,2180.0,32.69,21.97,,No,0.0,100.0
1799,VYMI,98.07,1459931.0,ETF,ETF,79.0,79.0,78.0,74.0,1239603.0,1740430.0,98.22,65.08,,No,0.15271838729383597,99.84728161270617
1800,PFG,97.34,1490053.0,Financial Services,Asset Management,79.0,75.0,84.0,82.0,1373298.0,1652430.0,97.88,68.39,21684279296.0,No,0.5516959542296609,99.44830404577034
1801,HEEM,38.09,34944.0,ETF,ETF,79.0,69.0,67.0,77.0,23006.0,30180.0,38.54,22.97,,No,1.167618059159304,98.83238194084069
1802,TTE,73.83,1260751.0,Energy,Oil & Gas Integrated,79.0,91.0,85.0,76.0,1270775.0,1796650.0,75.45,52.78,158181326848.0,No,2.14711729622267,97.85288270377734
1804,RNRG,36.33,758.0,ETF,ETF,79.0,71.0,63.0,76.0,3572.0,3110.0,36.71,21.9,,No,1.0351402887496663,98.96485971125033
1805,SVIX,22.32,6255477.0,ETF,ETF,79.0,13.0,74.0,83.0,3583944.0,4653490.0,27.23,9.3,,No,18.031582813073815,81.96841718692617
1806,CMT,20.45,15639.0,Basic Materials,Specialty Chemicals,79.0,84.0,66.0,75.0,24213.0,18660.0,22.29,12.25,175079680.0,No,8.254822790489008,91.74517720951098
1807,VPL,101.72,1011550.0,ETF,ETF,79.0,80.0,72.0,75.0,889147.0,1033550.0,101.8,64.21,,No,0.07858546168958576,99.92141453831042
1808,MOTO,57.98,122.0,ETF,ETF,79.0,68.0,65.0,76.0,347.0,340.0,58.06,33.38,,No,0.1377884946607051,99.86221150533929
1809,RSPG,93.35,278626.0,ETF,ETF,79.0,90.0,84.0,81.0,95616.0,196220.0,93.51,63.76,,No,0.17110469468507197,99.82889530531493
1810,MOOD,41.49,24791.0,ETF,ETF,79.0,68.0,75.0,78.0,14786.0,33400.0,44.89,29.92,,No,7.574069948763642,92.42593005123636
1811,KRE,73.63,17259622.0,ETF,ETF,79.0,83.0,85.0,79.0,15401542.0,21187560.0,74.0,47.06,,No,0.5000000000000062,99.49999999999999
1812,TKO,211.9,540788.0,Communication Services,Entertainment,79.0,66.0,76.0,84.0,1072842.0,882900.0,218.11,133.07,17404805120.0,No,2.847187199119714,97.15281280088028
1813,EUFN,38.21,1132208.0,ETF,ETF,79.0,62.0,74.0,66.0,1124885.0,1493120.0,38.99,24.45,,No,2.000512952038987,97.99948704796101
1814,NTB,53.08,121381.0,Financial Services,Banks - Diversified,79.0,72.0,77.0,73.0,153634.0,138910.0,53.85,34.85,2214714368.0,No,1.42989786443826,98.57010213556174
1815,EWK,26.65,9457.0,ETF,ETF,79.0,77.0,77.0,72.0,19506.0,7980.0,26.86,18.12,,No,0.7818317200297872,99.21816827997021
1816,RAAX,39.3,143006.0,ETF,ETF,79.0,82.0,78.0,77.0,128822.0,327650.0,40.92,27.05,,No,3.958944281524938,96.04105571847506
1817,TOL,153.28,1501795.0,Consumer Cyclical,Residential Construction,79.0,88.0,78.0,77.0,1214914.0,1182930.0,155.52,86.67,14562059264.0,No,1.4403292181070015,98.55967078189299
1818,EVLU,35.15,1547.0,ETF,ETF,79.0,71.0,61.0,79.0,4324.0,7940.0,35.63,22.36,,No,1.3471793432500812,98.65282065674992
1819,JDVI,37.99,4624.0,ETF,ETF,79.0,72.0,72.0,74.0,4680.0,14220.0,38.59,24.57,,No,1.554806944804357,98.44519305519565
1820,IDVO,42.43,619290.0,ETF,ETF,79.0,75.0,75.0,77.0,307660.0,548730.0,43.34,27.32,,No,2.0996769727734277,97.90032302722658
1822,TDS,45.8,521924.0,Communication Services,Telecom Services,79.0,82.0,82.0,74.0,989450.0,851380.0,47.07,31.07,5291915264.0,No,2.698109199065229,97.30189080093477
1823,FEGE,49.98,275726.0,ETF,ETF,79.0,73.0,75.0,76.0,287114.0,510680.0,50.26,32.68,,No,0.5571030640668546,99.44289693593315
1824,LSBK,15.37,3111.0,Financial Services,Banks - Regional,79.0,62.0,64.0,79.0,11085.0,2740.0,15.75,10.04,112373224.0,No,2.412698412698418,97.58730158730158
1825,TCBX,43.46,70323.0,Financial Services,Banks - Regional,79.0,88.0,80.0,77.0,69265.0,82860.0,43.84,25.17,716701248.0,No,0.866788321167889,99.13321167883211
1826,FBK,61.61,226643.0,Financial Services,Banks - Regional,79.0,79.0,77.0,83.0,314132.0,306120.0,62.37,38.83,3293823744.0,No,1.218534551867882,98.78146544813212
1827,MIDD,161.11,631436.0,Industrials,Specialty Industrial Machinery,79.0,67.0,90.0,85.0,767365.0,644820.0,182.73,110.82,8165438976.0,No,11.831664204016842,88.16833579598315
1828,FYX,124.66,20919.0,ETF,ETF,79.0,74.0,76.0,80.0,22150.0,33500.0,124.89,77.66,,No,0.18416206261510448,99.8158379373849
1830,IDEF,34.54,15665.0,ETF,ETF,79.0,62.0,70.0,72.0,22031.0,31020.0,36.03,24.97,,No,4.135442686650019,95.86455731334999
1831,DFIS,35.51,547940.0,ETF,ETF,79.0,70.0,77.0,70.0,489413.0,542110.0,35.94,22.9,,No,1.1964385086254863,98.80356149137451
1832,FGD,32.88,405010.0,ETF,ETF,79.0,77.0,75.0,69.0,192078.0,360810.0,32.91,21.61,,No,0.09115770282587066,99.90884229717413
1833,DTH,55.93,315987.0,ETF,ETF,79.0,78.0,78.0,70.0,44022.0,92880.0,56.07,37.58,,No,0.24968789013732934,99.75031210986268
1834,CCNE,29.16,114596.0,Financial Services,Banks - Regional,79.0,86.0,82.0,85.0,131165.0,139220.0,29.5,19.32,859527168.0,No,1.1525423728813555,98.84745762711864
1835,PEMX,73.31,317.0,ETF,ETF,79.0,81.0,67.0,75.0,1078.0,1890.0,73.31,46.07,,No,0.0,100.0
1836,UVE,31.71,86603.0,Financial Services,Insurance - Property & Casualty,79.0,58.0,21.0,86.0,181318.0,178370.0,35.84,19.46,897981440.0,No,11.523437500000005,88.47656249999999
1837,AVUV,115.19,1631417.0,ETF,ETF,79.0,81.0,82.0,79.0,883150.0,1102910.0,115.45,74.0,,No,0.2252057167605068,99.7747942832395
1838,SSSS,8.98,266561.0,Financial Services,Asset Management,79.0,17.0,13.0,50.0,175580.0,223510.0,10.34,4.21,225569440.0,No,13.152804642166338,86.84719535783366
1839,XMVM,69.96,97863.0,ETF,ETF,79.0,74.0,81.0,80.0,28370.0,33270.0,70.13,45.68,,No,0.24240695850563485,99.75759304149436
1840,BOAT,36.45,20452.0,ETF,ETF,79.0,84.0,78.0,71.0,18422.0,61600.0,36.49,22.16,,No,0.10961907371882475,99.89038092628118
