20260426T,0,1000,0,224.96,0
20260427T,0,1000,0,224.96,0
20260428T,0,1000,0,224.96,0
20260429T,0,1000,0,224.96,0
20260430T,0,1000,0,224.96,0
20260501T,0,1000,0,121.64,0
20260502T,0,1000,0,121.64,0
20260503T,0,1000,0,121.64,0
20260504T,0,1000,0,121.64,0
20260505T,0,1000,0,121.64,0
20260506T,0,1000,0,98.18,0
20260507T,0,1000,0,98.18,0
20260508T,0,1000,0,98.18,0
20260509T,0,1000,0,98.18,0
20260510T,0,1000,0,98.18,0
20260511T,0,1000,0,90.73,0
20260512T,0,1000,0,90.73,0
20260513T,0,1000,0,90.73,0
20260514T,0,1000,0,90.73,0
20260515T,0,1000,0,90.73,0
20260516T,0,1000,0,85.94,0
20260517T,0,1000,0,85.94,0
20260518T,0,1000,0,85.94,0
20260519T,0,1000,0,85.94,0
20260520T,0,1000,0,85.94,0
20260521T,0,1000,0,71.49,0
20260522T,0,1000,0,71.49,0
20260523T,0,1000,0,71.49,0
20260524T,0,1000,0,71.49,0
20260525T,0,1000,0,71.49,0
20260526T,0,1000,0,45.25,0
20260527T,0,1000,0,45.25,0
20260528T,0,1000,0,45.25,0
20260529T,0,1000,0,45.25,0
20260530T,0,1000,0,45.25,0
