Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKL,%_From_52WKH
941,MRCY,96.08,96.0,1150299,Industrials,Aerospace & Defense,86.0,5.0,82.0,22.0,7.05,6.535,679095.0,565760.0,128.45,50.13,,5768958976,NO,110.27,106.12,86.86,108.74,92.21,7159,0.0,1150299,NO,NO,2023-08-18,13314400,91.66,-25.2
1834,LMND,67.18,64.57,1363374,Financial Services,Insurance - Property & Casualty,74.0,90.0,23.0,8.0,4.8725,4.6054,1584181.0,1496610.0,99.9,35.7,,5160820736,NO,66.05,59.79,65.24,60.17,64.6,1517,0.0,1363374,NO,NO,2020-07-02,18371900,88.18,-32.75
1864,NVMI,437.46,451.13,631855,Technology,Semiconductor Equipment & Materials,74.0,2.0,7.0,54.0,33.6164,27.9471,462434.0,573680.0,615.99,232.73,,13913922560,NO,493.47,508.68,426.01,502.12,467.11,6605,0.0,631855,NO,NO,2000-04-11,4895500,87.97,-28.98
679,GFS,57.48,58.24,3593680,Technology,Semiconductors,89.0,1.0,83.0,91.0,4.6566,4.0063,4808681.0,3393960.0,92.55,31.51,,31539324928,NO,73.24,75.96,50.64,75.54,56.76,1183,0.0,3593680,NO,NO,2025-12-19,52580300,82.42,-37.89
982,AAON,111.42,113.2,1481042,Industrials,Building Products & Equipment,85.0,5.0,89.0,87.0,6.9393,6.5436,1119696.0,953380.0,150.46,62.0,,9126602752,NO,119.26,128.14,100.73,126.68,104.02,8453,0.0,1481042,NO,NO,2000-01-28,30539405,79.71,-25.95
1746,INOD,60.81,60.97,938016,Technology,Information Technology Services,75.0,0.0,95.0,20.0,4.6693,4.5943,1961088.0,1040280.0,125.14,34.23,,1985772416,NO,73.32,87.1,63.29,86.63,61.83,8290,0.0,938016,NO,NO,2026-05-08,19182400,77.65,-51.41
1734,RH,187.88,189.21,621120,Consumer Cyclical,Specialty Retail,75.0,97.0,95.0,10.0,9.7757,9.5129,915122.0,808680.0,257.0,106.3,,3555858432,NO,165.29,150.46,164.37,153.72,163.18,3445,0.0,621120,NO,NO,2016-06-09,29946300,76.75,-26.89
967,VAL,76.54,76.36,383245,Energy,Oil & Gas Drilling,86.0,12.0,4.0,92.0,3.1431,2.9781,930013.0,789180.0,114.12,43.53,,5300531200,NO,76.44,87.61,74.61,86.21,82.7,1308,0.0,383245,NO,NO,2026-02-09,15805400,75.83,-32.93
1085,DY,407.11,412.86,421180,Industrials,Engineering & Construction,84.0,6.0,47.0,77.0,21.0896,19.5196,553237.0,429730.0,566.47,233.0,,12226105344,NO,448.84,453.29,377.96,450.93,404.0,10612,0.0,421180,NO,NO,2005-05-24,7972600,74.73,-28.13
582,AKAM,120.19,118.81,3400661,Technology,Software - Infrastructure,91.0,9.0,91.0,90.0,5.8714,5.7807,4992745.0,3631970.0,165.45,69.78,,17473878016,NO,119.44,134.26,103.1,132.82,111.99,6718,0.0,3400661,NO,NO,2009-07-30,62872400,72.24,-27.36
1649,W,89.31,91.48,1850987,Consumer Cyclical,Internet Retail,77.0,85.0,85.0,6.0,4.8274,4.4703,3888109.0,2452630.0,119.98,55.01,,11788606464,NO,90.86,77.76,87.1,79.95,83.91,2964,0.0,1850987,NO,NO,2023-02-23,27610900,62.35,-25.56
1401,ENPH,41.57,41.08,4446223,Technology,Solar,80.0,4.0,93.0,77.0,3.5843,3.3214,7853473.0,4223870.0,73.74,25.78,,5478852096,NO,45.85,50.89,39.95,52.53,43.06,3594,0.0,4446223,NO,NO,2020-06-17,55172900,61.25,-43.63
