Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,48,91,97,"AA,CENX,CSTM,KALU"
2,Semiconductor Equipment & Materials,Technology,92,86,85,89,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,AMKR,NVMI,ONTO,FORM,CAMT,AXTI,IPGP,KLIC,ACLS,ACMR,UCTT,AMBA,VECO,PLAB,AEHR,ICHR,DQ,ATOM,ASYS,INTT,TRT"
3,Oil & Gas Drilling,Energy,90,61,93,92,"NE,RIG,PTEN,HP,SDRL,SOC,BORR,NBR,PDS"
4,Semiconductors,Technology,90,93,89,81,"MCHPP,NVDA,TSM,AVGO,MU,AMD,INTC,TXN,ARM,ADI,QCOM,MRVL,MPWR,NXPI,ASX,MCHP,STM,ON,GFS,ALAB,UMC,TSEM,MTSI,LSCC,SITM,RMBS,SWKS,SMTC,ALGM,QRVO,CRUS,SIMO,SLAB,MXL,DIOD,PI,POWI,NVTS,VSH,LASR,SYNA,HIMX,WOLF,IMOS,SKYT,AIP,AOSL,POET,CEVA,AMBQ,MRAM,ALMU,NVEC,GSIT,QUIK,WKEY,PXLW"
5,Uranium,Energy,89,77,21,54,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL"
6,Communication Equipment,Technology,88,79,81,78,"VIAV,CSCO,NOK,MSI,LITE,UI,ERIC,HPE,ASTS,AAOI,VSAT,ONDS,BDC,EXTR,VISN,TSAT,DGII,ADTN,GILT,HLIT,NTGR,FEIM,BKTI,INSG,AVNW,LTRX,AUDC,SILC,WATT,OCC,AIRG,FIEE"
7,Copper,Basic Materials,88,31,14,76,"SCCO,FCX,HBM,ERO,TGB,IE"
8,Other Precious Metals & Mining,Basic Materials,85,22,25,78,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,VMET,ASM,ELE,GMTL,MTA,VOXR"
9,Gold,Basic Materials,85,17,32,80,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,CDE,AGI,EQX,HMY,IAG,EGO,OR,AUGO,OGC,SSRM,ORLA,ARIS,AAUC,HYMC,NG,CGAU,SA,FSM,DRD,DC,CTGO,IDR,MAKO,USAU"
10,Oil & Gas Equipment & Services,Energy,85,69,84,84,"SLB,BKR,HAL,TS,FTI,WFRD,NOV,VAL,AROC,SEI,KGS,LBRT,LB,TDW,USAC,WHD,OII,EFXT,FLOC,NESR,WTTR,AESI,NEXT,PUMP,INVX,RES,HLX,VTOL,WBI,ACDC,NPKI,HMH,OIS,FET,FTK,NGS,NINE,NOA,RNGR,SND,NCSM,GEOS,LSE"
11,Real Estate - Diversified,Real Estate,84,15,36,90,"JOE,STRS"
