Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
9,AXTI,108.42,11370474.0,Technology,Semiconductor Equipment & Materials,99.0,99.0,99.0,99.0,11704919.0,12592800.0,110.8,1.24,7093181440.0,No,,62.3,23.61,67.63,33.48
30,ABVX,124.65,1179751.0,Healthcare,Biotechnology,99.0,63.0,79.0,84.0,943457.0,854730.0,148.83,5.59,9883645952.0,No,,116.55,105.35,116.91,116.83
31,KOD,43.68,361686.0,Healthcare,Biotechnology,99.0,62.0,98.0,98.0,1075860.0,563020.0,47.84,2.81,2714960384.0,No,,35.32,22.49,36.84,27.7
32,WDC,463.91,7052760.0,Technology,Computer Hardware,99.0,95.0,97.0,99.0,8740122.0,9137330.0,483.87,43.88,159901499392.0,No,,331.61,198.95,339.63,245.3
60,LRCU,53.75,103210.0,ETF,ETF,99.0,95.0,96.0,99.0,109168.0,127730.0,57.89,7.68,,No,,39.48,,39.85,31.61
76,CAPR,33.94,619458.0,Healthcare,Biotechnology,99.0,73.0,94.0,99.0,1242678.0,923090.0,40.37,4.3,1963092992.0,No,,31.53,18.36,31.45,23.06
93,DLLL,66.52,79193.0,ETF,ETF,99.0,97.0,99.0,96.0,104329.0,77190.0,72.12,15.44,,No,,42.07,30.57,44.29,31.88
102,ARWR,77.95,2299167.0,Healthcare,Biotechnology,98.0,91.0,86.0,97.0,2210268.0,1547710.0,79.48,12.44,10915509248.0,No,2026-05-07,64.87,49.8,65.13,59.99
104,APLD,41.53,24290109.0,Technology,Information Technology Services,98.0,97.0,95.0,87.0,21491570.0,27882710.0,44.25,5.13,11868008448.0,No,,29.31,26.87,29.43,30.39
128,AFJK,45.34,437.0,Financial Services,Shell Companies,98.0,98.0,13.0,99.0,19191.0,5230.0,130.37,6.75,277559360.0,No,,35.45,27.61,37.3,34.77
131,WDCX,76.67,447177.0,ETF,ETF,98.0,98.0,99.0,,576911.0,852830.0,83.65,22.38,,No,,42.33,,44.27,
167,GOOX,103.71,58780.0,ETF,ETF,98.0,97.0,92.0,96.0,88167.0,107510.0,104.0,18.86,,No,,70.24,59.48,72.01,68.9
180,GLW,182.4,19923248.0,Technology,Electronic Components,98.0,81.0,96.0,98.0,12634813.0,13544600.0,195.81,44.83,156980330496.0,No,,150.7,102.61,151.39,115.67
193,VECO,57.72,2839263.0,Technology,Semiconductor Equipment & Materials,98.0,97.0,98.0,97.0,1318416.0,1857100.0,65.43,18.31,3522852864.0,No,,39.03,31.14,40.42,33.78
233,PARR,62.25,1279910.0,Energy,Oil & Gas Refining & Marketing,97.0,51.0,95.0,93.0,1456436.0,1364550.0,70.39,16.86,3079555072.0,No,,58.88,42.61,60.65,46.94
252,ACLS,158.66,1394835.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,98.0,97.0,860506.0,795500.0,171.61,55.93,4875617280.0,No,2026-05-07,107.5,90.45,111.32,94.09
277,FTXL,227.81,260532.0,ETF,ETF,97.0,95.0,95.0,97.0,197118.0,256030.0,233.62,76.8,,No,,171.59,135.4,175.46,149.42
293,PENG,38.98,3294466.0,Technology,Information Technology Services,96.0,98.0,98.0,96.0,1434237.0,2513440.0,39.66,16.04,2048794880.0,No,,23.03,22.32,24.18,21.52
309,TXNU,51.42,59342.0,ETF,ETF,96.0,98.0,,,23166.0,60770.0,54.12,22.9,,No,,,,,
313,CHPS,79.46,28536.0,ETF,ETF,96.0,95.0,95.0,96.0,22316.0,31120.0,81.93,28.0,,No,,61.14,48.68,62.15,53.83
331,IESC,665.63,246990.0,Industrials,Engineering & Construction,96.0,94.0,96.0,95.0,218586.0,266010.0,688.51,235.99,13261937664.0,No,,517.69,429.29,525.82,460.55
342,DELL,230.27,4284403.0,Technology,Computer Hardware,96.0,93.0,98.0,92.0,8202081.0,4895930.0,239.45,95.64,149718958080.0,No,,178.13,143.73,183.28,149.05
365,APLS,41.01,6307444.0,Healthcare,Biotechnology,96.0,39.0,97.0,97.0,4918309.0,2793400.0,41.14,16.1,5250152448.0,No,2026-05-07,30.74,25.43,31.82,25.91
378,AXTX,48.42,1895846.0,ETF,ETF,96.0,,,,1918755.0,1918755.0,50.09,18.46,,No,,,,,
379,LIMI,61.94,828.0,ETF,ETF,96.0,91.0,92.0,95.0,1339.0,1750.0,63.22,21.15,,No,,52.45,43.41,52.75,48.08
385,SOXX,492.36,9691473.0,ETF,ETF,96.0,95.0,95.0,95.0,7299522.0,7721500.0,506.94,190.47,,No,,379.84,314.53,387.25,340.64
400,VAL,91.78,502090.0,Energy,Oil & Gas Drilling,95.0,7.0,96.0,95.0,1573642.0,1079810.0,105.34,35.2,6355928064.0,No,,95.25,65.44,94.54,72.08
413,SOXQ,87.89,2233980.0,ETF,ETF,95.0,95.0,94.0,94.0,1209903.0,1913620.0,90.34,34.6,,No,,68.71,57.58,69.94,62.21
