SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Healthcare,1,FBRX,98.99,Extended Near High,Very Tight,76.89,0.4,0.25,98.0,98.0,98.0,97.0,NO,0.03,NO,44.35,29.95,51.45,34.64,Biotechnology
2,Healthcare,2,PLSE,98.62,Extended Near High,Loose,46.79,0.43,6.74,97.0,98.0,98.0,97.0,NO,0.0,NO,31.21,21.69,33.73,25.69,Medical Instruments & Supplies
2,Healthcare,3,CLYM,98.45,Extended Near High,Loose,17.44,0.46,6.2,98.0,97.0,96.0,98.0,NO,0.0,NO,12.73,7.67,13.66,10.02,Biotechnology
2,Healthcare,4,ORKA,98.03,Extended Near High,Loose,112.66,0.34,5.08,98.0,93.0,98.0,98.0,NO,0.0,NO,87.82,53.2,93.88,65.02,Biotechnology
2,Healthcare,5,ETON,97.93,Extended Near High,Loose,61.73,1.81,6.78,98.0,98.0,98.0,98.0,NO,0.49,NO,39.22,25.1,43.88,30.46,Drug Manufacturers - Specialty & Generic
3,Energy,1,FET,97.96,Extended Near High,Loose,86.31,0.9,5.66,97.0,98.0,96.0,95.0,NO,0.16,NO,57.8,50.04,61.77,57.44,Oil & Gas Equipment & Services
3,Energy,2,OII,97.33,Extended Near High,Normal,54.11,0.26,3.84,96.0,95.0,95.0,94.0,NO,0.31,NO,43.49,34.55,45.48,39.03,Oil & Gas Equipment & Services
3,Energy,3,PBF,96.98,Extended Near High,Loose,75.07,0.79,6.21,97.0,92.0,97.0,97.0,NO,1.5,NO,55.03,41.8,58.67,46.76,Oil & Gas Refining & Marketing
3,Energy,4,PSX,96.38,Extended Near High,Normal,240.55,0.04,3.24,94.0,93.0,95.0,93.0,NO,0.38,NO,193.59,164.41,200.59,179.14,Oil & Gas Refining & Marketing
3,Energy,5,NESR,95.73,Near Breakout,Loose,35.78,3.14,5.43,98.0,95.0,94.0,95.0,NO,0.0,NO,27.83,21.84,29.3,25.14,Oil & Gas Equipment & Services
4,Technology,1,AEHR,97.93,Extended Near High,Loose,145.61,1.21,9.68,98.0,98.0,95.0,98.0,NO,0.0,NO,94.01,57.95,96.98,74.62,Semiconductor Equipment & Materials
4,Technology,2,P,96.28,Extended Near High,Loose,116.99,1.53,5.08,94.0,98.0,95.0,93.0,NO,0.0,NO,79.44,74.67,84.21,74.75,Computer Hardware
4,Technology,3,NTAP,95.88,Extended Near High,Normal,204.2,2.32,3.7,96.0,94.0,97.0,96.0,NO,0.0,NO,170.67,125.27,174.61,135.26,Software - Infrastructure
4,Technology,4,FEIM,95.13,Extended Near High,Loose,78.84,2.18,6.25,96.0,92.0,94.0,95.0,NO,0.0,NO,67.81,53.84,68.56,59.9,Communication Equipment
4,Technology,5,ZETA,95.02,Near Breakout,Loose,28.83,3.55,5.75,95.0,96.0,97.0,96.0,NO,0.0,NO,22.06,19.31,22.7,19.4,Software - Infrastructure
5,Financial Services,1,VCTR,95.59,Extended Near High,Normal,118.81,0.63,3.1,94.0,92.0,94.0,93.0,NO,0.0,NO,94.89,76.34,99.04,83.07,Asset Management
5,Financial Services,2,SAFT,95.53,Extended Near High,Very Tight,103.36,0.38,0.3,90.0,97.0,95.0,87.0,NO,0.0,NO,83.68,77.31,88.97,79.33,Insurance - Property & Casualty
5,Financial Services,3,ENVA,95.27,Extended Near High,Normal,263.91,1.32,3.02,96.0,88.0,96.0,95.0,NO,0.0,NO,227.74,168.8,241.28,183.58,Credit Services
5,Financial Services,4,AAMI,94.44,Breakout Zone,Normal,92.99,0.88,3.68,95.0,87.0,92.0,95.0,NO,0.0,NO,81.04,61.46,82.76,68.29,Asset Management
5,Financial Services,5,ECPG,94.42,Near Breakout,Loose,103.68,1.24,4.31,96.0,88.0,90.0,96.0,NO,0.0,NO,90.4,70.55,94.01,79.81,Credit Services
