SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Healthcare,1,CDNA,98.33,Extended Near High,Normal,56.49,0.48,3.65,98.0,95.0,98.0,98.0,NO,0.2,NO,45.95,27.01,48.27,31.13,Diagnostics & Research
1,Healthcare,2,NTRA,97.65,Extended Near High,Normal,390.9,0.23,3.26,96.0,95.0,97.0,96.0,NO,0.0,NO,308.66,242.13,323.75,252.34,Diagnostics & Research
1,Healthcare,3,OMER,97.41,Extended Near High,Loose,21.05,0.89,4.57,98.0,92.0,98.0,96.0,NO,5.9,NO,15.4,12.65,16.61,12.99,Biotechnology
1,Healthcare,4,MRNA,97.23,Extended Near High,Loose,182.56,2.48,6.22,98.0,97.0,98.0,98.0,NO,0.0,NO,102.57,61.78,114.06,74.42,Biotechnology
1,Healthcare,5,TXG,97.09,Extended Near High,Loose,80.7,2.39,5.52,98.0,96.0,98.0,98.0,NO,0.01,NO,58.18,31.95,61.69,38.74,Medical Devices
2,Energy,1,CVI,94.23,Stage 2 Watch,Loose,52.13,5.54,5.1,96.0,97.0,98.0,94.0,NO,0.0,NO,39.46,31.53,41.67,34.78,Oil & Gas Refining & Marketing
2,Energy,2,PSX,90.76,Stage 2 Watch,Normal,256.78,7.34,3.45,96.0,88.0,96.0,91.0,NO,0.0,NO,232.39,179.37,238.73,196.46,Oil & Gas Refining & Marketing
2,Energy,3,FET,90.66,Stage 2 Watch,Loose,80.95,7.4,4.2,97.0,86.0,96.0,89.0,NO,0.0,NO,72.93,56.33,76.45,62.07,Oil & Gas Equipment & Services
2,Energy,4,DINO,90.16,Stage 2 Watch,Loose,106.69,9.88,4.53,97.0,92.0,97.0,95.0,NO,0.0,NO,96.18,68.79,98.77,77.51,Oil & Gas Refining & Marketing
2,Energy,5,CMBT,90.07,Stage 2 Watch,Normal,19.34,7.11,2.88,95.0,90.0,90.0,93.0,NO,0.0,NO,17.4,14.18,18.04,15.38,Oil & Gas Midstream
3,Technology,1,RNG,98.7,Extended Near High,Loose,79.73,0.25,4.51,98.0,96.0,98.0,97.0,NO,0.14,NO,62.02,42.3,66.17,48.73,Software - Application
3,Technology,2,OKTA,98.23,Extended Near High,Loose,196.62,0.74,4.77,97.0,98.0,97.0,97.0,NO,0.78,NO,155.11,107.43,159.36,118.7,Software - Infrastructure
3,Technology,3,CRWD,98.06,Extended Near High,Loose,250.06,0.3,5.0,97.0,97.0,95.0,97.0,NO,0.0,NO,209.57,148.17,212.34,165.35,Software - Infrastructure
3,Technology,4,TWLO,98.02,Extended Near High,Loose,284.53,0.56,4.27,97.0,97.0,96.0,97.0,NO,2.08,NO,222.79,169.69,232.01,191.65,Software - Infrastructure
3,Technology,5,AMD,97.64,Extended Near High,Loose,623.77,0.12,4.09,98.0,97.0,89.0,98.0,NO,0.0,NO,498.79,358.66,511.2,427.39,Semiconductors
5,Basic Materials,1,AYA,97.27,Extended Near High,Loose,30.38,0.95,5.6,97.0,94.0,97.0,97.0,NO,0.49,NO,25.15,19.22,26.28,20.64,Silver
5,Basic Materials,2,CLMT,93.86,Stage 2 Watch,Loose,56.42,5.76,4.11,97.0,95.0,97.0,96.0,NO,0.0,NO,48.07,33.74,49.52,38.96,Specialty Chemicals
5,Basic Materials,3,SSRM,90.51,Extended Near High,Normal,38.3,2.89,3.91,94.0,76.0,93.0,93.0,NO,0.0,NO,32.53,28.93,33.95,30.98,Gold
5,Basic Materials,4,TX,89.13,Near Breakout,Tight,56.43,3.92,2.41,92.0,78.0,91.0,92.0,NO,0.0,NO,52.92,45.18,54.41,47.06,Steel
5,Basic Materials,5,MT,86.82,Pullback to 50D,Normal,73.78,7.4,2.8,94.0,79.0,87.0,91.0,NO,0.99,NO,72.08,61.15,73.03,64.7,Steel
