SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Energy,1,VLO,98.34,Extended Near High,Normal,388.95,0.06,2.72,97.0,96.0,97.0,96.0,NO,0.92,NO,319.93,241.7,330.66,270.41,Oil & Gas Refining & Marketing
2,Energy,2,MPC,97.91,Extended Near High,Normal,399.44,0.64,2.65,97.0,96.0,97.0,96.0,NO,0.0,NO,327.66,243.68,339.36,272.03,Oil & Gas Refining & Marketing
2,Energy,3,CVI,97.89,Extended Near High,Loose,47.73,0.25,4.79,95.0,98.0,97.0,96.0,NO,1.21,NO,35.53,30.76,37.51,32.68,Oil & Gas Refining & Marketing
2,Energy,4,DINO,97.41,Extended Near High,Normal,108.14,1.57,3.68,97.0,97.0,97.0,97.0,NO,0.0,NO,89.82,66.17,93.21,73.46,Oil & Gas Refining & Marketing
2,Energy,5,PSX,97.06,Extended Near High,Normal,260.78,1.09,2.64,96.0,96.0,96.0,95.0,NO,0.0,NO,217.79,173.62,225.39,189.18,Oil & Gas Refining & Marketing
3,Healthcare,1,TXG,98.12,Extended Near High,Loose,67.29,0.49,5.46,98.0,94.0,98.0,98.0,NO,0.0,NO,52.05,29.45,54.47,34.85,Medical Devices
3,Healthcare,2,OMER,98.1,Extended Near High,Loose,19.39,1.32,4.3,98.0,97.0,98.0,95.0,NO,0.0,NO,13.9,12.25,14.83,12.53,Biotechnology
3,Healthcare,3,ROIV,96.61,Extended Near High,Normal,41.81,1.62,3.91,97.0,94.0,96.0,92.0,NO,0.0,NO,35.57,28.7,35.97,31.52,Biotechnology
3,Healthcare,4,TVTX,94.86,Near Breakout,Normal,66.22,2.95,3.17,97.0,91.0,95.0,97.0,NO,0.0,NO,60.57,42.72,61.29,47.09,Biotechnology
3,Healthcare,5,ATRC,94.76,Near Breakout,Normal,53.03,4.83,3.9,96.0,97.0,98.0,96.0,NO,0.0,NO,41.02,34.72,42.98,33.8,Medical Instruments & Supplies
4,Basic Materials,1,CLMT,98.35,Extended Near High,Loose,55.69,0.71,4.08,98.0,96.0,98.0,97.0,NO,1.5,NO,44.5,32.0,46.1,36.91,Specialty Chemicals
4,Basic Materials,2,AYA,95.86,Extended Near High,Loose,29.89,1.68,5.52,97.0,89.0,98.0,95.0,NO,0.0,NO,23.59,18.49,24.49,20.07,Silver
4,Basic Materials,3,SSRM,93.82,Near Breakout,Loose,37.6,4.67,4.3,95.0,95.0,96.0,81.0,NO,0.0,NO,31.27,28.28,32.04,30.63,Gold
4,Basic Materials,4,CF,93.72,Near Breakout,Loose,138.11,2.71,4.14,93.0,93.0,93.0,85.0,NO,2.64,NO,122.41,108.64,124.81,119.19,Agricultural Inputs
4,Basic Materials,5,TX,93.3,Extended Near High,Normal,58.11,1.06,2.82,93.0,87.0,90.0,93.0,NO,0.0,NO,50.36,44.25,51.97,46.18,Steel
5,Technology,1,OKTA,96.92,Extended Near High,Loose,172.74,1.21,5.61,97.0,94.0,96.0,97.0,NO,0.84,NO,147.64,102.75,150.89,111.17,Software - Infrastructure
5,Technology,2,CHYM,95.47,Extended Near High,Loose,34.55,2.81,4.05,96.0,93.0,98.0,94.0,NO,0.0,NO,26.99,22.93,28.23,22.59,Software - Application
5,Technology,3,DELL,94.33,Near Breakout,Loose,535.25,4.93,5.3,98.0,94.0,95.0,98.0,NO,0.0,NO,444.55,257.59,457.65,322.04,Computer Hardware
5,Technology,4,RDVT,93.7,Near Breakout,Normal,74.4,3.83,3.69,94.0,93.0,96.0,96.0,NO,0.0,NO,68.61,52.61,69.33,53.91,Software - Application
5,Technology,5,HPQ,93.24,Extended Near High,Loose,32.39,1.61,4.75,90.0,91.0,94.0,96.0,NO,0.0,NO,27.57,22.96,28.75,23.81,Computer Hardware
