Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
15,MGRT,74.01,6232,Technology,Information Technology Services,99.0,1.0,99.0,99.0,8.7046,8.3718,73811.0,9930.0,170.0,1.5,,1017637504.0,No,100.82,29.76,102.57,39.0
80,ABVX,96.55,1012517,Healthcare,Biotechnology,99.0,4.0,8.0,10.0,11.8755,7.7369,1574506.0,4669420.0,148.83,5.69,,7701812224.0,No,115.9,110.62,116.84,118.95
156,ASMG,58.42,166025,ETF,ETF,98.0,97.0,96.0,97.0,4.8604,3.9405,124431.0,118840.0,60.97,11.31,,,No,41.79,31.41,43.18,35.51
172,OSCX,102.9,11270,ETF,ETF,98.0,97.0,99.0,98.0,9.602,7.3107,11169.0,15480.0,129.04,17.62,,,No,58.53,,61.7,45.02
190,IMOS,61.95,99774,Technology,Semiconductors,98.0,91.0,96.0,98.0,4.8107,3.5593,89295.0,123710.0,70.99,15.06,,2154057472.0,No,51.17,34.62,53.11,40.8
239,CELC,88.55,1122039,Healthcare,Biotechnology,97.0,2.0,5.0,16.0,9.3358,7.6708,1206525.0,2639410.0,151.02,11.28,,4318255104.0,No,120.2,96.67,120.3,111.07
276,MBX,35.51,2155967,Healthcare,Biotechnology,97.0,16.0,87.0,84.0,2.4674,2.4219,602352.0,813650.0,45.85,9.43,,1690188416.0,No,32.38,28.05,32.9,32.77
282,KF,72.82,30833,Financial Services,Asset Management,97.0,77.0,95.0,97.0,4.4414,3.2679,24501.0,25690.0,78.87,24.74,,302810912.0,No,62.53,44.66,63.53,49.76
289,TSXU,59.32,30318,ETF,ETF,97.0,88.0,98.0,96.0,6.5825,5.2493,19941.0,39180.0,71.79,21.4,,,No,47.06,,48.03,36.42
337,BTSGU,206.38,1621,Healthcare,Health Information Services,96.0,88.0,95.0,96.0,5.694,3.0419,35833.0,47010.0,208.48,68.14,,,No,176.34,133.15,180.69,147.1
339,PALU,35.35,75294,ETF,ETF,96.0,98.0,99.0,96.0,3.6267,3.1989,193893.0,650090.0,42.05,9.85,,,No,22.61,20.57,24.13,18.77
352,TSMX,85.1,625083,ETF,ETF,96.0,87.0,93.0,95.0,7.7475,6.7173,1028036.0,950190.0,96.78,27.36,,,No,77.24,59.09,78.3,63.78
392,TSMG,40.88,52911,ETF,ETF,96.0,86.0,93.0,92.0,3.7059,3.1721,110626.0,91990.0,46.79,13.73,,,No,37.3,29.0,37.8,31.09
394,PBRG,36.07,346,ETF,ETF,95.0,9.0,17.0,,1.092,0.5286,8912.0,1460.0,52.49,14.83,,,No,43.33,,42.59,
401,ASML,1863.55,2519009,Technology,Semiconductor Equipment & Materials,95.0,94.0,92.0,95.0,86.9864,72.995,1792144.0,2117780.0,1903.5,683.48,,718245134336.0,No,1537.08,1245.16,1566.76,1364.22
402,MPTI,98.61,110009,Technology,Electronic Components,95.0,97.0,94.0,96.0,5.1833,5.1119,96566.0,111190.0,102.0,36.38,,426137504.0,No,76.23,61.63,78.67,66.21
409,ASMH,126.58,2055,ETF,ETF,95.0,94.0,91.0,95.0,6.0568,5.0768,2017.0,3620.0,128.71,46.74,,,No,103.84,84.35,105.9,92.41
440,ENS,224.26,529499,Industrials,Electrical Equipment & Parts,95.0,19.0,92.0,93.0,10.4343,9.6979,394525.0,476570.0,244.3,80.82,,8189475328.0,No,215.81,162.07,219.01,180.53
501,MRX,61.96,817225,Financial Services,Capital Markets,94.0,81.0,96.0,94.0,2.9111,2.8466,1105211.0,990250.0,63.71,27.91,,4456836608.0,No,53.48,40.63,54.27,44.01
515,EWTX,34.83,881369,Healthcare,Biotechnology,94.0,71.0,79.0,92.0,2.4414,2.2057,1183284.0,1880720.0,40.77,12.15,,3747464704.0,No,33.62,25.58,33.51,29.51
576,ANDG,37.78,366500,Consumer Cyclical,Personal Services,94.0,81.0,96.0,,2.4258,2.4115,321134.0,299800.0,40.23,18.12,,4266585344.0,No,34.97,,35.53,
586,ETHD,87.72,170409,ETF,ETF,94.0,99.0,89.0,98.0,7.3232,5.1729,552958.0,526350.0,196.1,27.6,,,No,59.61,53.79,61.51,61.4
587,SCHL,43.89,225286,Communication Services,Publishing,94.0,91.0,89.0,94.0,1.1875,1.1818,550250.0,269890.0,44.54,18.54,,809954496.0,No,40.53,33.2,40.81,35.61
611,UNFI,50.39,285015,Consumer Defensive,Food Distribution,93.0,20.0,83.0,94.0,3.0586,2.7054,700501.0,926940.0,57.02,20.8,,3049559552.0,No,49.61,39.75,50.4,41.64
614,INDV,38.48,598858,Healthcare,Drug Manufacturers - Specialty & Generic,93.0,49.0,85.0,63.0,1.3875,1.3479,2402804.0,1842420.0,41.0,13.45,,4548512256.0,No,35.61,31.75,36.0,34.27
626,ASMU,38.41,136568,ETF,ETF,93.0,98.0,96.0,,3.2057,2.6207,71239.0,88650.0,40.19,18.72,,,No,27.35,,28.26,
672,ALKS,44.28,1461986,Healthcare,Drug Manufacturers - Specialty & Generic,93.0,91.0,95.0,94.0,1.7964,1.6979,2342541.0,2218720.0,45.76,25.17,,7380404736.0,No,37.02,31.87,37.31,32.74
688,MSGE,73.49,296967,Communication Services,Entertainment,92.0,88.0,89.0,90.0,1.7871,1.7261,385084.0,472770.0,74.94,35.31,,3476461312.0,No,66.5,55.54,67.38,60.44
715,FTI,70.79,1981128,Energy,Oil & Gas Equipment & Services,92.0,22.0,70.0,93.0,2.4104,2.2804,4534073.0,7630150.0,77.78,31.88,,28224106496.0,No,71.83,54.85,71.32,60.92
735,HP,39.25,491307,Energy,Oil & Gas Drilling,92.0,68.0,64.0,87.0,1.6321,1.4985,1224568.0,1096780.0,41.82,15.08,,3922289920.0,No,38.07,31.12,37.91,34.17
763,MINV,53.55,9650,ETF,ETF,92.0,67.0,92.0,92.0,2.0448,1.5859,14439.0,14870.0,57.38,29.39,,,No,49.14,40.14,49.88,41.57
870,IX,38.67,269619,Financial Services,Financial Conglomerates,91.0,65.0,88.0,90.0,0.8718,0.5525,366407.0,427740.0,40.0,21.14,,41481621504.0,No,34.93,30.22,35.15,32.03
880,VAL,89.95,506189,Energy,Oil & Gas Drilling,91.0,11.0,17.0,94.0,3.5468,3.0757,961377.0,821960.0,114.12,41.03,,6229196800.0,No,96.18,71.55,95.23,79.03
882,XOMA,41.79,129396,Healthcare,Biotechnology,91.0,39.0,95.0,83.0,0.3179,0.3071,209893.0,99100.0,42.81,22.29,,738794624.0,No,40.37,33.07,40.66,31.94
919,OIH,428.17,328047,ETF,ETF,90.0,23.0,76.0,91.0,13.1543,12.025,426877.0,343350.0,459.28,226.59,,,No,426.65,340.9,425.89,370.41
957,LIVN,79.39,721215,Healthcare,Medical Devices,90.0,86.0,91.0,85.0,2.7639,2.6101,800704.0,762550.0,80.73,41.02,,4361173504.0,No,68.73,62.13,69.63,65.49
974,PDS,95.87,62358,Energy,Oil & Gas Drilling,90.0,71.0,46.0,90.0,4.0557,3.6886,126546.0,109050.0,103.8,45.97,,1240676864.0,No,93.34,76.49,92.36,83.98
982,MEOH,59.39,539401,Basic Materials,Chemicals,90.0,15.0,75.0,93.0,2.0943,1.9157,1425526.0,745000.0,66.75,32.0,,4594663424.0,No,60.61,47.3,59.77,51.14
1022,OPLN,37.83,389069,Consumer Cyclical,Auto & Truck Dealerships,89.0,81.0,91.0,90.0,1.1671,1.0971,924749.0,1109430.0,38.87,22.09,,4007941376.0,No,34.08,29.58,34.53,30.53
1048,CNXT,54.48,96052,ETF,ETF,89.0,15.0,81.0,84.0,1.4433,0.8004,111941.0,209890.0,59.02,26.61,,,No,53.45,46.1,54.03,47.83
1051,MBIN,50.11,137385,Financial Services,Banks - Regional,89.0,89.0,82.0,91.0,1.4064,1.3454,163963.0,110020.0,51.0,28.75,,2301823232.0,No,47.07,38.8,47.31,41.54
1057,BLTE,138.16,154649,Healthcare,Biotechnology,89.0,10.0,8.0,21.0,8.4879,8.4164,172377.0,280690.0,200.0,56.1,,5538156544.0,No,154.17,136.76,151.52,157.67
1068,FPA,54.43,3726,ETF,ETF,89.0,55.0,84.0,91.0,1.9136,1.245,37273.0,4410.0,58.49,34.46,,,No,51.18,43.18,51.79,45.25
1070,CHMG,72.5,30267,Financial Services,Banks - Regional,89.0,86.0,91.0,87.0,2.1168,2.0689,26415.0,52020.0,73.84,43.2,,349461024.0,No,65.99,57.37,66.91,59.57
