20251109T,0,1000,0,230.91,0
20251110T,0,1000,0,230.91,0
20251111T,0,1000,0,230.91,0
20251112T,0,1000,0,230.91,0
20251113T,0,1000,0,230.91,0
20251109T,0,1000,0,117.51,0
20251110T,0,1000,0,117.51,0
20251111T,0,1000,0,117.51,0
20251112T,0,1000,0,117.51,0
20251113T,0,1000,0,117.51,0
20251109T,0,1000,0,99.58,0
20251110T,0,1000,0,99.58,0
20251111T,0,1000,0,99.58,0
20251112T,0,1000,0,99.58,0
20251113T,0,1000,0,99.58,0
20251109T,0,1000,0,94.09,0
20251110T,0,1000,0,94.09,0
20251111T,0,1000,0,94.09,0
20251112T,0,1000,0,94.09,0
20251113T,0,1000,0,94.09,0
20251109T,0,1000,0,91.13,0
20251110T,0,1000,0,91.13,0
20251111T,0,1000,0,91.13,0
20251112T,0,1000,0,91.13,0
20251113T,0,1000,0,91.13,0
20251109T,0,1000,0,76.56,0
20251110T,0,1000,0,76.56,0
20251111T,0,1000,0,76.56,0
20251112T,0,1000,0,76.56,0
20251113T,0,1000,0,76.56,0
20251109T,0,1000,0,53.07,0
20251110T,0,1000,0,53.07,0
20251111T,0,1000,0,53.07,0
20251112T,0,1000,0,53.07,0
20251113T,0,1000,0,53.07,0
