SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,93.31,Stage 2 Watch,Loose,23.19,5.69,6.34,96.0,93.0,98.0,96.0,NO,0.0,NO,18.84,15.11,19.56,15.87,Medical specialties
2,Healthcare,1,FBRX,99.09,Extended Near High,Loose,76.98,0.27,7.48,98.0,98.0,98.0,98.0,NO,0.01,NO,30.69,26.1,33.75,29.94,Biotechnology
2,Healthcare,2,MBX,98.66,Extended Near High,Loose,66.46,0.3,7.48,98.0,96.0,98.0,97.0,NO,1.38,NO,47.17,34.7,50.28,39.11,Biotechnology
2,Healthcare,3,CRNX,98.61,Extended Near High,Very Tight,83.63,0.44,0.23,97.0,98.0,98.0,96.0,NO,0.0,NO,53.09,45.83,55.25,46.28,Biotechnology
2,Healthcare,4,TXG,98.49,Extended Near High,Loose,49.43,0.8,5.78,98.0,97.0,98.0,98.0,NO,3.48,NO,36.09,23.18,38.09,26.77,Health Information Services
2,Healthcare,5,XNCR,97.69,Extended Near High,Loose,21.49,1.2,6.87,96.0,98.0,98.0,96.0,NO,1.38,NO,14.57,13.78,15.29,13.27,Biotechnology
3,Energy,1,PARR,97.7,Extended Near High,Loose,85.91,0.65,4.47,97.0,98.0,93.0,98.0,NO,0.02,NO,62.73,51.05,63.7,56.04,Oil & Gas Refining & Marketing
3,Energy,2,DK,97.31,Extended Near High,Loose,67.71,1.77,4.64,97.0,98.0,96.0,98.0,NO,0.66,NO,51.84,41.11,53.16,43.69,Oil & Gas Refining & Marketing
3,Energy,3,PBF,97.14,Extended Near High,Loose,73.1,2.19,5.93,97.0,98.0,97.0,98.0,NO,2.6,NO,48.52,39.54,50.4,43.02,Oil & Gas Refining & Marketing
3,Energy,4,DINO,96.71,Extended Near High,Normal,92.44,1.89,3.79,96.0,98.0,95.0,97.0,NO,0.0,NO,75.48,60.38,76.52,64.57,Oil & Gas Refining & Marketing
3,Energy,5,INSW,95.87,Breakout Zone,Normal,95.21,0.46,3.5,95.0,97.0,86.0,95.0,NO,0.0,NO,84.5,67.92,84.94,75.75,Oil & Gas Midstream
4,Financial Services,1,CIB,96.75,Extended Near High,Normal,93.89,0.1,2.82,94.0,95.0,95.0,75.0,NO,1.56,NO,78.34,70.64,80.28,74.64,Banks - Regional
4,Financial Services,2,SAFT,96.49,Extended Near High,Normal,103.19,0.3,3.3,92.0,98.0,95.0,91.0,NO,0.0,NO,75.87,75.27,79.15,76.58,Insurance - Property & Casualty
4,Financial Services,3,FNWD,95.25,Extended Near High,Normal,44.36,1.42,2.94,92.0,96.0,95.0,88.0,NO,0.0,NO,35.84,35.63,36.53,35.85,Banks - Regional
4,Financial Services,4,BWFG,94.92,Extended Near High,Normal,67.71,1.38,3.11,93.0,94.0,93.0,93.0,NO,0.0,NO,57.19,50.08,58.42,52.28,Banks - Regional
4,Financial Services,5,AAMI,94.72,Near Breakout,Normal,83.95,2.87,3.76,95.0,95.0,93.0,94.0,NO,2.8,NO,76.9,59.05,77.46,64.39,Asset Management
5,Technology,1,SNOW,97.6,Extended Near High,Loose,298.1,0.04,4.82,95.0,95.0,98.0,92.0,NO,0.74,NO,245.08,210.29,256.45,198.28,Software - Application
5,Technology,2,RDVT,93.97,Near Breakout,Loose,68.36,2.18,4.52,95.0,85.0,98.0,93.0,NO,0.22,NO,59.53,50.3,60.77,48.84,Software - Application
5,Technology,3,OOMA,93.64,Near Breakout,Loose,21.44,3.42,4.55,95.0,91.0,94.0,97.0,NO,0.0,NO,18.98,14.48,18.97,15.85,Software - Application
5,Technology,4,NET,93.44,Near Breakout,Loose,283.39,2.62,4.99,91.0,94.0,94.0,95.0,NO,0.37,NO,247.71,213.01,251.57,213.07,Software - Infrastructure
5,Technology,5,FIVN,93.35,Near Breakout,Loose,27.66,4.16,6.41,91.0,97.0,97.0,94.0,NO,0.0,NO,23.15,19.93,23.5,19.75,Software - Infrastructure
