Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,83,89,96,"CENX,CSTM,KALU,AA"
2,Semiconductors,Technology,93,91,94,94,"MXL,MU,INTC,TSEM,MRAM,SIMO,AMD,ASX,MRVL,UMC,SMTC,SITM,SKYT,MTSI,IPWR,ARM,MX,TXN,TSM,SLAB,MCHPP,NVDA,AVGO,QCOM,ADI,NXPI,MPWR,STM,CBRS,ALAB,MCHP,ON,GFS,CRDO,LSCC,RMBS,SWKS,QRVO,ALGM,CRUS,NVTS,VSH,SYNA,DIOD,POWI,PI,LASR,HIMX,WOLF,POET,IMOS,AMBQ,AIP,AOSL,CEVA,INDI,NVEC,ALMU,QUIK,GSIT,WKEY,PXLW"
3,Semiconductor Equipment & Materials,Technology,93,63,83,92,"TRT,UCTT,TER,ASML,LRCX,AMAT,KLAC,Q,ENTG,AMKR,NVMI,ONTO,FORM,AXTI,CAMT,ACMR,KLIC,ACLS,VECO,AEHR,PLAB,ICHR,IPGP,AMBA,COHU,DQ,ATOM,ASYS,INTT"
4,Oil & Gas Drilling,Energy,92,26,61,94,"NE,RIG,VAL,PTEN,HP,SDRL,BORR,NBR,PDS,SOC"
5,Copper,Basic Materials,89,55,13,86,"TGB,SCCO,FCX,HBM,ERO,IE"
6,Trucking,Industrials,85,74,88,91,"TFII,XPO,SAIA,KNX,RXO,ARCB,WERN,CVLG,MRTN,SNDR,ODFL,HTLD,PAMT,ULH"
7,Computer Hardware,Technology,82,91,88,78,"SNDK,DELL,STX,WDC,UMAC,ANET,P,IONQ,HPQ,LOGI,QBTS,RGTI,QUBT,SMCI,BRAI,CRSR,SSYS,VELO,OSS,DPRO,QMCO,ALOT"
8,Other Precious Metals & Mining,Basic Materials,82,29,12,76,"HL,MUX,BVN,SLSR,MTA,SBSW,PPTA,VMET,ASM,ELE,GMTL,VOXR,TFPM"
9,Communication Equipment,Technology,81,66,73,82,"SILC,NOK,TSAT,CSCO,CIEN,LITE,ASTS,HPE,ERIC,AAOI,VIAV,VSAT,ONDS,EXTR,DGII,FEIM,UI,ZBRA,VISN,HLIT,ADTN,GILT,CLFD,NTGR,BKTI,LTRX,MSI,BDC,AUDC,AVNW,INSG,CMTL,WATT,OCC,AIRG,FIEE"
10,REIT - Hotel & Motel,Real Estate,81,88,86,79,"HST,RHP,APLE,PK,DRH,SHO,PEB,XHR,RLJ,INN,CLDT"
11,Electronic Components,Technology,81,77,76,81,"TTMI,GLW,JBL,APH,FLEX,CLS,FN,VICR,SANM,LFUS,PLXS,RAL,BELFB,ROG,TEL,OLED,OSIS,KN,BELFA,BHE,OUST,CTS,ALNT,LPTH,KOPN,DAKT,LYTS,OPTX,MEI,MPTI,RELL,CPSH,LINK,ELTK,MSAI"
12,Steel,Basic Materials,81,79,73,80,"NUE,STLD,MT,TX,PKX,RS,CLF,NWPX,FRD,MTUS,WS,ASTL,MSB"
13,Publishing,Communication Services,80,58,80,82,"NYT,PSO,WLY,WLYB,TDAY,SCHL,LEE"
14,Oil & Gas Equipment & Services,Energy,80,37,59,82,"TS,SLB,TDW,BKR,HAL,FTI,WFRD,NOV,KGS,SEI,AROC,LB,LBRT,WHD,OII,EFXT,FLOC,WTTR,NESR,AESI,NEXT,PUMP,INVX,XPRO,RES,HLX,WBI,NPKI,USAC,VTOL,ACDC,HMH,FTK,CLB,EROK,FET,NGS,OIS,NINE,NOA,RNGR,NCSM,GEOS"
15,Marine Shipping,Industrials,79,49,56,76,"KEX,MATX,HAFN,SBLK,ZIM,DAC,NMM,ECO,CMRE,SFL,GSL,GNK,ASC,HSHP,SB,PANL,ESEA,CMDB,GASS,SHIP,EDRY,EHLD,SMHI,CCEC,SVRN"
16,Real Estate - Diversified,Real Estate,78,14,20,73,"STRS,JOE"
17,Other Industrial Metals & Mining,Basic Materials,77,42,51,83,"MTRN,USAR,UAMY,USAS,TECK,SKE,BHP,RIO,VALE,MP,ALM,NEXA,LAC,CRML,SGML,LAR,ELVR,CMP,NB,BMM,SCZM,ALOY,LZM,NVA,IPX,TMC,USGO,TMCR,EMAT,REA,SBMT,NICM"
18,Uranium,Energy,77,7,14,73,"NXE,ISOU,CCJ,UUUU,UEC,LEU,NUCL"
19,Silver,Basic Materials,76,28,10,92,"AG,EXK,AYA,SVM,HSLV"
20,Oil & Gas Integrated,Energy,75,33,70,74,"TTE,XOM,CVX,SHEL,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,TGS,NFG,DEC"
21,Oil & Gas Midstream,Energy,74,52,64,75,"TORO,TEN,TRGP,TRMD,SOBO,TNK,TRP,TK,ENB,WMB,EPD,SMC,KMI,ET,MPLX,OKE,LNG,VG,CQP,PBA,WES,PAA,VNOM,DTM,AM,HESM,FRO,PAGP,GLNG,CMBT,INSW,EE,STNG,KNTK,SUNC,BWLP,DHT,NGL,LPG,NVGS,PBT,NAT,KNOP,IMPPP,GEL,FLNG,GLP,SBR,IMPP"
22,Solar,Technology,74,91,56,63,"ASTI,TOYO,FSLR,NXT,ENPH,SEDG,RUN,SHLS,ARRY,CSIQ,JKS,FTCI"
23,Banks - Diversified,Financial Services,74,66,58,72,"HSBC,RY,C,TD,UBS,SMFG,MUFG,BAC,SAN,BBVA,BMO,CM,BNS,BNY,ING,BCS,NTB,JPM,WFC"
24,Oil & Gas Refining & Marketing,Energy,73,52,73,65,"VLO,UGP,MPC,PSX,SUN,DINO,IEP,PBF,CVI,PARR,DKL,DK,APC,WKC,CAPL,SGU"
25,Electrical Equipment & Parts,Industrials,73,64,68,66,"BE,TE,VRT,NVT,FPS,TGEN,ULBI,HUBB,AEIS,POWL,AYI,ENS,HAYW,EOSE,ATKR,AMPX,PLPC,BLDP,ENVX,ENR,FCEL,ADSE,KE,ELVA,LTBR,EAF,RFIL,ESP,PPSI,OESX"
26,Financial Conglomerates,Financial Services,71,61,80,71,"RILYL,RILYP,IX,FRHC,VOYA,HTH,RILY,TREE"
27,Chemicals,Basic Materials,71,29,70,82,"TROX,DOW,CE,MEOH,OLN,HUN,REX,GPRE,LXU,ASPI,WLKP,RYAM,ASIX,VHI,ACNT"
28,Utilities - Renewable,Utilities,70,61,68,62,"BEP,MWH,AXIA,ENLT,FRVO,CWEN,ORA,BEPC,FLNC,RNW,XIFR,NRGV,ELLO,STEM,WAVE"
29,Gold,Basic Materials,70,17,8,68,"NEM,B,WPM,AU,USAU,AEM,FNV,GFI,KGC,PAAS,RGLD,CDE,AGI,HMY,EQX,IAG,EGO,OR,OGC,AUGO,SSRM,ORLA,NG,ARIS,AAUC,CGAU,SA,HYMC,FSM,DRD,CNL,DC,MAKO,CTGO,IDR,CMCL"
30,Coking Coal,Basic Materials,70,85,58,62,"HCC,AMR,METC,METCB,SXC"
31,Integrated Freight & Logistics,Industrials,69,47,60,70,"JBHT,FDX,EXPD,CHRW,ZTO,LSTR,PBI,RLGT,UPS,GXO,HUBG,CYRX,FWRD,PAL,PSIG,NCEW"
32,Healthcare Plans,Healthcare,68,73,78,66,"UNH,CVS,ELV,CI,HUM,CNC,MOH,OSCR,ALHC,PGNY"
33,Engineering & Construction,Industrials,68,53,53,66,"FIX,MYRG,MTZ,PWR,TPC,FER,EME,STRL,APG,DY,LGN,IESC,AGX,PRIM,ACA,GVA,AMRC,BBCP,MTRX,BLD,ECG,FLR,J,TTEK,STN,ROAD,EXPO,CDLR,WLDN,CDNL,BWMN,ORN,PHOE,ESOA,VATE,KBR,ACM"
34,Electronics & Computer Distribution,Technology,67,80,79,73,"SNX,ARW,AVT,NSIT,CNXN,SCSC,CLMB"
35,Lodging,Consumer Cyclical,66,53,63,67,"MAR,HLT,IHG,H,HTHT,WH,CHH,ATAT,CVEO,INTG"
36,Textile Manufacturing,Consumer Cyclical,66,90,82,88,AIN
37,REIT - Healthcare Facilities,Real Estate,65,64,54,58,"NHPBP,NHPAP,SILA,WELL,VTR,OHI,DOC,CTRE,AHR,HR,SBRA,DHC,UHT,NHI,MPT,LTC,NHP,XRN,CHCT,STRW"
38,Railroads,Industrials,64,54,52,74,"CSX,UNP,CP,NSC,CNI,WAB,FSTR,TRN,GBX,RAIL"
39,Scientific & Technical Instruments,Technology,64,55,58,71,"COHR,KEYS,ITRN,NOVTU,TDY,GRMN,MKSI,FTV,CGNX,ESE,ST,NOVT,VPG,MLAB,SOTK,MIND,LGL,ACFN,ELSE,ASTC,ITRI,TRMB,VNT,BMI"
40,Biotechnology,Healthcare,63,43,49,53,"ABVX,PRAX,TNGX,SLS,SLGL,RVMD,ARWR,CELC,SYRE,COGT,DNTH,MANE,ERAS,ORKA,RLAY,ALMS,KOD,NBTX,CAPR,ANAB,DMRA,INBX,RLMD,ANRO,ANL,CLYM,STRO,STTK,QTTB,RLYB,EDSA,PLRZ,URGN,IBRX,FBIOP,JBIO,TVTX,KALV,TYRA,ROIV,AXSM,CNTA,DFTX,ELVN,NKTR,RAPP,PVLA,ABCL,GLUE,SEPN,MPLT,FTRE,CRVS,DRTS,VOR,AVTX,ABSI,OMER,IMMX,KYTX,GLSI,ARTV,SRZN,ARMP,NERV,KZIA,ICCC,NRXS,LONA,LIXT,SION,CYTK,KRYS,IMVT,CGON,EWTX,TRVI,TSHA,JAZZ,KYMR,SNSE,PTGX,RCUS,MRNA,SLDB,APGE,LGND,BEAM,IMNM,STOK,IMTX,VIR,GHRS,MBX,BCAX,CGEM,ANNX,DRUG,DSGN,CADL,XOMA,CTNM,DTIL,IMUX,SPRB,PTHS,CUE,TENX,RPRX,IONS,TECX,MDGL,SRRK,MIRM,BLTE,XENE,NAMS,CPRX,MLYS,PHVS,ZYME,NVAX,NRIX,OCS,AVBP,OLMA,DBVT,MGTX,KURA,LBRX,AURA,CBIO,FDMT,SGMT,FBRX,MNPR,NGNE,ENTA,PBYI,IMRX,NVCT,KPTI,VTVT,ATRA,QNTM,APLM,TGTX,BBIO,CORT,UNCY,SLN,SNDX,TTRX,ASND,EXEL,NUVL,PCVX,PTCT,LEGN,DNLI,DYN,GPCR,CLDX,VERA,AUPH,NTLA,QURE,MAZE,EYPT,SVRA,XNCR,PHAT,ZVRA,ASMB,PRTA,EPRX,LYEL,VNDA,FENC,ELTX,KRRO,KLRS,VRCA,PTN,IVA,IRON,TLX,XOMAO,VRTX,ARGX,GMAB,HALO,RYTM,CRSP,CRNX,VKTX,ARQT,IDYA,MESO,MSLE,XOMAP,ONC,INCY,TARS,HRMY,AGIO,GENB,INVA,ARDX,AKTS,EVMN,TBPH,ODTX,DNA,LXEO,BNTC,DMAC,ABEO,INKT,NEUP,BOLT,CNSP,SMMT,REGN,BNTX,BMRN,TECH,TRAX,ALNY,INSM,ACAD,KLRA,RARE,OCUL,LKFT,VCEL,BHVN,IMCR,MLTX,COAG,AVLN,ZBIO,SPTX,PHAR,ORIC,SPRY,CRMD,ARVN,RIGL,FULC,RNA,CRBP,ACOG,EXOZ,CSBR,ACET,XLO,KYNB,AKTX,ADXN,UPB,TRDA,JANX,CAI,ZLAB,AAPG,VRDN,SRPT,WVE,BBOT,SGP,VALN,AGMB,EIKN,IMA,TIL,TNXP,ADMA,GYRE,RGNX,LENZ,KROS,ARCT,RNAC,MDWD,PMN,MCRB,PSTV,ATOS,ALGS,NXTC,PASG,ERNA,QNRX,MLEC,RNAZ,DCOY,TVGN"
41,Specialty Chemicals,Basic Materials,62,39,55,70,"SOLS,MTX,LIN,SHW,ECL,APD,PPG,SQM,LYB,ALB,IFF,DD,RPM,WLK,ESI,EMN,SSL,NEU,AXTA,BCPC,PRM,SXT,CBT,CC,FUL,AVNT,HWKN,CLMT,WDFC,ASH,KWR,NGVT,IOSP,LWLG,ECVT,SCL,ODC,KRO,KOP,MATV,OEC,ALTO,HDSN,CMT,FSI,NTIC"
42,Oil & Gas E&P,Energy,61,23,58,65,"SM,MUR,WDS,COP,CNQ,EOG,OXY,FANG,DVN,PR,OVV,APA,VIST,CHRD,CRC,MTDR,TPL,AR,RRC,MGY,CRGY,MXC,EQT,TXO,EXE,CNX,CRK,GPOR,BKV,BSM,TALO,NOG,MNR,VET,KRP,DMLP,TBN,HPK,REPX,OBE,GFR,VTS,GRNT,GPRK,EGY,SD,PNRG,FTW,GTE,INR,KGEI,PED,EPSN,NRT,CRT,CKX"
43,Entertainment,Communication Services,60,59,69,54,"WBD,MSGS,MSGE,MANU,SIRI,TKO,NFLX,DIS,LYV,FOXA,FOX,FWONK,FWONA,ROKU,WMG,NWS,NWSA,PSKY,LLYVK,LLYVA,VSNT,SPHR,BATRA,BATRK,CNK,IMAX,AENT,RSVR,MCS,PLAY,AMCX,STRZ,RDIB,SLMT"
44,Rental & Leasing Services,Industrials,60,51,55,73,"URI,SUNB,AER,R,GATX,CAR,WSC,HRI,MGRC,CTOS,HTZ,VSTS,PRG,WLFC,ALTG,UHAL,EQPT"
45,REIT - Industrial,Real Estate,59,63,62,63,"PLD,TRNO,PSA,EXR,EGP,LINE,CUBE,FR,REXR,STAG,NSA,COLD,LXP,IIPR,ILPT,MDV,SMA"
46,Airlines,Industrials,59,88,35,68,"ULCC,DAL,UAL,LTM,JBLU,RYAAY,LUV,AAL,CPA,ALK,AERO,ALGT,RJET,VLRS,SKYW"
47,Metal Fabrication,Industrials,59,59,51,64,"ATI,CRS,MLI,CMC,TG,ESAB,GPGI,WOR,PRLB,RYZ,MEC,IIIN,AP"
48,Conglomerates,Industrials,58,46,53,60,"TTI,TRC,HON,VMI,SEB,PAM,AIRTP,STRRP,MMM,BBUC,OTTR,DLX,AIAI,CODI,MATW,CRESY,FBYD,BOC,RCMT,BOOM,AIRT,STRR"
49,REIT - Retail,Real Estate,58,51,52,62,"WHLRP,KRG,UE,SPG,FRT,IVT,KIM,BRX,MAC,PECO,WHLRD,SKT,O,REG,AKR,GTY,NTST,ALX,REGCO,REGCP,ADC,NNN,EPRT,CURB,FCPT,CBL,BFS,WSR,PINE,SITC"
50,Apparel Manufacturing,Consumer Cyclical,57,57,58,67,"JL,JXG,RL,GIL,LEVI,VFC,PVH,KTB,ZGN,COLM,FIGS,GIII,OXM,SGC,UA,UAA,GOOS,NCI,LAKE"
51,Banks - Regional,Financial Services,57,44,49,60,"MSBI,MFG,TRST,BAP,CIB,VLY,MBIN,CLBK,DCOM,OBK,AMAL,NBN,FSBC,EGBN,PGC,ALRS,FISI,RRBI,CARE,VBNK,PDLB,BWFG,PKBK,FRST,CHMG,FNRN,FRAF,ATLO,OVBC,PEBK,CMTV,CZWI,BCBP,FGBI,BOTJ,BYFC,FSEA,HFBL,TMP,MYFW,TFIN,SHG,CFG,CBC,WSFS,TSBK,SMBC,EWBC,WBS,BPOP,CUBI,THFF,IFS,CATY,BLX,CNOB,UVSP,CFFN,CCNE,HAFC,SHBI,AROW,NFBK,SFST,NEWT,ISTR,CAC,KRNY,BSRR,OBT,RBB,WSBF,AVBH,FVCB,CBNA,FCAP,EBMT,RBKB,SRBK,AFBI,WSBK,OPHC,MBBC,FGBIP,UMBF,KEY,ZION,BOKF,ABCB,FFBC,STEL,KB,PFS,WAFD,SRCE,MCB,TFSL,FBP,BUSE,LC,HOPE,QCRH,BY,CTBI,OSBC,MCBS,CPF,AMTB,HTB,GSBC,PFIS,ACNB,HBCP,CBK,PLBC,PBFS,PCB,AVBC,COSO,OVLY,FXNC,FBLA,LSBK,SSBI,FUSB,NSTS,SMBK,FITB,UNTY,PNC,LYG,BANC,TRMK,BSAC,WTFC,FLG,EBC,TCBI,FULT,BBAR,FIBK,BKU,FBNC,NWBI,FCF,LOB,TCBK,STBA,RBCAA,WABC,PEBO,FMBH,HBT,HBNC,FCBC,CCBG,CWBC,BHB,FFIC,CIVB,BWB,GCBC,CBAN,NWFL,WNEB,HWBK,FUNC,EFSI,BVFL,HYNE,PROV,CPBI,CLST,UBSI,USB,JMSB,UBCP,RF,BCH,MRBK,ISBA,NWG,FCNCA,WF,COLB,FNB,HWC,BMA,ASB,AX,INDB,FHB,SFNC,BOH,OFG,NBHC,MVBF,FHN,AUB,RNST,BFC,HFWA,SBSI,EQBK,ESQ,BFST,MPB,ORRF,BCAL,FBIZ,WTBA,FMAO,FNLC,CZFS,FCCO,BPRN,VABK,NKSH,INBK,CFBK,CBFV,MNSB,FDSB,MTB,ONB,GBCI,IBOC,CBU,TFC,UCB,MBINL,ITUB,MSBIP,CVBF,BBT,NBTB,EFSC,GABC,MBINN,EFSCP,CNOBP,CFR,WSBC,MCHB,BANR,PFBC,MBWM,FMNB,WASH,NPB,COFS,BMRC,BSVN,BCML,NECB,FDBC,LCNB,OPBK,HNVR,ECBK,RMBI,SBFG,RVSB,AUBN,FNWB,TCBS,MNSBP,PRK,SYBT,MBINM,UMBFO,PNFP,NBBK,IBCP,USCB,MBNKO,NEWTP,WSBCO,OZK,NIC,SBCF,FRME,CHCO,CASH,BHRB,OCFC,SPFI,CZNC,FSBW,CCNEP,FITBM,VLYPN,MGYR,BUSEP,FBK,TCBX,HIFS,NRIM,CBNK,CFFI,LARK,BSBK,WTFCN,VLYPO,FITBI,LKFN,TCBIO,SSB,HBANL,ONBPO,VLYPP,BWBBP,OZKAP,DB,WAFDP,ONBPP,TOWN,FULTP,FITBP,HBANM,HBANZ,HBANP,FCNCP,FCNCO,BSBR,HOMB,UNB,FITBO,ZIONP,HDB,IBN,NU,HBAN,WAL,GGAL,CBSH,PB,FFIN,SFBS,BANF,INTR,TBBK,FSUN,AGBK,CCB,SUPV,GBFH,FRBA,FINW,FNWD,SFBC,PBHC,BAFN"
52,Pollution & Treatment Controls,Industrials,56,53,50,55,"VLTO,ZWS,FSS,CECO,PCT,ADUR,ERII"
53,Aerospace & Defense,Industrials,56,56,41,60,"RKLB,MRCY,HWM,ESLT,ISSC,GE,CW,FTAI,WWD,BWXT,PL,DRS,FLY,HXL,LUNR,MDA,RDW,YSS,AIR,ATRO,VOYG,VVX,DCO,RCAT,AVEX,SATL,NPK,PKE,SWBI,RGR,SIDU,MNTS,CODA,SIF,MOB,DUKR,TXT,RTX,BA,LMT,GD,LHX,HII,OPXS,POWWP,FTAIM,FTAIN,NOC,TDG,HEI,ARXS,KTOS,EMBJ,SARO,VSECU,MRLN,AXON,AVAV,KRMN,CAE,LOAR,ACHR,VSEC,BETA,HAWK,CDRE,EH,TATT,ELMT,FJET,AIRO,BYRN,VWAV"
