Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,93,5,96,94,SI
2,Healthcare,75,62,78,66,"MRNA,ERAS,ANRO,TWST,AGL,ORKA,ETON,NVCT,PLSE,TXG,DMRA,APLM,SYRE,FTH,AMLX,RVMD,VOGX,PRAX,QURE,DFTX,XNCR,MBX,RLAY,CRNX,OMER,SPRB,TRAX,DNTH,APGE,LBRX,TVTX,RLYB,MNPR,REPL,ANAB,NBTX,ARCT,CORT,TNGX,KNSA,MANE,KOD,NEO,KYMR,NRIX,RAPP,ANIK,DSGN,ARWR,TGTX,CUE,GH,GKOS,NGNE,NUTX,VREX,MCTA,SEPN,ROIV,DCTH,OSCR,EWTX,JBIO,CRL,VOR,KRYS,NTRA,ADPT,HAE,GHRS,HALO,SCTX,AMN,ZBIO,RCUS,MMED,ODTX,AMRX,NHC,TRVI,FTRE,ANGO,ITGR,STRO,MRK,GRAL,GPCR,ALKS,BLFS,THC,CTEV,RPRX,ALMR,NKTR,FRNM,CTNM,ZYME,RIGL,VEEV,JAZZ,BLTE,CSTL,SRRK,SDGR,AMGN,XENE,TEVA,TECH,ACHC,RGEN,OMDA,RVTY,EXEL,MD,ARGX,ZLAB,PNTG,JNJ,YARW,SPTX,BMY,VRTX,AKTS,KIDS,REGN,GENB,ACAD,TECX,NVCR,MMSI,DGX,BRKR,GMAB,MOH,NRC,DNLI,CYTK,MEDP,SIBN,BRKRP,SGP,ONC,GRDN,ABBV,KMTS,BLSM,CVS,SRPT,TNDM,TAK,TMO,RDNT,SRZN,SHC,GILD,MIRM,VCEL,MCK,BMRN,NVST,NVS,AGIO,TFX,ESTA,TARS,A,TYRA,BLCO,MDGL,ADUS,ARQT,RYTM,VRDN,COR,VERA,STOK,JANX,APMD,VCYT,MTD,ZBH,STVN,MESO,TEM,DRUG,VKTX,MDT,EW,NBIX,GSK,MAZE,DHR,AMPH,CRSP,BNTX,TCMD,RMD,ABT,TBPH,FLGT,GMED,ABVX,RARE,FMS,NVO,GEHC,STE,OBX,ALC,ENSG,ALGN,MLYS,BLLN,QNCX,SUPN,OPCH,SYK,STAA,AORT,ANIP,KARD,MDLN,OMCL,BRVE,DOCS,TMDX,ENOV,NAMS,MLTX,ZTS,BSX,ALNY,PODD,KLRA,AAPG"
3,Energy,73,70,66,56,"NESR,DK,VLO,MPC,DINO,NGL,OII,FRO,NBR,CVE,EQNR,APA,TBN,FTI,TDW,FTK,TEN,VG,TRGP,PR,TALO,TNK,CVI,OVV,SUNC,LB,NCSM,VIST,SU,DHT,YPF,TRMD,KNTK,PAA,SUN,REPX,SDRL,NOV,KGS,VAL,XOM,NE,PNRG,CVX,STNG,XPRO,CQP,TTE,OKE,OXY,EOG,HAL,ET,SHEL,TXO,TS,MUR,MTDR,GLNG,EROK,DMLP,DKL,NVGS,BP,BKR,AM,EPD,RNGR,AR,FLNG,NOG,RRC,FLOC,MPLX,KMI,GLP,AROC,VNOM,ARLP,MGY,TRP,TPL,NRP,NGS,GEL,DTM,DEC,SEI,NFG,SBR,LBRT,EXE,EQT,GPOR,ENB,APC,CRC,TGS,CRK,BKV,NC"
4,Basic Materials,59,62,42,35,"FRD,ALM,MTRN,ERO,MT,SSRM,NWPX,ODC,SCCO,KALU,TX,STDN,TECK,NUE,AMR,KOP,ARIS,JHX,MEOH,SIND,SXT,SKE,VHI,NEM,STLD,SCL,RMIX,AG,CSTM,SQM,NEU,RS,NTR,RIO,RGLD,CTVA,FNV,KWR,LYB,GFI,NGVT,APD,SA,AEM,REX,ACNT,VALE,KGC,AAUC,DRD,OGC,ESI,DOW,MUX,MTUS,PAAS,DD,TFPM,MTX,SIM,SHW,ALB,EMN,PPG,AA,OR,SSMR,MOS,SSD,PPTA,RPM,AGI,VMC,FUL,EXP,MSB,CTGO,MLM,CRH,MP,AMRZ,KNF,TGLS,OLN"
5,Technology,59,50,44,66,"MGRT,MU,QMCO,SAIH,MXL,STX,DELL,AAOI,MEI,MRVL,RNG,AEHR,SIMO,AMD,SILC,DOCN,OKTA,FTNT,TSEM,NAVN,CRWD,TEAM,TWLO,OOMA,ZETA,FROG,FORM,AMAT,FIVN,QLYS,TER,FSLY,VIAV,ACMR,ALAB,NSIT,ONTO,DAVE,RELY,VICR,SHAZ,DGII,RDVT,VSAT,MLAB,NTAP,SITM,AMBQ,MITK,STM,MRAM,GCT,FLEX,ESTC,ALNT,ARW,TSAT,APPN,ZBRA,TENB,VSH,KARO,DDOG,RELL,ANET,TTMI,KEYS,SCSC,MKSI,NET,CRDO,ARM,PLTS,MANH,BRZE,NTNX,GLW,GTLB,KLIC,ADEA,NVEC,DIOD,FLYW,PLXS,S,KLAC,TSM,CSCO,VRNS,BOX,MDB,DJCO,KN,KSPI,ENTG,SAIC,VIA,DBX,APH,CPAY,VPG,DT,RBRK,RAMP,DCBO,CRM,NTCT,MTSI,GRND,AIP,RAL,GRMN,SPSC,OSPN,P,VECO,MPTI,AAPL,AGYS,ROG,PLTR,ADP,MSI,TXN,TTAN,OUST,ACIW,JBL,GEN,NVDA,ALRM,NCNO,APPF,GWRE,BRUN,MSFT,SANM,CTS,ADI,DOCU,NATL,BLKB,EXLS,JKHY,ACLS,XYZ,MPWR,VRSN,QTWO,AMKR,TOST,ESE,ITRN,CVLT,PLUS,LYFT,ROP,SSNC,SYNA,SAIL,ZM,ST,SHOP,QRVO,NOVT,RDWR,TDY,NOVTU,ON,NOW,EVTC,FTV,DFIN,ACFN,AKAM,STRF,BSP,DSGX,ITRI,STRC,ALGM,CTSH,MCHP,SAP,IT,ADBE,TEL,ALKT,STRD,TDC,SWKS,ADIG,ZS,TYL,NICE,G,FORTY,BKTI,AMBA,MCHPP,GDDY,YOU,POWI,DAKT,KVYO,MBGL,BR,GIB,NYAX,ADSK,VNT,ARQQ,STRK,OCTV,MNDY,DBD,GFS,NXPI,BMI,NVMI,BSY,LYTS,CSQR,DOX,CRWV,MQ,AEVA,NN,APLD,OSIS,GDS,TRMB,BLSH,ACN,OTEX,EPAM,LASR,SWMR,CORZ,NTGR,ENPH,AOSL,BL,NXT,FSLR,FN,RMBS,QNT,CRUS,FIS,GLOB,MSTR,OLED,FOUR,SEDG,ORCL"
6,Financial Services,58,41,65,59,"RFAIU,RFAI,TOP,MAAS,RACC,PMTS,MRX,PRCH,AAMI,ENVA,VCTR,MSBI,TWN,VIRT,OPY,GCBC,SAFT,STT,BOTJ,SHG,KF,AII,DGICB,AMAL,VOYA,GSHD,AMTB,NP,KB,MUFG,MBIN,ALRS,VBNK,BNY,SBFG,SEZL,CZFS,KINS,AMG,TWFG,TD,ARX,JXN,SEIC,ACNB,FMAO,RCBC,RBCAA,OSBC,BNS,IVZ,OBK,RRBI,BPOP,TRV,GOLD,FISI,SRCE,FVCB,TRST,RGA,NTRS,FSEA,THG,FNWD,STK,BSTZ,BOW,TMP,ALL,CTBI,AGM,DBRG,CPBI,FNLC,OBT,FRST,IX,RY,OFG,THFF,RNR,BPRN,TSBK,SHBI,CZNC,SII,ACT,MBBC,NKSH,MFC,FMBH,MET,DCOM,ITIC,NIC,BMO,FSBC,AIZ,SPNT,GSBC,GL,FRHC,BSAC,MS,JPM,MYFW,RBB,NMIH,FNRN,SCHW,NWFL,MBWM,TFSL,FUSB,STBA,DB,FXNC,BSVN,NTB,NWBI,MVBF,GABC,SRBK,AMP,MCBS,BST,NWG,PRAA,QNBC,MPB,MTG,LARK,FRAF,SFST,TRIN,FULT,BSRR,ORRF,COSO,CPF,LCNB,MGYR,ZION,NBTB,PNC,CZWI,BME,NBN,KYN,ESNT,EMO,BMEZ,CRBG,V,AROW,RJF,TCBX,GS,EQH,FITB,EWBC,NECB,MTB,MNSB,AJG,VABK,CWBC,NFJ,ASA,FUNC,SYBT,GAIN,HAFC,ASB,JMSB,RMBI,EQBK,EVT,BOKF,FRBA,TFIN,MCY,NBBK,RGT,JCAP,FSUN,FMNB,NODK,MRBK,MA,SIGI,CSWC,ONB,OVLY,CVBF,SSB,SFNC,ADX,TCBK,SPFI,SFBC,RLI,MKTW,VALU,RF,TRMK,GLRE,GAM,BLX,CUBI,MCB,TBBK,TPG,DGICA,SBCF,AFG,MCHB,BLK,OVBC,LCLN,THQ,ETG,ESQ,ACGL,JCE,TROW,NDAQ,CSQ,ETO,TOWN,GGZ,SF,OMF,CRVL,ABCB,SATA,GDV,KEY,SFBS,SYF,TRU,TCBS,FNB,SPXX,APO,QQQX,NRIM,MRSH,TBLD,MKTX,AFL,TFC,MBINL,RVT,BOH,AFRM,MNSBP,ETV,NXG,BMRC,NCZ,MXF,FRME,L,ORI,STEW,KNSL,AIO,GBLI,RDN,MCO,RNST,FSBW,BRO,NEWTP,TY,APAM,MSBIP,MAIN,PNFP,VRTS,NCV,NBHC,TCBI,XP,RYAN,BMN,ALLY,MORN,BKU,ETB,SRV,OCCIN,OXLCO,ARES,RMI,KKR,MBINM,OXLCN,SCD,BMNR,XZO,MBNKO,OCCIM,EOT,OZK,OCFC,SPGI,BMA,MC,ARCC,SPMA,NIE,SBSI,NBXG,VLYPO,ERIE,VLYPP,SPME,MCI,RLTY,STC,ONBPO,GLU,FRBT,VLYPN,ONBPP,TRUP,GBCI,MBINN,AIG,MIAX,EOI,VEL,TIPT,ACV,FRMEP,TYG,ASGI,DFP,RIOT,TW,RVI,GUG,OZKAP,NTRSO,GLAD,NNI,AON,SDHY,FLC,NPFD,JEF,RVII,NBB,ETX,STEP,TCBIO,FPF,MSDL,RNP,NPB,AB,MSCI,GGAL,TSLX,EOS,FULTP,XFLT,MKL,AGO,ACGLO,ACGLN,JLS,MPV,SIGIP,FNF,CRCL,FUTU,GLXY,BN,BNT,ZIONP,EVR,ONIT,ROOT,RM,KMPR,BOT,LAZ,ETOR,FOA,SAR,AMSF,GSIW,GBFH,TREE,AIFU,VCX"
7,Communication Services,49,50,46,51,"MF,NBIS,STRZ,RDIB,MCS,SPHR,ZD,GSAT,ROKU,QNST,MGNI,TIGO,MSGE,MSGS,ADV,EVER,MTCH,JOYY,VOD,NWSA,GRVY,MANU,NWS,OPRA,SCHL,SIRI,LYV,OMC,GOOGL,VEON,GOOG,FOXA,FWONA,GRPN,FOX,FWONK,KT,DIS,T,SPOT,PPLI,VSNT,AMX,NYT,NTES,TTWO,RCI,GLIBA,META,NXST,TKO,GLIBK,TMUS,YELP,CRTO,NFLX,TDS,TIMB,RDDT,NIPG,GIBO,AD,ZG,Z,RBLX,APP"
8,Consumer Defensive,47,51,61,40,"DAO,SENEA,TGT,ACU,SENEB,TBBB,DAR,EPC,MAMA,MICC,SJM,FRPT,ADM,CVSA,LAUR,DLTR,KO,ANDE,FMX,KOF,DG,YSWY,APEI,PM,KDP,LW,VLGEA,LWAY,MO,ALCO,SYY,TR,KHC,STRA,KVUE,MDLZ,DEO,GIS,JBSS,JJSF,KMB,COST,RYM,OFRM,BTI,MKC,CPB,SFM,NGVC,DMC,TSN,SAM,STZ,TAP,KR,PPC,DIT,SFD,FIZZ,POST,TPB,MGPI,MZTI,OLLI,MNST"
9,Industrials,46,34,45,38,"NCEW,OESX,SIF,MAN,RCMT,TH,CXW,KELYB,MTW,GEO,TISI,KFRC,MATX,KELYA,NSP,XMTR,AIRT,RHI,SHIP,NMM,DCO,CYRX,TWIN,ARCB,NVRI,MG,DAC,TNET,FIX,SBLK,CRS,ACA,EML,GRC,EXPD,AIR,ZIM,ARMK,DE,ARXS,NPK,TPC,GENC,JBHT,FLR,GSL,ASC,KFY,CSX,ESP,GNK,SWK,GIC,NDSN,DSGR,VRT,MSM,TKR,CVLG,ESEA,LXFR,GWW,NVT,DNOW,GEV,GFF,GHM,RTX,GPN,KNX,TTC,KEX,R,ENS,RHLD,AIT,FSTR,POWL,SXI,AEIS,NSC,TFII,NPO,JCI,TTEK,RXO,J,TRNS,MSA,DAL,ESLT,CSW,AME,ABM,VSEC,GD,TAYD,FLS,CP,OC,CXT,OSK,MMM,CTAS,BRC,OTTR,MLI,TEX,AER,AGCO,GE,CR,RGR,EMR,KRNT,XPO,DCI,NX,ETN,ITW,VSECU,ITT,VLTO,VMI,ENR,RSG,ODFL,CRAI,GATX,VOYG,MYRG,ROK,GFL,MAS,TREX,CWST,ALLE,FTAIM,TITN,STRL,FWRD,GHC,MGRC,FSS,TT,DLX,RYZ,BLBD,KMT,EPAC,ZTO,DLB,ZWS,AGX,APG,RBC,POWWP,GTES,AIRTP,CPA,MIDD,MRCY,APOG,GVA,LUV,CSL,ROCK,RELX,DOV,ALG,TRI,GGG,RKLB,KAI,OMAB,CW,VRSK,MEC,KBR,FOIL,TRN,NSSC,MWA,AOS,TNC,TXT,TRC,NOC,MTZ,SAIA,PPIH,FTAI,SPXC,KE,SUNB,ALGT,DPC,TDG,DRS,OTIS,SARO,BKSY,RJET,GBX,RRX,GXO,CPRT,GNRC,SEB,TATT,RTO,XYL,RYAAY,ROAD,ALK,JBTM,REZI,POOL,OFLX,MDA,STN,MATW,RBA,MMS,FPS,SITE,ONT,AMTM,MIR,ACM,MAIR,AMRC,FLY,ESAB,AAON,SYM,KTOS,AMSC,PNR,KRMN,BLDR,EQPT,XE,NNE,MFP"
10,Real Estate,45,32,54,42,"REAX,NHPBP,JAN,NHPAP,LXP,NHP,FVR,RHP,MAC,AHR,XHR,APLE,JLL,OUT,NREF,ALX,EQIX,DOC,CURB,CTO,SEG,ADAMN,RMR,VNO,BNL,CUZ,SPG,LAMR,FRT,SBRA,MMI,FR,ADAML,EPR,JOE,DEA,KIM,TRNO,IVT,NTST,AAT,GTY,LANDO,NNN,DLR,XRN,CTRE,KRG,OLP,ESS,LANDP,GOODN,AMH,MAYS,BPYPP,OHI,NLY,O,ADAMM,VMRK,REG,AGNCP,BRX,KRC,MRP,AGNCN,AGNCM,AGNCL,SAFE,AGNCO,FOR,AGNCZ,CUBE,STAG,BPYPO,REGCP,CPT,REXR,NMRK,AKR,ADC,ARL,MLP,MAA,REGCO,SUI,EPRT,ADAMZ,ARR,RYN,ARE,SBAC,NHI,AMT,FRPH,FSV,OZ,TCI,GLPI,STWD,VICI,NEN,CSR,NXRT,CSGP,OPI"
