Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
6,INTW,220.97,693673.0,ETF,ETF,99.0,99.0,99.0,99.0,742460.0,838510.0,243.26,13.74,,No,,89.62,54.3,112.7,73.11
20,LINT,139.46,197311.0,ETF,ETF,99.0,99.0,99.0,,127840.0,206820.0,153.47,23.87,,No,,56.63,,71.23,
26,SLGL,77.7,10447.0,Healthcare,Biotechnology,99.0,13.0,90.0,98.0,40630.0,27640.0,97.97,4.11,252157552.0,No,,79.08,48.19,77.41,59.88
38,LNOK,74.25,196862.0,ETF,ETF,99.0,99.0,99.0,,30203.0,72850.0,82.55,17.74,,No,,38.61,,43.85,
45,VIAV,52.49,6743740.0,Technology,Communication Equipment,99.0,96.0,99.0,99.0,6184213.0,7513250.0,60.43,8.75,12145627136.0,No,,37.15,21.13,40.23,26.52
54,INTC,95.78,118485863.0,Technology,Semiconductors,99.0,99.0,99.0,98.0,104736005.0,159475670.0,100.45,18.97,481390264320.0,No,,56.64,40.52,63.54,48.74
96,RVMD,147.9,2397922.0,Healthcare,Biotechnology,98.0,97.0,97.0,98.0,2874163.0,3591700.0,155.7,34.0,31442438144.0,No,,112.53,76.88,114.84,94.72
106,TER,337.44,3095537.0,Technology,Semiconductor Equipment & Materials,98.0,74.0,94.0,97.0,3463305.0,4399260.0,422.11,73.11,52829413376.0,No,,330.05,210.64,330.48,254.44
110,PARR,67.36,1031040.0,Energy,Oil & Gas Refining & Marketing,98.0,51.0,98.0,95.0,1415431.0,1278700.0,68.0,14.01,3332350720.0,No,,57.41,42.12,61.16,47.11
121,GSAT,81.46,934048.0,Communication Services,Telecom Services,98.0,56.0,94.0,95.0,1270506.0,1483230.0,82.85,17.24,10475576320.0,No,,68.78,52.87,71.39,63.52
125,GEVX,76.75,92761.0,ETF,ETF,98.0,96.0,98.0,99.0,85750.0,104020.0,92.55,21.63,,No,,59.24,38.7,61.56,42.75
126,RHLD,137.02,103722.0,Industrials,Specialty Business Services,98.0,4.0,3.0,97.0,205973.0,145900.0,236.19,25.55,1131434752.0,No,,154.63,134.93,146.18,165.12
135,FET,59.53,226083.0,Energy,Oil & Gas Equipment & Services,98.0,34.0,93.0,97.0,228575.0,160430.0,65.43,13.55,674394944.0,No,,59.06,38.5,58.5,45.15
163,GLW,159.96,8490095.0,Technology,Electronic Components,97.0,72.0,96.0,96.0,12316646.0,10420630.0,179.08,44.33,137414615040.0,No,,149.32,100.79,149.15,114.92
202,GEVG,32.72,70186.0,ETF,ETF,97.0,96.0,98.0,,42606.0,94660.0,39.74,12.07,,No,,25.46,,26.42,
212,TSAT,48.62,115058.0,Technology,Communication Equipment,97.0,91.0,98.0,95.0,176195.0,222520.0,55.69,14.77,2498024704.0,No,,40.41,30.52,41.93,33.43
265,IESC,626.42,212041.0,Industrials,Engineering & Construction,96.0,94.0,97.0,95.0,214860.0,237750.0,675.0,232.96,12483297280.0,No,,508.15,424.03,521.89,459.25
287,EZPW,32.61,411450.0,Financial Services,Credit Services,96.0,91.0,97.0,97.0,918950.0,662200.0,33.14,12.85,2011946496.0,No,,27.81,20.98,28.51,23.34
306,NVT,162.69,3893603.0,Industrials,Electrical Equipment & Parts,95.0,96.0,95.0,94.0,2426828.0,2390090.0,167.37,59.29,26306697216.0,No,,124.74,106.7,129.62,115.37
309,ELVN,41.61,525182.0,Healthcare,Biotechnology,95.0,68.0,96.0,96.0,1120953.0,626450.0,48.53,14.79,2533841408.0,No,,36.6,24.98,38.49,27.92
330,INDV,38.98,4403545.0,Healthcare,Drug Manufacturers - Specialty & Generic,95.0,94.0,83.0,89.0,2511396.0,2193160.0,40.02,10.63,4716579840.0,No,,32.08,29.41,32.52,32.74
340,DAR,64.38,2044754.0,Consumer Defensive,Packaged Foods,95.0,19.0,95.0,98.0,3100978.0,2799230.0,64.9,29.15,10218986496.0,No,,58.23,41.37,59.43,46.06
341,IDR,42.71,129080.0,Basic Materials,Gold,95.0,91.0,84.0,83.0,283770.0,195900.0,54.7,12.2,675087104.0,No,,37.35,35.29,37.2,38.89
344,FLEX,91.84,2470403.0,Technology,Electronic Components,95.0,95.0,96.0,92.0,3664720.0,3893430.0,93.53,34.94,33767172096.0,No,,72.03,62.54,75.19,67.01
345,WULX,42.74,134379.0,ETF,ETF,95.0,99.0,99.0,88.0,339995.0,170200.0,43.79,15.04,,No,,28.14,,28.83,
356,PLXS,262.55,196753.0,Technology,Electronic Components,95.0,93.0,92.0,97.0,355801.0,420040.0,272.08,115.35,7032786432.0,No,,214.21,166.8,221.56,183.18
394,WFRD,109.12,935286.0,Energy,Oil & Gas Equipment & Services,94.0,86.0,88.0,93.0,1380640.0,1584590.0,112.31,42.58,7848492032.0,No,,98.26,79.45,98.69,88.5
401,MTRN,189.4,165984.0,Basic Materials,Other Industrial Metals & Mining,94.0,93.0,94.0,95.0,235448.0,282330.0,194.28,70.94,3939800832.0,No,,157.98,131.97,161.15,142.64
405,XTL,225.55,59464.0,ETF,ETF,94.0,85.0,94.0,93.0,84548.0,125470.0,230.0,96.86,,No,,199.09,159.39,203.96,172.79
408,VLO,251.63,2758951.0,Energy,Oil & Gas Refining & Marketing,94.0,47.0,95.0,93.0,3602565.0,2681980.0,258.43,115.65,75243970560.0,No,,233.35,183.61,239.03,199.21
419,FRO,37.06,1400369.0,Energy,Oil & Gas Midstream,94.0,36.0,93.0,94.0,3950403.0,2534290.0,39.89,16.25,8250404864.0,No,,35.02,26.3,34.83,28.93
433,JBL,340.8,769047.0,Technology,Electronic Components,94.0,93.0,95.0,94.0,1161710.0,1110560.0,349.62,146.88,35955294208.0,No,,284.83,237.58,292.11,251.3
442,SDRL,49.36,357376.0,Energy,Oil & Gas Drilling,94.0,72.0,93.0,94.0,875221.0,560200.0,50.23,22.15,3082504704.0,No,,45.66,35.89,46.0,38.45
482,SNX,227.84,438330.0,Technology,Electronics & Computer Distribution,93.0,92.0,95.0,93.0,758466.0,733740.0,231.62,112.27,18369916928.0,No,,182.32,160.2,190.41,166.88
499,E,56.19,484433.0,Energy,Oil & Gas Integrated,93.0,14.0,95.0,94.0,570746.0,477440.0,58.0,28.42,82631720960.0,No,,52.53,40.83,54.11,44.08
510,OII,37.35,737950.0,Energy,Oil & Gas Equipment & Services,93.0,58.0,90.0,95.0,1337006.0,1344870.0,40.12,18.27,3725484800.0,No,,36.2,27.9,35.98,29.98
532,DOW,40.58,6612508.0,Basic Materials,Chemicals,93.0,13.0,95.0,96.0,14494673.0,13356340.0,42.74,20.4,29247688704.0,No,,37.08,27.79,38.29,29.92
542,NMM,71.18,69582.0,Industrials,Marine Shipping,92.0,44.0,89.0,93.0,175526.0,115750.0,74.21,35.03,2031905152.0,No,,68.34,54.77,67.68,59.2
561,STLD,229.82,745871.0,Basic Materials,Steel,92.0,94.0,91.0,92.0,1231788.0,1430120.0,230.94,119.89,33142982656.0,No,,192.32,164.06,194.41,179.24
