Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Silver,Basic Materials,97,57,95,97,"AG,EXK,SVM"
2,Copper,Basic Materials,95,61,93,95,"SCCO,FCX,HBM,ERO,TGB,IE"
3,Other Precious Metals & Mining,Basic Materials,95,47,88,93,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,ASM,ELE,MTA,VOXR"
4,Aluminum,Basic Materials,95,54,96,95,"AA,CENX,CSTM,KALU"
5,Gold,Basic Materials,94,63,86,92,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,AGI,CDE,HMY,IAG,EQX,EGO,NGD,OR,BTG,ORLA,AUGO,SSRM,NG,AAUC,CGAU,SA,FSM,DRD,HYMC,CNL,DC,IDR,CMCL,CTGO,USAU"
6,Uranium,Energy,90,22,69,85,"CCJ,NXE,UEC,UUUU,LEU,ISOU,AEC"
7,Real Estate - Diversified,Real Estate,90,86,90,92,"JOE,STRS"
8,Other Industrial Metals & Mining,Basic Materials,89,43,79,83,"RIO,BHP,VALE,TECK,MP,EMAT,USAR,SKE,ALM,MTRN,TMC,USAS,NEXA,SGML,IPX,LAR,CRML,UAMY,ELVR,CMP,SCZM,NB,NVA,USGO"
9,Semiconductor Equipment & Materials,Technology,89,73,88,90,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,FORM,CAMT,IPGP,ACMR,KLIC,ACLS,AMBA,UCTT,PLAB,VECO,DQ,ICHR,COHU,AXTI,AEHR,ATOM,ASYS,INTT"
10,Solar,Technology,87,66,58,87,"FSLR,NXT,ENPH,RUN,SEDG,SHLS,ARRY,JKS,CSIQ,TOYO,FTCI,ASTI"
11,Oil & Gas Drilling,Energy,83,82,94,83,"NE,RIG,HP,PTEN,SDRL,BORR,SOC,PDS,NBR"
12,Electronic Components,Technology,81,58,71,79,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,LFUS,SANM,VICR,OLED,PLXS,RAL,OSIS,BELFA,BELFB,KN,BHE,ROG,CTS,DAKT,ALNT,OUST,LYTS,LPTH,MEI,OPTX,RELL,MPTI,ELTK"
13,Banks - Diversified,Financial Services,80,52,69,77,"JPM,BAC,HSBC,WFC,RY,MUFG,C,SAN,TD,SMFG,UBS,BBVA,BMO,BNS,CM,BCS,ING,BK,NTB"
14,Farm & Heavy Construction Machinery,Industrials,80,84,89,68,"CAT,DE,PCAR,CNH,OSK,AGCO,TEX,ALG,BLBD,LNN,ASTE,AEBI,HY,TWI,CMCO,MTW,WNC,GENC"
15,Steel,Basic Materials,80,60,73,78,"MT,NUE,STLD,PKX,RS,CMC,TX,CLF,WS,MTUS,NWPX,MSB,LUD,FRD"
16,Marine Shipping,Industrials,80,82,72,80,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,CMRE,DAC,NMM,ECO,GSL,SFL,CCEC,GNK,SB,HSHP,ASC,PANL,CMDB,ESEA,GASS,SHIP,SMHI,HTCO,EDRY,EHLD"
17,Metal Fabrication,Industrials,80,72,81,76,"ATI,CRS,MLI,ESAB,GPGI,WOR,PRLB,RYI,IIIN,MEC,TG,AP"
