Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
29,AGL,113.27,239528.0,Healthcare,Medical Care Facilities,99.0,98.0,99.0,99.0,9.0402,8.8741,408681.0,266910.0,118.25,7.48,,1889772416,No,60.54,29.6,72.35,35.15
72,HUT,121.48,3350208.0,Financial Services,Capital Markets,99.0,94.0,98.0,99.0,11.2934,10.6562,4774600.0,3827500.0,140.8,15.26,,13677933568,No,95.8,58.84,101.3,67.96
80,ABVX,97.5,1896592.0,Healthcare,Biotechnology,99.0,5.0,5.0,10.0,11.9026,7.7641,1590049.0,3999440.0,148.83,5.69,,7770217472,No,115.06,110.8,113.98,118.23
113,ELVR,90.77,325547.0,Basic Materials,Other Industrial Metals & Mining,98.0,93.0,97.0,97.0,6.3384,4.5896,105576.0,131310.0,102.8,15.54,,1644883200,No,83.03,,87.37,63.61
124,HUTG,34.56,52148.0,ETF,ETF,98.0,97.0,99.0,,6.4326,5.9826,70152.0,41540.0,48.1,5.37,,0,No,24.68,,26.51,
143,INBX,93.11,331235.0,Healthcare,Biotechnology,98.0,6.0,91.0,79.0,6.0694,6.0547,431142.0,329920.0,155.29,13.97,,1366034176,No,103.38,74.41,106.67,85.53
186,RVMD,156.58,1960758.0,Healthcare,Biotechnology,98.0,81.0,95.0,97.0,7.0141,6.7166,3092039.0,2520670.0,166.5,34.0,,33288353792,No,143.94,93.97,147.96,112.76
219,NWPX,132.26,112937.0,Basic Materials,Steel,97.0,94.0,97.0,97.0,5.3361,5.2639,149826.0,159530.0,133.8,38.38,,1274590592,No,105.06,73.66,110.58,83.59
247,CELC,87.32,866558.0,Healthcare,Biotechnology,97.0,1.0,5.0,13.0,8.7772,7.1122,1231368.0,2571770.0,151.02,11.28,,4258272256,No,119.18,97.02,117.31,110.73
275,MEC,35.12,277062.0,Industrials,Metal Fabrication,97.0,98.0,98.0,97.0,2.1979,2.1746,365104.0,858900.0,36.5,12.1,,895349440,No,25.66,19.35,27.39,21.73
339,ABNY,39.35,2592.0,ETF,ETF,96.0,20.0,15.0,15.0,0.6825,0.5904,5098.0,4240.0,61.2,37.89,,0,No,41.49,32.32,41.33,41.89
354,PALU,35.37,68689.0,ETF,ETF,96.0,96.0,98.0,96.0,3.5753,3.2392,192539.0,457400.0,42.05,9.85,,0,No,23.53,20.71,26.5,19.31
