IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,TJGC,17.58,Communication Services,Advertising Agencies,98.0,98.0,98.0,98.0,1.4646,1.4625,0.42,NO,NO
2,MGNI,25.31,Communication Services,Advertising Agencies,94.0,91.0,95.0,96.0,1.1109,1.0288,0.0,NO,NO
3,ZD,57.47,Communication Services,Advertising Agencies,92.0,83.0,92.0,87.0,1.6825,1.6375,0.0,NO,NO
4,WPP,25.65,Communication Services,Advertising Agencies,90.0,36.0,95.0,94.0,0.8225,0.6139,0.0,NO,NO
5,QNST,17.26,Communication Services,Advertising Agencies,87.0,2.0,93.0,91.0,0.7271,0.7036,0.0,NO,NO
1,SIF,22.2,Industrials,Aerospace & Defense,97.0,88.0,79.0,92.0,1.1346,1.1204,1.89,NO,NO
2,DCO,168.09,Industrials,Aerospace & Defense,92.0,5.0,59.0,88.0,6.6071,6.4679,1.06,NO,NO
3,ATRO,68.62,Industrials,Aerospace & Defense,91.0,7.0,7.0,86.0,3.3621,3.1679,1.57,NO,NO
4,VOYG,37.66,Industrials,Aerospace & Defense,90.0,55.0,80.0,91.0,2.1857,2.085,0.95,NO,NO
5,EMBJ,77.02,Industrials,Aerospace & Defense,89.0,79.0,92.0,89.0,2.0946,2.0311,0.91,NO,NO
1,CF,123.27,Basic Materials,Agricultural Inputs,88.0,39.0,89.0,21.0,5.825,5.4514,0.0,NO,NO
2,UAN,129.1,Basic Materials,Agricultural Inputs,85.0,83.0,88.0,30.0,3.5593,3.1129,0.0,NO,NO
3,NTR,74.54,Basic Materials,Agricultural Inputs,81.0,77.0,90.0,25.0,2.4454,2.3465,0.0,NO,NO
4,IPI,36.92,Basic Materials,Agricultural Inputs,77.0,27.0,78.0,11.0,1.945,1.9371,0.0,NO,NO
5,CTVA,79.11,Basic Materials,Agricultural Inputs,53.0,57.0,50.0,33.0,2.5836,2.4443,0.0,NO,NO
1,DAL,82.5,Industrials,Airlines,78.0,76.0,23.0,84.0,2.185,1.975,1.73,NO,NO
2,CPA,137.11,Industrials,Airlines,55.0,89.0,12.0,80.0,3.3471,3.0268,1.47,NO,NO
3,UAL,114.39,Industrials,Airlines,52.0,78.0,25.0,82.0,3.7886,3.2032,2.84,NO,NO
4,SKYW,100.2,Industrials,Airlines,47.0,56.0,79.0,58.0,2.7446,2.4946,1.81,NO,NO
5,LTM,53.31,Industrials,Airlines,44.0,87.0,22.0,52.0,1.4339,1.1979,1.66,NO,NO
