Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Silver,Basic Materials,97,93,97,97,"AG,EXK,SVM"
2,Copper,Basic Materials,96,87,95,95,"SCCO,FCX,HBM,ERO,TGB,IE"
3,Other Precious Metals & Mining,Basic Materials,96,74,93,94,"HL,SBSW,BVN,TFPM,PPTA,SLSR,ASM,MUX,ELE,MTA,VOXR"
4,Aluminum,Basic Materials,96,74,96,96,"AA,CENX,CSTM,KALU"
5,Gold,Basic Materials,95,80,92,93,"NEM,AEM,B,WPM,AU,GFI,FNV,KGC,PAAS,RGLD,AGI,CDE,HMY,IAG,EQX,NGD,EGO,OR,BTG,AUGO,ORLA,SSRM,NG,ARMN,AAUC,CGAU,SA,FSM,HYMC,DRD,CNL,DC,IDR,CMCL,CTGO,USAU"
6,Uranium,Energy,93,66,74,88,"CCJ,UEC,NXE,UUUU,LEU,ISOU,AEC"
7,Solar,Technology,91,79,64,92,"FSLR,NXT,ENPH,RUN,SEDG,ARRY,SHLS,JKS,CSIQ,TOYO,FTCI,ASTI"
8,Real Estate - Diversified,Real Estate,90,88,90,90,"JOE,STRS"
9,Semiconductor Equipment & Materials,Technology,89,72,84,90,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,FORM,CAMT,IPGP,ACMR,KLIC,AMBA,ACLS,UCTT,PLAB,VECO,DQ,ICHR,COHU,AXTI,AEHR,ASYS,INTT,TRT"
10,Other Industrial Metals & Mining,Basic Materials,89,59,79,85,"RIO,BHP,VALE,TECK,MP,USAR,SKE,EMAT,ALM,TMC,MTRN,USAS,NEXA,IPX,CRML,SGML,UAMY,LAR,SCZM,GSM,ELVR,CMP,NB,NVA,USGO"
11,Banks - Diversified,Financial Services,83,63,78,80,"JPM,BAC,HSBC,WFC,RY,MUFG,C,SAN,TD,SMFG,BBVA,UBS,BMO,BNS,CM,ING,BCS,BK,NTB"
12,Steel,Basic Materials,83,72,77,82,"MT,NUE,STLD,PKX,RS,CMC,TX,CLF,SIM,WS,MTUS,NWPX,ZEUS,ASTL,MSB,FRD,LUD"
13,Metal Fabrication,Industrials,82,79,82,77,"ATI,CRS,MLI,ESAB,GPGI,WOR,PRLB,RYI,IIIN,MEC,TG,AP"
14,Oil & Gas Drilling,Energy,82,82,93,83,"NE,RIG,HP,PTEN,SDRL,BORR,SOC,PDS,NBR"
15,Integrated Freight & Logistics,Industrials,81,67,85,75,"UPS,FDX,CHRW,EXPD,JBHT,ZTO,GXO,LSTR,HUBG,PBI,FWRD,CYRX,RLGT,PAL,PSIG,NCEW"
16,Electronic Components,Technology,81,69,68,78,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,LFUS,SANM,VICR,OLED,PLXS,RAL,OSIS,BELFA,BELFB,KN,BHE,ROG,CTS,DAKT,OUST,ALNT,LYTS,LPTH,MEI,OPTX,RELL,MPTI,ELTK"
17,Medical Distribution,Healthcare,80,83,65,80,"MCK,COR,CAH,HSIC,YI"
18,Farm & Heavy Construction Machinery,Industrials,76,85,87,64,"CAT,DE,PCAR,CNH,OSK,AGCO,TEX,ALG,BLBD,LNN,ASTE,AEBI,TWI,HY,CMCO,MTW,WNC,GENC"
