Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,MVLL,176.01,5512646.0,ETF,ETF,99.0,99.0,99.0,99.0,31.0992,24.628,1232453.0,2988810.0,233.0,12.96,,,No,75.46,34.93,89.69,44.24
6,MUU,789.87,3883519.0,ETF,ETF,99.0,99.0,99.0,99.0,121.6479,90.9629,2913966.0,3190230.0,1081.71,16.73,,,No,424.05,185.55,483.99,257.41
7,MRVU,233.44,669418.0,ETF,ETF,99.0,99.0,99.0,,41.38,32.1829,200677.0,536880.0,308.77,20.8,,,No,98.95,,117.82,
9,AXTI,90.78,5761048.0,Technology,Semiconductor Equipment & Materials,99.0,7.0,98.0,99.0,15.7107,15.605,11843206.0,8861190.0,143.16,1.67,,5938789376.0,No,90.03,35.37,98.28,50.72
13,MULL,689.53,499183.0,ETF,ETF,99.0,99.0,99.0,99.0,106.0976,79.2216,456177.0,415960.0,943.0,14.68,,,No,371.49,163.0,423.64,226.21
14,MGRT,76.52,7710.0,Technology,Information Technology Services,99.0,1.0,99.0,99.0,10.79,10.525,75312.0,15600.0,170.0,1.5,,1052149952.0,No,95.22,28.26,102.82,39.08
17,DLLL,176.02,289591.0,ETF,ETF,99.0,99.0,99.0,99.0,25.4805,18.7631,238576.0,865980.0,244.99,17.34,,,No,80.49,40.45,101.3,50.86
19,SOXL,211.44,67478800.0,ETF,ETF,99.0,98.0,99.0,99.0,32.9479,25.8493,76887217.0,49673760.0,284.58,18.42,,,No,139.69,69.46,157.98,87.25
21,AAOI,196.64,14849160.0,Technology,Communication Equipment,99.0,96.0,97.0,99.0,23.3534,23.1677,12310404.0,11206010.0,233.67,15.29,,15778937856.0,No,158.73,71.01,170.85,92.66
22,AMDL,61.66,4432213.0,ETF,ETF,99.0,98.0,99.0,99.0,8.1281,6.6913,10943312.0,6128520.0,78.0,5.69,,,No,39.2,21.3,46.03,25.19
23,AMDG,104.23,62351.0,ETF,ETF,99.0,97.0,99.0,99.0,13.2267,10.5581,103007.0,91640.0,131.64,10.83,,,No,66.37,37.52,77.93,43.28
24,AMUU,216.4,138410.0,ETF,ETF,99.0,98.0,99.0,99.0,27.7692,22.294,142426.0,143750.0,272.68,22.64,,,No,137.1,77.32,161.03,88.93
25,KORU,709.44,1711954.0,ETF,ETF,99.0,15.0,97.0,99.0,157.9279,109.9607,1009663.0,636420.0,1279.7,61.87,,,No,660.99,332.64,692.23,424.73
31,ARMG,40.61,1689582.0,ETF,ETF,99.0,99.0,99.0,99.0,8.7919,7.304,1942417.0,2945400.0,63.63,4.63,,,No,21.66,12.51,25.37,13.29
38,WDC,526.93,6220185.0,Technology,Computer Hardware,99.0,93.0,98.0,99.0,31.2264,27.1843,7830826.0,6214290.0,602.54,54.22,,181623357440.0,No,429.02,244.82,456.76,306.15
50,HUT,119.6,3591258.0,Financial Services,Capital Markets,99.0,95.0,98.0,99.0,10.3473,9.3873,4746815.0,4100870.0,140.8,15.26,,13466255360.0,No,87.54,56.1,95.83,65.08
51,STX,876.77,2479283.0,Technology,Computer Hardware,99.0,94.0,98.0,99.0,47.8964,45.0536,3917273.0,3183970.0,966.8,124.63,,196597252096.0,No,675.93,390.21,735.89,477.5
62,LNOK,82.44,449306.0,ETF,ETF,99.0,97.0,99.0,,13.9757,11.5626,166834.0,513360.0,121.22,17.74,,,No,66.28,,71.02,
68,WDCX,31.37,557745.0,ETF,ETF,99.0,96.0,99.0,,3.7714,3.2676,1422631.0,715280.0,41.81,7.46,,,No,22.7,,24.93,
70,VPG,119.96,399112.0,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,11.0064,10.6956,382388.0,644600.0,136.21,25.49,,1595587968.0,No,76.67,47.91,86.51,57.0
78,TSEM,242.04,1273709.0,Technology,Semiconductors,99.0,94.0,98.0,98.0,20.98,19.4107,2895022.0,1937660.0,302.86,37.48,,28800102400.0,No,227.17,135.09,234.98,165.0
80,PENG,64.63,3810229.0,Technology,Information Technology Services,99.0,99.0,99.0,99.0,6.4941,6.1238,2268411.0,3244760.0,73.24,16.04,,3396962816.0,No,37.97,25.48,43.63,27.47
86,HUTG,34.13,26688.0,ETF,ETF,99.0,97.0,99.0,,5.8072,5.2557,71200.0,57920.0,48.1,5.37,,,No,21.67,,24.42,
88,AIP,35.26,820652.0,Technology,Semiconductors,99.0,95.0,98.0,98.0,2.2954,2.2059,786230.0,1154160.0,38.99,7.56,,1628024064.0,No,28.11,17.58,30.45,20.63
89,VIAV,48.75,6401613.0,Technology,Communication Equipment,99.0,22.0,96.0,99.0,4.0643,3.9693,6483760.0,8053950.0,60.43,9.08,,12025925632.0,No,46.55,26.03,48.6,32.03
99,NEBX,38.51,2384591.0,ETF,ETF,98.0,96.0,99.0,98.0,9.1149,7.903,2539707.0,1747430.0,64.45,6.62,,,No,29.05,,32.33,18.38
