IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,24.0,22.0,33.0,0.0,0.0,0.0,NO,NO
2,MGNI,24.34,Communication Services,Advertising Agencies,95.0,91.0,97.0,97.0,1.165,0.9171,0.0,NO,NO
3,QNST,20.79,Communication Services,Advertising Agencies,93.0,95.0,96.0,96.0,1.2464,0.8007,0.0,NO,NO
4,ZD,54.94,Communication Services,Advertising Agencies,93.0,77.0,94.0,95.0,2.4621,2.2293,0.07,NO,NO
5,WPP,26.87,Communication Services,Advertising Agencies,91.0,98.0,96.0,91.0,1.4438,0.871,0.0,NO,NO
1,DFNS,36.83,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,20.7734,14.5429,0.0,NO,NO
2,SIF,19.78,Industrials,Aerospace & Defense,97.0,3.0,29.0,98.0,2.75,2.3886,0.0,NO,NO
3,ATRO,87.89,Industrials,Aerospace & Defense,96.0,95.0,95.0,92.0,4.8614,4.0686,12.43,NO,NO
4,DCO,201.39,Industrials,Aerospace & Defense,96.0,93.0,95.0,95.0,9.4425,8.3875,0.0,NO,NO
5,VOYG,43.0,Industrials,Aerospace & Defense,94.0,98.0,96.0,94.0,3.0826,2.7069,0.0,NO,NO
1,CF,120.01,Basic Materials,Agricultural Inputs,77.0,40.0,10.0,85.0,4.9468,4.2468,0.0,NO,NO
2,UAN,119.53,Basic Materials,Agricultural Inputs,50.0,66.0,9.0,61.0,4.0886,3.4379,0.0,NO,NO
3,NTR,67.18,Basic Materials,Agricultural Inputs,48.0,60.0,24.0,25.0,2.1026,1.8369,0.0,NO,NO
4,IPI,36.44,Basic Materials,Agricultural Inputs,45.0,50.0,3.0,54.0,1.641,1.6303,0.0,NO,NO
5,SMG,62.17,Basic Materials,Agricultural Inputs,36.0,12.0,56.0,12.0,3.0036,2.795,0.0,NO,NO
1,DAL,89.93,Industrials,Airlines,90.0,74.0,91.0,82.0,2.6996,2.3275,0.0,NO,NO
2,UAL,125.12,Industrials,Airlines,84.0,67.0,92.0,56.0,4.705,4.0607,0.0,NO,NO
3,LUV,44.98,Industrials,Airlines,78.0,7.0,81.0,6.0,1.7036,1.5093,0.0,NO,NO
4,ALGT,84.44,Industrials,Airlines,78.0,0.0,46.0,6.0,6.3464,5.2214,0.0,NO,NO
5,SKYW,107.23,Industrials,Airlines,60.0,87.0,91.0,38.0,4.3404,3.6682,0.0,NO,NO
1,CAAP,24.89,Industrials,Airports & Air Services,36.0,50.0,15.0,7.0,0.8781,0.8341,0.0,NO,NO
2,OMAB,109.31,Industrials,Airports & Air Services,32.0,41.0,43.0,9.0,2.99,2.855,0.74,NO,NO
3,PAC,214.96,Industrials,Airports & Air Services,6.0,6.0,6.0,3.0,5.637,5.5549,0.0,NO,NO
4,ASR,274.72,Industrials,Airports & Air Services,5.0,12.0,7.0,3.0,7.7586,7.505,0.5,NO,NO
1,KALU,189.49,Basic Materials,Aluminum,94.0,93.0,59.0,90.0,10.7136,9.3921,0.0,NO,NO
2,CSTM,29.5,Basic Materials,Aluminum,91.0,43.0,8.0,81.0,1.28,1.1643,0.0,NO,NO
3,CENX,48.17,Basic Materials,Aluminum,79.0,71.0,2.0,12.0,2.9436,2.6221,0.0,NO,NO
4,AA,51.22,Basic Materials,Aluminum,51.0,70.0,2.0,6.0,1.95,1.5304,0.0,NO,NO
1,RL,396.35,Consumer Cyclical,Apparel Manufacturing,77.0,52.0,79.0,75.0,14.6068,14.3518,0.0,NO,NO
2,GIII,33.46,Consumer Cyclical,Apparel Manufacturing,76.0,15.0,81.0,65.0,0.9561,0.8982,0.0,NO,NO
3,KTB,81.6,Consumer Cyclical,Apparel Manufacturing,73.0,12.0,53.0,83.0,3.3338,3.0416,4.92,NO,NO
4,LEVI,22.44,Consumer Cyclical,Apparel Manufacturing,46.0,8.0,21.0,64.0,0.7579,0.7314,0.0,NO,NO
5,PVH,81.59,Consumer Cyclical,Apparel Manufacturing,42.0,76.0,10.0,84.0,3.3046,3.1239,0.0,NO,NO
1,DBGI,16.64,Consumer Cyclical,Apparel Retail,98.0,98.0,98.0,98.0,5.1551,5.0573,4.43,NO,NO
2,VSXY,93.02,Consumer Cyclical,Apparel Retail,98.0,90.0,98.0,94.0,4.3436,4.1529,0.0,NO,NO
3,LVLU,16.94,Consumer Cyclical,Apparel Retail,98.0,98.0,97.0,12.0,1.9149,1.8735,0.0,NO,NO
4,CTRN,74.02,Consumer Cyclical,Apparel Retail,96.0,93.0,97.0,95.0,3.0036,2.7986,0.0,NO,NO
5,ANF,112.23,Consumer Cyclical,Apparel Retail,90.0,94.0,96.0,83.0,5.0136,4.5311,0.0,NO,NO
1,MAAS,16.42,Financial Services,Asset Management,98.0,54.0,97.0,98.0,2.2206,2.1772,0.0,NO,NO
2,AAMI,92.19,Financial Services,Asset Management,95.0,91.0,92.0,96.0,3.5047,3.4204,0.0,NO,NO
3,VCTR,116.23,Financial Services,Asset Management,93.0,93.0,93.0,93.0,3.708,3.4737,0.52,NO,NO
4,WT,22.73,Financial Services,Asset Management,93.0,93.0,87.0,92.0,1.035,0.9443,1.36,NO,NO
5,STT,190.11,Financial Services,Asset Management,92.0,77.0,91.0,92.0,4.3229,4.0305,0.85,NO,NO
1,KMX,58.71,Consumer Cyclical,Auto & Truck Dealerships,88.0,91.0,95.0,86.0,1.9993,1.9129,0.83,NO,NO
2,RUSHB,78.66,Consumer Cyclical,Auto & Truck Dealerships,87.0,70.0,82.0,86.0,2.495,2.37,0.0,NO,NO
3,PAG,218.0,Consumer Cyclical,Auto & Truck Dealerships,86.0,90.0,91.0,89.0,5.2086,4.0121,0.0,NO,NO
4,RUSHA,80.63,Consumer Cyclical,Auto & Truck Dealerships,86.0,81.0,79.0,65.0,2.4314,2.3943,0.0,NO,NO
