Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
4,AXTI,122.9,6860822,Technology,Semiconductor Equipment & Materials,99.0,99.0,99.0,99.0,11903631.0,12391650.0,132.48,1.38,8040509440.0,No,,67.18,25.4,77.47,37.69
18,HYMC,45.16,2198721,Basic Materials,Gold,99.0,87.0,90.0,99.0,3339583.0,2170330.0,58.73,2.71,4125844736.0,No,,38.27,22.05,37.9,29.08
27,MRAM,44.01,12741023,Technology,Semiconductors,99.0,99.0,99.0,99.0,1506803.0,6793990.0,44.67,5.49,1031927808.0,No,,13.12,10.28,16.51,12.34
32,PL,40.68,8391811,Industrials,Aerospace & Defense,99.0,91.0,98.0,99.0,13039981.0,9027840.0,43.12,3.47,14498074624.0,No,,32.95,19.57,35.06,24.54
39,ABVX,121.39,733219,Healthcare,Biotechnology,99.0,38.0,57.0,73.0,961855.0,907420.0,148.83,5.59,9625156608.0,No,,116.8,106.16,117.93,117.72
40,VRTL,205.06,77408,ETF,ETF,99.0,97.0,99.0,99.0,81173.0,84190.0,210.0,24.26,,No,,135.8,77.93,143.76,93.73
58,RKLX,72.85,3943680,ETF,ETF,99.0,99.0,98.0,98.0,2756571.0,3535030.0,80.0,7.7,,No,,36.1,36.87,39.06,39.69
85,CAPR,31.52,1042626,Healthcare,Biotechnology,99.0,8.0,91.0,99.0,1317751.0,1262320.0,40.37,4.3,1823120128.0,No,2026-05-12,31.75,18.73,31.46,23.78
95,LASR,83.81,1606238,Technology,Semiconductors,99.0,91.0,96.0,98.0,1765093.0,1473850.0,86.95,12.17,4727613440.0,No,,67.09,43.37,69.31,50.82
107,ARWR,79.04,1515755,Healthcare,Biotechnology,98.0,93.0,91.0,97.0,2125293.0,1716540.0,80.27,14.3,11133339648.0,No,,65.64,50.7,66.53,61.23
109,APLD,43.93,20007701,Technology,Information Technology Services,98.0,98.0,87.0,90.0,21335230.0,23975130.0,46.64,5.24,12553856000.0,No,,30.23,27.35,31.28,30.7
118,IREN,56.56,74517218,Financial Services,Capital Markets,98.0,95.0,92.0,17.0,37793035.0,57783560.0,76.87,7.35,20213338112.0,No,,43.85,43.27,45.42,46.68
131,COHR,374.01,5958599,Technology,Scientific & Technical Instruments,98.0,92.0,97.0,98.0,7551820.0,7633250.0,384.85,73.66,73171066880.0,No,,290.42,187.1,302.54,226.08
137,RKLB,117.56,33969106,Industrials,Aerospace & Defense,98.0,98.0,97.0,98.0,22938655.0,27670600.0,123.94,21.44,68037963776.0,No,,75.86,63.71,79.87,71.12
144,LUNR,32.09,10461554,Industrials,Aerospace & Defense,98.0,95.0,97.0,99.0,13147608.0,10760880.0,33.63,7.78,5133175808.0,No,,22.56,15.27,24.03,17.93
149,PVLA,125.79,150016,Healthcare,Biotechnology,98.0,18.0,96.0,94.0,305813.0,252080.0,151.18,20.2,1804186368.0,No,,125.37,88.99,122.5,103.72
191,VRT,367.13,6532017,Industrials,Electrical Equipment & Parts,98.0,93.0,98.0,97.0,7594361.0,5620360.0,372.0,100.9,141017858048.0,No,,289.21,199.68,298.84,226.36
206,AXTX,61.22,987151,ETF,ETF,97.0,,,,2160516.0,2243730.0,70.85,18.46,,No,,,,,
224,GEVX,75.22,91561,ETF,ETF,97.0,86.0,97.0,99.0,87153.0,112790.0,92.55,21.63,,No,,61.99,40.07,64.2,44.12
226,LINC,50.21,854763,Consumer Defensive,Education & Training Services,97.0,94.0,98.0,99.0,547188.0,585500.0,51.65,17.29,1600642816.0,No,,40.39,27.46,41.55,30.53
261,COHX,57.78,1091899,ETF,ETF,97.0,96.0,,,624928.0,1300320.0,61.05,20.64,,No,,37.84,,40.58,
262,MYRG,455.27,248451,Industrials,Engineering & Construction,97.0,97.0,97.0,97.0,305406.0,416280.0,475.4,154.55,7089025536.0,No,,320.93,243.63,339.34,272.12
270,FET,55.59,113145,Energy,Oil & Gas Equipment & Services,97.0,8.0,87.0,97.0,222638.0,191310.0,65.43,14.17,628405248.0,No,,58.64,39.59,57.77,45.92
271,AXGN,40.93,615027,Healthcare,Medical Devices,97.0,93.0,87.0,95.0,1059806.0,1101310.0,45.83,9.22,2176568320.0,No,,35.2,26.87,36.48,32.11
278,PS,50.83,673960,Financial Services,Asset Management,97.0,,,,1665211.0,1665211.0,54.94,22.01,20332001280.0,Yes,,,,,
