SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,95.07,Near Breakout,Loose,23.72,3.54,6.27,97.0,92.0,98.0,96.0,NO,0.0,NO,18.67,15.06,19.62,15.89,Medical specialties
2,Healthcare,1,CRNX,99.19,Extended Near High,Very Tight,83.88,0.14,0.22,98.0,98.0,98.0,96.0,NO,0.0,NO,52.11,45.63,55.28,46.29,Biotechnology
2,Healthcare,2,FBRX,99.15,Extended Near High,Loose,76.53,0.2,8.27,98.0,98.0,98.0,98.0,NO,0.0,NO,29.57,25.79,33.7,29.93,Biotechnology
2,Healthcare,3,LBRX,96.93,Extended Near High,Loose,39.0,0.66,6.47,97.0,95.0,92.0,97.0,NO,0.57,NO,30.8,24.54,31.86,27.63,Biotechnology
2,Healthcare,4,KNSA,96.76,Extended Near High,Loose,80.92,2.44,4.51,97.0,97.0,97.0,97.0,NO,0.0,NO,57.89,47.59,59.87,51.29,Drug Manufacturers - Specialty & Generic
2,Healthcare,5,AMRX,96.2,Extended Near High,Normal,19.1,0.83,3.05,96.0,90.0,97.0,93.0,NO,0.75,NO,15.8,13.4,16.56,14.24,Drug Manufacturers - Specialty & Generic
3,Energy,1,PARR,97.7,Extended Near High,Loose,83.07,0.85,4.29,97.0,98.0,94.0,98.0,NO,3.02,NO,62.19,50.79,63.41,55.95,Oil & Gas Refining & Marketing
3,Energy,2,INSW,95.5,Near Breakout,Normal,94.55,1.15,3.72,96.0,96.0,86.0,96.0,NO,0.76,NO,84.31,67.67,84.87,75.73,Oil & Gas Midstream
3,Energy,3,WKC,95.39,Extended Near High,Normal,40.25,2.31,3.46,94.0,95.0,97.0,95.0,NO,0.27,NO,32.76,26.97,33.86,28.43,Oil & Gas Refining & Marketing
3,Energy,4,DINO,94.72,Near Breakout,Normal,90.0,4.48,3.72,96.0,97.0,96.0,97.0,NO,0.0,NO,75.04,60.18,76.28,64.49,Oil & Gas Refining & Marketing
3,Energy,5,DK,94.22,Stage 2 Watch,Loose,64.92,5.82,4.64,97.0,97.0,97.0,98.0,NO,2.52,NO,51.39,40.93,52.88,43.6,Oil & Gas Refining & Marketing
4,Financial Services,1,SAFT,96.78,Extended Near High,Normal,103.1,0.39,3.36,93.0,98.0,95.0,92.0,NO,0.02,NO,75.26,75.1,79.14,76.57,Insurance - Property & Casualty
4,Financial Services,2,BWFG,96.07,Extended Near High,Normal,68.06,0.06,3.04,94.0,93.0,93.0,94.0,NO,0.0,NO,56.86,49.95,58.45,52.29,Banks - Regional
4,Financial Services,3,NP,95.53,Extended Near High,Loose,35.11,0.03,5.09,92.0,93.0,94.0,93.0,NO,0.0,NO,29.28,26.09,30.17,26.36,Insurance Brokers
4,Financial Services,4,FNWD,95.05,Extended Near High,Normal,44.24,1.69,2.72,92.0,96.0,95.0,85.0,NO,0.0,NO,35.61,35.56,36.52,35.85,Banks - Regional
4,Financial Services,5,HBT,94.75,Extended Near High,Normal,36.51,0.87,2.67,92.0,93.0,93.0,92.0,NO,0.0,NO,30.93,27.55,31.7,28.96,Banks - Regional
5,Real Estate,1,CBL,95.22,Extended Near High,Normal,59.32,1.79,2.96,96.0,91.0,94.0,96.0,NO,0.0,NO,51.3,40.55,52.42,44.06,REIT - Retail
5,Real Estate,2,XHR,93.58,Near Breakout,Tight,21.82,1.09,2.05,94.0,83.0,95.0,94.0,NO,0.0,NO,19.45,15.93,20.09,17.02,REIT - Hotel & Motel
5,Real Estate,3,PK,92.85,Breakout Zone,Normal,15.32,0.84,2.65,92.0,82.0,95.0,93.0,NO,0.0,NO,13.9,11.66,14.37,12.17,REIT - Hotel & Motel
5,Real Estate,4,RHP,90.84,Near Breakout,Tight,135.57,1.37,2.24,93.0,73.0,94.0,94.0,NO,0.0,NO,123.17,102.92,126.31,108.17,REIT - Hotel & Motel
5,Real Estate,5,HST,90.42,Breakout Zone,Tight,25.54,0.58,2.06,92.0,72.0,91.0,92.0,NO,0.15,NO,23.91,20.07,24.31,21.34,REIT - Hotel & Motel
