Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
4,SNDK,1478.69,9524317,Technology,Computer Hardware,99.0,98.0,98.0,99.0,126.8274,116.5488,17227825.0,14109010.0,1600.0,35.79,,218978844672.0,No,1005.07,456.54,1042.54,609.31
25,SNXX,170.25,4583190,ETF,ETF,99.0,99.0,99.0,,28.6344,26.2373,9929819.0,8345180.0,204.56,25.11,,,No,92.07,,98.67,
29,LITE,946.9,3018401,Technology,Communication Equipment,99.0,89.0,93.0,99.0,88.9004,80.7818,6518665.0,6512470.0,1085.68,71.04,,73668820992.0,No,846.87,442.62,868.03,560.33
36,ABVX,121.99,1123961,Healthcare,Biotechnology,99.0,85.0,16.0,52.0,5.6901,5.3429,966946.0,948940.0,148.83,5.59,,9672731648.0,No,117.73,108.09,117.89,118.53
44,SNDU,102.03,522489,ETF,ETF,99.0,99.0,,,17.0157,15.6114,662692.0,1013740.0,123.27,17.16,,,No,55.53,,59.4,
57,PRAX,343.56,246855,Healthcare,Biotechnology,99.0,74.0,45.0,95.0,20.548,20.4673,402371.0,372370.0,358.76,35.21,,9578031104.0,No,322.26,223.84,324.26,288.41
65,DOCN,158.46,1512221,Technology,Software - Infrastructure,99.0,98.0,99.0,99.0,14.1054,12.3875,4637690.0,3471080.0,165.99,25.56,,16537548800.0,No,106.58,61.03,109.06,71.52
73,KOD,36.23,474766,Healthcare,Biotechnology,99.0,3.0,92.0,96.0,2.9686,2.8657,1058341.0,699830.0,47.84,3.26,,2267216896.0,No,37.93,24.15,39.1,28.96
97,LITX,46.19,3410699,ETF,ETF,99.0,91.0,94.0,,8.9756,8.1997,5498858.0,7418020.0,62.79,9.23,,,No,41.06,,42.56,
109,VSAT,74.56,2227256,Technology,Communication Equipment,98.0,93.0,96.0,97.0,4.4657,3.8557,1637580.0,2033060.0,77.76,8.61,,10127589376.0,No,59.37,42.29,60.69,46.94
