Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,88,92,97,"CSTM,KALU"
2,Semiconductor Equipment & Materials,Technology,92,85,89,91,"LRCX,KLAC,TER,Q,ENTG,NVMI,ONTO,FORM,IPGP,KLIC,UCTT,VECO,PLAB,ICHR,DQ,INTT,TRT"
3,Oil & Gas Drilling,Energy,92,59,95,93,"NE,RIG,VAL,PTEN,HP,SDRL,SOC,NBR,PDS"
4,Uranium,Energy,89,82,42,45,"NXE,UEC,UUUU,LEU,ISOU,NUCL"
5,Semiconductors,Technology,88,91,86,79,"MCHPP,NVDA,TSM,MU,INTC,TXN,QCOM,MRVL,MPWR,NXPI,MCHP,STM,ON,GFS,UMC,TSEM,MTSI,LSCC,SITM,RMBS,SWKS,SMTC,QRVO,CRUS,SIMO,SLAB,MXL,DIOD,PI,VSH,POWI,SYNA,LASR,NVTS,HIMX,WOLF,IMOS,SKYT,POET,MRAM,NVEC,QUIK,GSIT,WKEY,PXLW"
6,Communication Equipment,Technology,87,75,77,78,"CSCO,NOK,MSI,LITE,UI,ERIC,HPE,VIAV,ZBRA,VSAT,ONDS,EXTR,VISN,TSAT,DGII,GILT,HLIT,NTGR,FEIM,INSG,LTRX,SILC,WATT,OCC,FIEE"
7,Real Estate - Diversified,Real Estate,85,20,30,88,"JOE,STRS"
8,Other Precious Metals & Mining,Basic Materials,84,23,24,70,"HL,SBSW,TFPM,PPTA,SLSR,VMET,MUX,ELE,MTA,GMTL,VOXR"
9,Copper,Basic Materials,84,22,11,74,"SCCO,FCX,HBM,ERO,TGB,IE"
10,Oil & Gas Equipment & Services,Energy,84,63,82,82,"SLB,HAL,TS,FTI,WFRD,NOV,SEI,KGS,LBRT,LB,TDW,USAC,WHD,OII,EFXT,FLOC,NESR,WTTR,NEXT,PUMP,XPRO,INVX,RES,HLX,VTOL,WBI,NPKI,HMH,FET,OIS,FTK,NGS,NINE,NOA,RNGR,SND,GEOS,NCSM,LSE"
11,Oil & Gas Integrated,Energy,84,27,84,86,"XOM,CVX,SHEL,TTE,PBR,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC,SKYQ"
12,Chemicals,Basic Materials,83,46,88,89,"DOW,MEOH,OLN,HUN,REX,TROX,GPRE,LXU,WLKP,RYAM,VHI"
13,Marine Shipping,Industrials,83,49,77,83,"KEX,MATX,HAFN,ZIM,SBLK,DAC,ECO,NMM,SFL,GSL,GNK,SB,HSHP,PANL,ESEA,GASS,SHIP,SMHI,EDRY,HTCO,EHLD,SVRN"
14,Gold,Basic Materials,82,19,28,75,"NEM,WPM,FNV,GFI,KGC,PAAS,RGLD,EQX,HMY,IAG,EGO,OR,OGC,SSRM,ORLA,NG,HYMC,SA,FSM,DRD,DC,CTGO,IDR,MAKO,USAU"
15,Oil & Gas Midstream,Energy,82,54,86,84,"ENB,WMB,EPD,KMI,ET,TRP,MPLX,LNG,OKE,TRGP,VG,PBA,VNOM,WES,PAA,DTM,FRO,HESM,SOBO,EE,GLNG,PAGP,INSW,STNG,KNTK,SUNC,TRMD,DHT,TNK,GEL,NGL,FLNG,LPG,NVGS,TEN,NAT,TK,SBR,PBT,SMC,KNOP,IMPP,TORO,MARPS,IMPPP,GLP"
16,Oil & Gas Refining & Marketing,Energy,80,56,83,76,"VLO,MPC,PSX,DINO,SUN,UGP,PBF,IEP,CVI,PARR,DK,DKL,WKC,SGU"
17,Other Industrial Metals & Mining,Basic Materials,79,74,61,70,"RIO,VALE,TECK,MP,EMAT,USAR,MTRN,SKE,TMC,SGML,NEXA,LAC,USAS,UAMY,LAR,ELVR,IPX,NB,TMCR,SCZM,LZM,NVA,USGO,NICM"
18,Oil & Gas E&P,Energy,79,36,83,83,"EOG,FANG,OXY,WDS,EQT,DVN,TPL,CTRA,EXE,PR,OVV,RRC,MTDR,VIST,SM,MUR,MGY,GPOR,NOG,TALO,MNR,VET,KRP,DMLP,OBE,TBN,HPK,GFR,GRNT,VTS,REPX,EGY,TXO,GPRK,SD,FTW,PNRG,GTE,INR,PED,KGEI,EPSN,NRT,MXC"
19,Publishing,Communication Services,78,36,87,79,"NYT,PSO,WLYB,WLY,TDAY,SCHL,LEE"
20,Luxury Goods,Consumer Cyclical,77,50,60,61,"TPR,SIG,REAL,LUXE,MOV,ELA"
21,Lodging,Consumer Cyclical,77,48,70,80,"MAR,HLT,IHG,H,HTHT,WH,CVEO,INTG"
22,Electronic Components,Technology,76,73,72,72,"GLW,TEL,JBL,FLEX,FN,TTMI,SANM,VICR,LFUS,PLXS,RAL,OSIS,OLED,KN,ROG,OUST,CTS,DAKT,LYTS,LPTH,OPTX,MEI,MPTI,RELL,ELTK,MSAI"
