SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Energy,1,FET,93.64,Stage 2 Watch,Normal,82.83,5.25,3.77,97.0,92.0,97.0,89.0,NO,0.0,NO,74.78,57.05,76.64,62.13,Oil & Gas Equipment & Services
1,Energy,2,CVI,93.4,Stage 2 Watch,Loose,51.52,6.65,5.48,96.0,97.0,98.0,92.0,NO,0.0,NO,40.56,31.8,41.61,34.76,Oil & Gas Refining & Marketing
1,Energy,3,INSW,92.2,Stage 2 Watch,Loose,105.64,6.63,4.23,96.0,94.0,94.0,92.0,NO,0.0,NO,98.27,77.81,100.12,86.35,Oil & Gas Midstream
1,Energy,4,VLO,91.92,Stage 2 Watch,Loose,387.18,7.6,4.55,97.0,93.0,96.0,93.0,NO,0.0,NO,346.57,254.69,351.82,283.62,Oil & Gas Refining & Marketing
1,Energy,5,MPC,90.89,Stage 2 Watch,Loose,393.52,8.71,4.14,97.0,92.0,96.0,93.0,NO,0.0,NO,356.58,256.33,361.21,286.03,Oil & Gas Refining & Marketing
2,Technology,1,SILC,97.53,Extended Near High,Loose,52.78,0.81,5.99,98.0,96.0,93.0,97.0,NO,1.01,NO,43.62,31.8,43.92,38.13,Communication Equipment
2,Technology,2,FEIM,97.37,Extended Near High,Loose,88.43,1.48,6.81,97.0,98.0,95.0,96.0,NO,1.29,NO,71.26,59.6,72.87,63.77,Communication Equipment
2,Technology,3,AMD,97.05,Extended Near High,Loose,630.63,1.3,4.16,98.0,97.0,91.0,98.0,NO,0.0,NO,504.71,364.75,511.88,427.62,Semiconductors
2,Technology,4,QMCO,96.13,Near Breakout,Loose,31.68,3.94,7.58,98.0,97.0,98.0,98.0,NO,1.05,NO,19.67,10.91,20.95,12.82,Computer Hardware
2,Technology,5,PUBM,95.72,Near Breakout,Normal,18.6,3.07,3.68,97.0,95.0,96.0,97.0,NO,0.0,NO,15.8,10.98,16.29,12.38,Software - Application
3,Healthcare,1,TXG,98.7,Extended Near High,Loose,85.71,0.52,6.35,98.0,97.0,98.0,98.0,NO,0.0,NO,60.37,32.91,62.19,38.91,Medical Devices
3,Healthcare,2,GRAL,98.48,Extended Near High,Loose,126.89,0.61,6.2,97.0,98.0,98.0,97.0,NO,0.0,NO,78.24,72.61,79.75,65.68,Diagnostics & Research
3,Healthcare,3,NTRA,97.81,Extended Near High,Normal,412.56,0.77,3.3,97.0,96.0,97.0,97.0,NO,0.3,NO,316.5,244.56,325.91,253.07,Diagnostics & Research
3,Healthcare,4,MRNA,97.69,Extended Near High,Loose,198.88,1.87,5.9,98.0,97.0,98.0,98.0,NO,0.27,NO,110.11,64.26,115.69,74.96,Biotechnology
3,Healthcare,5,TWST,97.53,Extended Near High,Loose,182.83,1.81,6.33,98.0,96.0,98.0,98.0,NO,0.0,NO,126.28,73.17,130.48,87.03,Biotechnology
4,Basic Materials,1,CLMT,90.04,Stage 2 Watch,Loose,53.65,10.39,4.58,97.0,94.0,96.0,95.0,NO,0.0,NO,48.89,34.25,49.24,38.86,Specialty Chemicals
4,Basic Materials,2,AYA,90.02,Stage 2 Watch,Loose,28.47,7.17,5.69,97.0,82.0,96.0,97.0,NO,1.07,NO,25.67,19.45,26.09,20.58,Silver
4,Basic Materials,3,TX,86.91,Tight Base,Tight,55.36,5.74,2.24,92.0,73.0,92.0,91.0,NO,0.0,NO,53.58,45.44,54.3,47.02,Steel
4,Basic Materials,4,ERO,80.57,Stage 2 Watch,Loose,37.87,7.25,5.5,95.0,39.0,96.0,93.0,NO,0.0,NO,33.26,29.77,34.17,29.52,Copper
4,Basic Materials,5,CGAU,77.84,Stage 2 Watch,Normal,22.56,7.99,3.65,95.0,29.0,95.0,89.0,NO,0.0,NO,20.93,18.12,21.45,18.64,Gold
5,Technology services,1,NIQ,77.21,Stage 2 Watch,Normal,17.83,9.45,3.33,95.0,29.0,98.0,94.0,NO,0.0,NO,15.82,12.94,16.13,12.12,Packaged software
