IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,40.0,23.0,36.0,0.0,0.0,0.0,NO,NO
2,MGNI,24.32,Communication Services,Advertising Agencies,95.0,95.0,98.0,97.0,1.1,0.9171,11.26,NO,NO
3,ZD,50.95,Communication Services,Advertising Agencies,92.0,17.0,87.0,93.0,1.9807,1.8729,0.0,NO,NO
4,WPP,25.95,Communication Services,Advertising Agencies,89.0,98.0,96.0,92.0,1.2275,0.6746,25.86,NO,YES
5,QNST,15.22,Communication Services,Advertising Agencies,65.0,8.0,88.0,89.0,0.6536,0.6043,0.0,NO,NO
1,DFNS,46.0,Industrials,Aerospace & Defense,98.0,99.0,99.0,98.0,19.9078,13.6474,0.0,NO,NO
2,SIF,28.23,Industrials,Aerospace & Defense,98.0,97.0,98.0,98.0,2.0225,2.0025,0.0,NO,NO
3,DCO,201.46,Industrials,Aerospace & Defense,96.0,94.0,95.0,95.0,8.6093,7.9261,4.06,NO,NO
4,ATRO,76.04,Industrials,Aerospace & Defense,95.0,82.0,91.0,87.0,3.2271,3.0114,0.0,NO,NO
5,ARXS,57.59,Industrials,Aerospace & Defense,94.0,97.0,97.0,,3.5212,3.4005,0.0,NO,NO
1,CF,116.73,Basic Materials,Agricultural Inputs,75.0,31.0,23.0,84.0,4.5421,3.8607,0.0,NO,NO
2,UAN,126.5,Basic Materials,Agricultural Inputs,73.0,83.0,21.0,84.0,3.3549,3.1321,0.0,NO,NO
3,IPI,34.92,Basic Materials,Agricultural Inputs,42.0,39.0,13.0,37.0,1.4831,1.4524,0.0,NO,NO
4,CTVA,76.86,Basic Materials,Agricultural Inputs,41.0,5.0,14.0,40.0,2.6841,2.1894,0.0,NO,NO
5,SMG,62.06,Basic Materials,Agricultural Inputs,35.0,10.0,31.0,15.0,2.9329,2.7193,0.0,NO,NO
1,DAL,91.98,Industrials,Airlines,92.0,77.0,92.0,88.0,2.6421,2.2257,0.0,NO,NO
2,ALGT,97.17,Industrials,Airlines,91.0,5.0,90.0,18.0,5.755,4.91,0.0,NO,NO
3,UAL,129.12,Industrials,Airlines,88.0,54.0,93.0,79.0,4.6821,3.9743,0.0,NO,NO
4,LUV,46.94,Industrials,Airlines,85.0,12.0,84.0,9.0,1.7871,1.5529,0.0,NO,NO
5,AAL,16.03,Industrials,Airlines,83.0,13.0,92.0,66.0,0.71,0.5969,0.0,NO,NO
1,CAAP,26.14,Industrials,Airports & Air Services,51.0,80.0,44.0,11.0,0.7566,0.7281,0.0,NO,NO
2,OMAB,111.21,Industrials,Airports & Air Services,40.0,67.0,61.0,13.0,2.9384,2.8306,0.0,NO,NO
3,PAC,222.11,Industrials,Airports & Air Services,9.0,8.0,9.0,5.0,6.1757,6.1118,0.0,NO,NO
4,ASR,277.63,Industrials,Airports & Air Services,7.0,15.0,9.0,3.0,8.0029,7.8136,0.0,NO,NO
1,KALU,170.98,Basic Materials,Aluminum,93.0,46.0,16.0,85.0,9.9154,8.6125,0.0,NO,NO
2,CSTM,28.61,Basic Materials,Aluminum,90.0,13.0,7.0,79.0,1.3139,1.2182,0.0,NO,NO
3,CENX,45.95,Basic Materials,Aluminum,82.0,58.0,2.0,16.0,2.2857,2.0329,0.0,NO,NO
4,AA,47.48,Basic Materials,Aluminum,40.0,16.0,2.0,5.0,1.7189,1.4793,0.0,NO,NO
1,GIII,35.77,Consumer Cyclical,Apparel Manufacturing,84.0,79.0,83.0,76.0,0.9064,0.8207,0.0,NO,NO
2,RL,395.83,Consumer Cyclical,Apparel Manufacturing,75.0,71.0,70.0,67.0,13.9414,13.0593,0.0,NO,NO
3,KTB,78.8,Consumer Cyclical,Apparel Manufacturing,73.0,8.0,66.0,82.0,2.9996,2.8218,0.0,NO,NO
4,LEVI,24.3,Consumer Cyclical,Apparel Manufacturing,72.0,30.0,67.0,81.0,0.7275,0.6904,0.0,NO,NO
5,PVH,86.55,Consumer Cyclical,Apparel Manufacturing,57.0,92.0,15.0,89.0,3.1871,2.925,0.0,NO,NO
1,VSXY,93.52,Consumer Cyclical,Apparel Retail,98.0,96.0,98.0,94.0,4.2934,3.9931,0.0,NO,NO
2,LVLU,17.34,Consumer Cyclical,Apparel Retail,98.0,98.0,97.0,52.0,2.3444,2.286,0.0,NO,NO
3,CTRN,72.05,Consumer Cyclical,Apparel Retail,96.0,97.0,97.0,94.0,2.7707,2.5414,0.0,NO,NO
4,ROST,254.31,Consumer Cyclical,Apparel Retail,91.0,94.0,81.0,90.0,5.0925,4.7318,0.21,NO,NO
5,JILL,18.74,Consumer Cyclical,Apparel Retail,88.0,94.0,97.0,65.0,0.8643,0.8529,0.0,NO,NO
1,MAAS,18.91,Financial Services,Asset Management,98.0,98.0,98.0,98.0,2.1178,2.0928,0.27,NO,NO
2,AAMI,91.56,Financial Services,Asset Management,95.0,94.0,95.0,96.0,3.4754,3.3254,0.0,NO,NO
3,VCTR,106.79,Financial Services,Asset Management,93.0,95.0,94.0,93.0,3.3787,3.1444,2.53,NO,NO
4,STT,184.92,Financial Services,Asset Management,92.0,72.0,91.0,91.0,4.3607,4.1121,0.0,NO,NO
5,WT,21.48,Financial Services,Asset Management,92.0,92.0,84.0,89.0,0.9946,0.9411,0.0,NO,NO
1,KMX,58.06,Consumer Cyclical,Auto & Truck Dealerships,89.0,93.0,96.0,84.0,2.1575,2.0154,0.44,NO,NO
2,PAG,216.4,Consumer Cyclical,Auto & Truck Dealerships,87.0,95.0,93.0,88.0,6.3586,5.0507,0.27,NO,NO
3,RUSHB,77.85,Consumer Cyclical,Auto & Truck Dealerships,87.0,62.0,85.0,81.0,2.4036,2.26,0.0,NO,NO
4,RUSHA,79.73,Consumer Cyclical,Auto & Truck Dealerships,87.0,87.0,81.0,71.0,2.58,2.5429,0.0,NO,NO
5,OPLN,37.62,Consumer Cyclical,Auto & Truck Dealerships,85.0,10.0,63.0,87.0,1.5261,1.4346,0.0,NO,NO
1,CYD,48.73,Consumer Cyclical,Auto Manufacturers,89.0,66.0,84.0,35.0,2.2427,2.0334,0.0,NO,NO
2,GM,86.94,Consumer Cyclical,Auto Manufacturers,83.0,92.0,80.0,36.0,3.215,3.0336,0.0,NO,NO
3,RIVN,15.38,Consumer Cyclical,Auto Manufacturers,67.0,7.0,70.0,53.0,0.8518,0.7979,0.0,NO,NO
4,RACE,407.28,Consumer Cyclical,Auto Manufacturers,64.0,85.0,90.0,82.0,10.3118,8.2339,0.0,NO,NO
5,HMC,30.73,Consumer Cyclical,Auto Manufacturers,54.0,88.0,92.0,18.0,0.6771,0.5087,0.0,NO,NO
1,GTX,30.47,Consumer Cyclical,Auto Parts,95.0,11.0,84.0,95.0,1.3216,1.1994,0.0,NO,NO
2,BWA,65.8,Consumer Cyclical,Auto Parts,90.0,56.0,81.0,88.0,2.3182,2.1746,0.0,NO,NO
3,MGA,67.82,Consumer Cyclical,Auto Parts,87.0,84.0,76.0,87.0,2.2643,2.1289,0.0,NO,NO
4,VGNT,42.82,Consumer Cyclical,Auto Parts,86.0,79.0,56.0,,2.155,2.0807,0.0,NO,NO
5,PLOW,44.91,Consumer Cyclical,Auto Parts,84.0,69.0,32.0,74.0,2.5305,2.2619,0.0,NO,NO
1,SMFG,25.73,Financial Services,Banks - Diversified,91.0,49.0,88.0,81.0,0.6336,0.4021,0.0,NO,NO
2,BBVA,28.14,Financial Services,Banks - Diversified,90.0,89.0,93.0,61.0,0.6911,0.3711,0.0,NO,NO
3,MUFG,22.52,Financial Services,Banks - Diversified,90.0,82.0,91.0,83.0,0.5139,0.3193,0.0,NO,NO
4,BNY,158.82,Financial Services,Banks - Diversified,90.0,79.0,89.0,88.0,2.8743,2.7457,0.0,NO,NO
5,BMO,180.82,Financial Services,Banks - Diversified,90.0,67.0,87.0,87.0,3.2404,3.1811,0.0,NO,NO
1,CARE,33.9,Financial Services,Banks - Regional,95.0,83.0,93.0,94.0,1.0943,1.0671,0.0,NO,NO
2,MSBI,33.76,Financial Services,Banks - Regional,95.0,92.0,90.0,91.0,0.9931,0.9506,0.0,NO,NO
3,GCBC,34.5,Financial Services,Banks - Regional,93.0,86.0,96.0,91.0,0.9903,0.9482,0.0,NO,NO
4,CIB,90.25,Financial Services,Banks - Regional,93.0,91.0,95.0,77.0,2.7712,2.7304,0.0,NO,NO
5,CBNA,48.01,Financial Services,Banks - Regional,93.0,94.0,93.0,87.0,2.1532,2.0501,0.0,NO,NO
1,BUD,83.97,Consumer Defensive,Beverages - Brewers,79.0,80.0,52.0,71.0,1.9221,1.3964,0.0,NO,NO
2,FMX,122.18,Consumer Defensive,Beverages - Brewers,75.0,11.0,42.0,75.0,4.6718,4.5932,0.0,NO,NO
3,TAP,42.41,Consumer Defensive,Beverages - Brewers,10.0,86.0,35.0,5.0,1.2893,1.17,0.0,NO,NO
4,SAM,183.05,Consumer Defensive,Beverages - Brewers,6.0,58.0,9.0,4.0,6.9204,6.6104,0.0,NO,NO
5,STZ,132.52,Consumer Defensive,Beverages - Brewers,6.0,49.0,8.0,4.0,2.8568,2.4854,1.37,NO,NO
1,MNST,94.16,Consumer Defensive,Beverages - Non-Alcoholic,89.0,21.0,91.0,77.0,2.2733,2.0176,0.0,NO,NO
2,COCO,64.12,Consumer Defensive,Beverages - Non-Alcoholic,89.0,8.0,13.0,78.0,3.6251,3.6031,0.0,NO,NO
3,COKE,188.23,Consumer Defensive,Beverages - Non-Alcoholic,83.0,82.0,10.0,86.0,7.3721,7.07,0.0,NO,NO
4,KO,86.85,Consumer Defensive,Beverages - Non-Alcoholic,76.0,71.0,79.0,69.0,1.8671,1.5643,0.0,NO,NO
5,CCEP,108.25,Consumer Defensive,Beverages - Non-Alcoholic,74.0,58.0,85.0,74.0,2.7743,2.2786,0.0,NO,NO
1,DEO,92.8,Consumer Defensive,Beverages - Wineries & Distilleries,34.0,92.0,79.0,14.0,2.3479,1.6343,0.0,NO,NO
2,MGPI,17.32,Consumer Defensive,Beverages - Wineries & Distilleries,3.0,78.0,10.0,1.0,0.8707,0.8014,0.0,NO,NO
1,FBRX,76.83,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,4.0219,2.3272,0.18,NO,NO
2,TRAX,45.31,Healthcare,Biotechnology,98.0,98.0,98.0,,4.4434,4.0863,0.0,NO,NO
3,QTTB,16.2,Healthcare,Biotechnology,98.0,93.0,98.0,98.0,1.1388,1.1388,0.0,NO,NO
4,MBX,67.11,Healthcare,Biotechnology,98.0,85.0,98.0,96.0,4.6503,4.5896,0.0,NO,NO
5,DFTX,46.14,Healthcare,Biotechnology,98.0,50.0,98.0,98.0,2.2146,2.1785,0.0,NO,NO
1,BBGI,23.62,Communication Services,Broadcasting,98.0,53.0,95.0,98.0,2.0943,2.0114,0.0,NO,NO
2,NXST,187.97,Communication Services,Broadcasting,12.0,82.0,17.0,9.0,7.1521,6.7279,0.0,NO,NO
1,RMIX,18.27,Basic Materials,Building Materials,93.0,13.0,89.0,,1.2532,1.2532,0.0,NO,NO
