SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Healthcare,1,FBRX,98.97,Extended Near High,Normal,76.87,0.43,3.56,98.0,98.0,98.0,98.0,NO,0.0,NO,39.62,28.66,45.52,33.15,Biotechnology
2,Healthcare,2,SEPN,98.75,Extended Near High,Loose,47.76,0.46,5.46,98.0,97.0,98.0,96.0,NO,1.85,NO,34.73,27.85,36.69,29.68,Biotechnology
2,Healthcare,3,XNCR,98.38,Extended Near High,Loose,22.1,0.54,5.88,97.0,98.0,97.0,96.0,NO,1.9,NO,16.01,14.03,17.09,13.77,Biotechnology
2,Healthcare,4,TWST,97.57,Extended Near High,Loose,123.12,2.02,7.13,98.0,97.0,98.0,98.0,NO,0.0,NO,90.51,55.43,96.79,66.82,Diagnostics & Research
2,Healthcare,5,CRL,97.4,Extended Near High,Loose,282.0,0.1,4.18,95.0,95.0,97.0,94.0,NO,0.0,NO,217.71,190.03,228.53,192.53,Diagnostics & Research
3,Energy,1,FTK,99.2,Extended Near High,Loose,38.82,0.13,7.4,98.0,98.0,98.0,97.0,NO,0.8,NO,25.41,18.98,26.7,20.56,Oil & Gas Equipment & Services
3,Energy,2,FET,98.54,Extended Near High,Loose,83.07,0.13,5.78,97.0,98.0,96.0,96.0,NO,1.25,NO,55.24,48.98,58.2,55.94,Oil & Gas Equipment & Services
3,Energy,3,NESR,96.88,Extended Near High,Loose,36.01,2.07,5.35,98.0,96.0,95.0,96.0,NO,0.0,NO,27.18,21.49,28.34,24.62,Oil & Gas Equipment & Services
3,Energy,4,MPC,95.86,Extended Near High,Normal,336.42,0.0,3.62,95.0,90.0,93.0,95.0,NO,0.0,NO,282.35,226.21,288.36,246.06,Oil & Gas Refining & Marketing
3,Energy,5,WHD,95.59,Extended Near High,Loose,72.04,0.89,4.04,93.0,97.0,91.0,86.0,NO,0.0,NO,56.91,52.08,58.46,55.55,Oil & Gas Equipment & Services
4,Technology,1,QMCO,98.53,Extended Near High,Loose,19.4,1.02,8.29,98.0,98.0,98.0,98.0,NO,23.26,NO,12.06,8.38,12.5,8.8,Computer Hardware
4,Technology,2,ZETA,97.95,Extended Near High,Loose,29.15,0.1,5.78,95.0,97.0,98.0,96.0,NO,0.0,NO,21.68,19.1,21.85,19.17,Software - Infrastructure
4,Technology,3,ZBRA,97.28,Extended Near High,Loose,383.06,0.53,4.32,94.0,97.0,98.0,93.0,NO,0.0,NO,270.08,248.67,283.63,248.89,Communication Equipment
4,Technology,4,PANW,97.07,Extended Near High,Normal,383.8,0.88,3.79,97.0,92.0,98.0,98.0,NO,0.0,NO,320.54,219.82,330.75,234.73,Software - Infrastructure
4,Technology,5,RNG,96.75,Extended Near High,Loose,63.45,2.31,6.22,97.0,98.0,95.0,98.0,NO,0.0,NO,44.56,36.28,46.43,40.55,Software - Application
5,Financial Services,1,PMTS,97.14,Extended Near High,Loose,30.5,2.4,5.23,97.0,98.0,98.0,98.0,NO,0.0,NO,20.02,16.18,21.52,17.3,Credit Services
5,Financial Services,2,SAFT,95.88,Extended Near High,Normal,103.36,0.38,2.57,91.0,97.0,95.0,90.0,NO,0.0,NO,80.9,76.62,85.82,78.42,Insurance - Property & Casualty
5,Financial Services,3,VCTR,95.84,Extended Near High,Normal,113.65,0.9,3.18,94.0,95.0,93.0,94.0,NO,0.01,NO,92.83,75.5,95.18,81.22,Asset Management
5,Financial Services,4,CIB,95.29,Extended Near High,Normal,98.01,2.71,3.53,95.0,95.0,96.0,85.0,NO,0.0,NO,82.15,72.09,84.88,75.94,Banks - Regional
5,Financial Services,5,AAMI,94.31,Near Breakout,Normal,91.55,2.2,3.89,95.0,92.0,91.0,96.0,NO,0.22,NO,79.8,60.79,81.22,67.0,Asset Management
