Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,95,9,96,94,SI
2,Healthcare,70,54,70,62,"ERAS,QTTB,CLYM,FBRX,AGL,ORKA,ANRO,SYRE,TXG,TWST,RLAY,FTH,ETON,DFTX,MBX,DMRA,RVMD,DNTH,ALMS,PRAX,RLYB,CDNA,PLSE,NVCT,TRAX,SLGL,SEPN,ELVN,PACS,BDSX,KOD,TNGX,CRNX,MANE,APGE,LBRX,OMER,QURE,XNCR,PVLA,ANAB,LQDA,APLM,TVTX,NBTX,EWTX,URGN,MNPR,ARWR,CORT,NRIX,PTGX,JBIO,OSCR,FBIOP,CUE,HNGE,CGEM,ANIK,NEO,RAPP,GHRS,AXGN,KYMR,IMUX,GH,AMLX,ADPT,IMVT,MRNA,YARW,GKOS,KNSA,COAG,CRL,VREX,ELMD,ROIV,RCUS,MCTA,ELOX,CNC,CGON,PARK,BTSG,AMN,NUTX,SPRB,DCTH,BTSGU,BWAY,TRVI,HAE,IMNM,NTRA,TNDM,ILMN,GPCR,HUM,BCAX,FTRE,CBLL,DYN,CLDX,NHC,OMDA,NKTR,JAZZ,INBX,BLFS,AMRX,LGND,COGT,CON,PDEX,NGNE,ITGR,ASTH,ACHC,KRYS,TGTX,GLUE,TECX,LNTH,ANGO,ALMR,AZTA,STRO,BRKR,SMTI,XENE,ALKS,KIDS,ICUI,DXCM,SRZN,ZBIO,ATRC,HALO,IART,RIGL,PHVS,UFPT,LIVN,BRKRP,BLTE,HTFL,TEVA,BBNX,AVTX,TECH,SPTX,BAX,DNLI,RGEN,THC,PNTG,RPRX,ZYME,MOH,MRK,MMED,MD,KMTS,ESTA,NVCR,AVLN,AVBP,PCVX,NRC,SRRK,TYRA,AXSM,BIO,IDYA,LLY,IQV,CSTL,ARQT,SIBN,HSIC,CTEV,APMD,AMGN,MEDP,VCEL,WST,VTVT,CAH,MMSI,HSTM,RDNT,VEEV,WAT,INDV,HQY,VOR,ACAD,DGX,AKTS,INCY,ODTX,JNJ,CYTK,RVTY,LH,GRDN,BIIB,SLP,UNH,BBIO,NVST,WGS,DRUG,VTRS,GMAB,STOK,A,BMRN,CHE,CNMD,RYTM,CBIO,TMO,BDX,BMY,ELV,REGN,CVS,SOLV,SHC,SDGR,SNDA,ZLAB,HRMY,MIRM,DVA,PBLS,TCMD,ICLR,PGNY,EXEL,TARS,VRTX,TFX,HCSG,ABBV,GRAL,UTMD,MTD,ASMB,CLPT,ALGN,GENB,ABVX,VCYT,EW,ASND,MAZE,TAK,EHC,PRPO,ELAN,IRON,MCK,ZBH,PEN,GMED,MDGL,HROW,ADUS,IMCR,UTHR,COO,NVS,BEAM,WRBY,STVN,ONC,PTHS,SNDX,SCTX,VRDN,USPH,PTCT,HIMS,QGEN,ARGX,BLCO,ABT,LTGO,NBIX,INMD,STAA,AUPH,DHR,VERA,GILD,MDT,GEHC,GLSI,IRMD,COR,ATR,TBPH,AGIO,MLYS,SGP,GSK,ENSG,PFE,CELC,MESO,CAI,FMS,CRSP,STE,PCRX,ENOV,SYK,ALC,OBX,BLSM,INVA,SUPN,INSM,LFMDP,OMCL,VKTX,WAY,PHG,RARE,TMDX,CI,PRVA,BLLN,FLGT,INSP,SRPT,OPCH,TEM,JANX,NVO,RMD,MLTX,SNY,ANIP,SNN,AMPH,HCA,KARD,SGRY,BNTX,PAHC,UHS,LKFT,AORT,IDXX,BRVE,ATTO,IRTC,PBH,LMAT,IONS,AZN,MDLN,QNCX,ISRG,NAMS,LEGN,BSX,ZTS,KLRA,COLL,AAPG,DOCS,PRCT,PODD,ALNY"
3,Energy,67,63,46,63,"NESR,FET,FTK,PBF,DK,NGL,PARR,OII,VLO,MPC,WTTR,PBT,DINO,INSW,EC,PSX,NBR,HP,FRO,FTI,WHD,CMBT,APA,CVE,TDW,TEN,LPG,INVX,EFXT,KGS,TALO,EQNR,BWLP,SM,WKC,TRGP,XPRO,OVV,NCSM,TBN,SUNC,TNK,DHT,SMC,PR,LB,YPF,SUN,SEI,SU,KNTK,E,CNQ,WBI,PAGP,IMO,NOV,SDRL,VIST,PAA,VAL,CHRD,REPX,SOBO,NE,FANG,OXY,STNG,SLB,COP,XOM,TRMD,LNG,OKE,WDS,PBA,CVI,CQP,WES,TTE,BKR,RNGR,AROC,PDS,EOG,EE,CVX,NGS,PBR,WFRD,EROK,CNR,SHEL,GLNG,ET,FLOC,VTOL,TS,DVN,AM,MUR,WMB,MTDR,MPLX,EPD,DKL,HAL,NVGS,DMLP,BP,KMI,LBRT,FLNG,DTM,CAPL,GLP,TRP,PNRG,HESM,AR,RRC,KRP,USAC,APC,NOG,HMH,MGY,BTU,CNX,ARLP,TPL,NFG,IMPPP,SBR,ENB,BKV,CRC,VNOM,WHK,CCJ,GEL,EQT,UUUU,TGS,NRP,LEU,EXE,NC,GPOR,VTS"
4,Technology,66,64,58,69,"AXTI,SNDK,BVC,MGRT,AEHR,AAOI,MXL,QMCO,MU,BLZE,DELL,CHRN,LITE,STX,BAND,WDC,UMAC,ALOT,TSEM,ICHR,FSLY,SAIH,PENG,OCC,HPE,INTC,BNAI,RTB,SILC,MEI,UCTT,MRVL,ASX,SIMO,DOCN,VICR,FORM,PUBM,RNG,SHAZ,ALNT,AMD,VSAT,TER,LPTH,VIAV,IMOS,COHU,PANW,CIEN,UMC,FEIM,ACMR,DGII,NTAP,ONTO,SNOW,NAVN,SITM,TWLO,ALAB,OUST,FROG,LRCX,CRDO,AMAT,OKTA,CRWD,ARM,VELO,ZETA,QLYS,MITK,FTNT,KLIC,FLEX,VSH,TTMI,NVEC,MKSI,RELL,ASYS,SMTC,NSIT,TENB,U,FIVN,AIP,COHR,VPG,TSAT,PDFS,HQ,TEAM,BRUN,AMBQ,ASML,DAVE,CHYM,P,RAL,DDOG,NET,RBRK,MDB,AEVA,LSCC,MRAM,STM,RELY,OOMA,ADEA,KEYS,ZBRA,GCT,DIOD,RDVT,BELFB,AVT,HIMX,ENTG,KLAC,MPTI,PATH,CIFR,MTSI,GLW,CCSI,PAY,S,VECO,KN,PLXS,SNX,PTRN,GTLB,VRNS,ROG,INTA,PAYC,BHE,BELFA,ANET,LFUS,WATT,ARW,ESTC,APPN,FLYW,GRMN,RAMP,AMKR,SWMR,HPQ,OSPN,AGYS,BRZE,IBTA,FFIV,JBL,DJCO,CPAY,NTCT,ACLS,CSCO,SHOP,IOT,KARO,NOVT,SAIC,TTAN,SCSC,WDAY,CVLT,CAMT,PLTS,NTNX,CNXN,ARQQ,WYFI,APH,TSM,SYNA,ATEN,SLAB,ST,WEX,DBX,CACI,PGY,SMCIP,INGM,ADI,NN,CGNX,MLAB,MANH,EXTR,TXN,NOVTU,SANM,ACIW,CTS,POWI,SAIL,BOX,ESE,WOLF,XYZ,PRGS,ALGM,DT,SPSC,MPWR,TOST,Q,ZM,VIA,KSPI,PAYX,GRND,LYFT,PI,PCTY,NATL,ALRM,BILL,ADP,CEVA,ON,EVTC,AKAM,CLMB,WK,DOCU,PLTR,GFS,GRRR,TDY,RDWR,DCBO,AOSL,FN,ALKT,MSI,NTSK,DFIN,LYTS,QTWO,IDCC,AAPL,YOU,CDW,GWRE,ITRN,CLS,SMCI,BDC,LASR,GEN,SONO,MSFT,FTV,SSNC,AVNW,IBEX,QRVO,NVDA,VRSN,NVMI,CSQR,PLUS,APPF,EXLS,ROP,BKTI,APLD,CORZ,INOD,NOW,AVGO,EFOR,NXT,BLKB,AMBA,DBD,PCOR,MCHP,NCNO,QNT,ITRI,PLAB,ACFN,DSGX,UPBD,SWKS,SAP,ENPH,DAKT,CTSH,IT,MCHPP,IONQ,ADIG,ASTS,CRM,CRWV,ADSK,LOGI,FSLR,TEL,SONY,SKHY,EEFT,CDNS,JKHY,MBGL,QBTS,RGTI,RMBS,QCOM,BSP,BSY,NYAX,BR,NICE,NTGR,GIB,ADBE,IBM,TDC,STRC,UBER,KVYO,NXPI,ALMU,DUOL,ZS,VNT,OSIS,STRF,VHC,GDDY,PTC,MNDY,G,FIG,LIF,IPGP,LDOS,HUBS,OTEX,MQ,CRUS,BMI,ACN,SNPS,STRD,GDS,CHKP,UI,OCTV,TYL,PAR,TRMB,FICO,BL,FIS,SEDG,FOUR,CNXC,FORTY,STRK,CSIQ,CALX,PEGA,DOX,WIX,OLED,CLFD,PSN,GLOB,EPAM,ORCL,INTU,CBRS,IIIV,JKS,BLSH,MSTR"
5,Financial Services,58,47,63,54,"MAAS,RACC,PMTS,LIFE,ENVA,ECPG,HUT,PRCH,MRX,AAMI,CCXI,CCXIU,SEZL,ATLC,VCTR,MSBI,BFH,CIB,CARE,WT,GCBC,TWN,BOTJ,STT,AMAL,DGICB,KF,BWFG,PGC,VBNK,CBNA,MBIN,BWIN,CHMG,WULF,HBT,CMTV,HRTG,OPY,HFBL,PRAA,FNWD,VIRT,WRLD,AMTB,SAFT,ALRS,BNY,SMBK,BMO,RBCAA,PKBK,UFCS,CFBK,PFIS,MUFG,EGBN,TD,SMFG,CBK,UVE,FCAP,CZFS,RY,AMG,FMAO,BPOP,WTBA,PLBC,BBVA,FBP,ARX,PBAM,VOYA,OSBC,SRCE,FBIZ,KINS,TRST,FVCB,FISI,OBK,CM,NTRS,PS,CAC,TMP,SHBI,THFF,OBT,AGM,INBK,PEBO,FRST,JXN,IX,CBC,BNS,CFG,RBB,WASH,ATLO,GSHD,RRBI,NIC,CTBI,BAP,WSBC,FNLC,TFIN,ASIC,HG,PEBK,HSBC,WSFS,ACNB,WSBF,GOLD,EZPW,BY,IVZ,FCBC,PDLB,TRV,AVBC,GSBC,STK,FMBH,QCRH,CNO,CFR,FDSB,SFST,SKWD,ING,BSTZ,SLF,BAC,TSBK,HQL,FRAF,UBS,BWB,SBFG,SMBC,FXNC,NKSH,VLY,C,OFG,EBC,MYFW,DCOM,FSEA,UVSP,PFG,USB,BPRN,HQH,PBFS,MET,FNRN,NTB,LCNB,FFBC,SHG,ZION,CCNE,MBWM,FSBC,PNC,PCB,NBN,GL,FUNC,MS,PLGO,USCB,MTB,CZNC,CATY,UMBF,PRK,BUSE,ESQ,SLDE,CPBI,IFS,MPB,TFSL,FCF,STBA,FDBC,FITB,FULT,MCBS,THG,SNEX,MFC,HWC,CIVB,NWBI,AIZ,GABC,ALL,KB,BCS,JCAP,HBCP,SEIC,NWFL,NBTB,BHB,RGA,LOB,CBNK,UNM,LARK,BOW,HNVR,ORRF,BEN,SRBK,CNOB,MBBC,AII,PYPL,ACT,BOKF,NWG,IBKR,MCHB,EWBC,TCBK,UBSI,TCBX,WBS,HAPN,FBLA,LNC,SYBT,BSVN,CPF,CBAN,SFNC,ASB,UNTY,FCCO,CCBG,BFST,NECB,PRU,FDS,BSRR,NP,MCY,MRBK,AVBH,HAFC,EQBK,NMIH,ISTR,HBNC,JPM,TWFG,HASI,FRBA,AUB,EFSI,HWBK,FBNC,EBMT,COSO,AROW,CFFI,FCNCA,AMP,PFS,GS,SCHW,CHCO,FHI,RF,FMNB,EQH,HMN,BCAL,PRI,CNS,AFRM,DBRG,ONB,CUBI,HFWA,NBBK,FCFS,MVBF,EIG,AX,NXG,PBHC,MCB,SBCF,CVBF,SSB,RCBC,CACC,HTB,TBBK,WABC,PEO,HCI,ECBK,PFBC,LSBK,MNSB,NRIM,RNR,IREN,ITIC,SPFI,KEY,BVFL,IBCP,BST,WTW,INDB,MTG,EFSC,COLB,EMF,CLST,WHG,JMSB,BFC,WAFD,OMF,FIBK,SFBS,SPNT,CZWI,BANR,NFJ,CWBC,BHRB,FNB,CRBG,VABK,EVT,NODK,PNFP,BBT,TRMK,BSAC,WTFC,OPBK,FBK,SII,RNST,COFS,WF,BCH,ABCB,HOMB,SIGI,FSUN,BTO,CEE,RLI,HIPO,CCD,RIOT,UCB,LCLN,FAF,HYNE,HIFS,CBSH,FUSB,RJF,BGR,RGT,RMBI,ESNT,FHN,TFC,IGIC,COF,SLM,SYF,EMO,TRIN,BME,CB,AJG,MKTW,BLX,PROV,DB,CNA,MGYR,HTH,BKU,WFC,FRME,HBAN,CAF,BANC,VRTS,EG,BMRC,BOH,OVLY,RVT,OVBC,ADX,BMEZ,OZK,GGZ,NBHC,V,L,PLMR,FGNXP,ALLY,NCZ,LPLA,SF,CASH,CSWC,ETG,TCBI,ETO,GDV,ASGI,PB,OCFC,ASA,AFG,NDAQ,GAM,IOR,THQ,BCV,GAIN,TOWN,ORI,MRSH,NU,MA,JCE,FFIN,MORN,TROW,GBCI,FFA,CBU,FHB,PJT,WTM,NBXG,AON,CBFV,CSQ,AIO,NCV,UBCP,PFX,AFL,SPXX,FRBT,NPB,FSBW,GLRE,QQQX,BLK,KNSL,TBLD,RDN,HOOD,CET,SBSI,TY,CINF,TCBS,SATA,ACV,ACGL,TRU,SFBC,SRV,BX,APO,CRVL,RMI,AXP,BCML,NEWTP,STEW,TPG,VALU,NIE,AUBN,MXF,ECCC,SCD,MEGI,DGICA,LKFN,LGI,HIG,ETV,MCO,BCAT,IOND,IBOC,ISBA,MBINL,BRO,FRHC,BANX,EOT,IBN,CII,MC,UTF,AXS,CNOBP,BAM,MNSBP,HTD,RLTY,KKR,FGBIP,CBOE,NNI,MBINM,WAL,ETB,RVI,UNB,WRB,OCCIN,MSCI,MSBIP,MAIN,MIAX,BANF,SOR,PDX,BMA,ONIT,ATLCP,MBNKO,FOA,BUSEP,OXLCN,MKTX,BUI,APAM,RYAN,GLU,EICA,VEL,WSBCO,EIIA,UTG,BMN,ARES,FRMEP,ONBPO,OXLCO,BTT,JEF,BPYPM,PDPA,ONBPP,FDUS,WAFDP,SPGI,CCID,UMBFO,SPME,ARCC,SPMA,PGR,CCNEP,VLYPN,BHF,STC,AIG,BWBBP,VLYPP,SLMBP,MMD,EOI,FFC,VLYPO,HPI,HBANL,ERIE,WTFCN,PSUS,BBAR,DFP,OCCIM,SDHY,TIPT,MBINN,HPF,DXYZ,TYG,HTGC,EFSCP,IGI,ETX,TRUP,FLC,OZKAP,ECAT,GLAD,TCBIO,RNP,NBB,GUG,LDP,BBN,MSDL,ICE,MKL,FPF,IIF,PSF,EOS,BXSL,BOT,RM,TSLX,FNF,NPFD,KLAR,GBLI,PTA,EVR,ACGLN,BN,BNT,AGO,FULTP,PUK,NTRSO,ACGLO,CME,FCNCO,FCNCP,XZO,AB,TW,HLNE,PIPR,HBANP,HBANZ,JLS,SIGIP,SOFI,ZIONP,MCI,CG,HBANM,FG,LAZ,MPV,GGAL,XFLT,LMND,PDI,PWP,UPST,STEP,FIGR,XP,SAR,PFSI,HERZ,HDB,GLXY,KMPR,HLI,AIFU,ROOT,TREE,AMSF,ETOR,CRCL,COIN,WD,FUTU,GBFH,BMNR,CCB,GSIW,VCX"
6,Industrials,56,52,54,48,"DFNS,BUUU,FCEL,EDRY,NCEW,SIF,PKOH,ATRO,BE,OESX,MAN,ATI,PLPC,TH,DCO,GEO,CXW,MTW,TWIN,KELYB,KFRC,PKE,PL,ARCB,CRS,HSHP,IESC,PRLB,GHM,PHOE,DXPE,MATX,SHIP,ECO,RHI,CBZ,KELYA,ARXS,HQI,CYRX,AIR,FIX,FA,XMTR,VOYG,RCMT,NVRI,RXO,MRCY,JBHT,ISSC,NSP,AGX,ARMK,LIME,PESI,NMM,UHAL,EFTY,BXC,ZIM,TISI,NVT,GRC,SXI,KNX,UNF,TNET,ATKR,TKR,PBI,MG,DAL,FDX,AIRT,GEV,TFII,TPC,WTS,VVX,POWL,VSEC,NPO,HXL,LGN,HLIO,SWK,RHLD,CASS,HURC,VRT,ESLT,ENS,CAT,R,BKSY,PRG,AEIS,ADUR,MSM,SBLK,EXPD,DAC,SNDR,CVLG,WAB,GFF,GIC,GNK,TRNS,PWR,XPO,CDNL,URI,CIX,GPN,CSW,WCC,CECO,ECG,UAL,HWM,RTX,AIT,IEX,ACA,LSTR,FSTR,AXON,HRI,KFY,WERN,OC,CMPR,GE,FWRD,CSX,ODFL,ULH,ESEA,ASC,PH,CMDB,HURN,MEC,BRC,GENC,CLH,BWMN,HEI,STRL,CNI,LXFR,TEX,ESP,DSGR,LUNR,EML,NDSN,GWW,TREX,KRNT,RYZ,EMBJ,LMT,CMCO,JCI,PCAR,UNP,MRTN,FLS,AME,MYRG,AZZ,VSECU,LUV,LOAR,EMR,ETN,RKLB,DNOW,WWD,DY,FLR,CP,BETA,CR,GD,MMM,EBF,NPK,GSL,NX,KEX,TTC,MLI,ITT,AYI,CMI,FAST,DRS,ICFI,SNA,ABM,AER,MTZ,SKYW,ITW,ALGT,APOG,DE,SUNB,NSC,ROK,FPS,RBC,LECO,CW,DCI,OSK,GTES,MSA,EME,VMI,GHC,TTEK,OTTR,MAS,HUBB,ELMT,HUBG,ALLE,APG,MGRC,CTAS,FELE,BLBD,EXPO,TATT,ENR,FSS,J,FTAI,DPC,CCEC,CRAI,TAYD,MDA,UPS,CMC,LTM,IR,SAIA,TT,GATX,KAI,IIIN,CXT,GVA,MIDD,KE,VLTO,TRI,ZWS,KMT,RGR,SPXC,HII,HON,CSL,BA,DLX,DOV,WOR,WMS,FBIN,FTAIM,ALK,TXT,CPA,ZTO,WM,AWI,GNRC,WSC,FERG,BCO,GFL,WCN,CAAP,SARO,RJET,NOC,POWWP,DLB,RSG,CDRE,FDXF,SEB,NSSC,RRX,HAYW,ROCK,CHRW,TDG,GGG,FER,CWST,KRMN,KBR,FOIL,ROAD,CARR,KTOS,HY,MWA,LNN,CDLR,CAR,BBSI,PAM,TITN,TRN,LHX,EPAC,RYAAY,AIRTP,CAE,RELX,GBX,ULS,AOS,VRSK,AADX,XYL,EFX,OFLX,BAH,OMAB,ALG,GXO,AMRC,REZI,TRC,FCN,AERO,FLY,LPX,MATW,BBUC,AVAV,EROC,MAIR,OTIS,PPIH,ASTE,BWXT,SPCX,POOL,ONT,CNM,WLDN,AMTM,JBTM,AGCO,STN,CPRT,TNC,PAC,AVEX,HONA,ASR,RTO,INIO,EVI,LII,AAON,RBA,SYM,ESAB,WSO,MMS,SITE,BLDR,PNR,MIR,AMSC,XE,ACM,EQPT,HAWK,PRIM,ATS,NNE,PSIX,LMB,SMX,MFP,WLFC"
7,Basic Materials,55,64,36,35,"HYMC,FRD,CLMT,MTRN,AYA,CGAU,ALM,AUGO,ELVR,NWPX,KALU,MT,NUE,ERO,RMIX,PHOS,JHX,STLD,ARIS,SKE,HBM,KOP,ODC,SIND,CSTM,TX,NEU,SSRM,ASH,PRM,AVNT,RS,SCCO,CLW,TECK,IAG,EGO,SCL,HL,SA,AG,BHP,NGVT,FCX,AXTA,SXT,MEOH,GPRE,REX,CMT,HCC,ELE,MTUS,CENX,ESI,NEM,KWR,SQM,BVN,CF,IFF,IOSP,CBT,B,AU,CMP,AAUC,UAN,DD,RIO,CDE,LYB,IPI,OGC,WPM,BCC,VHI,HMY,WFG,FNV,BCPC,RGLD,WDFC,MTX,EMN,AEM,APD,ACNT,USLM,DOW,SHW,PPG,NTR,ALB,FUL,AA,MUX,RPM,SIM,PAAS,ECL,SSD,LIN,WS,CTVA,SMG,PPTA,SOLS,KGC,WLKP,TFPM,USAR,EXP,TTAM,DRD,GFI,VMC,UFPI,AMR,MP,WLK,SSMR,AGI,OR,CE,AMRZ,MLM,IDR,SLVM,PKX,CMCL,CC,ASIX,HWKN,CRH,TGLS,CTGO,MOS,OLN,SMID,KNF,MSB,REA,IPX"
8,Communication Services,52,55,55,55,"CCG,BBGI,ATEX,NBIS,SPHR,IRDM,STRZ,MCS,MGNI,MSGE,IMAX,LILAP,TIGO,GSAT,QNST,MSGS,ROKU,ZD,WPP,WLY,ATNI,CNK,MANU,SKM,WLYB,ECHO,WBD,OPRA,SCHL,IDT,JOYY,SIFY,LYV,GRPN,SIRI,LLYVK,EVER,LLYVA,OMC,BATRK,BATRA,VOD,PSO,GOOGL,GOOG,VEON,FWONA,NWS,FWONK,NWSA,ADV,GRVY,TTWO,MTCH,FOXA,FOX,PPLI,VZ,ATHM,TKO,RDDT,SPOT,PINS,RCI,VSNT,YELP,AMX,NTES,CRTO,CHT,DIS,NYT,BCE,CMCSA,T,LBRDP,KT,NXST,PHI,META,BZ,TMUS,TDS,NFLX,GLIBA,LBRDA,BIDU,GLIBK,LBRDK,WMG,CHTR,LFTO,TIMB,BILI,APP,AD,GIBO,ZG,Z,RBLX,CABO"
9,Consumer Cyclical,51,48,60,42,"DBGI,LVLU,NDLS,VSXY,LIND,CAKE,HBB,VAC,ANDG,HZO,KRT,CTRN,CBRL,BJRI,EAT,SN,MOV,MYE,FLXS,LTH,BDL,EXPE,LQDT,RCKY,FTDR,KMX,CROX,ABNB,GTX,VIK,WEYS,MLKN,INTG,ESCA,BZH,FIVE,ETSY,KSS,W,JAKK,ELA,ANF,LOCO,TILE,JILL,ROST,BBY,HRB,RUSHB,VGNT,RUSHA,MUSA,MGA,M,CALY,THRM,MLR,GEF,PAG,GLBE,LEGH,SHOO,BH,HVT,PRSU,CZR,CASY,DIN,BOBS,LAD,CART,WSM,HNI,MHK,XPEL,BWA,BSET,MGM,RSI,KTB,PENN,SON,SKY,CARG,DASH,GM,SBH,COOK,ALSN,BKNG,RICK,CVEO,MCRI,GIII,BURL,GCO,RL,PKG,LZB,CRI,OSW,WWW,TXRH,STRT,TNL,IHG,H,LGIH,SW,CVCO,PRKS,CCK,OPLN,HOG,REYN,DRI,MHO,LOVE,YETI,RACE,SAH,PHIN,CAVA,RVLV,RH,GPC,RGS,PLOW,DAN,JOUT,HMC,URBN,HOV,RRR,MAR,BC,JACK,AIN,BALL,SBUX,PII,CVNA,AMZN,HLT,MTN,TOL,MCFT,PVH,SE,QSR,HAS,PHM,MTH,LEVI,MOD,RCL,CYD,EBAY,AMCR,RIVN,GRBK,SCI,GOLF,TRS,AN,AAP,DOO,IP,TPR,BWMX,SIG,HGV,TJX,FOXF,DORM,AVY,BYD,LEA,REF,ALH,KBH,JMKE,ETD,BIRK,COLM,CCL,SLGN,FND,MMYT,ALV,DDS,YUMC,GNTX,NCLH,SMP,BOOT,IBP,ABG,DHI,VC,MELI,MBUU,CMG,GIL,CHDN,HTHT,VVV,YUM,HD,AEO,ATMU,CHH,CPHC,ORLY,BROS,DPZ,NATH,CPS,SHAK,DECK,ULTA,AS,WYNN,TM,ASO,LCII,DKS,JD,WH,WGO,NVR,GAP,MCD,DKNG,BBWI,ATAT,OXM,LOW,EYE,ZUMZ,KEQU,WINA,ADNT,DFH,BBW,MAT,FUN,TSCO,SGI,BABA,LKQ,CHWY,THO,KRUS,BFAM,SHOE,GME,LVS,BKE,TSLA,AZO,CSV,LEN,PATK,ONON,CPNG,CPRI,LULU,PDD,TCOM,HSAI,QVCG,NKE,FLUT,BGSI,GPI,PLNT,APTV,WHR,WING,PZZA,ROL,NEGG"
10,Real Estate,45,29,49,45,"CBL,PEB,PK,NHPBP,NHP,OUT,NHPAP,XHR,FVR,MAC,RHP,LXP,PSTL,APLE,SEG,JAN,CDP,JLL,EQIX,IRM,SLG,CCS,HST,CURB,HIW,CTO,WELL,VNO,ALX,LAMR,CUZ,NREF,PINE,SPG,DOC,RMR,AAT,IVT,BNL,FRT,VTR,SKT,JOE,AHR,CHCI,PSA,DLR,EPR,TRNO,KIM,FOR,PECO,KRG,FR,XRN,ESS,EGP,DEA,BXP,IIPR,PLD,ADAMN,MMI,LTC,GTY,OLP,NNN,ADAML,UE,LINE,NTST,CUBE,INVH,NLY,EXR,BFS,AMH,BXDC,SAFE,BRX,LANDP,HR,OHI,UMH,LANDO,GOODN,CPT,ELS,VTMX,SBRA,BPYPP,SMA,UHT,O,EQR,MRP,MAYS,REG,IRT,AKR,UDR,FCPT,WPC,BPYPO,ARL,AGNCM,AGNCP,MAA,CTRE,AVB,AGNCN,WY,ADAMM,AGNCO,AGNCL,CBRE,EPRT,ADC,AGNCZ,WHLRD,KRC,ADAMZ,REGCO,ARR,SUI,REGCP,STAG,RYN,REXR,MLP,AXR,AMT,NHI,BEKE,FRPH,GLPI,CHCT,HHH,FSV,ARE,NMRK,STWD,SBAC,CIGI,VICI,CSR,OZ,TCI,NEN,CCI,NXRT,CSGP,OPI"
