Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,94,6,96,95,SI
2,Healthcare,73,60,76,65,"ANL,ERAS,QTTB,MRNA,CLYM,FBRX,AGL,TWST,ANRO,ORKA,TXG,NVCT,ETON,DFTX,AMLX,CDNA,SYRE,DMRA,BDSX,RVMD,PRAX,MBX,REPL,RLAY,PLSE,FTH,VOGX,XNCR,TRAX,RLYB,DNTH,SPRB,CRNX,LBRX,QURE,OMER,ALMS,APGE,PSNL,APLM,TNGX,TVTX,ELVN,NBTX,MNPR,INBX,ARWR,CORT,ANAB,CGEM,MANE,RAPP,LQDA,KOD,AXGN,URGN,NEO,ANIK,ARCT,OSCR,KYMR,HNGE,EWTX,KNSA,PTGX,IMVT,NRIX,DSGN,CUE,SEPN,SLGL,ILMN,CRL,CGON,ADPT,GH,FDMT,PACS,ROIV,GHRS,NUTX,HTFL,NGNE,PVLA,GKOS,FBIOP,RCUS,NTRA,IMUX,ELOX,YARW,SCTX,IMNM,FTRE,VREX,TGTX,VOR,ALMR,MCTA,HAE,TRVI,AMN,DCTH,JBIO,BTSG,ZBIO,KRYS,DYN,HUM,CNC,COAG,BTSGU,ODTX,ATRC,HALO,STRO,ALKS,SMTI,BLFS,AMRX,NHC,CON,ACHC,NKTR,BHVN,PARK,OMDA,GPCR,CBLL,IQV,PRPO,CLDX,SPTX,TECX,BCAX,LGND,ITGR,AVTX,COGT,MRK,RGEN,THC,CTEV,IDYA,GRAL,XENE,TEVA,LNTH,RPRX,ANGO,ASTH,SRRK,PHVS,CSTL,PDEX,ZYME,CTNM,BLTE,JAZZ,MMED,SDGR,CAI,AVBP,UFPT,TECH,KIDS,NRC,INCY,MEDP,CLPT,CYTK,PCVX,RIGL,BRKR,LTGO,AMGN,MD,RVTY,BBNX,BAX,ICLR,AVLN,SRZN,BIO,ARGX,BRKRP,DNLI,TNDM,CARL,ICUI,BBIO,AZTA,ACAD,PNTG,DXCM,AKTS,TMO,DGX,WST,BMY,VEEV,VRTX,NVCR,VTRS,SLP,EXEL,GENB,BIIB,JNJ,LH,IART,MOH,A,WGS,PBLS,CAH,HRMY,AXSM,ZLAB,LLY,GMAB,LIVN,WAT,REGN,BDX,SIBN,CHE,SHC,BEAM,MMSI,KMTS,VTVT,UNH,TEM,CNMD,VERA,HSIC,ASMB,HCSG,NVST,HQY,SNDA,SOLV,ABBV,STVN,RDNT,MAZE,STOK,APMD,BMRN,IRON,VCEL,ONC,HSTM,DVA,IMCR,CVS,ELV,HIMS,ESTA,RYTM,ADUS,GRDN,ELMD,CBIO,AGIO,BLSM,TYRA,ARQT,DRUG,VRDN,VCYT,ASND,TAK,TFX,GLSI,BNTX,AUPH,MIRM,GILD,UTMD,MCK,MTD,ELAN,INDV,SGP,MDGL,CRSP,UTHR,VKTX,SRPT,PTCT,NVS,WRBY,ZBH,DHR,EHC,NBIX,JANX,PGNY,MESO,TARS,PFE,BLCO,SNDX,ABT,USPH,PCRX,TCMD,COR,PTHS,EW,ATR,INSP,PEN,MDT,OBX,BLLN,GSK,ABVX,COO,CELC,GMED,NVO,TBPH,FMS,GEHC,RARE,QGEN,HROW,STE,ALGN,ENOV,MLYS,RMD,ENSG,IRMD,LFMDP,HCA,CI,INVA,ALC,WAY,PAHC,PHG,LKFT,TMDX,UHS,SNY,KARD,IONS,INSM,SYK,PRVA,SUPN,AMPH,BRVE,FLGT,OPCH,PBH,ANIP,AZN,IDXX,ATTO,SNN,WW,IRTC,AORT,MDLN,DOCS,OMCL,LMAT,STAA,NAMS,QNCX,MLTX,ISRG,LEGN,KLRA,ZTS,PRCT,COLL,BSX,ALNY,PODD,AAPG"
3,Energy,69,64,55,58,"NESR,PBF,DK,FET,VLO,MPC,PARR,DINO,NGL,PSX,PBT,OII,WTTR,INSW,CVE,FTK,APA,CMBT,NBR,FTI,EQNR,HP,SM,FRO,TRGP,LB,TALO,EC,LPG,BWLP,PR,OVV,CVI,WKC,TBN,TEN,SMC,KNTK,TDW,PAGP,SUNC,WHD,PAA,TNK,KGS,CNQ,YPF,SU,LNG,SUN,CHRD,COP,EE,VIST,WBI,REPX,E,IMO,DHT,EFXT,XPRO,SDRL,NCSM,FANG,CQP,PDS,NE,XOM,WDS,SOBO,VAL,OKE,SLB,INVX,CNR,NOV,TRMD,ET,OXY,EOG,CVX,WES,TTE,DVN,GLNG,PBR,SHEL,PNRG,DKL,AR,PBA,DMLP,AM,STNG,MTDR,CCJ,NOG,TS,MUR,EPD,HAL,EROK,BKR,BTU,WMB,BP,RRC,VTOL,NVGS,CAPL,MPLX,SEI,KRP,KMI,RNGR,ARLP,HESM,GLP,AROC,FLNG,VNOM,CNX,DTM,TRP,GEL,MGY,NGS,NRP,USAC,WFRD,NFG,UUUU,FLOC,APC,WHK,TPL,IMPPP,SBR,EQT,ENB,TGS,EXE,CRC,GPOR,LEU,HMH,LBRT,BKV,NC,VTS"
4,Technology,62,57,49,66,"WETO,SNDK,MGRT,AXTI,MU,CHRN,QMCO,LITE,SAIH,DELL,AAOI,ALOT,MXL,STX,WDC,AEHR,MRVL,BAND,HPE,SIMO,SILC,ASX,DOCN,ICHR,RNG,MEI,TSEM,NAVN,AMD,INTC,PENG,UMAC,FSLY,CIEN,PUBM,IMOS,UCTT,UMC,DAVE,PANW,VIAV,FORM,FTNT,TWLO,FROG,LRCX,ONTO,AMAT,CHYM,SNOW,TER,VICR,HQ,ACMR,COHU,SMTC,TEAM,NTAP,QLYS,VSAT,OKTA,COHR,INTA,DGII,MRAM,SITM,U,PAYC,CRWD,NSIT,ALAB,MLAB,ALNT,OOMA,SHAZ,RELY,ZETA,FIVN,CRDO,GCT,PATH,ASML,ANET,FLEX,NET,DDOG,AMBQ,RBRK,ARM,APPN,P,PDFS,PAY,ASYS,VSH,IBTA,TTMI,NVEC,MDB,MKSI,SNX,KLIC,CCSI,RELL,RDVT,MITK,AVT,FEIM,PTRN,MANH,STM,ZBRA,ADEA,TENB,KARO,PGY,KLAC,ARW,FLYW,GLW,VIA,KEYS,AIP,VECO,SCSC,DJCO,VPG,ENTG,WEX,GTLB,NTNX,DIOD,VRNS,BELFB,PLXS,BRZE,SAIC,TSAT,DBX,AGYS,KSPI,INGM,FFIV,PLTS,HPQ,CSCO,ESTC,OUST,SLAB,S,LSCC,MPTI,IOT,DT,TSM,BHE,TOST,NTCT,BOX,GRMN,RAL,XYZ,MTSI,BRUN,CNXN,KN,TTAN,DCBO,PLTR,SPSC,CPAY,LFUS,WDAY,BELFA,WK,ATEN,SHOP,DLO,PCTY,RAMP,ACLS,GWRE,ROG,BILL,APH,GRND,PAYX,ACFN,QTWO,ACIW,OSPN,PRGS,CGNX,IDCC,SMCIP,IBEX,ADP,CVLT,ALRM,ADI,APPF,JBL,CACI,NCNO,SANM,WIX,GEN,AMKR,MSI,CLMB,CAMT,TXN,CIFR,EXTR,LYFT,EXLS,MPWR,JKHY,AAPL,MSFT,NATL,BLKB,ESE,RDWR,Q,VRSN,SSNC,SAIL,DOCU,ITRN,ROP,CTS,ST,EVTC,CDW,PCOR,TDY,CLS,ALKT,NOVT,FTV,SYNA,NVDA,NOVTU,IT,CEVA,ZM,GRRR,DFIN,ARQQ,BSP,POWI,PI,EFOR,ON,AKAM,QRVO,SAP,PLUS,ALGM,ITRI,NOW,DSGX,ADIG,DUOL,CRM,SWMR,AVNW,SMCI,UBER,ADSK,MCHP,ZS,SONY,CTSH,INOD,BSY,UI,BKTI,AVGO,BR,CDNS,SONO,APLD,YOU,NVMI,STRC,AEVA,BDC,STRF,CSQR,G,ADBE,WOLF,STRD,MBGL,VNT,MCHPP,DAKT,NYAX,TDC,UPBD,LOGI,MNDY,GIB,NICE,GDDY,CRWV,TYL,LASR,TEL,KVYO,SWKS,DBD,GFS,EEFT,WYFI,PTC,SKHY,CORZ,FORTY,GDS,STRK,OCTV,MQ,PLAB,OTEX,BMI,QCOM,TRMB,FIG,AOSL,NN,PAR,LYTS,FN,IBM,HUBS,DOX,BL,OSIS,ACN,NXPI,QNT,IONQ,LDOS,NTGR,RMBS,FSLR,CNXC,NXT,AMBA,ENPH,BLSH,CHKP,EPAM,SNPS,INTU,PAYP,QBTS,FOUR,OLED,FICO,GLOB,PEGA,LIF,CLFD,ASTS,CALX,RGTI,FIS,ORCL,CRUS,IIIV,IPGP,SEDG,PSN,MSTR,CBRS"
5,Basic Materials,61,61,50,38,"HYMC,ALM,AYA,FRD,CLMT,CGAU,AUGO,NEXA,ERO,PHOS,ARIS,HBM,SSRM,EGO,MTRN,IAG,SKE,NWPX,HL,FCX,MT,SCCO,TECK,AU,AG,SIND,ELVR,JHX,RMIX,NEM,BHP,ODC,NUE,KOP,TX,SA,ELE,WPM,ASH,CDE,CF,HCC,BVN,KALU,VHI,CLW,SXT,HMY,MEOH,RGLD,STLD,CSTM,AMR,B,NEU,AVNT,AEM,SCL,FNV,RIO,KGC,CMT,RS,MUX,UAN,IOSP,GFI,OGC,IFF,DRD,AXTA,PAAS,SQM,CNL,PRM,IPI,CENX,NTR,KWR,TFPM,AAUC,REX,NGVT,ESI,CTVA,BCPC,CBT,APD,MTUS,ACNT,DD,LYB,USAU,VALE,OR,DOW,SSMR,PPTA,ECL,BCC,MTX,SHW,CMP,EMN,AGI,USLM,PPG,SIM,WFG,LIN,USAR,WLKP,WDFC,AA,SMG,ALB,SSD,CMCL,IDR,RPM,VMC,CC,CTGO,FUL,MP,TTAM,CE,UFPI,MOS,PKX,EXP,WLK,WS,SOLS,MLM,CRH,ASIX,SLVM,AMRZ,TGLS,KNF,MSB,HWKN,OLN,SMID,IPX"
6,Financial Services,58,36,63,57,"RFAI,RFAIU,LIFE,RACC,PMTS,HUT,PRCH,MRX,ECPG,ENVA,AAMI,FVNNU,WT,CCXIU,VCTR,CIB,VIRT,SEZL,HFBL,MSBI,PS,DGICB,TWN,EZPW,STT,CARE,TWFG,BFH,GCBC,AII,HRTG,OPY,KF,UFCS,GSHD,SAFT,VBNK,BWIN,AMAL,CMTV,PBAM,ATLC,BWFG,MBIN,NP,IBKR,BOTJ,CBNA,SLDE,CHMG,BNY,SII,PGC,AMTB,VOYA,UVE,BBVA,AMG,ALRS,PRAA,SHG,HBT,KINS,HQL,GOLD,BNS,IVZ,JXN,SNEX,ARX,MUFG,BEN,SMBK,CZFS,UBS,SEIC,FNWD,NTRS,TD,ASIC,FISI,AVBC,SMFG,SBFG,CNO,TRST,FBIZ,HSBC,ING,PKBK,CBK,OBK,CFBK,OSBC,STK,KB,RRBI,ATLO,WASH,PFIS,FDSB,PLBC,CBC,ACNB,BAP,TRV,FRST,RBCAA,SRCE,BPOP,FMAO,HQH,FSEA,FCBC,PBFS,MBBC,RY,TMP,ALL,HOOD,FVCB,BSTZ,CFFI,CM,CAC,FBP,THG,ITIC,SHBI,BMO,WTBA,IX,THFF,DBRG,DCOM,SKWD,HG,FNLC,ASST,BY,AGM,OBT,RCBC,AIZ,WRLD,WSBF,CTBI,TSBK,FCAP,NIC,PLGO,MS,WSFS,INBK,MFC,PEBO,ASA,FNRN,RGA,CPBI,BPRN,BAC,BOW,CFG,CFR,NKSH,FRHC,MET,GL,FMBH,SLF,FBLA,PFG,C,EGBN,GSBC,USCB,SCHW,AMP,CZNC,IFS,TFSL,ACT,RNR,PYPL,USB,FCFS,CNS,OFG,RBB,FHI,FSBC,PDLB,MYFW,CCNE,UNM,BHB,WSBC,HNVR,PRK,GS,WTW,UVSP,JPM,PEBK,TFIN,BUSE,AFRM,PCB,FXNC,PEO,SMBC,NBN,MBWM,TRIN,NMIH,PBHC,BWB,NWBI,RIOT,MCBS,EBC,GABC,BCS,CACC,PFX,NWG,CATY,STBA,FRAF,CNOB,BMEZ,QCRH,WF,BSAC,LARK,CBNK,BST,FULT,WHG,FDBC,UMBF,ZION,LSBK,BSVN,MPB,PNC,FCF,V,ORRF,EMF,BME,MTB,LPLA,SRBK,BGR,MTG,CPF,MCY,FITB,FFBC,NTB,QNBC,EIG,UBSI,CHCO,SFST,CIVB,NWFL,CCBG,BCAL,DB,PRU,LNC,NBTB,LCNB,HWC,FDS,HBCP,CLST,AJG,ECBK,RJF,HCI,BFST,HIPO,COSO,FCCO,MVBF,EWBC,EBMT,SPNT,BSRR,FUSB,BFC,AVBH,AROW,RGT,ESNT,MA,NECB,TCBX,BCH,BOKF,EVT,MGYR,FUNC,NFJ,ISTR,CRBG,ASB,HBNC,FBNC,CBAN,BBT,EG,CZWI,MRBK,MNSB,PRI,EQH,PROV,EMO,HASI,NODK,CWBC,PLMR,SYBT,HWBK,VABK,PFS,HMN,RF,BHRB,FMNB,MCHB,FSUN,IOND,TCBK,AUB,JCAP,AX,CSWC,EQBK,FRBA,HYNE,SFNC,HFWA,RMBI,GAIN,HAPN,WABC,CB,HAFC,CVBF,SLM,SIGI,NDAQ,NBBK,FGNXP,LCLN,ONB,SSB,JMSB,OMF,EFSI,SBCF,FCNCA,BVFL,PFBC,TPG,GAM,UNTY,CCD,BTO,FAF,RLI,TROW,FIGR,TBBK,TRMK,LOB,CUBI,CRVL,BX,BANR,KEY,COFS,ADX,THQ,CBSH,TRU,MRSH,IOR,MCO,INDB,GGZ,IBCP,FIBK,PJT,SYF,BLK,IGIC,ETG,SFBS,MORN,WAFD,OPBK,SFBC,MCB,RVT,OVLY,KNSL,ABCB,TOWN,BLX,CBFV,SF,UBCP,CNA,CEE,TRUP,GDV,FNB,VALU,AFG,ACGL,ETO,CSQ,VRTS,XZO,UCB,EFSC,SPFI,DXYZ,COF,DGICA,HTB,HTGC,CAF,ESQ,WTFC,CBOE,GLRE,ASGI,HOMB,AUBN,MXF,CET,COLB,APAM,JCE,QQQX,SPXX,CINF,NCZ,FBK,PNFP,MKTW,BCV,TFC,HTH,AIO,WFC,BOH,OVBC,HIFS,L,AON,WULF,SATA,RYAN,RNST,ETV,TCBS,BKU,PB,BMNR,GBLI,TCBI,NU,BRO,BCAT,FHN,NRIM,TBLD,STEW,NXG,MKTX,AFL,FFA,MAIN,TY,PGR,FRME,RDN,MBINL,WTM,APO,MNSBP,ORI,UTF,BMRC,AXP,HIG,ARES,IBN,CII,NEWTP,ECCC,FGBIP,NCV,HBAN,ALLY,MSBIP,NBHC,BANC,FSBW,CNOBP,ETB,OZK,ICE,MC,FRBT,OCFC,CBU,SCD,NBXG,EOT,LGI,KKR,BUSEP,FFIN,FDUS,SBSI,OXLCO,OCCIN,SPGI,MEGI,AXS,RLTY,MIAX,RMI,SOR,ACV,BAM,HTD,BANX,NIE,CASH,MBINM,SRV,BMA,GBCI,MBNKO,ARCC,EICA,OXLCN,IBOC,WSBCO,ATLCP,TIPT,OCCIM,FHB,GLU,VLYPN,BCML,BTT,SLMBP,WAFDP,CCNEP,SPME,VLYPO,CCID,CME,PDX,UMBFO,SPMA,ONBPO,ECAT,BMN,ONBPP,PDPA,MBINN,VLYPP,XP,BWBBP,STC,MMD,HBANL,EOI,AIG,NNI,WTFCN,FFC,DFP,HPI,LDP,JEF,EFSCP,FRMEP,WRB,TCBIO,BXSL,BUI,OZKAP,NPB,SDHY,IGI,TW,HPF,UNB,TSLX,LKFN,MSCI,VEL,NPFD,PUK,HLNE,ERIE,BBN,BANF,RNP,WAL,GUG,NBB,FLC,PSF,GLAD,CG,RVI,CRCL,PSUS,UTG,TYG,ETX,IIF,NTRSO,GLXY,SOFI,FPF,RVII,AB,HBANP,MSDL,XFLT,EOS,LMND,GGAL,IREN,PTA,AGO,FCNCO,HBANM,ISBA,ACGLN,PIPR,MKL,BNT,FULTP,FCNCP,SIGIP,ACGLO,BN,MCI,STEP,FUTU,HBANZ,JLS,FNF,ROOT,EVR,RM,BHF,ZIONP,COIN,ONIT,PDI,KMPR,PWP,UPST,FOA,LAZ,MPV,BOT,FG,ETOR,HERZ,SAR,HLI,HDB,PFSI,AMSF,TREE,WD,GBFH,CCB,AIFU,VCX"
7,Communication Services,54,49,56,56,"CCG,BBGI,ATEX,MF,STRZ,NBIS,SPHR,MCS,IRDM,MGNI,LILAP,GSAT,ZD,QNST,TIGO,IMAX,ROKU,WLYB,MSGS,RDIB,MSGE,SKM,WLY,CNK,WBD,ATNI,EVER,IDT,OPRA,WPP,MANU,ECHO,JOYY,MTCH,ADV,SCHL,GRVY,SIRI,NWS,NWSA,LYV,PSO,VOD,BATRA,BATRK,BZ,LLYVK,OMC,LLYVA,FOXA,GOOGL,FWONA,GOOG,FOX,FWONK,ATHM,VZ,VEON,TTWO,PINS,GRPN,PPLI,DIS,KT,SPOT,TKO,AMX,CMCSA,CHT,NYT,T,RCI,NTES,VSNT,BCE,NXST,RDDT,PHI,YELP,GLIBA,WMG,META,CRTO,GLIBK,NFLX,TMUS,TDS,CHTR,BIDU,TIMB,BILI,ZG,GIBO,Z,AD,NIPG,LFTO,APP,RBLX,CABO"
8,Industrials,51,38,47,44,"EDRY,BUUU,NCEW,OESX,FCEL,MAN,SIF,RCMT,BE,PKOH,ATI,GEO,CXW,TH,KFRC,LIME,MTW,ATRO,PESI,KELYB,CYRX,KELYA,DCO,PLPC,RHI,MATX,NSP,HQI,PHOE,ECO,ARCB,FA,TWIN,IA,DXPE,SHIP,TNET,XMTR,AIRT,CBZ,AIR,HSHP,TISI,NMM,FIX,NVRI,MG,PBI,CRS,ARXS,ATKR,GRC,BXC,UNF,DAC,ARMK,HURC,ZIM,CMDB,POWL,EXPD,PL,RXO,JBHT,CIX,UHAL,PRLB,GHM,GENC,PKE,CSX,WAB,SWK,NPK,FDX,SBLK,CASS,VRT,NVT,NDSN,TKR,CVLG,VSEC,CDNL,TPC,SNDR,MSM,ACA,GSL,GIC,WTS,GNK,CAT,HURN,KFY,GEV,AXON,KNX,ESP,EMBJ,EML,GFF,SXI,BWMN,RHLD,UNP,IEX,ADUR,EFTY,LXFR,RTX,AIT,PH,ENS,DSGR,HWM,GWW,CLH,FSTR,TRNS,CNI,GPN,DNOW,DAL,WERN,DE,VVX,HXL,WCC,TFII,R,TEX,J,FLS,ESEA,NPO,OC,PCAR,LSTR,TTC,AEIS,ICFI,PWR,TTEK,GE,URI,CP,NSC,ESLT,AME,CSW,ASC,EMR,PRG,AGX,HRI,VSECU,FLR,OSK,FAST,KEX,JCI,ULH,MYRG,STRL,LGN,ETN,LECO,GD,XPO,HLIO,CR,MMM,AZZ,BRC,ODFL,CDLR,LOAR,TREX,ECG,NX,ABM,CECO,CMPR,ITT,VOYG,SNA,FWRD,CTAS,DCI,WWD,EBF,MLI,MRCY,MSA,HEI,KRNT,TAYD,LUNR,LMT,AER,ITW,CMCO,EXPO,AYI,UAL,ALLE,OTTR,CMI,RGR,ENR,VMI,ROK,GHC,CAR,CXT,ELMT,GTES,EME,MAS,VLTO,MEC,UPS,APOG,ALGT,TT,CRAI,GATX,CCEC,BETA,FELE,BKSY,DLX,FSS,DLB,RBC,APG,LUV,CSL,CWST,SKYW,AWI,IR,RSG,ZWS,LTM,MGRC,GFL,PAM,GVA,WCN,DOV,FTAIM,HUBB,MIDD,CMC,CPA,WM,WOR,CW,HUBG,ZTO,KMT,CAAP,ROCK,RYZ,BCO,FERG,EPAC,FBIN,EFX,HY,BA,KBR,SPXC,POWWP,SUNB,FTAI,BBSI,ROAD,BLBD,TRN,RKLB,TRI,MTZ,RELX,GGG,GNRC,CAE,MWA,AIRTP,OMAB,SAIA,TITN,AGCO,HON,IIIN,AOS,CARR,WMS,KAI,CHRW,GBX,DPC,FCN,TATT,LNN,TXT,NSSC,WSC,DRS,VRSK,ALG,NOC,TDG,RRX,CDRE,HII,FER,SARO,GXO,TNC,XYL,FOIL,PPIH,FPS,ULS,OTIS,RYAAY,ALK,ASTE,SEB,TRC,BAH,KE,PAC,LPX,CPRT,LHX,REZI,FDXF,SPCX,STN,RJET,POOL,OFLX,JBTM,WLDN,BBUC,CNM,MATW,MDA,RBA,AMTM,ASR,WSO,BWXT,RTO,HONA,DY,ONT,MMS,MAIR,KTOS,ESAB,SYM,LII,KRMN,AAON,SITE,FLY,ACM,BLDR,PNR,AMSC,AMRC,IESC,INIO,AVAV,EQPT,ATS,NNE,HAWK,AVEX,PSIX,XE,PRIM,LMB,SMX,MFP,WLFC"
9,Consumer Cyclical,46,33,52,44,"VSXY,KRT,ANDG,CAKE,HBB,LIND,HZO,ANF,CBRL,SN,VAC,EAT,FLXS,BJRI,MYE,CTRN,BDL,LTH,FIGS,EXPE,KMX,ABNB,MOV,FTDR,ETSY,FIVE,WEYS,VGNT,BZH,JILL,LQDT,TILE,GTX,LOCO,HRB,W,DASH,HNI,MLKN,MLR,RCKY,GEF,ESCA,PRSU,PAG,BBY,JAKK,INTG,CROX,CART,BH,RUSHB,CALY,CASY,ALSN,MUSA,DIN,KSS,LAD,LEGH,ROST,BSET,M,RUSHA,GPC,SW,RSI,SHOO,CVEO,GLBE,VIK,WSM,CZR,SON,HOG,BWA,CCK,SBH,OSW,IHG,URBN,MCRI,CARG,GM,MGA,HVT,SKY,MGM,SBUX,MHK,THRM,RICK,OPLN,BKNG,PKG,BALL,TXRH,XPEL,QSR,FOXF,RIVN,JACK,GIII,MCFT,HTHT,MHO,LGIH,PRKS,HAS,AMCR,RACE,LOVE,PENN,DRI,AMZN,HLT,DAN,EBAY,COOK,MAR,IP,TNL,GCO,SCI,DDS,KTB,H,MTN,HMC,BC,BOBS,CVNA,GRBK,TRS,CMG,AVY,PLOW,SAH,RVLV,RGS,REYN,WWW,TPR,HOV,TOL,SE,CVCO,RL,PHM,MELI,PHIN,SLGN,JOUT,CNNE,JMKE,ETD,BURL,BWMX,AIN,MTH,AEO,RRR,MMYT,CHH,YUM,ULTA,CPHC,DORM,ALV,PII,CRI,YETI,IBP,RCL,GOLF,LEA,YUMC,STRT,ALH,KBH,ATMU,GNTX,ABG,ATAT,DHI,JD,AN,CAVA,COLM,BYD,DOO,LEVI,NATH,MOD,HGV,HD,BFAM,PVH,ORLY,TM,SIG,WH,SMP,DPZ,BBWI,CYD,VC,OXM,VVV,NVR,CHDN,SHAK,MAT,TJX,BOOT,FND,WGO,BROS,RH,MBUU,WYNN,LCII,EYE,LOW,GIL,KEQU,CCL,MCD,DKNG,BABA,GAP,LZB,FUN,BBW,LKQ,CHWY,AZO,TSLA,PDD,NCLH,THO,BKE,AS,LVS,TSCO,WINA,BIRK,DECK,ASO,HSAI,CPNG,ADNT,GME,ZUMZ,CPS,TCOM,LEN,CSV,SGI,KRUS,AAP,PATK,QVCG,PLNT,FLUT,LULU,GPI,ONON,NKE,WHR,ROL,APTV,BGSI,PZZA,DKS,NEGG,WING"
10,Real Estate,45,26,48,46,"REAX,PEB,CBL,PK,CHCI,SLG,NHPBP,NHP,JAN,JLL,NHPAP,APLE,RHP,PSTL,XHR,LXP,FVR,MAC,WELL,CDP,OUT,HIW,EQIX,AHR,VNO,DOC,SEG,ALX,CURB,CCS,VTR,JOE,IRM,CTO,NREF,CUZ,HST,COLD,SPG,MMI,RMR,ADAMN,BNL,PINE,BXP,LAMR,DLR,AAT,FRT,SKT,PSA,LTC,ESS,PLD,DEA,EPR,FOR,ADAML,GTY,FR,NTST,EGP,UMH,TRNO,AMH,SBRA,OLP,IIPR,IVT,VTMX,NNN,KIM,BPYPP,GOODN,LANDO,KRG,NLY,INVH,PECO,LANDP,XRN,SMA,CBRE,VMRK,CUBE,CTRE,HR,BEKE,ELS,OHI,O,SAFE,BPYPO,EXR,BXDC,MAYS,AGNCM,KRC,UE,AGNCP,ADAMM,MRP,NMRK,BRX,FCPT,REG,AGNCL,AGNCN,UHT,UDR,AGNCO,AKR,LINE,WPC,AGNCZ,REGCP,ADAMZ,BFS,CPT,WY,IRT,SUI,IRS,MAA,ADC,MLP,REXR,STAG,REGCO,ARR,EPRT,ARE,WHLRD,AXR,RYN,FSV,NHI,AMT,FRPH,HHH,SBAC,TCI,OZ,GLPI,CIGI,STWD,VICI,NEN,CSR,CCI,NXRT,CSGP,OPI"
