Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
53,LASR,62.77,1785442,Technology,Semiconductors,98.0,95.0,97.0,97.0,1377366.0,2833960.0,69.52,6.2,3502021120.0,No
74,SATS,107.71,6219986,Communication Services,Telecom Services,98.0,26.0,87.0,90.0,5145011.0,5214740.0,132.25,14.9,31114819584.0,No
93,TYRA,36.0,814281,Healthcare,Biotechnology,98.0,94.0,97.0,98.0,844369.0,1569040.0,36.59,6.42,1939216128.0,No
94,IREN,41.37,28374877,Financial Services,Capital Markets,98.0,46.0,17.0,86.0,38499728.0,35607590.0,76.87,5.12,13724876800.0,No
115,ANAB,63.79,589327,Healthcare,Biotechnology,97.0,97.0,96.0,98.0,483325.0,559370.0,66.66,15.32,1833851264.0,No
145,AGX,459.39,426808,Industrials,Engineering & Construction,97.0,96.0,95.0,97.0,368367.0,435780.0,484.13,110.23,6373305856.0,No
215,AU,104.72,2279047,Basic Materials,Gold,96.0,47.0,94.0,94.0,2773949.0,2974650.0,129.14,31.58,52882927616.0,No
222,ESLT,865.83,258648,Industrials,Aerospace & Defense,96.0,97.0,97.0,95.0,156344.0,262240.0,960.0,354.68,40228970496.0,No
223,NBIS,108.04,13018485,Communication Services,Internet Content & Information,96.0,95.0,85.0,82.0,12850381.0,13398840.0,141.1,18.31,27335954432.0,No
243,VAL,92.8,724752,Energy,Oil & Gas Equipment & Services,96.0,95.0,97.0,95.0,1629559.0,1021710.0,102.19,27.15,6424630272.0,No
303,NCSM,64.68,51500,Energy,Oil & Gas Equipment & Services,95.0,98.0,97.0,87.0,13147.0,36120.0,68.4,25.09,164346704.0,No
334,DOCN,66.16,2239095,Technology,Software - Infrastructure,95.0,86.0,95.0,96.0,2866122.0,3234880.0,70.43,25.45,6086461952.0,No
387,TECX,34.12,258892,Healthcare,Biotechnology,94.0,98.0,97.0,96.0,419586.0,472510.0,36.03,13.7,640658432.0,No
530,MSGS,312.31,169719,Communication Services,Entertainment,93.0,93.0,95.0,93.0,235733.0,243320.0,345.46,173.26,7517092864.0,No
