Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
48,CDNA,50.31,50.88,921782.0,Healthcare,Diagnostics & Research,98.0,88.0,98.0,98.0,2.5349,2.5106,1138258.0,1194930.0,53.67,13.12,2602748928,NO,48.65,41.14,25.24,44.07,28.71,,3054,0.0,934640.0,NO,NO,2025-07-17,16111000.0
95,FRD,45.2,45.6,30901.0,Basic Materials,Steel,97.0,80.0,98.0,98.0,2.1529,2.1093,93504.0,55370.0,48.77,16.55,326018144,NO,44.3,38.7,25.36,40.32,28.58,,11714,0.0,31074.0,NO,NO,2005-02-22,876000.0
142,PUR,33.45,34.94,141181.0,ETF,ETF,97.0,98.0,,,7.8824,7.1467,61388.0,173830.0,48.1,9.66,0,NO,26.48,,,20.63,,,44,0.0,141478.0,NO,NO,2026-08-20,500100.0
144,HZO,52.17,52.16,1103176.0,Consumer Cyclical,Specialty Retail,97.0,97.0,97.0,97.0,0.1268,0.1254,560203.0,683160.0,52.46,21.42,1152264960,NO,52.17,42.21,32.12,43.61,35.1,,7110,0.0,1162213.0,NO,NO,2026-08-10,7672600.0
258,NGNE,38.13,38.6,227334.0,Healthcare,Biotechnology,95.0,87.0,94.0,95.0,2.7172,2.6415,242877.0,237480.0,43.66,15.93,763034048,NO,37.65,36.53,26.22,36.85,29.56,,3145,0.0,228334.0,NO,NO,2015-08-07,3112795.0
311,GCT,52.2,51.75,462694.0,Technology,Software - Infrastructure,94.0,31.0,97.0,76.0,2.402,2.2244,659651.0,525120.0,56.27,25.39,1864074368,NO,50.99,43.87,40.84,46.39,41.91,,1017,0.1,469905.0,NO,NO,2022-08-19,36268800.0
361,FLTW,107.23,107.88,83073.0,ETF,ETF,94.0,89.0,77.0,94.0,1.7052,1.2459,427095.0,157580.0,110.32,56.49,0,NO,102.92,99.62,81.45,100.45,89.79,,2191,0.0,92933.0,NO,NO,2026-05-15,12282700.0
364,ALAB,288.85,310.4,5523364.0,Technology,Semiconductors,94.0,3.0,4.0,97.0,18.9865,16.8331,4916153.0,3074660.0,499.48,97.89,50111172608,NO,297.02,328.39,225.89,314.89,256.76,,619,0.0,5684986.0,NO,NO,2024-11-05,24756900.0
379,EWT,111.54,112.18,3296892.0,ETF,ETF,94.0,89.0,80.0,94.0,1.7914,1.3786,5637195.0,3968400.0,112.78,59.96,0,NO,107.13,103.45,84.43,104.42,92.91,,6590,0.0,3296892.0,NO,NO,2009-04-29,37344000.0
407,NHC,221.82,218.64,69769.0,Healthcare,Medical Care Facilities,93.0,79.0,87.0,90.0,6.5193,6.5121,129504.0,102170.0,239.29,112.4,3474009088,NO,224.28,221.03,176.72,222.51,194.14,,9996,0.0,81410.0,NO,NO,2023-12-15,2662000.0
419,LIME,37.59,36.75,250022.0,Industrials,Rental & Leasing Services,93.0,33.0,,,2.7664,2.7664,398806.0,282090.0,44.38,23.87,2406734848,YES,39.94,,,34.21,,,48,0.0,255094.0,NO,NO,2026-07-01,3688300.0
439,ITGR,126.35,126.5,414717.0,Healthcare,Medical Devices,93.0,71.0,95.0,93.0,0.37,0.3214,914519.0,767770.0,126.8,62.0,4294895104,NO,125.34,111.62,91.12,116.27,97.36,,6522,0.0,561156.0,NO,NO,2025-10-23,14161400.0
446,CBZ,54.66,54.85,643663.0,Industrials,Specialty Business Services,93.0,67.0,97.0,97.0,0.315,0.3018,1282362.0,1019150.0,58.17,24.29,2966063616,NO,54.66,48.17,39.59,50.55,37.05,,7893,0.0,731849.0,NO,NO,2026-07-29,16958900.0
489,FIVE,254.07,252.2,1093704.0,Consumer Cyclical,Specialty Retail,92.0,82.0,95.0,72.0,11.6443,11.035,1157862.0,1533430.0,263.88,137.77,13987578880,NO,245.7,219.48,208.88,229.97,220.3,,3554,0.0,1107389.0,NO,NO,2020-01-13,16786700.0
505,BFH,108.25,110.87,273174.0,Financial Services,Credit Services,92.0,61.0,88.0,93.0,3.7511,3.4064,622945.0,416580.0,114.53,53.83,4159077632,NO,107.92,105.6,86.08,106.06,92.18,,6344,0.0,347289.0,NO,NO,2008-01-28,42684447.0
528,VAC,102.35,106.62,328090.0,Consumer Cyclical,Resorts & Casinos,92.0,2.0,84.0,93.0,4.8429,4.6007,489077.0,552700.0,131.34,44.58,3520360960,NO,111.46,105.16,77.04,106.63,86.86,,3728,0.0,522635.0,NO,NO,2018-08-31,7085300.0
568,WEYS,44.5,45.37,24394.0,Consumer Cyclical,Footwear & Accessories,91.0,20.0,92.0,91.0,1.4159,1.3402,22843.0,22860.0,48.68,27.25,425018752,NO,45.26,41.97,35.16,42.59,37.04,,11714,0.0,24545.0,NO,NO,1994-10-05,1683900.0
573,BXC,81.12,81.81,104451.0,Industrials,Industrial Distribution,91.0,7.0,97.0,91.0,3.805,3.5793,159708.0,141180.0,93.8,44.78,637620800,NO,82.78,69.72,62.49,73.07,61.36,,5467,0.0,120223.0,NO,NO,2018-03-12,4990600.0
579,BOAT,50.58,50.85,44837.0,ETF,ETF,91.0,93.0,90.0,82.0,1.0933,0.826,31179.0,49850.0,51.55,29.12,0,NO,48.3,44.44,39.66,46.06,42.49,,1279,0.0,45140.0,NO,NO,2026-01-30,262000.0
591,BWFG,66.16,67.39,122669.0,Financial Services,Banks - Regional,91.0,42.0,90.0,92.0,1.8221,1.8157,77500.0,56790.0,69.59,40.45,527425696,NO,66.64,63.91,53.23,64.99,56.04,,4133,0.0,127072.0,NO,NO,2021-06-25,928300.0
611,HBT,36.53,36.59,106003.0,Financial Services,Banks - Regional,90.0,69.0,91.0,91.0,0.6967,0.6828,171401.0,99940.0,37.51,22.36,1328435712,NO,36.12,34.66,29.24,35.22,30.65,,1735,0.0,107559.0,NO,NO,2019-10-11,3754600.0
645,TARS,87.22,90.78,1784009.0,Healthcare,Biotechnology,90.0,97.0,96.0,75.0,3.5084,3.4551,984429.0,858400.0,91.53,48.2,3827474944,NO,74.38,66.45,68.79,69.21,66.64,,1479,0.0,1809043.0,NO,NO,2024-10-29,3175500.0
647,SCSC,57.69,58.48,300052.0,Technology,Electronics & Computer Distribution,90.0,84.0,89.0,95.0,2.9779,2.6379,250266.0,285400.0,66.78,33.76,1172521984,NO,55.03,54.7,44.3,55.46,46.45,,8172,0.0,384749.0,NO,NO,2002-12-19,8674400.0
667,CZFS,82.26,82.92,19808.0,Financial Services,Banks - Regional,90.0,78.0,91.0,89.0,2.3921,2.3493,25732.0,33350.0,84.65,52.35,395658688,NO,81.68,77.59,66.41,78.72,69.38,,6962,0.0,19858.0,NO,NO,2023-06-23,546612.0
679,TNA,68.98,69.89,2529858.0,ETF,ETF,90.0,10.0,75.0,92.0,2.1007,1.8293,4686043.0,2903470.0,77.24,37.03,0,NO,72.16,71.57,59.09,71.07,62.71,,4476,0.0,2553432.0,NO,NO,2011-10-04,222000000.0
696,URTY,80.2,81.22,281421.0,ETF,ETF,89.0,10.0,74.0,92.0,2.4336,2.0914,598308.0,329390.0,89.85,43.33,0,NO,83.94,83.27,68.91,82.67,73.05,,4168,0.0,288715.0,NO,NO,2011-10-05,8068400.0
703,FBIZ,72.24,72.83,31079.0,Financial Services,Banks - Regional,89.0,76.0,90.0,90.0,1.5649,1.5321,61595.0,65500.0,73.48,46.07,604527424,NO,70.66,68.21,59.23,69.4,61.13,,5238,0.0,32232.0,NO,NO,2011-02-14,1251800.0
704,SLVP,40.26,40.58,127913.0,ETF,ETF,89.0,91.0,92.0,29.0,1.7125,1.4346,304872.0,366610.0,50.15,23.53,0,NO,39.43,34.46,36.2,35.53,36.12,,3670,0.0,128783.0,NO,NO,2026-01-26,3479600.0
708,GRC,75.32,75.34,72765.0,Industrials,Specialty Industrial Machinery,89.0,7.0,16.0,82.0,2.115,2.07,191177.0,134420.0,92.78,41.98,1989219584,NO,77.71,80.34,67.65,79.19,74.47,,11714,0.0,112087.0,NO,NO,2006-12-28,1430664.0
742,LQDT,41.65,42.11,299024.0,Consumer Cyclical,Internet Retail,89.0,44.0,83.0,86.0,1.385,1.3421,219819.0,218010.0,44.09,21.67,1304961920,NO,42.15,40.26,34.52,40.91,36.33,,5165,0.0,300901.0,NO,NO,2014-04-02,8518000.0
750,BIO,379.77,386.11,100777.0,Healthcare,Medical Devices,89.0,88.0,93.0,91.0,11.4361,11.3554,296240.0,237420.0,396.23,236.73,10154356736,NO,375.63,337.79,302.36,348.31,302.01,,11727,0.0,138841.0,NO,NO,2024-09-20,5791400.0
756,ASTH,38.1,38.47,291816.0,Healthcare,Medical Care Facilities,89.0,87.0,28.0,94.0,1.455,1.44,588727.0,312910.0,51.6,18.08,1889926400,NO,38.28,40.73,31.45,39.81,35.04,,4401,0.0,304589.0,NO,NO,2021-09-17,6954600.0
